year,cohort,school_rep_code,school_rep_name,region,estb,school_division,enrolled_students,enrolled_dropouts,enrolled_dropout_rate,freshman_students,freshman_dropouts,freshman_dropout_rate,campus_count,grad_program_count,has_alimi,updated_at
2019,graduate,0000049,고려대학교,서울,사립,대학원,9841,445,4.5,,,,23,32,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000053,광운대학교,서울,사립,대학원,1464,82,5.6,,,,7,9,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000056,국민대학교,서울,사립,대학원,3405,197,5.8,,,,15,22,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000070,덕성여자대학교,서울,사립,대학원,377,10,2.7,,,,3,5,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000071,동국대학교,서울,사립,대학원,4772,368,7.7,,,,16,20,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000072,동덕여자대학교,서울,사립,대학원,201,17,8.5,,,,4,6,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000131,백석대학교,서울,사립,대학원,2650,170,6.4,,,,7,9,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000084,삼육대학교,서울,사립,대학원,451,20,4.4,,,,4,6,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000085,상명대학교,서울,사립,대학원,1451,146,10.1,,,,6,9,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000087,서강대학교,서울,사립,대학원,3114,257,8.3,,,,11,17,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000088,서경대학교,서울,사립,대학원,494,46,9.3,,,,4,4,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000069,서울기독대학교,서울,사립,대학원,221,19,8.6,,,,6,6,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000091,서울여자대학교,서울,사립,대학원,274,11,4,,,,3,5,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000539,서울한영대학교,서울,사립,대학원,249,17,6.8,,,,3,4,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000096,성공회대학교,서울,사립,대학원,366,22,6,,,,7,7,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000097,성균관대학교,서울,사립,대학원,7731,443,5.7,,,,18,25,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000098,성신여자대학교,서울,사립,대학원,844,55,6.5,,,,5,7,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000100,세종대학교,서울,사립,대학원,2620,184,7,,,,7,9,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000103,숙명여자대학교,서울,사립,대학원,2624,180,6.9,,,,10,12,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000105,숭실대학교,서울,사립,대학원,2854,159,5.6,,,,8,9,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000110,연세대학교,서울,사립,대학원,13726,852,6.2,,,,20,33,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000121,이화여자대학교,서울,사립,대학원,6033,308,5.1,,,,14,19,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000125,장로회신학대학교,서울,사립,대학원,1786,58,3.2,,,,6,8,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000129,중앙대학교,서울,사립,대학원,6203,326,5.3,,,,18,22,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000133,총신대학교,서울,사립,대학원,2385,83,3.5,,,,9,10,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000134,추계예술대학교,서울,사립,대학원,183,16,8.7,,,,3,4,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000525,케이씨대학교,서울,사립,대학원,156,15,9.6,,,,4,5,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000142,한국성서대학교,서울,사립,대학원,225,19,8.4,,,,4,6,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000143,한국외국어대학교,서울,사립,대학원,3696,215,5.8,,,,9,15,Y,2026-08-15T04:17:46.259Z
2019,graduate,0000150,한성대학교,서울,사립,대학원,994,48,4.8,,,,8,9,Y,2026-08-15T04:17:46.259Z
