year,half,school_kind,estb,school_division,region,status,school_rep_code,school_rep_name,campus_count,student_quota,recruitment_suspension,enrolled_total,enrolled_within,enrolled_outside,fill_rate,fill_rate_within,consolidated_at
2020,하반기,대학교,국립,대학,부산,기존,0000583,한국해양대학교,1,5760,0,6023,5347,676,104.57,92.83,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,부산,기존,0000423,화신사이버대학교,1,1490,0,1235,993,242,82.89,66.64,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000035,감리교신학대학교,1,800,0,769,734,35,96.13,91.75,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000565,강서대학교,1,1141,0,1311,999,312,114.9,87.55,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000047,경희대학교,1,19686,0,24654,19127,5527,125.24,97.16,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000408,경희사이버대학교,1,9080,0,9535,6721,2814,105.01,74.02,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000418,고려사이버대학교,1,7635,0,9106,6830,2276,119.27,89.46,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000053,광운대학교,1,6770,0,7755,6234,1521,114.55,92.08,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000056,국민대학교,1,11507,0,14522,11393,3129,126.2,99.01,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000070,덕성여자대학교,1,4941,0,5372,4978,394,108.72,100.75,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000072,동덕여자대학교,1,6188,76,6604,5928,676,108.05,96.99,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000300,동양미래대학교,1,4976,0,5300,4156,1144,106.51,83.52,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000420,디지털서울문화예술대학교,1,3680,0,3096,2419,677,84.13,65.73,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000307,명지전문대학,1,5869,0,6190,4893,1297,105.47,83.37,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000310,배화여자대학교,1,2690,0,2671,2292,379,99.29,85.2,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000422,사이버한국외국어대학교,1,4626,0,6010,4404,1606,129.92,95.2,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000084,삼육대학교,1,4680,0,5218,4633,585,111.5,99,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000317,삼육보건대학교,1,1072,0,1279,988,291,119.31,92.16,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000085,상명대학교,2,10428,0,11336,9418,1918,108.71,90.31,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000087,서강대학교,1,6296,0,7674,5791,1883,121.89,91.98,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000088,서경대학교,1,5174,0,5808,4694,1114,112.25,90.72,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,서울,기존,0000027,서울과학기술대학교,1,8320,0,9929,8616,1313,119.34,103.56,2026-08-07T09:07:29.731Z
2020,하반기,교육대학,국립,대학,서울,기존,0000199,서울교육대학교,1,1420,0,1515,1351,164,106.69,95.14,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000069,서울기독대학교,1,557,0,466,455,11,83.66,81.69,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립대법인,대학,서울,기존,0000012,서울대학교,1,13122,0,15809,14278,1531,120.48,108.81,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000412,서울디지털대학교,1,10170,1200,9430,6155,3275,105.13,68.62,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000413,서울사이버대학교,1,10310,0,11971,7642,4329,116.11,74.12,2026-08-07T09:07:29.731Z
2020,하반기,대학교,공립,대학,서울,기존,0000030,서울시립대학교,1,6788,0,8646,7715,931,127.37,113.66,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000321,서울여자간호대학교,1,684,0,931,629,302,136.11,91.96,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000091,서울여자대학교,1,6368,0,6560,5975,585,103.02,93.83,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000324,서일대학교,1,5386,0,5520,4657,863,102.49,86.46,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000096,성공회대학교,1,2008,0,1849,1738,111,92.08,86.55,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000097,성균관대학교,1,13504,0,17846,12921,4925,132.15,95.68,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000098,성신여자대학교,1,8240,0,8496,7769,727,103.11,94.28,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000100,세종대학교,1,9331,0,11165,9095,2070,119.65,97.47,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000415,세종사이버대학교,1,6790,0,8392,6369,2023,123.59,93.8,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000103,숙명여자대학교,1,8848,0,9694,8540,1154,109.56,96.52,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000105,숭실대학교,1,10730,0,13256,10309,2947,123.54,96.08,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000419,숭실사이버대학교,1,4950,0,6124,4346,1778,123.72,87.8,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000333,숭의여자대학교,1,3375,0,3272,3010,262,96.95,89.19,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000121,이화여자대학교,1,12764,0,14818,12656,2162,116.09,99.15,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000356,인덕대학교,1,5826,0,5716,4919,797,98.11,84.43,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000125,장로회신학대학교,1,600,0,633,580,53,105.5,96.67,2026-08-07T09:07:29.731Z
2020,하반기,기술대학,사립,대학,서울,기존,0000228,정석대학,1,200,0,58,58,0,29,29,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000129,중앙대학교,2,17964,0,22536,17737,4799,125.45,98.74,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000133,총신대학교,1,1414,0,1588,1381,207,112.31,97.67,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000134,추계예술대학교,1,1097,0,1020,973,47,92.98,88.7,2026-08-07T09:07:29.731Z
2020,하반기,방송통신대학,국립,대학,서울,기존,0000215,한국방송통신대학교,1,227650,0,92508,84885,7623,40.64,37.29,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000142,한국성서대학교,1,909,0,955,860,95,105.06,94.61,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000416,한국열린사이버대학교,1,3400,0,5069,2703,2366,149.09,79.5,2026-08-07T09:07:29.731Z
2020,하반기,각종학교(대학),특별법국립,대학,서울,기존,0000471,한국예술종합학교,1,2252,0,2534,2411,123,112.52,107.06,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000143,한국외국어대학교,1,13508,0,16206,13353,2853,119.97,98.85,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,서울,기존,0000023,한국체육대학교,1,2225,0,2474,2339,135,111.19,105.12,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,서울,기존,0000478,한국폴리텍 I 대학,1,520,0,493,437,56,94.81,84.04,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,서울,기존,0000477,한국폴리텍 I 대학,1,1130,0,1343,1012,331,118.85,89.56,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000150,한성대학교,1,5832,0,6072,5306,766,104.12,90.98,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,서울,기존,0000421,한양사이버대학교,1,10515,0,14307,9758,4549,136.06,92.8,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,서울,기존,0000384,한양여자대학교,1,6252,0,6166,5382,784,98.62,86.08,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000539,한영신학대학교,1,720,0,631,581,50,87.64,80.69,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,서울,기존,0000160,홍익대학교,2,14945,0,17633,14733,2900,117.99,98.58,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,세종,기존,0000049,고려대학교,2,20912,0,25337,20609,4728,121.16,98.55,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,세종,기존,0000066,대전가톨릭대학교,1,160,0,43,43,0,26.88,26.88,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,세종,기존,0000353,한국영상대학교,1,3167,0,3092,2659,433,97.63,83.96,2026-08-07T09:07:29.731Z
2020,하반기,대학교,특별법법인,대학,울산,기존,0000527,울산과학기술원,1,1440,0,1947,1668,279,135.21,115.83,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,울산,기존,0000352,울산과학대학교,1,4727,0,5409,4390,1019,114.43,92.87,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,울산,기존,0000117,울산대학교,1,11048,0,11137,10157,980,100.81,91.94,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,울산,기존,0000375,춘해보건대학교,1,2170,0,2684,2043,641,123.69,94.15,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,울산,기존,0000498,한국폴리텍 VII 대학,1,680,0,698,606,92,102.65,89.12,2026-08-07T09:07:29.731Z
2020,하반기,교육대학,국립,대학,인천,기존,0000200,경인교육대학교,2,2392,0,2626,2386,240,109.78,99.75,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,인천,기존,0000261,경인여자대학교,1,4004,0,4556,3625,931,113.79,90.53,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,인천,기존,0000123,인천가톨릭대학교,2,678,0,665,625,40,98.08,92.18,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립대법인,대학,인천,기존,0000031,인천대학교,1,9968,0,10900,9696,1204,109.35,97.27,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,인천,기존,0000587,인천재능대학교,1,3316,0,3473,2857,616,104.73,86.16,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,인천,기존,0000357,인하공업전문대학,1,5756,0,5974,4868,1106,103.79,84.57,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,인천,기존,0000124,인하대학교,1,13718,0,16406,13478,2928,119.59,98.25,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,인천,기존,0000481,한국폴리텍 II 대학,1,25,0,25,20,5,100,80,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,인천,기존,0000480,한국폴리텍 II 대학,1,1745,0,1925,1478,447,110.32,84.7,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000585,고구려대학교,1,1992,0,1626,1475,151,81.63,74.05,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000266,광양보건대학교,1,1817,160,640,574,66,38.62,34.64,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000054,광주가톨릭대학교,1,160,0,88,88,0,55,55,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000074,동신대학교,1,6272,0,5826,5236,590,92.89,83.48,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000532,동아보건대학교,1,1606,0,1535,1332,203,95.58,82.94,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000166,목포가톨릭대학교,1,490,0,495,464,31,101.02,94.69,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000308,목포과학대학교,1,2294,0,2182,1909,273,95.12,83.22,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,전남,기존,0000576,목포대학교,1,6453,0,6784,6145,639,105.13,95.23,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,전남,기존,0000577,목포해양대학교,1,2764,0,2468,2357,111,89.29,85.27,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000064,세한대학교,1,3798,0,3420,3238,182,90.05,85.26,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,전남,기존,0000579,순천대학교,1,6502,0,6444,5845,599,99.11,89.9,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000331,순천제일대학교,1,2446,0,2359,1993,366,96.44,81.48,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000114,영산선학대학교,1,200,0,30,28,2,15,14,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000360,전남과학대학교,1,3171,0,3736,2670,1066,117.82,84.2,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,공립,전문대학,전남,기존,0000389,전남도립대학교,1,1505,0,1134,1066,68,75.35,70.83,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000332,청암대학교,1,2777,0,2475,2167,308,89.12,78.03,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000190,초당대학교,1,3056,0,2808,2512,296,91.88,82.2,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,전남,기존,0000543,한국폴리텍 V 대학,1,0,0,18,0,18,0,0,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,전남,기존,0000554,한국폴리텍 V 대학,1,225,0,214,177,37,95.11,78.67,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전남,기존,0000186,한려대학교,1,1205,0,360,322,38,29.88,26.72,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전남,기존,0000546,한영대학,1,1349,0,1276,1065,211,94.59,78.95,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000250,군산간호대학교,1,886,0,1133,835,298,127.88,94.24,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,전북,기존,0000574,군산대학교,1,6940,0,6641,6132,509,95.69,88.36,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000270,군장대학교,1,1550,0,1811,1304,507,116.84,84.13,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000311,백제예술대학교,1,1354,0,1063,1011,52,78.51,74.67,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전북,기존,0000173,예수대학교,1,516,0,539,497,42,104.46,96.32,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전북,기존,0000164,예원예술대학교,2,1242,0,1385,903,482,111.51,72.71,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전북,기존,0000116,우석대학교,1,7080,0,6770,5962,808,95.62,84.21,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전북,기존,0000118,원광대학교,1,14796,0,14013,12961,1052,94.71,87.6,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,전북,기존,0000417,원광디지털대학교,1,4795,0,4879,3953,926,101.75,82.44,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000354,원광보건대학교,1,4033,0,4364,3498,866,108.21,86.73,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000362,전북과학대학교,1,1478,0,1647,1311,336,111.43,88.7,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,전북,기존,0000017,전북대학교,1,15608,0,17196,15300,1896,110.17,98.03,2026-08-07T09:07:29.731Z
2020,하반기,교육대학,국립,대학,전북,기존,0000201,전주교육대학교,1,1140,0,1184,1118,66,103.86,98.07,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000274,전주기전대학,1,2036,0,1535,1442,93,75.39,70.83,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전북,기존,0000126,전주대학교,1,10088,0,10470,9055,1415,103.79,89.76,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,전북,기존,0000361,전주비전대학교,1,2582,0,3412,2367,1045,132.15,91.67,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,특별법국립,전문대학,전북,기존,0000473,한국농수산대학,1,1650,0,1628,1526,102,98.67,92.48,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,전북,기존,0000493,한국폴리텍 V 대학,1,100,0,121,81,40,121,81,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,전북,기존,0000553,한국폴리텍 V 대학,1,475,0,448,407,41,94.32,85.68,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,전북,기존,0000155,한일장신대학교,1,886,0,839,716,123,94.7,80.81,2026-08-07T09:07:29.731Z
2020,하반기,산업대학,사립,대학,전북,기존,0000223,호원대학교,1,4634,0,4671,3494,1177,100.8,75.4,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,제주,기존,0000363,제주관광대학교,1,2355,0,1879,1726,153,79.79,73.29,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,제주,기존,0000192,제주국제대학교,1,2469,0,868,842,26,35.16,34.1,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,제주,기존,0000018,제주대학교,1,8504,0,9099,8194,905,107,96.35,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,제주,기존,0000382,제주한라대학교,1,4646,4,5637,3788,1849,121.43,81.6,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,제주,기존,0000535,한국폴리텍 I 대학,1,50,0,42,37,5,84,74,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000038,건양대학교,2,6890,0,6921,6423,498,100.45,93.22,2026-08-07T09:07:29.731Z
2020,하반기,교육대학,국립,대학,충남,기존,0000195,공주교육대학교,1,1416,0,1404,1303,101,99.15,92.02,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,충남,기존,0000573,공주대학교,1,10953,0,12151,10412,1739,110.94,95.06,2026-08-07T09:07:29.731Z
2020,하반기,사이버대학(대학),사립,대학,충남,기존,0000424,글로벌사이버대학교,1,3180,0,2297,2264,33,72.23,71.19,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000169,금강대학교,1,510,0,320,310,10,62.75,60.78,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000059,나사렛대학교,1,4844,0,4807,4221,586,99.24,87.14,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000189,남서울대학교,1,8812,0,8774,7808,966,99.57,88.61,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000131,백석대학교,1,11160,0,11099,10103,996,99.45,90.53,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충남,기존,0000373,백석문화대학교,1,5407,0,5234,4656,578,96.8,86.11,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000094,선문대학교,1,8239,0,8751,7262,1489,106.21,88.14,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000104,순천향대학교,1,9626,0,10462,9175,1287,108.68,95.31,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충남,기존,0000335,신성대학교,1,3643,0,3455,2825,630,94.84,77.55,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충남,기존,000568,아주자동차대학,1,988,0,873,813,60,88.36,82.29,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충남,기존,0000529,연암대학교,1,966,0,980,839,141,101.45,86.85,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000128,중부대학교,1,7780,0,7415,6539,876,95.31,84.05,2026-08-07T09:07:29.731Z
2020,하반기,산업대학,사립,대학,충남,기존,0000225,청운대학교,1,5186,0,5665,4318,1347,109.24,83.26,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,공립,전문대학,충남,기존,0000519,충남도립대학교,1,942,0,960,872,88,101.91,92.57,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000141,한국기술교육대학교,1,3344,0,3825,3249,576,114.38,97.16,2026-08-07T09:07:29.731Z
2020,하반기,대학교,특별법국립,대학,충남,기존,0000472,한국전통문화대학교,1,560,0,550,536,14,98.21,95.71,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,충남,기존,0000500,한국폴리텍 특성화대학,1,360,0,386,323,63,107.22,89.72,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,충남,기존,0000487,한국폴리텍 IV 대학,1,450,0,506,436,70,112.44,96.89,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,충남,기존,0000588,한국폴리텍 IV 대학,1,240,0,241,227,14,100.42,94.58,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000149,한서대학교,1,6365,0,6494,5781,713,102.03,90.82,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충남,기존,0000386,혜전대학교,1,2838,0,2533,2155,378,89.25,75.93,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충남,기존,0000159,호서대학교,1,11562,0,11706,10694,1012,101.25,92.49,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충북,기존,0000271,강동대학교,1,3874,171,3363,2965,398,90.82,80.07,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000037,건국대학교,2,18369,0,21231,17766,3465,115.58,96.72,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000058,극동대학교,1,3740,0,3371,3168,203,90.13,84.71,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000557,꽃동네대학교,1,432,0,440,416,24,101.85,96.3,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충북,기존,0000286,대원대학교,1,2535,0,2255,2011,244,88.95,79.33,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000093,서원대학교,1,6488,0,6143,5624,519,94.68,86.68,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000099,세명대학교,1,7600,0,7154,6621,533,94.13,87.12,2026-08-07T09:07:29.731Z
2020,하반기,각종학교(대학),사립,대학,충북,기존,0000404,순복음총회신학교,1,324,0,160,158,2,49.38,48.77,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000113,유원대학교,1,3865,0,3281,3068,213,84.89,79.38,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000183,중원대학교,1,3948,0,3522,3244,278,89.21,82.17,2026-08-07T09:07:29.731Z
2020,하반기,교육대학,국립,대학,충북,기존,0000204,청주교육대학교,1,1144,0,1187,1101,86,103.76,96.24,2026-08-07T09:07:29.731Z
2020,하반기,대학교,사립,대학,충북,기존,0000132,청주대학교,1,10641,0,10373,9508,865,97.48,89.35,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,충북,기존,0000021,충북대학교,1,11373,0,12575,11020,1555,110.57,96.9,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,공립,전문대학,충북,기존,0000544,충북도립대학,1,880,0,723,713,10,82.16,81.02,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충북,기존,0000367,충북보건과학대학교,1,2648,0,2550,2163,387,96.3,81.68,2026-08-07T09:07:29.731Z
2020,하반기,전문대학,사립,전문대학,충북,기존,0000377,충청대학교,1,3776,0,3719,3109,610,98.49,82.34,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,충북,기존,0000022,한국교원대학교,1,2184,0,2370,2206,164,108.52,101.01,2026-08-07T09:07:29.731Z
2020,하반기,대학교,국립,대학,충북,기존,0000582,한국교통대학교,1,7671,0,7809,7153,656,101.8,93.25,2026-08-07T09:07:29.731Z
2020,하반기,기능대학,사립,전문대학,충북,기존,0000485,한국폴리텍 IV 대학,1,680,0,693,609,84,101.91,89.56,2026-08-07T09:07:29.731Z
2021,상반기,대학교,사립,대학,강원,기존,0000513,가톨릭관동대학교,1,8420,0,7458,6872,586,88.57,81.62,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,사립,전문대학,강원,기존,0000347,강릉영동대학교,1,2628,0,2443,1989,454,92.96,75.68,2026-08-07T09:07:29.731Z
2021,상반기,대학교,국립,대학,강원,기존,0000572,강릉원주대학교,2,7412,0,7536,6927,609,101.67,93.46,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,사립,전문대학,강원,폐교,0000378,강원관광대학교,1,711,0,597,485,112,83.97,68.21,2026-08-07T09:07:29.731Z
2021,상반기,대학교,국립,대학,강원,기존,0000002,강원대학교,2,18280,0,19297,17811,1486,105.56,97.43,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,공립,전문대학,강원,기존,0000531,강원도립대학교,1,659,0,579,573,6,87.86,86.95,2026-08-07T09:07:29.731Z
2021,상반기,대학교,사립,대학,강원,기존,0000041,경동대학교,3,6999,0,7549,6492,1057,107.86,92.76,2026-08-07T09:07:29.731Z
2021,상반기,대학교,사립,대학,강원,기존,0000086,상지대학교,1,8044,0,6621,6188,433,82.31,76.93,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,사립,전문대학,강원,폐교,0000319,상지영서대학교,1,160,0,167,161,6,104.38,100.63,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,사립,전문대학,강원,기존,0000348,세경대학교,1,956,0,967,832,135,101.15,87.03,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,사립,전문대학,강원,기존,0000393,송곡대학교,1,575,0,649,454,195,112.87,78.96,2026-08-07T09:07:29.731Z
2021,상반기,전문대학,사립,전문대학,강원,기존,0000390,송호대학교,1,892,1,943,728,215,105.84,81.71,2026-08-07T09:07:29.731Z
2021,상반기,대학교,사립,대학,강원,기존,0000110,연세대학교,2,20069,38,26112,20677,5435,130.36,103.23,2026-08-07T09:07:29.731Z
2021,상반기,교육대학,국립,대학,강원,기존,0000205,춘천교육대학교,1,1284,0,1310,1228,82,102.02,95.64,2026-08-07T09:07:29.731Z
