year,school_kind,estb,region,status,school_code_std,school_name,total_enrolled,special_city_count,special_city_ratio,small_city_etc_count,small_city_etc_ratio,metro_count,metro_ratio,wide_city_count,wide_city_ratio,small_city_count,small_city_ratio,town_special_other_count,town_special_other_ratio,uploaded_at
2025,대학교,국립,전남,기존,0000020,국립순천대학교,1696,214,12.6,1482,87.4,34,2,180,10.61,972,57.31,510,30.08,2026-08-05T22:04:39.152Z
2025,대학교,국립,경남,기존,0000028,국립창원대학교,1896,260,13.7,1636,86.3,22,1.16,238,12.55,1295,68.3,341,17.99,2026-08-05T22:04:39.152Z
2025,대학교,국립,충북,기존,0000034,국립한국교통대학교,2117,437,20.6,1680,79.4,166,7.84,271,12.8,1307,61.74,373,17.62,2026-08-05T22:04:39.152Z
2025,대학교,국립,부산,기존,0000033,국립한국해양대학교,1493,835,55.9,658,44.1,56,3.75,779,52.18,419,28.06,239,16,2026-08-05T22:04:39.152Z
2025,대학교,국립,대전,기존,0000039,국립한밭대학교,2098,1229,58.6,869,41.4,25,1.19,1204,57.39,573,27.31,296,14.11,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000078,국민대학교,3484,1530,43.9,1954,56.1,1080,31,450,12.92,1455,41.76,499,14.32,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,경기,기존,0000319,국제사이버대학교,587,268,45.7,319,54.3,136,23.17,132,22.49,212,36.12,107,18.23,2026-08-05T22:04:39.152Z
2025,대학교,사립,충북,기존,0000080,극동대학교,841,256,30.4,585,69.6,161,19.14,95,11.3,330,39.24,255,30.32,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,충남,기존,0000334,글로벌사이버대학교,366,133,36.3,233,63.7,67,18.31,66,18.03,105,28.69,128,34.97,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000224,금강대학교,11,4,36.4,7,63.6,0,0,4,36.36,4,36.36,3,27.27,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000241,김천대학교,769,248,32.2,521,67.8,83,10.79,165,21.46,228,29.65,293,38.1,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000081,나사렛대학교,1280,329,25.7,951,74.3,179,13.98,150,11.72,805,62.89,146,11.41,2026-08-05T22:04:39.152Z
2025,대학교,사립,광주,기존,0000216,남부대학교,640,330,51.6,310,48.4,52,8.13,278,43.44,182,28.44,128,20.01,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000245,남서울대학교,2479,454,18.3,2025,81.7,239,9.64,215,8.67,1612,65.03,413,16.66,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000082,단국대학교,2633,887,33.7,1746,66.3,559,21.23,328,12.46,1408,53.48,338,12.83,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0002726,단국대학교_제2캠퍼스,2484,799,32.2,1685,67.8,436,17.55,363,14.61,1389,55.92,296,11.91,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000088,대구가톨릭대학교,2862,1260,44,1602,56,101,3.53,1159,40.5,973,34,629,21.97,2026-08-05T22:04:39.152Z
2025,대학교,특별법법인,대구,기존,0000382,대구경북과학기술원,230,105,45.7,125,54.3,33,14.35,72,31.3,121,52.61,4,1.74,2026-08-05T22:04:39.152Z
2025,교육대학,국립,대구,기존,0000253,대구교육대학교,374,167,44.7,207,55.3,11,2.94,156,41.71,136,36.36,71,18.98,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000084,대구대학교,4116,1515,36.8,2601,63.2,68,1.65,1447,35.16,1617,39.29,984,23.9,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,경북,기존,0000320,대구사이버대학교,112,68,60.7,44,39.3,15,13.39,53,47.32,27,24.11,17,15.18,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000087,대구예술대학교,114,7,6.1,107,93.9,0,0,7,6.14,7,6.14,100,87.72,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000061,대구한의대학교,1893,714,37.7,1179,62.3,60,3.17,654,34.55,463,24.46,716,37.83,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000093,대신대학교,697,81,11.6,616,88.4,10,1.43,71,10.19,33,4.73,583,83.65,2026-08-05T22:04:39.152Z
2025,대학교,사립,세종,기존,0000094,대전가톨릭대학교,12,1,8.3,11,91.7,0,0,1,8.33,10,83.33,1,8.33,2026-08-05T22:04:39.152Z
2025,대학교,사립,대전,기존,0000095,대전대학교,2042,759,37.2,1283,62.8,122,5.97,637,31.19,871,42.65,412,20.18,2026-08-05T22:04:39.152Z
2025,대학교,사립,대전,기존,0000238,대전신학대학교,11,3,27.3,8,72.7,0,0,3,27.27,5,45.45,3,27.27,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000097,대진대학교,1993,892,44.8,1101,55.2,847,42.5,45,2.26,729,36.58,372,18.67,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000099,덕성여자대학교,1366,642,47,724,53,505,36.97,137,10.03,555,40.63,169,12.37,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000101,동국대학교(WISE)_분교,1924,803,41.7,1121,58.3,361,18.76,442,22.97,849,44.13,272,14.13,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000100,동국대학교,3317,1383,41.7,1934,58.3,876,26.41,507,15.28,1375,41.45,559,16.85,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000102,동덕여자대학교,1732,879,50.8,853,49.2,711,41.05,168,9.7,674,38.91,179,10.34,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000235,동명대학교,1594,850,53.3,744,46.7,38,2.38,812,50.94,347,21.77,397,24.9,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000103,동서대학교,2318,1273,54.9,1045,45.1,23,0.99,1250,53.93,640,27.61,405,17.47,2026-08-05T22:04:39.152Z
2025,대학교,사립,전남,기존,0000104,동신대학교,1498,590,39.4,908,60.6,54,3.6,536,35.78,423,28.24,485,32.39,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000105,동아대학교,4594,2715,59.1,1879,40.9,67,1.46,2648,57.64,1097,23.88,782,17.02,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000106,동양대학교,1179,517,43.9,662,56.1,432,36.64,85,7.21,437,37.07,225,19.08,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000107,동의대학교,4014,2024,50.4,1990,49.6,51,1.27,1973,49.15,1206,30.04,784,19.53,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000330,디지털서울문화예술대학교,534,243,45.5,291,54.5,130,24.34,113,21.16,240,44.94,51,9.55,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000108,루터대학교,86,33,38.4,53,61.6,25,29.07,8,9.3,42,48.84,11,12.8,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000109,명지대학교,1375,458,33.3,917,66.7,260,18.91,198,14.4,735,53.45,182,13.23,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000111,명지대학교_제2캠퍼스,1665,661,39.7,1004,60.3,484,29.07,177,10.63,664,39.88,340,20.42,2026-08-05T22:04:39.152Z
2025,대학교,사립,대전,기존,0000112,목원대학교,1954,757,38.7,1197,61.3,88,4.5,669,34.24,731,37.41,466,23.85,2026-08-05T22:04:39.152Z
2025,대학교,사립,전남,기존,0000221,목포가톨릭대학교,120,4,3.3,116,96.7,1,0.83,3,2.5,94,78.33,22,18.33,2026-08-05T22:04:39.152Z
2025,대학교,사립,대전,기존,0000113,배재대학교,1995,697,34.9,1298,65.1,188,9.42,509,25.51,882,44.21,416,20.85,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000178,백석대학교,3032,737,24.3,2295,75.7,397,13.09,340,11.21,1838,60.62,457,15.07,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000114,부산가톨릭대학교,811,371,45.7,440,54.3,16,1.97,355,43.77,229,28.24,211,26.01,2026-08-05T22:04:39.152Z
2025,교육대학,국립,부산,기존,0000254,부산교육대학교,343,160,46.6,183,53.4,10,2.92,150,43.73,125,36.44,58,16.91,2026-08-05T22:04:39.152Z
2025,대학교,국립,부산,기존,0000014,부산대학교,4847,2800,57.8,2047,42.2,107,2.21,2693,55.56,1225,25.27,822,16.96,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,부산,기존,0000321,부산디지털대학교,256,161,62.9,95,37.1,5,1.95,156,60.94,47,18.36,48,18.75,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000115,부산외국어대학교,1688,718,42.5,970,57.5,118,6.99,600,35.55,559,33.12,411,24.35,2026-08-05T22:04:39.152Z
2025,대학교,사립,경남,기존,0000222,부산장신대학교,32,10,31.3,22,68.7,0,0,10,31.25,17,53.13,5,15.63,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000332,사이버한국외국어대학교,698,289,41.4,409,58.6,150,21.49,139,19.91,201,28.8,208,29.8,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000116,삼육대학교,1351,635,47,716,53,548,40.56,87,6.44,441,32.64,275,20.35,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000117,상명대학교,1538,780,50.7,758,49.3,670,43.56,110,7.15,549,35.7,209,13.59,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0002959,상명대학교_제2캠퍼스,1422,476,33.5,946,66.5,278,19.55,198,13.92,773,54.36,173,12.16,2026-08-05T22:04:39.152Z
2025,대학교,사립,강원,기존,0000119,상지대학교,1593,476,29.9,1117,70.1,387,24.29,89,5.59,811,50.91,306,19.2,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000120,서강대학교,1994,829,41.6,1165,58.4,519,26.03,310,15.55,612,30.69,553,27.73,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000121,서경대학교,1707,727,42.6,980,57.4,547,32.04,180,10.54,679,39.78,301,17.64,2026-08-05T22:04:39.152Z
2025,대학교,국립,서울,기존,0000036,서울과학기술대학교,2581,1120,43.4,1461,56.6,624,24.18,496,19.22,1088,42.15,373,14.45,2026-08-05T22:04:39.152Z
2025,교육대학,국립,서울,기존,0000255,서울교육대학교,341,180,52.8,161,47.2,120,35.19,60,17.6,132,38.71,29,8.5,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000098,서울기독대학교,307,70,22.8,237,77.2,56,18.24,14,4.56,39,12.7,198,64.5,2026-08-05T22:04:39.152Z
2025,대학교,국립대법인,서울,기존,0000019,서울대학교,3775,2022,53.6,1753,46.4,1381,36.58,641,16.98,1209,32.03,544,14.41,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000322,서울디지털대학교,1080,518,48,562,52,279,25.83,239,22.13,424,39.26,138,12.78,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000323,서울사이버대학교,2239,1011,45.2,1228,54.8,563,25.15,448,20.01,809,36.13,419,18.71,2026-08-05T22:04:39.152Z
2025,대학교,공립,서울,기존,0000040,서울시립대학교,1908,833,43.7,1075,56.3,422,22.12,411,21.54,844,44.23,231,12.11,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000125,서울신학대학교,512,277,54.1,235,45.9,103,20.12,174,33.98,202,39.45,33,6.45,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000126,서울여자대학교,1936,807,41.7,1129,58.3,633,32.7,174,8.99,693,35.8,436,22.52,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000127,서울장신대학교,129,36,27.9,93,72.1,26,20.16,10,7.75,30,23.26,63,48.84,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000205,서울한영대학교,384,128,33.3,256,66.7,96,25,32,8.33,50,13.02,206,53.65,2026-08-05T22:04:39.152Z
2025,대학교,사립,충북,기존,0000128,서원대학교,2035,228,11.2,1807,88.8,67,3.29,161,7.91,1198,58.87,609,29.92,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000129,선문대학교,2442,348,14.3,2094,85.7,221,9.05,127,5.2,1430,58.56,664,27.2,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000131,성결대학교,1311,539,41.1,772,58.9,369,28.15,170,12.97,685,52.25,87,6.64,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000132,성공회대학교,538,302,56.1,236,43.9,159,29.55,143,26.58,175,32.53,61,11.34,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000133,성균관대학교,4605,2108,45.8,2497,54.2,1298,28.19,810,17.59,1568,34.05,929,20.18,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000136,성신여자대학교,2350,1046,44.5,1304,55.5,813,34.6,233,9.91,933,39.7,371,15.79,2026-08-05T22:04:39.152Z
2025,대학교,사립,충북,기존,0000137,세명대학교,1527,358,23.4,1169,76.6,236,15.46,122,7.99,918,60.12,251,16.43,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000138,세종대학교,3254,1350,41.5,1904,58.5,1031,31.68,319,9.8,1237,38.01,667,20.5,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000325,세종사이버대학교,1384,705,50.9,679,49.1,421,30.42,284,20.52,523,37.79,156,11.28,2026-08-05T22:04:39.152Z
2025,대학교,사립,전남,기존,0000092,세한대학교,794,198,24.9,596,75.1,86,10.83,112,14.11,336,42.32,260,32.75,2026-08-05T22:04:39.152Z
2025,대학교,사립,광주,기존,0000243,송원대학교,657,333,50.7,324,49.3,25,3.81,308,46.88,173,26.33,151,22.98,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000139,수원가톨릭대학교,27,5,18.5,22,81.5,4,14.81,1,3.7,21,77.78,1,3.7,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000140,수원대학교,2247,741,33,1506,67,447,19.89,294,13.08,1218,54.21,288,12.82,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000141,숙명여자대학교,2494,1181,47.4,1313,52.6,862,34.56,319,12.79,980,39.29,333,13.35,2026-08-05T22:04:39.152Z
2025,각종학교(대학),사립,충북,기존,0000317,순복음총회신학교,41,24,58.5,17,41.5,17,41.46,7,17.07,13,31.71,4,9.76,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000142,순천향대학교,2757,700,25.4,2057,74.6,303,10.99,397,14.4,1605,58.22,452,16.4,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000143,숭실대학교,3264,1365,41.8,1899,58.2,951,29.14,414,12.68,1333,40.84,566,17.34,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000329,숭실사이버대학교,647,315,48.7,332,51.3,194,29.98,121,18.7,211,32.61,121,18.71,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000065,신경주대학교,661,205,31,456,69,48,7.26,157,23.75,241,36.46,215,32.53,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0000144,신라대학교,1727,845,48.9,882,51.1,22,1.27,823,47.65,367,21.25,515,29.82,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0002712,신한대학교,102,43,42.2,59,57.8,31,30.39,12,11.76,36,35.29,23,22.55,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0002800,신한대학교_제2캠퍼스,1482,716,48.3,766,51.7,638,43.05,78,5.26,529,35.7,237,15.99,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000145,아신대학교,50,21,42,29,58,19,38,2,4,20,40,9,18,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000146,아주대학교,2528,566,22.4,1962,77.6,243,9.61,323,12.78,1438,56.88,524,20.73,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000147,안양대학교,1063,432,40.6,631,59.4,305,28.69,127,11.95,550,51.74,81,7.62,2026-08-05T22:04:39.152Z
2025,대학교,사립,인천,기존,0000148,안양대학교_제2캠퍼스,142,73,51.4,69,48.6,32,22.54,41,28.87,64,45.07,5,3.52,2026-08-05T22:04:39.152Z
2025,대학교,사립,강원,기존,0000150,연세대학교(미래)_분교,1575,645,41,930,59,460,29.21,185,11.75,661,41.97,269,17.09,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000149,연세대학교,4525,1987,43.9,2538,56.1,1358,30.01,629,13.9,1406,31.07,1132,25.01,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000151,영남대학교,5026,2742,54.6,2284,45.4,62,1.23,2680,53.32,1375,27.36,909,18.08,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000153,영남신학대학교,116,44,37.9,72,62.1,9,7.76,35,30.17,36,31.03,36,31.03,2026-08-05T22:04:39.152Z
2025,대학교,사립,경남,기존,0003194,영산대학교(양산)_제2캠퍼스,720,359,49.9,361,50.1,13,1.81,346,48.06,153,21.25,208,28.89,2026-08-05T22:04:39.152Z
2025,대학교,사립,부산,기존,0003193,영산대학교(해운대),724,333,46,391,54,12,1.66,321,44.34,150,20.72,241,33.29,2026-08-05T22:04:39.152Z
2025,대학교,사립,전남,기존,0000155,영산선학대학교,3,0,0,3,100,0,0,0,0,3,100,0,0,2026-08-05T22:04:39.152Z
2025,대학교,사립,전북,기존,0000228,예수대학교,121,5,4.1,116,95.9,1,0.83,4,3.31,101,83.47,15,12.4,2026-08-05T22:04:39.152Z
2025,대학교,사립,전북,기존,0000218,예원예술대학교,69,33,47.8,36,52.2,20,28.99,13,18.84,21,30.43,15,21.74,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000219,예원예술대학교_제2캠퍼스,199,83,41.7,116,58.3,63,31.66,20,10.05,92,46.23,24,12.06,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000156,용인대학교,1345,411,30.6,934,69.4,250,18.59,161,11.97,734,54.57,200,14.87,2026-08-05T22:04:39.152Z
2025,대학교,사립,전북,기존,0000157,우석대학교,1671,347,20.8,1324,79.2,157,9.4,190,11.37,882,52.78,442,26.46,2026-08-05T22:04:39.152Z
2025,대학교,사립,대전,기존,0000240,우송대학교,2270,900,39.6,1370,60.4,210,9.25,690,30.4,851,37.49,519,22.86,2026-08-05T22:04:39.152Z
2025,대학교,특별법법인,울산,기존,0000250,울산과학기술원,497,211,42.5,286,57.5,42,8.45,169,34,173,34.81,113,22.74,2026-08-05T22:04:39.152Z
2025,대학교,사립,울산,기존,0000158,울산대학교,2714,1767,65.1,947,34.9,84,3.1,1683,62.01,493,18.17,454,16.73,2026-08-05T22:04:39.152Z
2025,대학교,사립,전북,기존,0000159,원광대학교,3027,550,18.2,2477,81.8,190,6.28,360,11.89,1903,62.87,574,18.97,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,전북,기존,0000327,원광디지털대학교,494,231,46.8,263,53.2,109,22.06,122,24.7,154,31.17,109,22.06,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000160,위덕대학교,548,159,29,389,71,30,5.47,129,23.54,264,48.18,125,22.81,2026-08-05T22:04:39.152Z
2025,대학교,사립,충북,기존,0000154,유원대학교,1077,321,29.8,756,70.2,136,12.63,185,17.18,435,40.39,321,29.8,2026-08-05T22:04:39.152Z
2025,대학교,사립,대전,기존,0000161,을지대학교,108,57,52.8,51,47.2,18,16.67,39,36.11,35,32.41,16,14.82,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000162,을지대학교_제2캠퍼스,830,336,40.5,494,59.5,259,31.2,77,9.28,413,49.76,81,9.76,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0002911,을지대학교_제3캠퍼스,203,100,49.3,103,50.7,80,39.41,20,9.85,77,37.93,26,12.81,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000163,이화여자대학교,3815,1761,46.2,2054,53.8,1177,30.85,584,15.31,1247,32.69,807,21.16,2026-08-05T22:04:39.152Z
2025,대학교,사립,경남,기존,0000164,인제대학교,1737,636,36.6,1101,63.4,69,3.97,567,32.64,726,41.8,375,21.58,2026-08-05T22:04:39.152Z
2025,대학교,사립,인천,기존,0000168,인천가톨릭대학교,11,6,54.5,5,45.5,1,9.09,5,45.45,2,18.18,3,27.27,2026-08-05T22:04:39.152Z
2025,대학교,사립,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,163,104,63.8,59,36.2,37,22.7,67,41.1,49,30.06,10,6.14,2026-08-05T22:04:39.152Z
2025,대학교,국립대법인,인천,기존,0002660,인천대학교,2748,1332,48.5,1416,51.5,285,10.37,1047,38.1,1073,39.05,343,12.48,2026-08-05T22:04:39.152Z
2025,대학교,사립,인천,기존,0000169,인하대학교,4161,1907,45.8,2254,54.2,637,15.31,1270,30.52,1730,41.58,524,12.6,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000170,장로회신학대학교,159,59,37.1,100,62.9,47,29.56,12,7.55,73,45.91,27,16.98,2026-08-05T22:04:39.152Z
2025,대학교,국립,광주,기존,0000023,전남대학교,3905,2063,52.8,1842,47.2,87,2.23,1976,50.6,1157,29.63,685,17.54,2026-08-05T22:04:39.152Z
2025,대학교,국립,전남,기존,0000024,전남대학교_제2캠퍼스,896,341,38.1,555,61.9,80,8.93,261,29.13,398,44.42,157,17.52,2026-08-05T22:04:39.152Z
2025,대학교,국립,전북,기존,0000025,전북대학교,4415,1019,23.1,3396,76.9,202,4.58,817,18.51,2653,60.09,743,16.82,2026-08-05T22:04:39.152Z
2025,교육대학,국립,전북,기존,0000258,전주교육대학교,272,68,25,204,75,32,11.76,36,13.24,177,65.07,27,9.93,2026-08-05T22:04:39.152Z
2025,대학교,사립,전북,기존,0000171,전주대학교,2632,305,11.6,2327,88.4,106,4.03,199,7.56,1844,70.06,483,18.35,2026-08-05T22:04:39.152Z
2025,대학교,사립,제주,기존,0000248,제주국제대학교,40,4,10,36,90,2,5,2,5,4,10,32,80,2026-08-05T22:04:39.152Z
2025,대학교,국립,제주,기존,0000027,제주대학교,2374,335,14.1,2039,85.9,157,6.61,178,7.5,1678,70.68,361,15.21,2026-08-05T22:04:39.152Z
2025,대학교,사립,광주,기존,0000172,조선대학교,4647,2921,62.9,1726,37.1,87,1.87,2834,60.99,1029,22.14,697,15,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000173,중부대학교,1797,667,37.1,1130,62.9,388,21.59,279,15.53,875,48.69,255,14.19,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000175,중앙대학교,4118,1837,44.6,2281,55.4,1124,27.29,713,17.31,1536,37.3,745,18.09,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000174,중앙대학교_제2캠퍼스,1220,542,44.4,678,55.6,296,24.26,246,20.16,484,39.67,194,15.91,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000177,중앙승가대학교,17,3,17.6,14,82.4,1,5.88,2,11.76,3,17.65,11,64.7,2026-08-05T22:04:39.152Z
2025,대학교,사립,충북,기존,0000239,중원대학교,851,256,30.1,595,69.9,125,14.69,131,15.39,399,46.89,196,23.03,2026-08-05T22:04:39.152Z
2025,교육대학,국립,경남,기존,0000260,진주교육대학교,299,114,38.1,185,61.9,26,8.7,88,29.43,133,44.48,52,17.39,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000187,차의과학대학교,560,184,32.9,376,67.1,145,25.89,39,6.96,274,48.93,102,18.22,2026-08-05T22:04:39.152Z
2025,대학교,사립,경남,기존,0000249,창신대학교,461,25,5.4,436,94.6,3,0.65,22,4.77,267,57.92,169,36.66,2026-08-05T22:04:39.152Z
2025,산업대학,사립,충남,기존,0000284,청운대학교,1154,615,53.3,539,46.7,126,10.92,489,42.37,314,27.21,225,19.5,2026-08-05T22:04:39.152Z
2025,교육대학,국립,충북,기존,0000261,청주교육대학교,274,80,29.2,194,70.8,26,9.49,54,19.71,146,53.28,48,17.51,2026-08-05T22:04:39.152Z
2025,대학교,사립,충북,기존,0000179,청주대학교,2813,434,15.4,2379,84.6,178,6.33,256,9.1,1852,65.84,527,18.73,2026-08-05T22:04:39.152Z
2025,대학교,사립,전남,기존,0000246,초당대학교,510,140,27.5,370,72.5,49,9.61,91,17.84,232,45.49,138,27.05,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000180,총신대학교,335,162,48.4,173,51.6,115,34.33,47,14.03,122,36.42,51,15.23,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000181,추계예술대학교,277,147,53.1,130,46.9,106,38.27,41,14.8,98,35.38,32,11.55,2026-08-05T22:04:39.152Z
2025,교육대학,국립,강원,기존,0000262,춘천교육대학교,300,114,38,186,62,93,31,21,7,145,48.33,41,13.66,2026-08-05T22:04:39.152Z
2025,대학교,국립,대전,기존,0000029,충남대학교,4059,1698,41.8,2361,58.2,191,4.71,1507,37.13,1748,43.06,613,15.1,2026-08-05T22:04:39.152Z
2025,대학교,국립,충북,기존,0000030,충북대학교,3391,830,24.5,2561,75.5,200,5.9,630,18.58,1939,57.18,622,18.35,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000184,칼빈대학교,362,23,6.4,339,93.6,19,5.25,4,1.1,57,15.75,282,77.9,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000186,평택대학교,907,212,23.4,695,76.6,127,14,85,9.37,563,62.07,132,14.55,2026-08-05T22:04:39.152Z
2025,대학교,사립,경북,기존,0000188,포항공과대학교,361,164,45.4,197,54.6,73,20.22,91,25.21,95,26.32,102,28.26,2026-08-05T22:04:39.152Z
2025,대학교,국립,경기,기존,0000037,한경국립대학교,1377,365,26.5,1012,73.5,215,15.61,150,10.89,796,57.81,216,15.68,2026-08-05T22:04:39.152Z
2025,대학교,사립,경기,기존,0000247,한국공학대학교,1813,718,39.6,1095,60.4,324,17.87,394,21.73,886,48.87,209,11.52,2026-08-05T22:04:39.152Z
2025,대학교,특별법법인,대전,기존,0000374,한국과학기술원,798,422,52.9,376,47.1,122,15.29,300,37.59,236,29.57,140,17.54,2026-08-05T22:04:39.152Z
2025,대학교,국립,충북,기존,0000031,한국교원대학교,578,208,36,370,64,47,8.13,161,27.85,287,49.65,83,14.36,2026-08-05T22:04:39.152Z
2025,대학교,사립,충남,기존,0000189,한국기술교육대학교,967,219,22.6,748,77.4,64,6.62,155,16.03,600,62.05,148,15.3,2026-08-05T22:04:39.152Z
2025,방송통신대학,국립,서울,기존,0000273,한국방송통신대학교,8998,4575,50.8,4423,49.2,2478,27.54,2097,23.31,3153,35.04,1270,14.12,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000191,한국성서대학교,249,149,59.8,100,40.2,138,55.42,11,4.42,77,30.92,23,9.23,2026-08-05T22:04:39.152Z
2025,대학교,특별법법인,전남,기존,0003139,한국에너지공과대학교,107,34,31.8,73,68.2,3,2.8,31,28.97,42,39.25,31,28.97,2026-08-05T22:04:39.152Z
2025,사이버대학(대학),사립,서울,기존,0000326,한국열린사이버대학교,759,356,46.9,403,53.1,189,24.9,167,22,254,33.47,149,19.63,2026-08-05T22:04:39.152Z
2025,각종학교(대학),특별법국립,서울,기존,0000383,한국예술종합학교,562,562,100,0,0,187,33.27,375,66.73,0,0,0,0,2026-08-05T22:04:39.152Z
2025,대학교,사립,서울,기존,0000192,한국외국어대학교,4016,1595,39.7,2421,60.3,967,24.08,628,15.64,1622,40.39,799,19.9,2026-08-05T22:04:39.152Z
