year,region_code,region,region_full,sido,geo_level,women_20_39,senior_65_plus,extinction_index,extinction_grade,uploaded_at
2024,2920000000,광산구,광주광역시 광산구,광주,sigungu,48073,47399,101.42,0,2026-08-13T23:12:29.517Z
2024,3000000000,대전,대전광역시,대전,sido,182035,259245,70.22,1,2026-08-13T23:12:29.517Z
2024,3011000000,동구,대전광역시 동구,대전,sigungu,24679,50056,49.3,2,2026-08-13T23:12:29.517Z
2024,3014000000,중구,대전광역시 중구,대전,sigungu,25018,52849,47.34,2,2026-08-13T23:12:29.517Z
2024,3017000000,서구,대전광역시 서구,대전,sigungu,62651,75614,82.86,1,2026-08-13T23:12:29.517Z
2024,3020000000,유성구,대전광역시 유성구,대전,sigungu,51894,45571,113.88,0,2026-08-13T23:12:29.517Z
2024,3023000000,대덕구,대전광역시 대덕구,대전,sigungu,17793,35155,50.61,2,2026-08-13T23:12:29.517Z
2024,3100000000,울산,울산광역시,울산,sido,111551,188702,59.11,2,2026-08-13T23:12:29.517Z
2024,3111000000,중구,울산광역시 중구,울산,sigungu,20192,42004,48.07,2,2026-08-13T23:12:29.517Z
2024,3114000000,남구,울산광역시 남구,울산,sigungu,34138,50834,67.16,1,2026-08-13T23:12:29.517Z
2024,3117000000,동구,울산광역시 동구,울산,sigungu,14330,27409,52.28,2,2026-08-13T23:12:29.517Z
2024,3120000000,북구,울산광역시 북구,울산,sigungu,22797,25461,89.54,1,2026-08-13T23:12:29.517Z
2024,3171000000,울주군,울산광역시 울주군,울산,sigungu,20094,42994,46.74,2,2026-08-13T23:12:29.517Z
2024,3600000000,세종,세종특별자치시,세종,sido,47999,45301,105.96,0,2026-08-13T23:12:29.517Z
2024,3611000000,세종,세종특별자치시,세종,sido,47999,45301,105.96,0,2026-08-13T23:12:29.517Z
2024,4100000000,경기,경기도,경기,sido,1684372,2269603,74.21,1,2026-08-13T23:12:29.517Z
2024,4111000000,수원시,경기도 수원시,경기,sigungu,169168,168322,100.5,0,2026-08-13T23:12:29.517Z
2024,4111100000,수원시 장안구,경기도 수원시 장안구,경기,sigungu,34794,45662,76.2,1,2026-08-13T23:12:29.517Z
2024,4111300000,수원시 권선구,경기도 수원시 권선구,경기,sigungu,49565,54222,91.41,1,2026-08-13T23:12:29.517Z
2024,4111500000,수원시 팔달구,경기도 수원시 팔달구,경기,sigungu,29315,33564,87.34,1,2026-08-13T23:12:29.517Z
2024,4111700000,수원시 영통구,경기도 수원시 영통구,경기,sigungu,55494,34874,159.13,0,2026-08-13T23:12:29.517Z
2024,4113000000,성남시,경기도 성남시,경기,sigungu,120047,161299,74.43,1,2026-08-13T23:12:29.517Z
2024,4113100000,성남시 수정구,경기도 성남시 수정구,경기,sigungu,30990,46084,67.25,1,2026-08-13T23:12:29.517Z
2024,4113300000,성남시 중원구,경기도 성남시 중원구,경기,sigungu,26831,41360,64.87,1,2026-08-13T23:12:29.517Z
2024,4113500000,성남시 분당구,경기도 성남시 분당구,경기,sigungu,62226,73855,84.25,1,2026-08-13T23:12:29.517Z
2024,4115000000,의정부시,경기도 의정부시,경기,sigungu,57353,87072,65.87,1,2026-08-13T23:12:29.517Z
2024,4117000000,안양시,경기도 안양시,경기,sigungu,72447,97448,74.34,1,2026-08-13T23:12:29.517Z
2024,4117100000,안양시 만안구,경기도 안양시 만안구,경기,sigungu,29120,47483,61.33,1,2026-08-13T23:12:29.517Z
2024,4117300000,안양시 동안구,경기도 안양시 동안구,경기,sigungu,43327,49965,86.71,1,2026-08-13T23:12:29.517Z
2024,4119000000,부천시,경기도 부천시,경기,sigungu,96048,144277,66.57,1,2026-08-13T23:12:29.517Z
2024,4119200000,부천시 원미구,경기도 부천시 원미구,경기,sigungu,51798,68569,75.54,1,2026-08-13T23:12:29.517Z
2024,4119400000,부천시 소사구,경기도 부천시 소사구,경기,sigungu,27011,45085,59.91,2,2026-08-13T23:12:29.517Z
2024,4119600000,부천시 오정구,경기도 부천시 오정구,경기,sigungu,17239,30623,56.29,2,2026-08-13T23:12:29.517Z
2024,4121000000,광명시,경기도 광명시,경기,sigungu,33615,49660,67.69,1,2026-08-13T23:12:29.517Z
2024,4122000000,평택시,경기도 평택시,경기,sigungu,74505,82782,90,1,2026-08-13T23:12:29.517Z
2024,4125000000,동두천시,경기도 동두천시,경기,sigungu,8046,22464,35.82,3,2026-08-13T23:12:29.517Z
2024,4127000000,안산시,경기도 안산시,경기,sigungu,78456,94262,83.23,1,2026-08-13T23:12:29.517Z
2024,4127100000,안산시 상록구,경기도 안산시 상록구,경기,sigungu,40424,51240,78.89,1,2026-08-13T23:12:29.517Z
2024,4127300000,안산시 단원구,경기도 안산시 단원구,경기,sigungu,38032,43022,88.4,1,2026-08-13T23:12:29.517Z
2024,4128000000,고양시,경기도 고양시,경기,sigungu,136022,184451,73.74,1,2026-08-13T23:12:29.517Z
2024,4128100000,고양시 덕양구,경기도 고양시 덕양구,경기,sigungu,63875,87776,72.77,1,2026-08-13T23:12:29.517Z
2024,4128500000,고양시 일산동구,경기도 고양시 일산동구,경기,sigungu,38498,48717,79.02,1,2026-08-13T23:12:29.517Z
2024,4128700000,고양시 일산서구,경기도 고양시 일산서구,경기,sigungu,33649,47958,70.16,1,2026-08-13T23:12:29.517Z
2024,4129000000,과천시,경기도 과천시,경기,sigungu,11482,12816,89.59,1,2026-08-13T23:12:29.517Z
2024,4131000000,구리시,경기도 구리시,경기,sigungu,23071,33143,69.61,1,2026-08-13T23:12:29.517Z
2024,4136000000,남양주시,경기도 남양주시,경기,sigungu,80990,129635,62.48,1,2026-08-13T23:12:29.517Z
2024,4137000000,오산시,경기도 오산시,경기,sigungu,30275,29606,102.26,0,2026-08-13T23:12:29.517Z
2024,4139000000,시흥시,경기도 시흥시,경기,sigungu,62784,65152,96.37,1,2026-08-13T23:12:29.517Z
2024,4141000000,군포시,경기도 군포시,경기,sigungu,31470,46533,67.63,1,2026-08-13T23:12:29.517Z
2024,4143000000,의왕시,경기도 의왕시,경기,sigungu,19638,27980,70.19,1,2026-08-13T23:12:29.517Z
2024,4145000000,하남시,경기도 하남시,경기,sigungu,43035,50742,84.81,1,2026-08-13T23:12:29.517Z
2024,4146000000,용인시,경기도 용인시,경기,sigungu,129567,175717,73.74,1,2026-08-13T23:12:29.517Z
2024,4146100000,용인시 처인구,경기도 용인시 처인구,경기,sigungu,31147,48459,64.27,1,2026-08-13T23:12:29.517Z
