year,school_code_std,school_name,school_division,school_kind,region,estb,school_funds_carryover,school_funds_endowment,industry_carryover,industry_endowment,total_funds,tuition_revenue,fund_secure_rate,uploaded_at
2021,0002640,경남정보대학교,전문대학,전문대학,부산,사립,2716607,18620056,583411,,21920074,35186517,62.3,2026-08-01T02:42:38.332Z
2021,0000416,경민대학교,전문대학,전문대학,경기,사립,-1397320,32488,741467,,-623364,24412753,-2.6,2026-08-01T02:42:38.332Z
2021,0002641,경복대학교,전문대학,전문대학,경기,사립,6856989,15591836,1293244,340440,24082510,38127464,63.2,2026-08-01T02:42:38.332Z
2021,0000456,경북과학대학교,전문대학,전문대학,경북,사립,1268709,,138912,,1407621,10142478,13.9,2026-08-01T02:42:38.332Z
2021,0000438,경북보건대학교,전문대학,전문대학,경북,사립,-68189,1462860,294777,,1689448,6899295,24.5,2026-08-01T02:42:38.332Z
2021,0002642,경북전문대학교,전문대학,전문대학,경북,사립,65035,20798384,292283,,21155702,15664904,135.1,2026-08-01T02:42:38.332Z
2021,0000422,경인여자대학교,전문대학,전문대학,인천,사립,1351747,62317483,1000001,,64669231,26824177,241.1,2026-08-01T02:42:38.332Z
2021,0000425,계명문화대학교,전문대학,전문대학,대구,사립,1915750,43907608,349940,,46173298,27123381,170.2,2026-08-01T02:42:38.332Z
2021,0000426,계원예술대학교,전문대학,전문대학,경기,사립,1409827,4899533,385211,,6694570,20783700,32.2,2026-08-01T02:42:38.332Z
2021,0000435,나주대학교,전문대학,전문대학,전남,사립,-2042498,2,45844,,-1996652,6237816,-32,2026-08-01T02:42:38.332Z
2021,0000429,광주보건대학교,전문대학,전문대학,광주,사립,373123,4054547,236092,,4663762,18480198,25.2,2026-08-01T02:42:38.332Z
2021,0000430,구미대학교,전문대학,전문대학,경북,사립,6890778,61815104,3887550,1015948,73609380,30216055,243.6,2026-08-01T02:42:38.332Z
2021,0000549,국제대학교,전문대학,전문대학,경기,사립,2730254,3823380,199065,,6752700,19662732,34.3,2026-08-01T02:42:38.332Z
2021,0002971,군산간호대학교,전문대학,전문대학,전북,사립,476634,1559814,74335,,2110784,7306771,28.9,2026-08-01T02:42:38.332Z
2021,0000432,군장대학교,전문대학,전문대학,전북,사립,1211667,,140175,,1351842,10403689,13,2026-08-01T02:42:38.332Z
2021,0002972,기독간호대학교,전문대학,전문대학,광주,사립,100143,1976456,298922,,2375522,3148673,75.4,2026-08-01T02:42:38.332Z
2021,0000440,김포대학교,전문대학,전문대학,경기,사립,18397204,19444211,470714,,38312129,15173717,252.5,2026-08-01T02:42:38.332Z
2021,0000569,김해대학교,전문대학,전문대학,경남,사립,86637,,65371,,152008,8327201,1.8,2026-08-01T02:42:38.332Z
2021,0000441,농협대학교,전문대학,전문대학,경기,사립,2430,7722736,893970,,8619137,2101307,410.2,2026-08-01T02:42:38.332Z
2021,0000442,대경대학교,전문대학,전문대학,경북,사립,358843,,515452,,874295,22758619,3.8,2026-08-01T02:42:38.332Z
2021,0000443,대구공업대학교,전문대학,전문대학,대구,사립,585900,10412807,227934,,11226641,9763539,115,2026-08-01T02:42:38.332Z
2021,0000446,대구과학대학교,전문대학,전문대학,대구,사립,1375890,5378383,376971,,7131244,22984445,31,2026-08-01T02:42:38.332Z
2021,0000444,대구보건대학교,전문대학,전문대학,대구,사립,2539266,1078613,1064118,,4681997,40907264,11.4,2026-08-01T02:42:38.332Z
2021,0000546,대덕대학교,전문대학,전문대학,대전,사립,5662344,33321987,505394,,39489726,15099047,261.5,2026-08-01T02:42:38.332Z
2021,0000447,대동대학교,전문대학,전문대학,부산,사립,83519,5576691,4386,,5664597,8606208,65.8,2026-08-01T02:42:38.332Z
2021,0000448,대림대학교,전문대학,전문대학,경기,사립,5178807,44265499,1956766,,51401072,46104937,111.5,2026-08-01T02:42:38.332Z
2021,0000449,대원대학교,전문대학,전문대학,충북,사립,158580,13855885,951648,,14966112,12459784,120.1,2026-08-01T02:42:38.332Z
2021,0000453,대전과학기술대학교,전문대학,전문대학,대전,사립,838418,6023818,313503,,7175739,23487134,30.6,2026-08-01T02:42:38.332Z
2021,0000451,대전보건대학교,전문대학,전문대학,대전,사립,2751286,53153048,1449251,,57353584,28775340,199.3,2026-08-01T02:42:38.332Z
2021,0000460,동강대학교,전문대학,전문대학,광주,사립,214889,1662868,110650,,1988407,13312522,14.9,2026-08-01T02:42:38.332Z
2021,0000457,동남보건대학교,전문대학,전문대학,경기,사립,13821421,8124050,246680,,22192152,29759869,74.6,2026-08-01T02:42:38.332Z
2021,0000450,동서울대학교,전문대학,전문대학,경기,사립,3197025,9067152,1083097,,13347275,37098660,36,2026-08-01T02:42:38.332Z
2021,0000461,동아방송예술대학교,전문대학,전문대학,경기,사립,1011757,1028430,136238,,2176425,21792806,10,2026-08-01T02:42:38.332Z
2021,0000462,동아보건대학교,전문대학,전문대학,전남,사립,612442,3525623,44513,,4182579,6813873,61.4,2026-08-01T02:42:38.332Z
2021,0000463,동양미래대학교,전문대학,전문대학,서울,사립,1757814,70564866,2194333,,74517014,37297868,199.8,2026-08-01T02:42:38.332Z
2021,0000509,동원과학기술대학교,전문대학,전문대학,경남,사립,410565,32600000,579434,,33589999,12994007,258.5,2026-08-01T02:42:38.332Z
2021,0000465,동원대학교,전문대학,전문대학,경기,사립,612560,5384340,162791,,6159691,18305921,33.6,2026-08-01T02:42:38.332Z
2021,0000466,동의과학대학교,전문대학,전문대학,부산,사립,1084731,4940912,1982731,,8008374,25741655,31.1,2026-08-01T02:42:38.332Z
2021,0000467,부산보건대학교,전문대학,전문대학,부산,사립,9698107,2886688,687147,,13271943,15599537,85.1,2026-08-01T02:42:38.332Z
2021,0000469,두원공과대학교,전문대학,전문대학,경기,사립,29655757,47893639,8504,,77557900,19670023,394.3,2026-08-01T02:42:38.332Z
2021,0000470,마산대학교,전문대학,전문대학,경남,사립,1714290,113320225,609954,,115644469,31705673,364.7,2026-08-01T02:42:38.332Z
2021,0000473,명지전문대학,전문대학,전문대학,서울,사립,1498682,41142635,350968,,42992286,41030209,104.8,2026-08-01T02:42:38.332Z
2021,0000474,목포과학대학교,전문대학,전문대학,전남,사립,3708033,3650812,286997,,7645842,12231969,62.5,2026-08-01T02:42:38.332Z
2021,0000475,문경대학교,전문대학,전문대학,경북,사립,496717,1242731,201139,,1940587,4856531,40,2026-08-01T02:42:38.332Z
2021,0000476,배화여자대학교,전문대학,전문대학,서울,사립,929179,26119507,230944,,27279630,15201462,179.5,2026-08-01T02:42:38.332Z
2021,0000543,백석문화대학교,전문대학,전문대학,충남,사립,536243,37455193,1556444,,39547880,30719443,128.7,2026-08-01T02:42:38.332Z
2021,0000477,백제예술대학교,전문대학,전문대학,전북,사립,48908,3425288,1871,,3476067,7963099,43.7,2026-08-01T02:42:38.332Z
2021,0000479,부산경상대학교,전문대학,전문대학,부산,사립,998086,11611847,736857,,13346790,12990646,102.7,2026-08-01T02:42:38.332Z
2021,0000481,부산과학기술대학교,전문대학,전문대학,부산,사립,586873,2527558,855336,,3969767,18242359,21.8,2026-08-01T02:42:38.332Z
2021,0000480,부산여자대학교,전문대학,전문대학,부산,사립,3971417,35347831,343145,,39662393,14201573,279.3,2026-08-01T02:42:38.332Z
2021,0000561,부산예술대학교,전문대학,전문대학,부산,사립,102357,202550,3187,,308094,3789033,8.1,2026-08-01T02:42:38.332Z
2021,0000482,부천대학교,전문대학,전문대학,경기,사립,3263383,25123847,2216215,,30603444,46673293,65.6,2026-08-01T02:42:38.332Z
2021,0000483,삼육보건대학교,전문대학,전문대학,서울,사립,705049,5635541,223019,,6563608,7568477,86.7,2026-08-01T02:42:38.332Z
2021,0002645,서라벌대학교,전문대학,전문대학,경북,사립,854832,1525646,186749,,2567227,3516901,73,2026-08-01T02:42:38.332Z
2021,0002646,서영대학교,전문대학,전문대학,광주,사립,-147849,,492783,,344935,27795173,1.2,2026-08-01T02:42:38.332Z
2021,0002973,서울여자간호대학교,전문대학,전문대학,서울,사립,1197551,2895661,256880,,4350092,5886056,73.9,2026-08-01T02:42:38.332Z
2021,0000489,서울예술대학교,전문대학,전문대학,경기,사립,12109047,46825498,150497,,59085043,25303971,233.5,2026-08-01T02:42:38.332Z
2021,0000490,서일대학교,전문대학,전문대학,서울,사립,32399144,32189162,659243,,65247549,33131513,196.9,2026-08-01T02:42:38.332Z
2021,0000566,서정대학교,전문대학,전문대학,경기,사립,5146252,10681728,135356,,15963336,38138589,41.9,2026-08-01T02:42:38.332Z
2021,0000550,선린대학교,전문대학,전문대학,경북,사립,6636947,9782264,41876,,16461087,12148283,135.5,2026-08-01T02:42:38.332Z
2021,0002647,성운대학교,전문대학,전문대학,경북,사립,870098,423958,160008,,1454063,7206897,20.2,2026-08-01T02:42:38.332Z
2021,0000515,세경대학교,전문대학,전문대학,강원,사립,3499769,8567640,170726,,12238136,4684822,261.2,2026-08-01T02:42:38.332Z
2021,0000567,송곡대학교,전문대학,전문대학,강원,사립,889984,6254,2298,,898536,3387678,26.5,2026-08-01T02:42:38.332Z
2021,0000564,송호대학교,전문대학,전문대학,강원,사립,609459,827823,209653,,1646935,5022125,32.8,2026-08-01T02:42:38.332Z
2021,0002649,수성대학교,전문대학,전문대학,대구,사립,1910281,10250360,474783,,12635425,18583381,68,2026-08-01T02:42:38.332Z
2021,0000497,수원과학대학교,전문대학,전문대학,경기,사립,20887677,95849182,567951,,117304810,24356772,481.6,2026-08-01T02:42:38.332Z
2021,0000496,수원여자대학교,전문대학,전문대학,경기,사립,11516001,32585001,567757,,44668758,26084892,171.2,2026-08-01T02:42:38.332Z
2021,0000498,순천제일대학교,전문대학,전문대학,전남,사립,13606643,14924402,192216,,28723262,13425175,214,2026-08-01T02:42:38.332Z
2021,0000500,숭의여자대학교,전문대학,전문대학,서울,사립,9207676,52580519,9809,,61798004,18405816,335.8,2026-08-01T02:42:38.332Z
2021,0000501,신구대학교,전문대학,전문대학,경기,사립,4584525,65914308,2322145,,72820978,42180462,172.6,2026-08-01T02:42:38.332Z
2021,0000502,신성대학교,전문대학,전문대학,충남,사립,2916900,21240602,1301393,,25458895,20991106,121.3,2026-08-01T02:42:38.332Z
2021,0000506,신안산대학교,전문대학,전문대학,경기,사립,386546,3451285,507916,,4345747,17941058,24.2,2026-08-01T02:42:38.332Z
2021,0000454,아주자동차대학교,전문대학,전문대학,충남,사립,256064,5491297,389586,,6136946,5063100,121.2,2026-08-01T02:42:38.332Z
2021,0002650,안동과학대학교,전문대학,전문대학,경북,사립,1049094,12976193,294181,,14319468,13551100,105.7,2026-08-01T02:42:38.332Z
2021,0000507,안산대학교,전문대학,전문대학,경기,사립,1144726,65900779,505699,,67551204,24980254,270.4,2026-08-01T02:42:38.332Z
2021,0000510,여주대학교,전문대학,전문대학,경기,사립,151407,5097343,386917,,5635667,28241566,20,2026-08-01T02:42:38.332Z
2021,0002651,연성대학교,전문대학,전문대학,경기,사립,7259018,97822740,1296927,,106378686,36211014,293.8,2026-08-01T02:42:38.332Z
2021,0002652,연암공과대학교,전문대학,전문대학,경남,사립,3760714,1801606,263497,,5825817,6282245,92.7,2026-08-01T02:42:38.332Z
2021,0000512,연암대학교,전문대학,전문대학,충남,사립,1276400,331240,272416,,1880057,6343489,29.6,2026-08-01T02:42:38.332Z
2021,0000418,영남외국어대학,전문대학,전문대학,경북,사립,2824955,5084481,,,7909435,2508940,315.3,2026-08-01T02:42:38.332Z
2021,0000513,영남이공대학교,전문대학,전문대학,대구,사립,9629208,39481707,758387,,49869302,31605300,157.8,2026-08-01T02:42:38.332Z
2021,0000517,영진전문대학교,전문대학,전문대학,대구,사립,2758898,99368134,4243025,9266,106379322,41195269,258.2,2026-08-01T02:42:38.332Z
2021,0002653,오산대학교,전문대학,전문대학,경기,사립,725545,64859092,1945254,,67529891,27893703,242.1,2026-08-01T02:42:38.332Z
2021,0000520,용인예술과학대학교,전문대학,전문대학,경기,사립,1580624,17994290,1230369,,20805283,21681201,96,2026-08-01T02:42:38.332Z
2021,0000452,우송정보대학,전문대학,전문대학,대전,사립,615638,30831427,249772,,31696836,21376294,148.3,2026-08-01T02:42:38.332Z
2021,0000521,울산과학대학교,전문대학,전문대학,울산,사립,5226636,16941642,4237215,10000,26415494,33145748,79.7,2026-08-01T02:42:38.332Z
2021,0000568,웅지세무대학교,전문대학,전문대학,경기,사립,257708,,-4251,,253456,5469086,4.6,2026-08-01T02:42:38.332Z
2021,0000523,원광보건대학교,전문대학,전문대학,전북,사립,5669159,18674067,703658,,25046884,26893670,93.1,2026-08-01T02:42:38.332Z
2021,0000524,유한대학교,전문대학,전문대학,경기,사립,1269281,31003990,825230,,33098500,26384329,125.4,2026-08-01T02:42:38.332Z
2021,0000525,인덕대학교,전문대학,전문대학,서울,사립,4627283,4965035,490479,210000,10292797,36917675,27.9,2026-08-01T02:42:38.332Z
2021,0000455,재능대학교,전문대학,전문대학,인천,사립,2738339,10324583,909863,,13972785,19419746,72,2026-08-01T02:42:38.332Z
2021,0002654,인하공업전문대학,전문대학,전문대학,인천,사립,621218,60447878,959872,,62028968,42914205,144.5,2026-08-01T02:42:38.332Z
2021,0000527,장안대학교,전문대학,전문대학,경기,사립,-219027,20940540,122162,,20843675,25593983,81.4,2026-08-01T02:42:38.332Z
2021,0000529,전남과학대학교,전문대학,전문대학,전남,사립,2838294,19154771,1430172,,23423237,17529518,133.6,2026-08-01T02:42:38.332Z
2021,0000531,전북과학대학교,전문대학,전문대학,전북,사립,20061328,7746922,139890,,27948140,9142922,305.7,2026-08-01T02:42:38.332Z
2021,0000437,전주기전대학,전문대학,전문대학,전북,사립,1116438,5881025,426817,,7424280,9091346,81.7,2026-08-01T02:42:38.332Z
2021,0000530,전주비전대학교,전문대학,전문대학,전북,사립,11404826,3132061,1420751,,15957638,20838976,76.6,2026-08-01T02:42:38.332Z
2021,0000532,제주관광대학교,전문대학,전문대학,제주,사립,859769,1008035,299531,,2167334,8422068,25.7,2026-08-01T02:42:38.332Z
2021,0002655,제주한라대학교,전문대학,전문대학,제주,사립,1868836,2253894,376998,,4499728,25722217,17.5,2026-08-01T02:42:38.332Z
2021,0002974,조선간호대학교,전문대학,전문대학,광주,사립,132404,7154111,33322,,7319837,3755316,194.9,2026-08-01T02:42:38.332Z
2021,0000534,조선이공대학교,전문대학,전문대학,광주,사립,1157847,33194675,506242,,34858764,16134872,216,2026-08-01T02:42:38.332Z
2021,0000539,진주보건대학교,전문대학,전문대학,경남,사립,887402,100463796,64078,,101415276,15764275,643.3,2026-08-01T02:42:38.332Z
2021,0000542,창원문성대학교,전문대학,전문대학,경남,사립,658861,52886678,2279196,,55824735,11329319,492.7,2026-08-01T02:42:38.332Z
2021,0000544,청강문화산업대학교,전문대학,전문대학,경기,사립,2680398,40612390,836258,,44129045,23834166,185.2,2026-08-01T02:42:38.332Z
2021,0002656,청암대학교,전문대학,전문대학,전남,사립,371674,2803857,535606,,3711137,12821278,28.9,2026-08-01T02:42:38.332Z
2021,0000545,춘해보건대학교,전문대학,전문대학,울산,사립,220504,12820655,386291,,13427450,16179898,83,2026-08-01T02:42:38.332Z
2021,0000536,충북보건과학대학교,전문대학,전문대학,충북,사립,557029,600000,641976,,1799005,15243524,11.8,2026-08-01T02:42:38.332Z
2021,0000547,충청대학교,전문대학,전문대학,충북,사립,915389,19524025,944762,,21384176,19936166,107.3,2026-08-01T02:42:38.332Z
2021,0002658,포항대학교,전문대학,전문대학,경북,사립,356847,71010,501525,,929382,9755488,9.5,2026-08-01T02:42:38.332Z
2021,0000578,한국골프과학기술대학교,전문대학,전문대학,강원,사립,-405643,28512,-44669,,-421800,3088508,-13.7,2026-08-01T02:42:38.332Z
2021,0000565,한국관광대학교,전문대학,전문대학,경기,사립,1807153,63604857,47556,,65459565,10241257,639.2,2026-08-01T02:42:38.332Z
2021,0000570,한국승강기대학교,전문대학,전문대학,경남,사립,727678,3076718,211367,,4015764,4062883,98.8,2026-08-01T02:42:38.332Z
2021,0000522,한국영상대학교,전문대학,전문대학,세종,사립,1697533,14471770,1230760,,17400063,17950886,96.9,2026-08-01T02:42:38.332Z
2021,0000553,한림성심대학교,전문대학,전문대학,강원,사립,2226413,8608175,629727,,11464314,15553193,73.7,2026-08-01T02:42:38.332Z
2021,0000554,한양여자대학교,전문대학,전문대학,서울,사립,6782830,67892554,2682584,,77357968,38941553,198.7,2026-08-01T02:42:38.332Z
2021,0000555,한영대학교,전문대학,전문대학,전남,사립,984276,1591646,1539376,,4115298,7266404,56.6,2026-08-01T02:42:38.332Z
2021,0000556,혜전대학교,전문대학,전문대학,충남,사립,658439,39874150,191504,,40724093,14313403,284.5,2026-08-01T02:42:38.332Z
2021,0000415,호산대학교,전문대학,전문대학,경북,사립,620415,2275783,90014,,2986212,10598286,28.2,2026-08-01T02:42:38.332Z
2021,0000335,건양사이버대학교,대학,사이버대학(대학),대전,사립,21818424,2757092,53988,,24629505,9053756,272,2026-08-01T02:42:38.332Z
2021,0000318,경희사이버대학교,대학,사이버대학(대학),서울,사립,2398766,33745840,,,36144606,31483755,114.8,2026-08-01T02:42:38.332Z
2021,0000328,고려사이버대학교,대학,사이버대학(대학),서울,사립,33360265,5086874,101290,,38548429,20930181,184.2,2026-08-01T02:42:38.332Z
2021,0000319,국제사이버대학교,대학,사이버대학(대학),경기,사립,7077179,3400000,2228,,10479406,8013231,130.8,2026-08-01T02:42:38.332Z
2021,0000334,글로벌사이버대학교,대학,사이버대학(대학),충남,사립,2507794,1024200,6228,,3538222,5625618,62.9,2026-08-01T02:42:38.332Z
2021,0000320,대구사이버대학교,대학,사이버대학(대학),경북,사립,973601,10480790,113318,,11567709,9996682,115.7,2026-08-01T02:42:38.332Z
2021,0000330,디지털서울문화예술대학교,대학,사이버대학(대학),서울,사립,1926505,1218834,46760,,3192098,11945152,26.7,2026-08-01T02:42:38.332Z
2021,0000321,부산디지털대학교,대학,사이버대학(대학),부산,사립,1586186,11000000,147904,,12734090,6284807,202.6,2026-08-01T02:42:38.332Z
2021,0000332,사이버한국외국어대학교,대학,사이버대학(대학),서울,사립,10991855,1766571,98619,,12857045,16715447,76.9,2026-08-01T02:42:38.332Z
2021,0000322,서울디지털대학교,대학,사이버대학(대학),서울,사립,39049768,15556153,,,54605921,24393461,223.9,2026-08-01T02:42:38.332Z
2021,0000323,서울사이버대학교,대학,사이버대학(대학),서울,사립,879186,108675,249925,,1237786,42710149,2.9,2026-08-01T02:42:38.332Z
2021,0000325,세종사이버대학교,대학,사이버대학(대학),서울,사립,13342942,1217579,163282,,14723802,28294484,52,2026-08-01T02:42:38.332Z
2021,0000329,숭실사이버대학교,대학,사이버대학(대학),서울,사립,23896530,5682005,386443,,29964978,19333818,155,2026-08-01T02:42:38.332Z
2021,0000327,원광디지털대학교,대학,사이버대학(대학),전북,사립,5808831,4147161,164387,,10120380,15413577,65.7,2026-08-01T02:42:38.332Z
2021,0000326,한국열린사이버대학교,대학,사이버대학(대학),서울,사립,13121245,,60674,,13181919,13242392,99.5,2026-08-01T02:42:38.332Z
2021,0000331,한양사이버대학교,대학,사이버대학(대학),서울,사립,69136373,5257000,512604,,74905977,49066300,152.7,2026-08-01T02:42:38.332Z
2021,0000333,화신사이버대학교,대학,사이버대학(대학),부산,사립,1971579,1388949,11417,,3371945,3901508,86.4,2026-08-01T02:42:38.332Z
2021,0000575,영진사이버대학교,전문대학,사이버대학(전문대학),대구,사립,17505035,9307593,,,26812628,9635960,278.3,2026-08-01T02:42:38.332Z
2021,0000576,한국복지사이버대학교,전문대학,사이버대학(전문대학),경북,사립,3299018,455910,,,3754929,6275041,59.8,2026-08-01T02:42:38.332Z
2022,0002748,가야대학교(김해),대학,대학교,경남,사립,2022082,27074722,167160,,29263964,12768541,229.2,2026-08-01T02:42:38.332Z
2022,0000063,가천대학교,대학,대학교,경기,사립,150148,72701342,14671159,,87522649,177138413,49.4,2026-08-01T02:42:38.332Z
2022,0000072,가톨릭관동대학교,대학,대학교,강원,사립,4465584,8438995,1696460,,14601039,50348377,29,2026-08-01T02:42:38.332Z
2022,0000215,가톨릭꽃동네대학교,대학,대학교,충북,사립,380716,2881897,43950,,3306563,3290705,100.5,2026-08-01T02:42:38.332Z
2022,0000046,가톨릭대학교,대학,대학교,경기,사립,14655761,119564619,25196574,,159416954,85846755,185.7,2026-08-01T02:42:38.332Z
2022,0000050,감리교신학대학교,대학,대학교,서울,사립,4156161,8699177,17433,,12872771,7532798,170.9,2026-08-01T02:42:38.332Z
2022,0000051,강남대학교,대학,대학교,경기,사립,2883486,6595614,3738773,,13217874,49592935,26.7,2026-08-01T02:42:38.332Z
2022,0000079,강서대학교,대학,대학교,서울,사립,199835,2075131,98360,,2373326,10937881,21.7,2026-08-01T02:42:38.332Z
2022,0000052,건국대학교,대학,대학교,서울,사립,12064365,87897839,28593459,7200010,135755674,227714694,59.6,2026-08-01T02:42:38.332Z
2022,0000054,건양대학교,대학,대학교,충남,사립,9959533,102591583,2967117,,115518232,48141803,240,2026-08-01T02:42:38.332Z
2022,0000056,경기대학교,대학,대학교,경기,사립,22174329,46756544,7216835,3003514,79151222,115768066,68.4,2026-08-01T02:42:38.332Z
2022,0000059,경남대학교,대학,대학교,경남,사립,13109370,98913154,4222177,,116244702,67162255,173.1,2026-08-01T02:42:38.332Z
2022,0000060,경동대학교,대학,대학교,강원,사립,22606501,13911400,375214,,36893115,56598765,65.2,2026-08-01T02:42:38.332Z
2022,0000062,경성대학교,대학,대학교,부산,사립,4253231,25674060,3392575,,33319866,77895533,42.8,2026-08-01T02:42:38.332Z
2022,0000244,경운대학교,대학,대학교,경북,사립,742486,399989,1813805,,2956280,32109906,9.2,2026-08-01T02:42:38.332Z
2022,0000064,경일대학교,대학,대학교,경북,사립,6107810,8306782,5910214,,20324806,47787604,42.5,2026-08-01T02:42:38.332Z
2022,0000065,신경주대학교,대학,대학교,경북,사립,-10574038,,211223,,-10362815,5018218,-206.5,2026-08-01T02:42:38.332Z
2022,0000066,경희대학교,대학,대학교,서울,사립,4552434,112617269,38048853,5067680,160286237,299960452,53.4,2026-08-01T02:42:38.332Z
2022,0000068,계명대학교,대학,대학교,대구,사립,13629399,230617220,12486928,2022910,258756457,158954473,162.8,2026-08-01T02:42:38.332Z
2022,0000069,고려대학교,대학,대학교,서울,사립,16170640,328875394,66605358,,411651392,359214470,114.6,2026-08-01T02:42:38.332Z
2022,0000071,고신대학교,대학,대학교,부산,사립,-725863,3645066,618749,,3537953,27318169,13,2026-08-01T02:42:38.332Z
2022,0000073,광신대학교,대학,대학교,광주,사립,-473145,4844,,,-468301,5418535,-8.6,2026-08-01T02:42:38.332Z
2022,0000074,광운대학교,대학,대학교,서울,사립,3487095,22073840,9772935,,35333870,77728915,45.5,2026-08-01T02:42:38.332Z
2022,0000075,광주가톨릭대학교,대학,대학교,전남,사립,199487,20431351,,,20630838,,0,2026-08-01T02:42:38.332Z
2022,0000231,광주대학교,대학,대학교,광주,사립,10129020,13106633,2709466,102600,26047719,40620627,64.1,2026-08-01T02:42:38.332Z
2022,0000076,광주여자대학교,대학,대학교,광주,사립,2985162,13367000,504081,,16856243,24181562,69.7,2026-08-01T02:42:38.332Z
2022,0000078,국민대학교,대학,대학교,서울,사립,1407207,159054871,-7030301,3000000,156431777,152143187,102.8,2026-08-01T02:42:38.332Z
2022,0000080,극동대학교,대학,대학교,충북,사립,1436365,221677,286684,,1944726,22243385,8.7,2026-08-01T02:42:38.332Z
2022,0000224,금강대학교,대학,대학교,충남,사립,1353424,1194140,504473,,3052037,1338783,228,2026-08-01T02:42:38.332Z
2022,0000241,김천대학교,대학,대학교,경북,사립,-971851,,63983,,-907868,18079740,-5,2026-08-01T02:42:38.332Z
2022,0000081,나사렛대학교,대학,대학교,충남,사립,1503747,7289266,288180,,9081193,34513420,26.3,2026-08-01T02:42:38.332Z
2022,0000216,남부대학교,대학,대학교,광주,사립,9078977,11030530,372661,,20482168,20458427,100.1,2026-08-01T02:42:38.332Z
2022,0000245,남서울대학교,대학,대학교,충남,사립,3591308,13889949,2962702,900000,21343960,73559653,29,2026-08-01T02:42:38.332Z
2022,0000082,단국대학교,대학,대학교,경기,사립,5535617,26336472,17869653,,49741742,220425180,22.6,2026-08-01T02:42:38.332Z
2022,0000088,대구가톨릭대학교,대학,대학교,경북,사립,7919688,73489694,3697632,2981769,88088782,85240409,103.3,2026-08-01T02:42:38.332Z
2022,0000084,대구대학교,대학,대학교,경북,사립,9211730,109257451,2430286,1521907,122421374,116029444,105.5,2026-08-01T02:42:38.332Z
2022,0000087,대구예술대학교,대학,대학교,경북,사립,3418902,4463100,119793,,8001795,4679283,171,2026-08-01T02:42:38.332Z
2022,0000061,대구한의대학교,대학,대학교,경북,사립,10475400,9699576,3520323,,23695300,46569059,50.9,2026-08-01T02:42:38.332Z
2022,0000093,대신대학교,대학,대학교,경북,사립,553753,1148988,26636,,1729376,3615064,47.8,2026-08-01T02:42:38.332Z
2022,0000094,대전가톨릭대학교,대학,대학교,세종,사립,71936,3159420,,,3231355,316130,1022.2,2026-08-01T02:42:38.332Z
2022,0000095,대전대학교,대학,대학교,대전,사립,7326563,20290434,4055779,,31672776,63858810,49.6,2026-08-01T02:42:38.332Z
2022,0000238,대전신학대학교,대학,대학교,대전,사립,-132849,,,,-132849,796397,-16.7,2026-08-01T02:42:38.332Z
2022,0000097,대진대학교,대학,대학교,경기,사립,5101613,2702227,1012711,,8816550,56937369,15.5,2026-08-01T02:42:38.332Z
2022,0000099,덕성여자대학교,대학,대학교,서울,사립,1458128,74599617,2925406,,78983151,38982059,202.6,2026-08-01T02:42:38.332Z
2022,0000100,동국대학교,대학,대학교,서울,사립,23820098,88822475,27220460,244259,140107291,208342779,67.2,2026-08-01T02:42:38.332Z
2022,0000102,동덕여자대학교,대학,대학교,서울,사립,1823370,223671864,1159517,,226654751,51119534,443.4,2026-08-01T02:42:38.332Z
2022,0000235,동명대학교,대학,대학교,부산,사립,3706274,27143248,5498987,46972,36395481,46986879,77.5,2026-08-01T02:42:38.332Z
2022,0000103,동서대학교,대학,대학교,부산,사립,4118809,32854534,752592,,37725935,59955249,62.9,2026-08-01T02:42:38.332Z
2022,0000104,동신대학교,대학,대학교,전남,사립,2192855,17664941,3708343,2097591,25663730,42549047,60.3,2026-08-01T02:42:38.332Z
2022,0000105,동아대학교,대학,대학교,부산,사립,3610486,53901507,11678473,5100000,74290465,134861262,55.1,2026-08-01T02:42:38.332Z
2022,0000106,동양대학교,대학,대학교,경북,사립,-5657382,,897412,,-4759970,25579217,-18.6,2026-08-01T02:42:38.332Z
2022,0000107,동의대학교,대학,대학교,부산,사립,1796887,10504141,7699421,503279,20503729,98007478,20.9,2026-08-01T02:42:38.332Z
2022,0000108,루터대학교,대학,대학교,경기,사립,-250573,155794,108206,,13427,2339875,0.6,2026-08-01T02:42:38.332Z
2022,0000109,명지대학교,대학,대학교,경기,사립,-8442655,2262629,12373746,,6193720,128164150,4.8,2026-08-01T02:42:38.332Z
2022,0000112,목원대학교,대학,대학교,대전,사립,201626,3973606,4370792,,8546024,51762567,16.5,2026-08-01T02:42:38.332Z
2022,0000221,목포가톨릭대학교,대학,대학교,전남,사립,205888,3879324,25959,,4111171,3205278,128.3,2026-08-01T02:42:38.332Z
2022,0000113,배재대학교,대학,대학교,대전,사립,2880786,21506879,3165896,,27553562,54026459,51,2026-08-01T02:42:38.332Z
2022,0000178,백석대학교,대학,대학교,충남,사립,725851,96823237,1060007,4300000,102909095,108496465,94.9,2026-08-01T02:42:38.332Z
2022,0000114,부산가톨릭대학교,대학,대학교,부산,사립,1679866,25588138,2755806,,30023810,24788979,121.1,2026-08-01T02:42:38.332Z
2022,0000115,부산외국어대학교,대학,대학교,부산,사립,5707749,5530484,2291415,,13529648,42120761,32.1,2026-08-01T02:42:38.332Z
