school_code_std,road_address,lot_address,lng,lat,sido,sigungu,geocoded_at
0000173,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",충청남도 금산군 추부면 마전리 755,127.44859455856772,36.19314699250299,충청남도,금산군,2026-08-01T20:12:16.527Z
0000174,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",경기도 안성시 대덕면 내리 10-1,127.23125366210766,37.00330598113146,경기도,안성시,2026-08-01T20:12:16.527Z
0000175,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",서울특별시 동작구 흑석동 221,126.95626212046739,37.50264386285164,서울특별시,동작구,2026-08-01T20:12:16.527Z
0000177,경기도 김포시 승가로 123 (풍무동),경기도 김포시 풍무동 671-1,126.70573305871851,37.60418610674748,경기도,김포시,2026-08-01T20:12:16.527Z
0000178,충청남도 천안시 동남구 백석대학로 1 (안서동),충청남도 천안시 동남구 안서동 115,127.1857097375615,36.83934360947134,충청남도,천안시,2026-08-01T20:12:16.527Z
0000179,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",충청북도 청주시 청원구 우암동 213,127.49269063482234,36.65173970052292,충청북도,청주시,2026-08-01T20:12:16.527Z
0000180,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",서울특별시 동작구 사당동 200-1,126.96680545296292,37.488050362223575,서울특별시,동작구,2026-08-01T20:12:16.527Z
0000181,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",서울특별시 서대문구 북아현동 190-1,126.95387922093033,37.56257201091894,서울특별시,서대문구,2026-08-01T20:12:16.527Z
0000182,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학)",대전광역시 유성구 하기동 산 15-3,127.32541395965139,36.385218196079165,대전광역시,유성구,2026-08-01T20:12:16.527Z
0000184,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)",경기도 용인시 기흥구 마북동 산 11-1,127.12941107340706,37.30536278889019,경기도,용인시,2026-08-01T20:12:16.527Z
0000186,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)",경기도 평택시 용이동 605,127.13192141689467,36.995107013777584,경기도,평택시,2026-08-01T20:12:16.527Z
0000187,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) 차의과학대학교",경기도 포천시 동교동 198-1,127.13772629327751,37.85705809678533,경기도,포천시,2026-08-01T20:12:16.527Z
0000188,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",경상북도 포항시 남구 지곡동 산 260-1,129.3208153025875,36.01718170263163,경상북도,포항시,2026-08-01T20:12:16.527Z
0000189,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",충청남도 천안시 동남구 병천면 가전리 307,127.28121941950931,36.76301618591532,충청남도,천안시,2026-08-01T20:12:16.527Z
0000191,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",서울특별시 노원구 상계동 205-4,127.06374723628883,37.648946554847186,서울특별시,노원구,2026-08-01T20:12:16.527Z
0000192,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",서울특별시 동대문구 이문동 270-1,127.05831344541863,37.597275776120796,서울특별시,동대문구,2026-08-01T20:12:16.527Z
0000194,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)",경기도 고양시 덕양구 현천동 247-3,126.86487857325409,37.597551568056076,경기도,고양시,2026-08-01T20:12:16.527Z
0000195,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",대전광역시 대덕구 오정동 133,127.42362043036286,36.353760312602276,대전광역시,대덕구,2026-08-01T20:12:16.527Z
0000196,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",경상북도 포항시 북구 흥해읍 남송리 3,129.39145654941086,36.10436583418359,경상북도,포항시,2026-08-01T20:12:16.527Z
0000197,강원특별자치도 원주시 흥업면 한라대길 28,강원특별자치도 원주시 흥업면 흥업리 980,127.910975719525,37.30200342945968,강원특별자치도,원주시,2026-08-01T20:12:16.527Z
0000198,강원특별자치도 춘천시 한림대학길 1 (옥천동),강원특별자치도 춘천시 후평동 671,127.74083851563216,37.887574603363454,강원특별자치도,춘천시,2026-08-01T20:12:16.527Z
0000199,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",충청남도 서산시 해미면 대곡리 337,126.58620822302022,36.691561097845046,충청남도,서산시,2026-08-01T20:12:16.527Z
0000200,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",서울특별시 성북구 삼선동2가 389,127.00955740519694,37.58302810469169,서울특별시,성북구,2026-08-01T20:12:16.527Z
0000201,경기도 군포시 한세로 30 (당정동),경기도 군포시 당정동 964-3,126.95295210694965,37.34538987329651,경기도,군포시,2026-08-01T20:12:16.527Z
0000202,"경기도 오산시 한신대길 137 (양산동, 한신대학교)",경기도 오산시 양산동 469-2,127.01893995039667,37.19529191893011,경기도,오산시,2026-08-01T20:12:16.527Z
0000203,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",서울특별시 성동구 사근동 110,127.04469998943848,37.55839107944937,서울특별시,성동구,2026-08-01T20:12:16.527Z
0000204,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)",경기도 안산시 상록구 사동 1271,126.83326769771159,37.30045010797498,경기도,안산시,2026-08-01T20:12:16.527Z
0000205,서울특별시 구로구 경인로 290-42 (개봉동),서울특별시 구로구 개봉동 415-9,126.85083001685281,37.496587557592875,서울특별시,구로구,2026-08-01T20:12:16.527Z
0000206,전북특별자치도 완주군 상관면 왜목로 726-15,전북특별자치도 완주군 상관면 신리 694-1,127.20629177885621,35.762630588124765,전북특별자치도,완주군,2026-08-01T20:12:16.527Z
0000207,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)",경기도 화성시 효행구 봉담읍 상리 14-1,126.9526971366229,37.21246331033452,경기도,화성시,2026-08-01T20:12:16.527Z
0000208,"전남광주통합특별시 광산구 호남대길 120 (서봉동, 호남대학본부)",전남광주통합특별시 광산구 서봉동 61-1,126.76507024556713,35.14997796045883,전남광주통합특별시,광산구,2026-08-01T20:12:16.527Z
0000209,"전남광주통합특별시 남구 제중로 77 (양림동, 호남신학대학교)",전남광주통합특별시 남구 양림동 226-5,126.91212415237979,35.139750736851994,전남광주통합특별시,남구,2026-08-01T20:12:16.527Z
0000211,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",충청남도 아산시 배방읍 세출리 165,127.07363781163404,36.73557742783294,충청남도,아산시,2026-08-01T20:12:16.527Z
0000212,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",서울특별시 마포구 상수동 72-1,126.92499020940261,37.54921750934139,서울특별시,마포구,2026-08-01T20:12:16.527Z
0000215,"충청북도 청주시 서원구 현도면 상삼길 133 (상삼리, 꽃동네대학교)",충청북도 청주시 서원구 현도면 상삼리 387,127.4007806696801,36.52227547623305,충청북도,청주시,2026-08-01T20:12:16.527Z
0000216,전남광주통합특별시 광산구 남부대길 1 (월계동),전남광주통합특별시 광산구 월계동 864-1,126.84225845666774,35.20696194458563,전남광주통합특별시,광산구,2026-08-01T20:12:16.527Z
0000218,"전라북도 임실군 신평면 창인로 117 (창인리, 예원예술학교)",전북특별자치도 임실군 신평면 창인리 271,127.27094947251089,35.64689670083379,전라북도,임실군,2026-08-01T20:12:16.527Z
0000219,경기도 양주시 은현면 예원대학로 56,경기도 양주시 은현면 용암리 784-13,127.0357335470958,37.845567481624165,경기도,양주시,2026-08-01T20:12:16.527Z
0000221,"전남광주통합특별시 목포시 영산로 697 (석현동, 목포가톨릭대학교)",전남광주통합특별시 목포시 석현동 894-1,126.41918657574382,34.826798297233935,전남광주통합특별시,목포시,2026-08-01T20:12:16.527Z
0000222,경상남도 김해시 김해대로 1894-68 (구산동),경상남도 김해시 구산동 764,128.86171820510535,35.2563109524548,경상남도,김해시,2026-08-01T20:12:16.527Z
0000224,"충청남도 논산시 상월면 상월로 522 (대명리, 금강대학교)",충청남도 논산시 상월면 상도리 27-14,127.18970700009737,36.306805035566,충청남도,논산시,2026-08-01T20:12:16.527Z
0000228,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)",전북특별자치도 전주시 완산구 중화산동1가 168-1,127.13417766218997,35.81569174457272,전라북도,전주시,2026-08-01T20:12:16.527Z
0000231,"전남광주통합특별시 남구 효덕로 277 (진월동, 광주대학교)",전남광주통합특별시 남구 진월동 592-1,126.89547544997627,35.10649907926424,전남광주통합특별시,남구,2026-08-01T20:12:16.527Z
0000233,경기도 화성시 남양읍 남양중앙로 400-5,경기도 화성시 만세구 남양읍 남양리 1483-1,126.84060685117139,37.20267024941688,경기도,화성시,2026-08-01T20:12:16.527Z
0000235,"부산광역시 남구 신선로 428 (용당동, 동명대학교)",부산광역시 남구 용당동 485,129.10151412431455,35.11988080216953,부산광역시,남구,2026-08-01T20:12:16.527Z
0000238,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",대전광역시 대덕구 오정동 226-22,127.4229966943414,36.350193350939335,대전광역시,대덕구,2026-08-01T20:12:16.527Z
0000239,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",충청북도 괴산군 괴산읍 동부리 5,127.79743750352229,36.82012096035326,충청북도,괴산군,2026-08-01T20:12:16.527Z
0000240,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",대전광역시 동구 자양동 155-3,127.44646700149981,36.33813494441309,대전광역시,동구,2026-08-01T20:12:16.527Z
0000241,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)",경상북도 김천시 삼락동 754-1,128.0787716978901,36.13928796791576,경상북도,김천시,2026-08-01T20:12:16.527Z
0000243,"전남광주통합특별시 남구 송암로 73 (송하동, 송원대학)",전남광주통합특별시 남구 송하동 365-1,126.87200209720734,35.11333485972577,전남광주통합특별시,남구,2026-08-01T20:12:16.527Z
0000244,경상북도 구미시 산동읍 강동로 730,경상북도 구미시 산동읍 인덕리 161-5,128.46904977171752,36.16924225664104,경상북도,구미시,2026-08-01T20:12:16.527Z
0000245,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",충청남도 천안시 서북구 성환읍 매주리 21,127.14477435445299,36.90734219552042,충청남도,천안시,2026-08-01T20:12:16.527Z
0000246,"전남광주통합특별시 무안군 무안읍 무안로 380 (성남리, 초당대학교)",전남광주통합특별시 무안군 무안읍 성남리 419,126.4761514739618,34.97692637375833,전남광주통합특별시,무안군,2026-08-01T20:12:16.527Z
0000247,경기도 시흥시 산기대학로 237 (정왕동),경기도 시흥시 정왕동 2121-1,126.73362460073025,37.34068595961445,경기도,시흥시,2026-08-01T20:12:16.527Z
0000248,제주특별자치도 제주시 516로 2870 (영평동),제주특별자치도 제주시 영평동 2235,126.57013518106243,33.44125106496836,제주특별자치도,제주시,2026-08-01T20:12:16.527Z
0000249,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",경상남도 창원시 마산회원구 합성동 1,128.60033408920586,35.24491111824501,경상남도,창원시,2026-08-01T20:12:16.527Z
0000250,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원)",울산광역시 울주군 언양읍 반연리 산 69-3,129.18795051780586,35.57676321015778,울산광역시,울주군,2026-08-01T20:12:16.527Z
0000251,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",충청남도 공주시 봉황동 376-1,127.11915844059587,36.44570361415379,충청남도,공주시,2026-08-01T20:12:16.527Z
0000252,"전남광주통합특별시 북구 필문대로 55 (풍향동, 광주교육대학교)",전남광주통합특별시 북구 풍향동 1-1,126.92606717809286,35.16380200718284,전남광주통합특별시,북구,2026-08-01T20:12:16.527Z
0000253,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)",대구광역시 남구 대명동 1797-8,128.58794094707122,35.85345870189285,대구광역시,남구,2026-08-01T20:12:16.527Z
0000254,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교) 교무처",부산광역시 연제구 거제동 256-1,129.07420329013968,35.1949688463205,부산광역시,연제구,2026-08-01T20:12:16.527Z
0000255,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교)",서울특별시 서초구 서초동 1650,127.01570631254455,37.48901793714103,서울특별시,서초구,2026-08-01T20:12:16.527Z
0000256,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)",인천광역시 계양구 계산동 857-87,126.71612590913512,37.53889910168721,인천광역시,계양구,2026-08-01T20:12:16.527Z
0000257,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교)",경기도 안양시 만안구 석수동 6-26,126.91688863224893,37.43450264215011,경기도,안양시,2026-08-01T20:12:16.527Z
0000258,전북특별자치도 전주시 완산구 서학로 50 (동서학동),전북특별자치도 전주시 완산구 동서학동 213,127.15348321434126,35.80740286992704,전북특별자치도,전주시,2026-08-01T20:12:16.527Z
0000260,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",경상남도 진주시 신안동 380,128.06837431851918,35.1860462660286,경상남도,진주시,2026-08-01T20:12:16.527Z
0000261,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",충청북도 청주시 서원구 수곡동 135-1,127.48372699027797,36.61538479466179,충청북도,청주시,2026-08-01T20:12:16.527Z
0000262,강원특별자치도 춘천시 공지로 126 (석사동),강원특별자치도 춘천시 석사동 339,127.7504426456909,37.85803058011874,강원특별자치도,춘천시,2026-08-01T20:12:16.527Z
0000263,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",대전광역시 유성구 덕명동 16-1,127.29995061029467,36.35052998435395,대전광역시,유성구,2026-08-01T20:12:16.527Z
0000269,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",경상남도 진주시 칠암동 150-1,128.0930351729468,35.179792055740435,경상남도,진주시,2026-08-01T20:12:16.527Z
0000273,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)",서울특별시 종로구 동숭동 169-1,127.00267467164414,37.57844996712907,서울특별시,종로구,2026-08-01T20:12:16.527Z
0000276,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",충청남도 천안시 서북구 성환읍 매주리 21,127.14477435445299,36.90734219552042,충청남도,천안시,2026-08-01T20:12:16.527Z
0000281,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",대전광역시 동구 자양동 155-3,127.44646700149981,36.33813494441309,대전광역시,동구,2026-08-01T20:12:16.527Z
0000282,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",전북특별자치도 군산시 임피면 월하리 727,126.86585224323507,35.96628242003152,전라북도,군산시,2026-08-01T20:12:16.527Z
0000284,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",충청남도 홍성군 홍성읍 남장리 392-1,126.6642698191869,36.58234043005308,충청남도,홍성군,2026-08-01T20:12:16.527Z
0000288,서울특별시 강서구 오정로 576 (공항동),서울특별시 강서구 공항동 369-2,126.81388431520132,37.54620569053397,서울특별시,강서구,2026-08-01T20:12:16.527Z
0000317,충청북도 제천시 덕산면 도전로 320 (도전리),충청북도 제천시 덕산면 도전리 486,128.1676396893609,36.90473454776017,충청북도,제천시,2026-08-01T20:12:16.527Z
0000318,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)",서울특별시 동대문구 회기동 1-5,127.05146101237986,37.594408964481374,서울특별시,동대문구,2026-08-01T20:12:16.527Z
0000319,경기도 수원시 팔달구 경수대로 490 (인계동),경기도 수원시 팔달구 인계동 950-12,127.02822331914584,37.26959367602272,경기도,수원시,2026-08-01T20:12:16.527Z
0000320,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",경상북도 경산시 진량읍 내리리 15,128.8425529147892,35.903973449336156,경상북도,경산시,2026-08-01T20:12:16.527Z
0000321,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)",부산광역시 사상구 주례동 166-215,129.00881594799378,35.146185620658315,부산광역시,사상구,2026-08-01T20:12:16.527Z
0000322,"서울특별시 강서구 공항대로 424 (화곡동, 서울디지털대학교)",서울특별시 강서구 화곡동 1107-2,126.85393201380813,37.55486973536014,서울특별시,강서구,2026-08-01T20:12:16.527Z
0000323,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)",서울특별시 강북구 미아동 193-15,127.02714255343514,37.629827101209216,서울특별시,강북구,2026-08-01T20:12:16.527Z
0000325,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)",서울특별시 광진구 군자동 111-1,127.07288825546337,37.553728404952615,서울특별시,광진구,2026-08-01T20:12:16.527Z
0000326,"서울특별시 중랑구 망우로 353, C동 9층(상봉프레미어스엠코)",서울특별시 중랑구 상봉동 500,127.09161253926365,37.598282174289416,서울특별시,중랑구,2026-08-01T20:12:16.527Z
0000327,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)",전북특별자치도 익산시 신동 272,126.96078843715507,35.96892320662204,전라북도,익산시,2026-08-01T20:12:16.527Z
0000328,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)",서울특별시 종로구 계동 1-21,126.98701813555272,37.58697251724258,서울특별시,종로구,2026-08-01T20:12:16.527Z
0000329,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔)",서울특별시 종로구 익선동 34,126.98877078278554,37.57443153945566,서울특별시,종로구,2026-08-01T20:12:16.527Z
0000330,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교)",서울특별시 서대문구 홍제동 318-18,126.94385494972929,37.585487062166564,서울특별시,서대문구,2026-08-01T20:12:16.527Z
0000331,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)",서울특별시 성동구 사근동 110,127.04755694709084,37.55724569701527,서울특별시,성동구,2026-08-01T20:12:16.527Z
0000332,서울특별시 동대문구 이문로 107 (이문동) 사이버한국외국어대학교,서울특별시 동대문구 이문동 270-1,127.05831344541863,37.597275776120796,서울특별시,동대문구,2026-08-01T20:12:16.527Z
0000333,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교)",부산광역시 연제구 연산동 411-2,129.10325695046527,35.185743022627875,부산광역시,연제구,2026-08-01T20:12:16.527Z
0000334,"충청남도 천안시 동남구 목천읍 교천지산길 284-88 (지산리, 글로벌사이버대학교)",충청남도 천안시 동남구 목천읍 지산리 189-4,127.19939588009171,36.79383879358497,충청남도,천안시,2026-08-01T20:12:16.527Z
0000335,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원) 건양사이버대학교",대전광역시 서구 관저동 1643,127.34264048665737,36.30682222962901,대전광역시,서구,2026-08-01T20:12:16.527Z
0000374,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",대전광역시 유성구 구성동 23,127.36030146141235,36.36620895353134,대전광역시,유성구,2026-08-01T20:12:16.527Z
0000381,"전남광주통합특별시 북구 첨단과기로 123 (오룡동, 광주과학기술원)",전남광주통합특별시 북구 오룡동 1,126.83732444904652,35.22886790265037,전남광주통합특별시,북구,2026-08-01T20:12:16.527Z
0000382,대구광역시 달성군 현풍읍 테크노중앙대로 333,대구광역시 달성군 현풍읍 상리 953,128.45625524949338,35.70492624842832,대구광역시,달성군,2026-08-01T20:12:16.527Z
0000383,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교)",서울특별시 성북구 석관동 409,127.05906754726696,37.60552683741581,서울특별시,성북구,2026-08-01T20:12:16.527Z
0000402,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)",경상남도 거창군 거창읍 김천리 164,127.91161897875065,35.673041326317225,경상남도,거창군,2026-08-01T20:12:16.527Z
0000403,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)",경상남도 남해군 남해읍 남변리 162,127.8994820582451,34.83776936904613,경상남도,남해군,2026-08-01T20:12:16.527Z
0000405,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)",경상북도 예천군 예천읍 청복리 947-1,128.45585874799815,36.64248390404343,경상북도,예천군,2026-08-01T20:12:16.527Z
0000406,충청북도 옥천군 옥천읍 대학길 15 (문정리),충청북도 옥천군 옥천읍 금구리 40-1,127.5721387666993,36.299999463456544,충청북도,옥천군,2026-08-01T20:12:16.527Z
0000410,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)",경상북도 안동시 율세동 산 104,128.73604430094122,36.57004210509295,경상북도,안동시,2026-08-01T20:12:16.527Z
0000412,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)",경상남도 거제시 일운면 옥림리 146-3,128.72554086946866,34.85129240966739,경상남도,거제시,2026-08-01T20:12:16.527Z
0000415,"경상북도 경산시 하양읍 대경로105길 19 (부호리, 호산대학교)",경상북도 경산시 하양읍 부호리 224-1,128.79839382953827,35.902311565010635,경상북도,경산시,2026-08-01T20:12:16.527Z
0000416,"경기도 의정부시 서부로 545 (가능동, 경민대학)",경기도 의정부시 가능동 572-1,127.02317210455698,37.745308850149684,경기도,의정부시,2026-08-01T20:12:16.527Z
0000418,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",경상북도 경산시 남천면 협석리 220-4,128.73325521546167,35.78578058949526,경상북도,경산시,2026-08-01T20:12:16.527Z
0000422,"인천광역시 계양구 계양산로 63 (계산동, 경인여자대학)",인천광역시 계양구 계산동 548-4,126.72314210051782,37.54798156048118,인천광역시,계양구,2026-08-01T20:12:16.527Z
0000425,"대구광역시 달서구 달서대로 675 (신당동, 계명문화대학교)",대구광역시 달서구 신당동 700,128.48995474417833,35.86001556087835,대구광역시,달서구,2026-08-01T20:12:16.527Z
0000426,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교)",경기도 의왕시 내손동 247,126.98034111044599,37.37871821117089,경기도,의왕시,2026-08-01T20:12:16.527Z
0000428,"전남광주통합특별시 광양시 광양읍 대학로 85 (덕례리, 광양보건대학)",전남광주통합특별시 광양시 광양읍 덕례리 654-1,127.56897798585304,34.95346606976372,전남광주통합특별시,광양시,2026-08-01T20:12:16.527Z
0000429,"전남광주통합특별시 광산구 북문대로419번길 73 (신창동, 광주보건대학)",전남광주통합특별시 광산구 신창동 683-3,126.84530116980866,35.19106538408565,전남광주통합특별시,광산구,2026-08-01T20:12:16.527Z
0000430,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)",경상북도 구미시 부곡동 502-1,128.29032609633697,36.15319645407031,경상북도,구미시,2026-08-01T20:12:16.527Z
0000432,"전라북도 군산시 성산면 군장대길 13 (도암리, 군장대학)",전북특별자치도 군산시 성산면 도암리 608-8,126.78187907173907,35.99923949803075,전라북도,군산시,2026-08-01T20:12:16.527Z
0000433,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)",충청북도 음성군 감곡면 단평리 154,127.64618030254265,37.143165446605096,충청북도,음성군,2026-08-01T20:12:16.527Z
0000435,"전남광주통합특별시 나주시 다시면 백호로 125 (복암리, 고구려대학)",전남광주통합특별시 나주시 다시면 복암리 837-8,126.64970608226932,35.00700071009095,전남광주통합특별시,나주시,2026-08-01T20:12:16.527Z
0000437,"전라북도 전주시 완산구 전주천서로 267 (중화산동1가, 전주기전대학)",전북특별자치도 전주시 완산구 중화산동1가 188-12,127.13635845006684,35.81704619841441,전라북도,전주시,2026-08-01T20:12:16.527Z
0000438,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교)",경상북도 김천시 삼락동 480,128.0842781088265,36.13857442129314,경상북도,김천시,2026-08-01T20:12:16.527Z
0000440,경기도 김포시 모담공원로 10 (운양동),경기도 김포시 운양동 1329-9,126.67936853293243,37.65143895868772,경기도,김포시,2026-08-01T20:12:16.527Z
0000441,"경기도 고양시 덕양구 서삼릉길 281 (원당동, 농협대학)",경기도 고양시 덕양구 원당동 198-201,126.8724656906403,37.65862191222455,경기도,고양시,2026-08-01T20:12:16.527Z
0000442,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학)",경상북도 경산시 자인면 단북리 63,128.8213911453396,35.83427535191274,경상북도,경산시,2026-08-01T20:12:16.527Z
0000443,"대구광역시 달서구 송현로 205 (본동, 대구공업대학)",대구광역시 달서구 본동 830,128.54391116206432,35.83523328615156,대구광역시,달서구,2026-08-01T20:12:16.527Z
0000444,"대구광역시 북구 영송로 15 (태전동, 대구보건대학)",대구광역시 북구 태전동 산 6-6,128.5425521382519,35.92792434453435,대구광역시,북구,2026-08-01T20:12:16.527Z
0000446,"대구광역시 북구 영송로 47 (태전동, 대구과학대학)",대구광역시 북구 태전동 산 9-1,128.542763917164,35.92944502200095,대구광역시,북구,2026-08-01T20:12:16.527Z
0000447,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교)",부산광역시 금정구 부곡동 373-4,129.09591880707904,35.229135872673865,부산광역시,금정구,2026-08-01T20:12:16.527Z
0000448,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교)",경기도 안양시 동안구 비산동 526-7,126.93083628524539,37.4043368031484,경기도,안양시,2026-08-01T20:12:16.527Z
0000449,"충청북도 제천시 대학로 316 (신월동, 대원대학)",충청북도 제천시 신월동 599,128.19062603727787,37.17686499690902,충청북도,제천시,2026-08-01T20:12:16.527Z
0000450,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학)",경기도 성남시 수정구 복정동 423-8,127.13056104121752,37.46034943887664,경기도,성남시,2026-08-01T20:12:16.527Z
0000451,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",대전광역시 동구 가양동 77-3,127.45306803772088,36.349079599270254,대전광역시,동구,2026-08-01T20:12:16.527Z
0000452,대전광역시 동구 백룡로 59(자양동 101-17) 우송정보대학,대전광역시 동구 자양동 17-2,127.45310943433697,36.33595743645146,대전광역시,동구,2026-08-01T20:12:16.527Z
0000453,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교)",대전광역시 서구 복수동 333,127.37634558477504,36.303475689019756,대전광역시,서구,2026-08-01T20:12:16.527Z
0000454,충청남도 보령시 주포면 대학길 106,충청남도 보령시 주포면 관산리 290-1,126.57957076620491,36.40350783142065,충청남도,보령시,2026-08-01T20:12:16.527Z
0000456,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교)",경상북도 칠곡군 기산면 봉산리 123,128.34641074112042,35.98250306133498,경상북도,칠곡군,2026-08-01T20:12:16.527Z
0000457,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학)",경기도 수원시 장안구 정자동 936-2,126.98711864383871,37.29970846241405,경기도,수원시,2026-08-01T20:12:16.527Z
0000460,"전남광주통합특별시 북구 동문대로 50 (풍향동, 동강대학)",전남광주통합특별시 북구 두암동 700-12,126.9219791242343,35.17029564157091,전남광주통합특별시,북구,2026-08-01T20:12:16.527Z
0000461,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교)",경기도 안성시 삼죽면 진촌리 632-18,127.35810020993422,37.05899628094338,경기도,안성시,2026-08-01T20:12:16.527Z
0000462,"전남광주통합특별시 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교)",전남광주통합특별시 영암군 학산면 독천리 산 22-1,126.56901337737744,34.73067641449448,전남광주통합특별시,영암군,2026-08-01T20:12:16.527Z
0000463,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학)",서울특별시 구로구 고척동 62-160,126.86812194390774,37.500040259698835,서울특별시,구로구,2026-08-01T20:12:16.527Z
0000465,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학)",경기도 광주시 곤지암읍 신촌리 산 1-1,127.4038480024036,37.328938994151294,경기도,광주시,2026-08-01T20:12:16.527Z
