year,cohort,school_rep_code,school_rep_name,region,estb,school_division,edu_carryover,edu_endowment,industry_carryover,industry_endowment,total_funds,tuition_revenue,fund_secure_rate,campus_count,has_alimi,updated_at
2021,university,0000109,안양대학교,경기,사립,대학,2411549.5999999996,10685762.23,2877882.828,0,15975194.658,36000335.28,44.4,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000115,용인대학교,경기,사립,대학,904223.8999999985,94836756.56,741704.2069999999,0,96482684.66700001,47741741,202.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000130,중앙승가대학교,경기,사립,대학,808742.8060000001,1019202.466,-26215.97499999999,0,1801729.297,613317.02,293.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000139,차의과학대학교,경기,사립,대학,16016807.34,31498234.91,3975156.4470000006,3009000,54499198.697,28092847.11,194,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000136,칼빈대학교,경기,사립,대학,30218.947000000335,24946.765,0,0,55165.712000000334,6871470,0.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000138,평택대학교,경기,사립,대학,1224862.9800000004,956147.523,457322.474,0,2638332.9770000004,28586328.14,9.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000191,한국산업기술대학교,경기,사립,대학,6768953.16,11096520.64,8580363.795,7151.6,26452989.195,59244092.13,44.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000144,한국항공대학교,경기,사립,대학,1290880.4899999984,6617532.563,7045883.881999999,4630683.682,19584980.617,37919033,51.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000151,한세대학교,경기,사립,대학,1690931.4200000009,33996361.6,82268.29300000003,0,35769561.313,24384113.5,146.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000152,한신대학교,경기,사립,대학,3738200.7399999984,30154393.55,454700.277,100000,34447294.567,38150696.4,90.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000156,협성대학교,경기,사립,대학,770121.6899999995,8676974.264,455189.79300000006,0,9902285.747,30957556.74,32,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000032,가야대학교,경남,사립,대학,1513472.17,23953714.28,192848.052,0,25660034.502000004,13875084.22,184.9,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000040,경남대학교,경남,사립,대학,11588638.990000002,94653893.91,4585583.457,0,110828116.35700001,71705268.16,154.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000167,부산장신대학교,경남,사립,대학,4182794.789,643917.263,0,0,4826712.052,2322735.89,207.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000181,영산대학교,경남,사립,대학,0,0,0,0,0,0,,2,N,2026-08-15T06:00:43.635Z
2021,university,0000122,인제대학교,경남,사립,대학,39811769.13000001,22774273.92,14117459.11,0,76703502.16000001,69990354.8,109.6,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000193,창신대학교,경남,사립,대학,1055614.517,13189054.83,26145.883,0,14270815.229999999,13130487.07,108.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000174,한국국제대학교,경남,사립,대학,0,0,0,0,0,0,,1,N,2026-08-15T06:00:43.635Z
2021,university,0000188,경운대학교,경북,사립,대학,832526.0999999996,400022.786,1906514.514,0,3139063.3999999994,33302929.67,9.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000045,경일대학교,경북,사립,대학,3356001.8100000024,11088479.75,6037252.55,0,20481734.110000003,47354127.13,43.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000046,경주대학교,경북,사립,대학,-8210902.301000001,0,215912.22799999997,0,-7994990.073000001,5384468.2,-148.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000185,김천대학교,경북,사립,대학,1124436.7239999995,0,42786.44699999993,0,1167223.1709999994,19705959.57,5.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000063,대구가톨릭대학교,경북,사립,대학,5727235.090000004,70044234.3,3984177.785,0,79755647.175,86869071.28,91.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000061,대구대학교,경북,사립,대학,8926680.849999994,107605148.664,3147997.95,4500,119684327.464,118503187.2,101,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000062,대구예술대학교,경북,사립,대학,3945918.8160000006,4517894.443,119523.16100000001,0,8583336.42,6144824.91,139.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000042,대구한의대학교,경북,사립,대학,4614104.170000002,6997223.103,4208665.301,0,15819992.574000001,47455640.78,33.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000065,대신대학교,경북,사립,대학,836597.16,3084786.004,0,0,3921383.1640000003,3744076.82,104.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000076,동양대학교,경북,사립,대학,-4778351.4399999995,0,909396.005,0,-3868955.4349999996,25013470.17,-15.5,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000111,영남대학교,경북,사립,대학,11257152.909999996,144973657.5,20043618.35,635.16,176275063.92,167572540.2,105.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000112,영남신학대학교,경북,사립,대학,302249.027,364348.1,0,0,666597.127,4250848.068,15.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000119,위덕대학교,경북,사립,대학,640317.5150000006,2191764.787,424985.0220000001,100000,3357067.324000001,19737639.73,17,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000140,포항공과대학교,경북,사립,대학,48253500.970000006,94873496.31,35584928.41,62396329.306,241108254.996,24810942.56,971.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000146,한동대학교,경북,사립,대학,5221122.85,8320548.822,2872755.834,74304,16488731.505999997,31860695.4,51.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000052,광신대학교,광주,사립,대학,247282.63399999996,32752.963,0,0,280035.59699999995,5570108.5,5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000176,광주대학교,광주,사립,대학,5887189.370000001,12959334.99,2632267.858,0,21478792.218,42366054.54,50.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000055,광주여자대학교,광주,사립,대학,2235214.927,13657000,517734.583,0,16409949.510000002,24793298.38,66.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000162,남부대학교,광주,사립,대학,8384182.620999999,11548655.98,438409.363,0,20371247.964,21619171.41,94.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000187,송원대학교,광주,사립,대학,399205.09800000023,0,107268.91200000001,0,506474.01000000024,19044692.66,2.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000127,조선대학교,광주,사립,대학,6793635.710000001,62961430.653000005,15204690.989999998,0,84959757.353,141067057.9,60.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000157,호남대학교,광주,사립,대학,9776453.77,157598701.15,3074313.2350000003,0,170449468.15500003,48920991.56,348.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000158,호남신학대학교,광주,사립,대학,1592200.922,1062709.822,0,0,2654910.744,4951412.78,53.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000048,계명대학교,대구,사립,대학,11632750.549999997,238486313,14062334.330999998,270000,264451397.881,161862040.3,163.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000067,대전대학교,대전,사립,대학,3854858.4700000025,23811242.38,3978051.257,0,31644152.107,65236653.05,48.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000182,대전신학대학교,대전,사립,대학,-88623.147,0,0,0,-88623.147,863627,-10.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000080,목원대학교,대전,사립,대학,1320196.9000000022,4197224.008,4888177.467,5000,10410598.375000004,53894593.89,19.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000081,배재대학교,대전,사립,대학,1293654.5999999978,25909977.86,2951634.99,500,30155767.449999996,54731625.01,55.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000184,우송대학교,대전,사립,대학,7218797.91,30088177.79,1170694.722,0,38477670.422000006,71804323.38,53.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000120,을지대학교,대전,사립,대학,18242149.330000002,139754231,5634430.233,37090.24,163667900.80300003,41094866,398.3,3,Y,2026-08-15T06:00:43.635Z
2021,university,0000551,한국침례신학대학교,대전,사립,대학,357540.31300000055,25560034.16,0,0,25917574.473,10060580.78,257.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000145,한남대학교,대전,사립,대학,5315868.080000002,8561249.118,3674842.2129999995,0,17551959.411000002,82363082.1,21.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000043,경성대학교,부산,사립,대학,1842848,6558591.852,4061446.0050000004,0,12462885.857,80315656.62,15.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000050,고신대학교,부산,사립,대학,-567348.379999999,3826676.939,726637.415,0,3985965.974000001,29207272.28,13.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000180,동명대학교,부산,사립,대학,4187184.290000001,26753654.1,4653252.231000001,0,35594090.621,50316930,70.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000073,동서대학교,부산,사립,대학,5004174.559999999,32947504.97,1109902.9589999998,0,39061582.489,62469484.36,62.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000075,동아대학교,부산,사립,대학,6563035.010000005,44476482.86,14367347.41,0,65406865.28,137264203.3,47.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000077,동의대학교,부산,사립,대학,1068989.2600000054,7687398.632,7525330.022,0,16281717.914000005,99916982.34,16.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000082,부산가톨릭대학교,부산,사립,대학,1913731.6570000006,26164959.88,1920754.1169999999,681000,30680445.654,25353994.27,121,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000083,부산외국어대학교,부산,사립,대학,3266224.0599999987,32151257.71,2526985.437,80000,38024467.206999995,45344863.76,83.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000106,신라대학교,부산,사립,대학,2454837.879999999,8810921.07,1183102.834,0,12448861.784,53231199.56,23.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000035,감리교신학대학교,서울,사립,대학,3454885.47,7388563.75,17818.914999999994,0,10861268.135,8667113.547,125.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000037,건국대학교,서울,사립,대학,10228706.299999997,89050899.449,30173244.310000002,6990124.988,136442975.047,231870911.4,58.8,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000047,경희대학교,서울,사립,대학,5787506.337000018,124759903.3,42974946.269999996,8627980,182150335.907,298100152.5,61.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000049,고려대학교,서울,사립,대학,18991200.30299999,356408332.13,85438599.5,65659.71,460903791.64299995,356169041.5,129.4,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000053,광운대학교,서울,사립,대학,3830921.969999999,22169059.75,12870264.027,32757,38903002.747,77572513.14,50.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000056,국민대학교,서울,사립,대학,2239468.059999995,151356258.3,-11763779.519999998,27250876.33,169082823.17000002,153140979.4,110.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000070,덕성여자대학교,서울,사립,대학,1896240.9799999986,69709750.50400001,3318815.92,0,74924807.40400001,40929856.73,183.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000071,동국대학교,서울,사립,대학,20128378.340000004,89692436.81,29535715.19,1583850,140940380.34,209852665,67.2,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000072,동덕여자대학교,서울,사립,대학,1339143.789999999,215713625.1,1330339.141,252705.894,218635813.92499998,52793245.88,414.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000084,삼육대학교,서울,사립,대학,2585316.080000002,21914408.898,1968528.51,0,26468253.488,45872033.87,57.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000085,상명대학교,서울,사립,대학,3624793.8900000006,29293317.93,9840109.491999999,0,42758221.312,105155704.1,40.7,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000087,서강대학교,서울,사립,대학,2397672,47094949.69,7264182.329999998,222027.271,56978831.29099999,103109818.9,55.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000088,서경대학교,서울,사립,대학,1693713.9799999967,20460996.55,1848465.802,0,24003176.332,49492884.4,48.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000069,서울기독대학교,서울,사립,대학,-772953.5530000001,171053.221,40512.371999999996,0,-561387.9600000001,4002034.8,-14,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000091,서울여자대학교,서울,사립,대학,642429.75,45920929.17,3431681.83,0,49995040.75,51737189.07,96.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000539,서울한영대학교,서울,사립,대학,-765340.869,0,531.2,0,-764809.669,6042080.294,-12.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000096,성공회대학교,서울,사립,대학,1157799.4629999995,2747305.624,1481866.006,0,5386971.092999999,16923159.57,31.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000097,성균관대학교,서울,사립,대학,53755207.499999985,308104070.68,-26608489.699999988,19889167.5,355139955.98,279340542.1,127.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000098,성신여자대학교,서울,사립,대학,6426584.6499999985,57003316.65,4943202.042,0,68373103.342,78771004.84,86.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000100,세종대학교,서울,사립,대학,-516223.6799999997,92070517.2,12149688.079999998,45265,103749246.60000001,122744760.7,84.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000103,숙명여자대학교,서울,사립,대학,2041920.8100000024,192172527.4,15070925.590000002,7346030.88,216631404.68,103149578,210,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000105,숭실대학교,서울,사립,대학,19465374.795999996,102416738.016,11860656.36,0,133742769.172,134295241.4,99.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000110,연세대학교,서울,사립,대학,37860910.70000002,609213899.29,52260240.00000003,10424125.775,709759175.765,399520843.4,177.7,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000121,이화여자대학교,서울,사립,대학,10570446.939999998,629989983.6,36920965.599999994,810768.108,678292164.248,202851727.8,334.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000125,장로회신학대학교,서울,사립,대학,567950.4239999996,37083819.44,0,0,37651769.864,15892865.65,236.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000129,중앙대학교,서울,사립,대학,13990596.299999997,113070187.78299999,19737724.049999997,2005370,148803878.133,261684548.5,56.9,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000133,총신대학교,서울,사립,대학,6092539.880000001,41524867.002000004,208727.124,0,47826134.006000005,24864896.47,192.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000134,추계예술대학교,서울,사립,대학,278423.39499999955,152188.566,27297.799,0,457909.75999999954,11472039.96,4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000525,케이씨대학교,서울,사립,대학,758027.1169999996,2148021.948,163774.75400000002,0,3069823.8189999997,11516434.7,26.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000142,한국성서대학교,서울,사립,대학,165647.66999999993,352147.311,20860.286,0,538655.2669999999,7977568,6.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000143,한국외국어대학교,서울,사립,대학,2014780.142000001,12123924.3,5345695.420000002,1006300,20490699.862000003,146071399.3,14,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000150,한성대학교,서울,사립,대학,4920256.43,12853896.69,4104706.0319999997,0,21878859.151999995,56035749.77,39,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000153,한양대학교,서울,사립,대학,32308572.400000006,189718578.3,35104110.80000001,37375899,294507160.5,340529676.5,86.5,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000160,홍익대학교,서울,사립,대학,25944103.599999994,729197041.8,10469588.546,0,765610733.946,192050506.8,398.7,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000066,대전가톨릭대학교,세종,사립,대학,223154.49599999998,2432953.72,0,0,2656108.216,390280,680.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000117,울산대학교,울산,사립,대학,24797647.310000002,56500672.279,20629589.180000003,0,101927908.76900001,99996293.76,101.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000123,인천가톨릭대학교,인천,사립,대학,385818.2200000002,5129379.373,197234.01100000003,0,5712431.604,6407583.733,89.2,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000124,인하대학교,인천,사립,대학,5860628.950000003,33323397.86,11497666.86,1019423.94,51701117.61,164777789.8,31.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000054,광주가톨릭대학교,전남,사립,대학,184819.82200000001,19372248.64,0,0,19557068.462,0,,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000074,동신대학교,전남,사립,대학,2500779.549999999,13045998.9,2384623.8479999998,1430270.748,19361673.046,42189038.26,45.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000166,목포가톨릭대학교,전남,사립,대학,104761.15000000002,3834564.667,35953.436,0,3975279.253,3223930.666,123.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000064,세한대학교,전남,사립,대학,2793147.749999999,26816493.123999998,1090458.7210000001,0,30700099.595,21391189.74,143.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000114,영산선학대학교,전남,사립,대학,59953.324,0,0,0,59953.324,66000,90.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000190,초당대학교,전남,사립,대학,1238617.0879999995,30883123.199,1072.377999999997,0,32122812.665,19451686.48,165.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000186,한려대학교,전남,사립,대학,0,0,0,0,0,0,,1,N,2026-08-15T06:00:43.635Z
2021,university,0000173,예수대학교,전북,사립,대학,126374.152,0,79945.606,0,206319.758,3648491.28,5.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000164,예원예술대학교,전북,사립,대학,152938.49399999995,0,9293.882000000005,0,162232.37599999996,14150006.66,1.1,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000116,우석대학교,전북,사립,대학,5243920.689999998,6524525.85,4066297.7870000005,0,15834744.326999998,52968424.59,29.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000118,원광대학교,전북,사립,대학,7933905.609999999,36366772.379999995,13613125.43,0,57913803.419999994,111212140.3,52.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000126,전주대학교,전북,사립,대학,6845672.18,17961721.96,5543914.584,0,30351308.724,78951610.93,38.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000155,한일장신대학교,전북,사립,대학,22630.185000000056,589528.229,179673.004,0,791831.4180000001,6674505.5,11.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000223,호원대학교,전북,사립,대학,-850551.4099999983,1246187.988,190273.41199999998,0,585909.9900000016,34332687.14,1.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000192,제주국제대학교,제주,사립,대학,1632043.5189999994,440968.367,264071.62399999995,0,2337083.5099999993,4719708,49.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000038,건양대학교,충남,사립,대학,10189090.850000001,94271989.25,3228852.0369999995,0,107689932.137,49819864.97,216.2,2,Y,2026-08-15T06:00:43.635Z
2021,university,0000169,금강대학교,충남,사립,대학,1406658.4880000001,948131.011,559143.014,0,2913932.5130000003,1740630.333,167.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000059,나사렛대학교,충남,사립,대학,1264749.3599999994,6307120.524,329966.303,0,7901836.187,34996623.33,22.6,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000189,남서울대학교,충남,사립,대학,4910657.129999999,16359719.845,3899761.1039999994,0,25170138.079,74749665.45,33.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000131,백석대학교,충남,사립,대학,660228.1999999955,97620143.55499999,1286280.098,1100000,100666651.853,108626617.7,92.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000094,선문대학교,충남,사립,대학,2319359.8599999994,51971331.54,4098321.465,0,58389012.864999995,67866602.53,86,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000104,순천향대학교,충남,사립,대학,3075910.289999999,56419417.557,9599230.75,84000,69178558.597,90775077.82,76.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000128,중부대학교,충남,사립,대학,2332230.34,3696559.057,2618274.6959999995,0,8647064.092999998,60144789.57,14.4,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000225,청운대학교,충남,사립,대학,2911630.76,7088697.463,1098364.105,0,11098692.328000002,40816747.05,27.2,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000141,한국기술교육대학교,충남,사립,대학,6198662.460000001,6262223.894,9975221.5,0,22436107.854000002,19665324.76,114.1,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000149,한서대학교,충남,사립,대학,4006774.620000001,2527754.728,3541349.875,0,10075879.223000001,53401061.11,18.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000159,호서대학교,충남,사립,대학,7115241.259999998,54515345.67,17690665.57,69997.8,79391250.3,102453467.2,77.5,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000557,가톨릭꽃동네대학교,충북,사립,대학,327948.82999999984,2948481.654,43950.295,0,3320380.779,3363339.417,98.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000058,극동대학교,충북,사립,대학,843933.8710000003,2272787.403,312212.024,0,3428933.2980000004,24016228.74,14.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000093,서원대학교,충북,사립,대학,2048382.7499999981,27531312.36,1770259.9529999997,0,31349955.063,42753194.05,73.3,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000099,세명대학교,충북,사립,대학,2744483.91,120729758.1,8696133.704,0,132170375.71399999,48795935.79,270.9,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000113,유원대학교,충북,사립,대학,4453564.877,0,323475.35899999994,0,4777040.2360000005,23076883.07,20.7,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000183,중원대학교,충북,사립,대학,577034.6330000004,583479.592,1621269.071,0,2781783.296,25835486.83,10.8,1,Y,2026-08-15T06:00:43.635Z
2021,university,0000132,청주대학교,충북,사립,대학,7108734.740000002,240812042.3,1257365.176,0,249178142.21600002,86380543.54,288.5,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000347,강릉영동대학교,강원,사립,전문대학,1214651.8430000003,67903.885,81646.011,0,1364201.7390000003,14150543.07,9.6,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000378,강원관광대학교,강원,사립,전문대학,1853944.7429999998,0,0,0,1853944.7429999998,3040538.187,61,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000348,세경대학교,강원,사립,전문대학,3499768.9729999998,8669902.426,492031.27599999995,0,12661702.675,4684822.109,270.3,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000393,송곡대학교,강원,사립,전문대학,889983.746,6274.854,1461.388,0,897719.9880000001,3387677.567,26.5,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000390,송호대학교,강원,사립,전문대학,609459.0970000001,837119.859,96647.26499999998,0,1543226.2210000001,5022124.506,30.7,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000542,한국골프대학교,강원,사립,전문대학,-405642.954,50628.394,-30792.493000000002,0,-385807.0530000001,3088507.5,-12.5,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000383,한림성심대학교,강원,사립,전문대학,2226412.552,10007412.27,936727.3250000001,0,13170552.147,15553192.77,84.7,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,2036209.540000001,0,879881.321,0,2916090.861000001,26396776.07,11,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000255,경민대학교,경기,사립,전문대학,-1397319.5319999997,33125.332,555489.87,0,-808704.3299999997,24412752.74,-3.3,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000259,경복대학교,경기,사립,전문대학,6856989.389999999,19734254.87,1186497.915,0,27777742.174999997,38127463.6,72.9,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000264,계원예술대학교,경기,사립,전문대학,1409826.8699999992,5023704.378,390288.904,0,6823820.151999999,20783700.46,32.8,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000379,국제대학교,경기,사립,전문대학,2730253.594999999,3405259.069,219299.255,0,6354811.918999999,19662731.79,32.3,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000277,김포대학교,경기,사립,전문대학,18397204.009999998,17630953.6,464170.329,0,36492327.939,15173716.84,240.5,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000278,농협대학교,경기,사립,전문대학,2430.246999999974,9408857.945,914852.076,0,10326140.268,2101306.667,491.4,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000285,대림대학교,경기,사립,전문대학,5178807.169999998,49754295.08,2150644.6360000004,0,57083746.886,46104936.82,123.8,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000294,동남보건대학교,경기,사립,전문대학,13821421.480000002,9950419.524,302583.696,0,24074424.7,29759868.92,80.9,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000287,동서울대학교,경기,사립,전문대학,3197025.370000001,10329746.25,986080.244,0,14512851.864,37098659.54,39.1,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,1011757.0300000012,1028430,475088.63200000004,1500,2516775.6620000014,21792806.46,11.5,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000302,동원대학교,경기,사립,전문대학,612560.1529999999,5186065.424,104994.364,0,5903619.941,18305921.19,32.2,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000305,두원공과대학교,경기,사립,전문대학,29655756.628000002,40795092.69,53841.417000000016,0,70504690.735,19670022.8,358.4,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000316,부천대학교,경기,사립,전문대학,3263382.8099999987,29221326.53,2516445.3400000003,0,35001154.68,46673293.24,75,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000323,서울예술대학교,경기,사립,전문대학,12109047.389999999,47960543.63,152678.984,0,60222270.004,25303971.2,238,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000392,서정대학교,경기,사립,전문대학,5146252.25,12221133.13,142576.31900000002,0,17509961.699,38138589.34,45.9,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000330,수원과학대학교,경기,사립,전문대학,20887676.810000002,96421877.13,590690.0560000003,0,117900243.99599999,24356772.21,484.1,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000329,수원여자대학교,경기,사립,전문대학,11516000.620000001,32976043.41,538329.898,0,45030373.928,26084891.55,172.6,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000334,신구대학교,경기,사립,전문대학,4584524.98,68767016.824,2325384.0840000003,0,75676925.88800001,42180461.54,179.4,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000339,신안산대학교,경기,사립,전문대학,386545.9759999998,1340394.513,561045.151,0,2287985.6399999997,17941057.91,12.8,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000340,안산대학교,경기,사립,전문대학,1144725.5040000007,64662394.51,531160.067,0,66338280.081,24980253.8,265.6,1,Y,2026-08-15T06:00:43.635Z
2021,junior-college,0000343,여주대학교,경기,사립,전문대학,151407.49000000022,2813524.091,362169.8480000001,10000,3337101.4290000005,28241565.99,11.8,1,Y,2026-08-15T06:00:43.635Z
