year,school_code_std,school_name,school_division,school_kind,region,estb,ordinary_expense_transfer,legal_obligation_transfer,asset_transfer,total_transfer,tuition_revenue,transfer_ratio,uploaded_at
2021,0000132,성공회대학교,대학,대학교,서울,사립,,270000,,270000,16923160,1.6,2026-08-01T05:16:30.222Z
2021,0000133,성균관대학교,대학,대학교,서울,사립,9050000,12802000,,21852000,279340542,7.8,2026-08-01T05:16:30.222Z
2021,0000136,성신여자대학교,대학,대학교,서울,사립,,60000,,60000,78771005,0.1,2026-08-01T05:16:30.222Z
2021,0000137,세명대학교,대학,대학교,충북,사립,,1305000,,1305000,48795936,2.7,2026-08-01T05:16:30.222Z
2021,0000138,세종대학교,대학,대학교,서울,사립,,982000,,982000,122744761,0.8,2026-08-01T05:16:30.222Z
2021,0000092,세한대학교,대학,대학교,전남,사립,,170000,,170000,21391190,0.8,2026-08-01T05:16:30.222Z
2021,0000243,송원대학교,대학,대학교,광주,사립,,770000,,770000,19044693,4,2026-08-01T05:16:30.222Z
2021,0000139,수원가톨릭대학교,대학,대학교,경기,사립,3832162,363030,,4195192,1004211,417.8,2026-08-01T05:16:30.222Z
2021,0000140,수원대학교,대학,대학교,경기,사립,5000,20000,,25000,69449058,0,2026-08-01T05:16:30.222Z
2021,0000141,숙명여자대학교,대학,대학교,서울,사립,,32000,,32000,103149578,0,2026-08-01T05:16:30.222Z
2021,0000142,순천향대학교,대학,대학교,충남,사립,2300000,11936680,,14236680,90775078,15.7,2026-08-01T05:16:30.222Z
2021,0000143,숭실대학교,대학,대학교,서울,사립,57600,470800,,528400,134295241,0.4,2026-08-01T05:16:30.222Z
2021,0000233,화성의과학대학교,대학,대학교,경기,사립,,,,,3322258,0,2026-08-01T05:16:30.222Z
2021,0000144,신라대학교,대학,대학교,부산,사립,,360000,,360000,53231200,0.7,2026-08-01T05:16:30.222Z
2021,0002712,신한대학교,대학,대학교,경기,사립,48000,,,48000,56970566,0.1,2026-08-01T05:16:30.222Z
2021,0000145,아신대학교,대학,대학교,경기,사립,297,280000,,280297,6786724,4.1,2026-08-01T05:16:30.222Z
2021,0000146,아주대학교,대학,대학교,경기,사립,2166013,9345017,,11511030,121793618,9.5,2026-08-01T05:16:30.222Z
2021,0000147,안양대학교,대학,대학교,경기,사립,,249759,,249759,36000335,0.7,2026-08-01T05:16:30.222Z
2021,0000149,연세대학교,대학,대학교,서울,사립,31047123,33538439,,64585562,399520843,16.2,2026-08-01T05:16:30.222Z
2021,0000151,영남대학교,대학,대학교,경북,사립,,5025211,,5025211,167572540,3,2026-08-01T05:16:30.222Z
2021,0000153,영남신학대학교,대학,대학교,경북,사립,25000,191387,,216387,4250848,5.1,2026-08-01T05:16:30.222Z
2021,0003193,영산대학교(해운대),대학,대학교,부산,사립,,1465000,,1465000,35134286,4.2,2026-08-01T05:16:30.222Z
2021,0000155,영산선학대학교,대학,대학교,전남,사립,700000,40054,,740054,66000,1121.3,2026-08-01T05:16:30.222Z
2021,0000228,예수대학교,대학,대학교,전북,사립,183929,276071,,460000,3648491,12.6,2026-08-01T05:16:30.222Z
2021,0000218,예원예술대학교,대학,대학교,전북,사립,,200000,,200000,14150007,1.4,2026-08-01T05:16:30.222Z
2021,0000156,용인대학교,대학,대학교,경기,사립,,300000,,300000,47741741,0.6,2026-08-01T05:16:30.222Z
2021,0000157,우석대학교,대학,대학교,전북,사립,,120883,,120883,52968425,0.2,2026-08-01T05:16:30.222Z
2021,0000240,우송대학교,대학,대학교,대전,사립,,1680000,,1680000,71804323,2.3,2026-08-01T05:16:30.222Z
2021,0000158,울산대학교,대학,대학교,울산,사립,566234,5227549,,5793783,99996294,5.8,2026-08-01T05:16:30.222Z
2021,0000159,원광대학교,대학,대학교,전북,사립,70001,1537000,,1607001,111212140,1.4,2026-08-01T05:16:30.222Z
2021,0000160,위덕대학교,대학,대학교,경북,사립,,630000,,630000,19737640,3.2,2026-08-01T05:16:30.222Z
2021,0000154,유원대학교,대학,대학교,충북,사립,,232606,,232606,23076883,1,2026-08-01T05:16:30.222Z
2021,0000161,을지대학교,대학,대학교,대전,사립,,4010000,,4010000,41094866,9.8,2026-08-01T05:16:30.222Z
2021,0000163,이화여자대학교,대학,대학교,서울,사립,66774,8459000,,8525774,202851728,4.2,2026-08-01T05:16:30.222Z
2021,0000164,인제대학교,대학,대학교,경남,사립,7978536,11863778,,19842314,69990355,28.4,2026-08-01T05:16:30.222Z
2021,0000168,인천가톨릭대학교,대학,대학교,인천,사립,2828343,504434,,3332777,6407584,52,2026-08-01T05:16:30.222Z
2021,0000169,인하대학교,대학,대학교,인천,사립,100000,6941787,,7041787,164777790,4.3,2026-08-01T05:16:30.222Z
2021,0000170,장로회신학대학교,대학,대학교,서울,사립,67327,727244,,794571,15892866,5,2026-08-01T05:16:30.222Z
2021,0000171,전주대학교,대학,대학교,전북,사립,50000,50000,,100000,78951611,0.1,2026-08-01T05:16:30.222Z
2021,0000248,제주국제대학교,대학,대학교,제주,사립,,,,,4719708,0,2026-08-01T05:16:30.222Z
2021,0000172,조선대학교,대학,대학교,광주,사립,,935000,,935000,141067058,0.7,2026-08-01T05:16:30.222Z
2021,0000173,중부대학교,대학,대학교,충남,사립,,162300,,162300,60144790,0.3,2026-08-01T05:16:30.222Z
2021,0000175,중앙대학교,대학,대학교,서울,사립,,9255793,,9255793,261684549,3.5,2026-08-01T05:16:30.222Z
2021,0000177,중앙승가대학교,대학,대학교,경기,사립,1438638,193462,,1632100,613317,266.1,2026-08-01T05:16:30.222Z
2021,0000239,중원대학교,대학,대학교,충북,사립,3674398,1621059,,5295457,25835487,20.5,2026-08-01T05:16:30.222Z
2021,0000187,차의과학대학교,대학,대학교,경기,사립,,5231487,,5231487,28092847,18.6,2026-08-01T05:16:30.222Z
2021,0000249,창신대학교,대학,대학교,경남,사립,300000,799818,,1099818,13130487,8.4,2026-08-01T05:16:30.222Z
2021,0000179,청주대학교,대학,대학교,충북,사립,177910,110000,,287910,86380544,0.3,2026-08-01T05:16:30.222Z
2021,0000246,초당대학교,대학,대학교,전남,사립,,600000,,600000,19451686,3.1,2026-08-01T05:16:30.222Z
2021,0000180,총신대학교,대학,대학교,서울,사립,,800000,,800000,24864896,3.2,2026-08-01T05:16:30.222Z
2021,0000181,추계예술대학교,대학,대학교,서울,사립,2359759,640241,,3000000,11472040,26.2,2026-08-01T05:16:30.222Z
2021,0000184,칼빈대학교,대학,대학교,경기,사립,225779,181821,,407600,6871470,5.9,2026-08-01T05:16:30.222Z
2021,0000186,평택대학교,대학,대학교,경기,사립,60000,400000,,460000,28586328,1.6,2026-08-01T05:16:30.222Z
2021,0000188,포항공과대학교,대학,대학교,경북,사립,53449090,4956382,10437495,68842967,24810943,277.5,2026-08-01T05:16:30.222Z
2021,0000189,한국기술교육대학교,대학,대학교,충남,사립,89310271,4358700,24010496,117679467,19665325,598.4,2026-08-01T05:16:30.222Z
2021,0000247,한국공학대학교,대학,대학교,경기,사립,,2017400,,2017400,59244092,3.4,2026-08-01T05:16:30.222Z
2021,0000191,한국성서대학교,대학,대학교,서울,사립,70000,550000,,620000,7977568,7.8,2026-08-01T05:16:30.222Z
2021,0000192,한국외국어대학교,대학,대학교,서울,사립,,2012764,,2012764,146071399,1.4,2026-08-01T05:16:30.222Z
2021,0000182,한국침례신학대학교,대학,대학교,대전,사립,12014,125000,,137014,10060581,1.4,2026-08-01T05:16:30.222Z
2021,0000194,한국항공대학교,대학,대학교,경기,사립,2000,2030726,,2032726,37919033,5.4,2026-08-01T05:16:30.222Z
2021,0000195,한남대학교,대학,대학교,대전,사립,115000,95000,,210000,82363082,0.3,2026-08-01T05:16:30.222Z
2021,0000196,한동대학교,대학,대학교,경북,사립,306195,2313805,,2620000,31860695,8.2,2026-08-01T05:16:30.222Z
2021,0000197,한라대학교,대학,대학교,강원,사립,1523226,1351053,,2874279,21032898,13.7,2026-08-01T05:16:30.222Z
2021,0000198,한림대학교,대학,대학교,강원,사립,47160786,8566842,156542,55884170,62115202,90,2026-08-01T05:16:30.222Z
2021,0000199,한서대학교,대학,대학교,충남,사립,10871,18000,,28871,53401061,0.1,2026-08-01T05:16:30.222Z
2021,0000200,한성대학교,대학,대학교,서울,사립,,500000,,500000,56035750,0.9,2026-08-01T05:16:30.222Z
2021,0000201,한세대학교,대학,대학교,경기,사립,4262,1520222,,1524484,24384114,6.3,2026-08-01T05:16:30.222Z
2021,0000202,한신대학교,대학,대학교,경기,사립,290328,713089,,1003417,38150696,2.6,2026-08-01T05:16:30.222Z
2021,0000203,한양대학교,대학,대학교,서울,사립,1479680,13125170,,14604850,340529676,4.3,2026-08-01T05:16:30.222Z
2021,0000206,한일장신대학교,대학,대학교,전북,사립,,474353,,474353,6674506,7.1,2026-08-01T05:16:30.222Z
2021,0000207,협성대학교,대학,대학교,경기,사립,,30000,,30000,30957557,0.1,2026-08-01T05:16:30.222Z
2021,0000208,호남대학교,대학,대학교,광주,사립,,322500,,322500,48920992,0.7,2026-08-01T05:16:30.222Z
2021,0000209,호남신학대학교,대학,대학교,광주,사립,150000,371777,,521777,4951413,10.5,2026-08-01T05:16:30.222Z
2021,0000211,호서대학교,대학,대학교,충남,사립,,40000,,40000,102453467,0,2026-08-01T05:16:30.222Z
2021,0000212,홍익대학교,대학,대학교,서울,사립,,1834000,,1834000,192050507,1,2026-08-01T05:16:30.222Z
2021,0000284,청운대학교,대학,산업대학,충남,사립,8000,100499,,108499,40816747,0.3,2026-08-01T05:16:30.222Z
2021,0000282,호원대학교,대학,산업대학,전북,사립,,300000,,300000,34332687,0.9,2026-08-01T05:16:30.222Z
2021,0000663,개신대학원대학교,대학원대학,전문대학원,서울,사립,23026,48974,,72000,781484,9.2,2026-08-01T05:16:30.222Z
2021,0000643,건신대학원대학교,대학원대학,전문대학원,대전,사립,,49000,,49000,1057098,4.6,2026-08-01T05:16:30.222Z
2021,0000668,경안대학원대학교,대학원대학,전문대학원,경북,사립,753,22470,,23223,233992,9.9,2026-08-01T05:16:30.222Z
2021,0002643,계약신학대학원대학교,대학원대학,전문대학원,경기,사립,55757,46243,,102000,,0,2026-08-01T05:16:30.222Z
2021,0002857,구세군사관대학원대학교,대학원대학,특수대학원,경기,사립,466918,38841,,505759,179200,282.2,2026-08-01T05:16:30.222Z
2021,0000657,국제뇌교육종합대학원대학교,대학원대학,전문대학원,충남,사립,,20000,,20000,2179138,0.9,2026-08-01T05:16:30.222Z
2021,0000655,국제법률경영대학원대학교,대학원대학,전문대학원,경기,사립,,,,,1018227,0,2026-08-01T05:16:30.222Z
2021,0000649,수도국제대학원대학교,대학원대학,전문대학원,서울,사립,10000,144479,,154479,2375846,6.5,2026-08-01T05:16:30.222Z
2021,0000656,국제언어대학원대학교,대학원대학,전문대학원,서울,사립,,81337,,81337,734379,11.1,2026-08-01T05:16:30.222Z
2021,0002818,능인대학원대학교,대학원대학,전문대학원,경기,사립,177638,31942,,209580,401120,52.2,2026-08-01T05:16:30.222Z
2021,0000641,대한신학대학원대학교,대학원대학,전문대학원,경기,사립,,77700,,77700,1038766,7.5,2026-08-01T05:16:30.222Z
2021,0000669,동방문화대학원대학교,대학원대학,전문대학원,서울,사립,,78,,78,2823295,0,2026-08-01T05:16:30.222Z
2021,0000642,베뢰아국제대학원대학교,대학원대학,전문대학원,서울,사립,620000,80000,,700000,212519,329.4,2026-08-01T05:16:30.222Z
2021,0000670,북한대학원대학교,대학원대학,전문대학원,서울,사립,34400,90600,,125000,1520879,8.2,2026-08-01T05:16:30.222Z
2021,0000666,서울과학종합대학원대학교,대학원대학,전문대학원,서울,사립,,81000,,81000,10718250,0.8,2026-08-01T05:16:30.222Z
2021,0000677,서울미디어대학원대학교,대학원대학,특수대학원,서울,사립,300000,149872,,449872,1718900,26.2,2026-08-01T05:16:30.222Z
2021,0000660,서울벤처대학원대학교,대학원대학,전문대학원,서울,사립,,2000,,2000,2373966,0.1,2026-08-01T05:16:30.222Z
2021,0000658,서울불교대학원대학교,대학원대학,전문대학원,서울,사립,,121815,,121815,1560352,7.8,2026-08-01T05:16:30.222Z
2021,0000653,서울사회복지대학원대학교,대학원대학,특수대학원,서울,사립,,7000,,7000,949957,0.7,2026-08-01T05:16:30.222Z
2021,0000678,서울상담심리대학원대학교,대학원대학,전문대학원,서울,사립,,89167,,89167,976082,9.1,2026-08-01T05:16:30.222Z
2021,0000650,서울성경신학대학원대학교,대학원대학,전문대학원,서울,사립,153412,32501,,185913,429297,43.3,2026-08-01T05:16:30.222Z
2021,0000659,서울외국어대학원대학교,대학원대학,전문대학원,서울,사립,4436,55564,,60000,2824900,2.1,2026-08-01T05:16:30.222Z
2021,0000667,선학유피대학원대학교,대학원대학,전문대학원,경기,사립,1083419,118681,,1202100,518699,231.8,2026-08-01T05:16:30.222Z
2021,0000644,성산효대학원대학교,대학원대학,전문대학원,인천,사립,180,44165,,44345,1297595,3.4,2026-08-01T05:16:30.222Z
2021,0000661,성서침례대학원대학교,대학원대학,전문대학원,경기,사립,5936,34564,,40500,275532,14.7,2026-08-01T05:16:30.222Z
2021,0000671,순복음대학원대학교,대학원대학,전문대학원,서울,사립,,16500,,16500,742929,2.2,2026-08-01T05:16:30.222Z
2021,0000672,실천신학대학원대학교,대학원대학,전문대학원,경기,사립,10435,56565,,67000,359003,18.7,2026-08-01T05:16:30.222Z
2021,0000662,에스라성경대학원대학교,대학원대학,전문대학원,경기,사립,1000,50858,,51858,464549,11.2,2026-08-01T05:16:30.222Z
2021,0000651,예명대학원대학교,대학원대학,전문대학원,서울,사립,,55000,,55000,1150360,4.8,2026-08-01T05:16:30.222Z
2021,0000654,온석대학원대학교,대학원대학,전문대학원,경기,사립,,,,,951500,0,2026-08-01T05:16:30.222Z
2021,0000645,원불교대학원대학교,대학원대학,전문대학원,전북,사립,435000,19104,,454104,164000,276.9,2026-08-01T05:16:30.222Z
2021,0000646,웨스트민스터신학대학원대학교,대학원대학,전문대학원,경기,사립,18400,93163,,111563,3149272,3.5,2026-08-01T05:16:30.222Z
2021,0002668,제네바신학대학원대학교,대학원대학,전문대학원,경기,사립,739400,41368,,780768,30000,2602.6,2026-08-01T05:16:30.222Z
2021,0000680,주안대학원대학교,대학원대학,전문대학원,인천,사립,528877,53180,,582057,411242,141.5,2026-08-01T05:16:30.222Z
2021,0002817,치유상담대학원대학교,대학원대학,전문대학원,서울,사립,200000,151800,,351800,1268006,27.7,2026-08-01T05:16:30.222Z
2021,0000679,한국상담대학원대학교,대학원대학,전문대학원,서울,사립,543042,112048,,655090,1248740,52.5,2026-08-01T05:16:30.222Z
2021,0000681,한국전력국제원자력대학원대학교,대학원대학,전문대학원,울산,사립,,457226,,457226,4442006,10.3,2026-08-01T05:16:30.222Z
2021,0000673,한림국제대학원대학교,대학원대학,특수대학원,서울,사립,15374,120725,,136098,2392793,5.7,2026-08-01T05:16:30.222Z
2021,0000676,한반도국제대학원대학교,대학원대학,특수대학원,서울,사립,70000,22371,,92371,251000,36.8,2026-08-01T05:16:30.222Z
2021,0000647,합동신학대학원대학교,대학원대학,전문대학원,경기,사립,830000,231568,,1061568,2024882,52.4,2026-08-01T05:16:30.222Z
2021,0000648,횃불트리니티신학대학원대학교,대학원대학,전문대학원,서울,사립,10000,148000,,158000,2876255,5.5,2026-08-01T05:16:30.222Z
2021,0000317,순복음총회신학교,대학,각종학교(대학),충북,사립,,25440,,25440,928819,2.7,2026-08-01T05:16:30.222Z
2021,0000410,가톨릭상지대학교,전문대학,전문대학,경북,사립,,33100,,33100,10434580,0.3,2026-08-01T05:16:30.222Z
2021,0000433,강동대학교,전문대학,전문대학,충북,사립,,16337,,16337,17312277,0.1,2026-08-01T05:16:30.222Z
2021,0000514,강릉영동대학교,전문대학,전문대학,강원,사립,,40000,,40000,14150543,0.3,2026-08-01T05:16:30.222Z
2021,0000548,강원관광대학교,전문대학,전문대학,강원,사립,,184088,,184088,3040538,6.1,2026-08-01T05:16:30.222Z
2021,0000412,거제대학교,전문대학,전문대학,경남,사립,,37000,,37000,6411214,0.6,2026-08-01T05:16:30.222Z
2021,0000560,경기과학기술대학교,전문대학,전문대학,경기,사립,,1164600,,1164600,26396776,4.4,2026-08-01T05:16:30.222Z
2021,0002640,경남정보대학교,전문대학,전문대학,부산,사립,,50000,,50000,35186517,0.1,2026-08-01T05:16:30.222Z
2021,0000416,경민대학교,전문대학,전문대학,경기,사립,,160000,,160000,24412753,0.7,2026-08-01T05:16:30.222Z
2021,0002641,경복대학교,전문대학,전문대학,경기,사립,,350000,,350000,38127464,0.9,2026-08-01T05:16:30.222Z
2021,0000456,경북과학대학교,전문대학,전문대학,경북,사립,,15000,,15000,10142478,0.1,2026-08-01T05:16:30.222Z
2021,0000438,경북보건대학교,전문대학,전문대학,경북,사립,,17337,,17337,6899295,0.3,2026-08-01T05:16:30.222Z
2021,0002642,경북전문대학교,전문대학,전문대학,경북,사립,,40492,,40492,15664904,0.3,2026-08-01T05:16:30.222Z
2021,0000422,경인여자대학교,전문대학,전문대학,인천,사립,,30000,,30000,26824177,0.1,2026-08-01T05:16:30.222Z
2021,0000425,계명문화대학교,전문대학,전문대학,대구,사립,,1038340,,1038340,27123381,3.8,2026-08-01T05:16:30.222Z
2021,0000426,계원예술대학교,전문대학,전문대학,경기,사립,,53000,,53000,20783700,0.3,2026-08-01T05:16:30.222Z
2021,0000435,나주대학교,전문대학,전문대학,전남,사립,,,,,6237816,0,2026-08-01T05:16:30.222Z
2021,0000429,광주보건대학교,전문대학,전문대학,광주,사립,,14375,,14375,18480198,0.1,2026-08-01T05:16:30.222Z
2021,0000430,구미대학교,전문대학,전문대학,경북,사립,,69245,,69245,30216055,0.2,2026-08-01T05:16:30.222Z
2021,0000549,국제대학교,전문대학,전문대학,경기,사립,,58000,,58000,19662732,0.3,2026-08-01T05:16:30.222Z
2021,0002971,군산간호대학교,전문대학,전문대학,전북,사립,,100,,100,7306771,0,2026-08-01T05:16:30.222Z
2021,0000432,군장대학교,전문대학,전문대학,전북,사립,,35000,,35000,10403689,0.3,2026-08-01T05:16:30.222Z
2021,0002972,기독간호대학교,전문대학,전문대학,광주,사립,,102000,,102000,3148673,3.2,2026-08-01T05:16:30.222Z
2021,0000440,김포대학교,전문대학,전문대학,경기,사립,,5000,,5000,15173717,0,2026-08-01T05:16:30.222Z
2021,0000569,김해대학교,전문대학,전문대학,경남,사립,47000,,,47000,8327201,0.6,2026-08-01T05:16:30.222Z
2021,0000441,농협대학교,전문대학,전문대학,경기,사립,4459062,370938,,4830000,2101307,229.9,2026-08-01T05:16:30.222Z
2021,0000442,대경대학교,전문대학,전문대학,경북,사립,,16000,,16000,22758619,0.1,2026-08-01T05:16:30.222Z
2021,0000443,대구공업대학교,전문대학,전문대학,대구,사립,,100000,,100000,9763539,1,2026-08-01T05:16:30.222Z
2021,0000446,대구과학대학교,전문대학,전문대학,대구,사립,,11000,,11000,22984445,0,2026-08-01T05:16:30.222Z
2021,0000444,대구보건대학교,전문대학,전문대학,대구,사립,189855,10000,,199855,40907264,0.5,2026-08-01T05:16:30.222Z
2021,0000546,대덕대학교,전문대학,전문대학,대전,사립,20000,66549,,86549,15099047,0.6,2026-08-01T05:16:30.222Z
2021,0000447,대동대학교,전문대학,전문대학,부산,사립,,29381,,29381,8606208,0.3,2026-08-01T05:16:30.222Z
2021,0000448,대림대학교,전문대학,전문대학,경기,사립,,1331000,,1331000,46104937,2.9,2026-08-01T05:16:30.222Z
2021,0000449,대원대학교,전문대학,전문대학,충북,사립,,150000,,150000,12459784,1.2,2026-08-01T05:16:30.222Z
2021,0000453,대전과학기술대학교,전문대학,전문대학,대전,사립,,60000,,60000,23487134,0.3,2026-08-01T05:16:30.222Z
2021,0000451,대전보건대학교,전문대학,전문대학,대전,사립,,,,,28775340,0,2026-08-01T05:16:30.222Z
2021,0000460,동강대학교,전문대학,전문대학,광주,사립,,38000,,38000,13312522,0.3,2026-08-01T05:16:30.222Z
2021,0000457,동남보건대학교,전문대학,전문대학,경기,사립,,15000,,15000,29759869,0.1,2026-08-01T05:16:30.222Z
2021,0000450,동서울대학교,전문대학,전문대학,경기,사립,2000,33500,,35500,37098660,0.1,2026-08-01T05:16:30.222Z
2021,0000461,동아방송예술대학교,전문대학,전문대학,경기,사립,,25000,,25000,21792806,0.1,2026-08-01T05:16:30.222Z
2021,0000462,동아보건대학교,전문대학,전문대학,전남,사립,400000,70000,,470000,6813873,6.9,2026-08-01T05:16:30.222Z
2021,0000463,동양미래대학교,전문대학,전문대학,서울,사립,,370000,,370000,37297868,1,2026-08-01T05:16:30.222Z
2021,0000509,동원과학기술대학교,전문대학,전문대학,경남,사립,,412360,,412360,12994007,3.2,2026-08-01T05:16:30.222Z
2021,0000465,동원대학교,전문대학,전문대학,경기,사립,1000,113000,,114000,18305921,0.6,2026-08-01T05:16:30.222Z
2021,0000466,동의과학대학교,전문대학,전문대학,부산,사립,,110000,,110000,25741655,0.4,2026-08-01T05:16:30.222Z
2021,0000467,부산보건대학교,전문대학,전문대학,부산,사립,,6000,,6000,15599537,0,2026-08-01T05:16:30.222Z
2021,0000469,두원공과대학교,전문대학,전문대학,경기,사립,2204759,1560357,,3765116,19670023,19.1,2026-08-01T05:16:30.222Z
2021,0000470,마산대학교,전문대학,전문대학,경남,사립,,16999,,16999,31705673,0.1,2026-08-01T05:16:30.222Z
2021,0000473,명지전문대학,전문대학,전문대학,서울,사립,,120900,,120900,41030209,0.3,2026-08-01T05:16:30.222Z
2021,0000474,목포과학대학교,전문대학,전문대학,전남,사립,,81000,,81000,12231969,0.7,2026-08-01T05:16:30.222Z
2021,0000475,문경대학교,전문대학,전문대학,경북,사립,,54323,,54323,4856531,1.1,2026-08-01T05:16:30.222Z
2021,0000476,배화여자대학교,전문대학,전문대학,서울,사립,40000,12000,,52000,15201462,0.3,2026-08-01T05:16:30.222Z
2021,0000543,백석문화대학교,전문대학,전문대학,충남,사립,,100000,,100000,30719443,0.3,2026-08-01T05:16:30.222Z
2021,0000477,백제예술대학교,전문대학,전문대학,전북,사립,,20000,,20000,7963099,0.3,2026-08-01T05:16:30.222Z
2021,0000479,부산경상대학교,전문대학,전문대학,부산,사립,,125000,,125000,12990646,1,2026-08-01T05:16:30.222Z
2021,0000481,부산과학기술대학교,전문대학,전문대학,부산,사립,,25000,,25000,18242359,0.1,2026-08-01T05:16:30.222Z
2021,0000480,부산여자대학교,전문대학,전문대학,부산,사립,,47090,,47090,14201573,0.3,2026-08-01T05:16:30.222Z
2021,0000561,부산예술대학교,전문대학,전문대학,부산,사립,,9000,,9000,3789033,0.2,2026-08-01T05:16:30.222Z
2021,0000482,부천대학교,전문대학,전문대학,경기,사립,15000,210000,,225000,46673293,0.5,2026-08-01T05:16:30.222Z
2021,0000483,삼육보건대학교,전문대학,전문대학,서울,사립,,389727,,389727,7568477,5.1,2026-08-01T05:16:30.222Z
2021,0002645,서라벌대학교,전문대학,전문대학,경북,사립,,5000,,5000,3516901,0.1,2026-08-01T05:16:30.222Z
2021,0002646,서영대학교,전문대학,전문대학,광주,사립,,21000,,21000,27795173,0.1,2026-08-01T05:16:30.222Z
2021,0002973,서울여자간호대학교,전문대학,전문대학,서울,사립,,50757,,50757,5886056,0.9,2026-08-01T05:16:30.222Z
2021,0000489,서울예술대학교,전문대학,전문대학,경기,사립,,150000,,150000,25303971,0.6,2026-08-01T05:16:30.222Z
2021,0000490,서일대학교,전문대학,전문대학,서울,사립,6659,100000,,106659,33131513,0.3,2026-08-01T05:16:30.222Z
2021,0000566,서정대학교,전문대학,전문대학,경기,사립,3600,100636,,104236,38138589,0.3,2026-08-01T05:16:30.222Z
2021,0000550,선린대학교,전문대학,전문대학,경북,사립,,12000,,12000,12148283,0.1,2026-08-01T05:16:30.222Z
2021,0002647,성운대학교,전문대학,전문대학,경북,사립,900,48348,,49248,7206897,0.7,2026-08-01T05:16:30.222Z
2021,0000515,세경대학교,전문대학,전문대학,강원,사립,,27000,,27000,4684822,0.6,2026-08-01T05:16:30.222Z
2021,0000567,송곡대학교,전문대학,전문대학,강원,사립,2478987,306013,,2785000,3387678,82.2,2026-08-01T05:16:30.222Z
2021,0000564,송호대학교,전문대학,전문대학,강원,사립,1200,110000,,111200,5022125,2.2,2026-08-01T05:16:30.222Z
2021,0002649,수성대학교,전문대학,전문대학,대구,사립,,40000,,40000,18583381,0.2,2026-08-01T05:16:30.222Z
2021,0000497,수원과학대학교,전문대학,전문대학,경기,사립,1500,10000,,11500,24356772,0,2026-08-01T05:16:30.222Z
2021,0000496,수원여자대학교,전문대학,전문대학,경기,사립,2000,1000,,3000,26084892,0,2026-08-01T05:16:30.222Z
2021,0000498,순천제일대학교,전문대학,전문대학,전남,사립,1896,15600,,17496,13425175,0.1,2026-08-01T05:16:30.222Z
2021,0000500,숭의여자대학교,전문대학,전문대학,서울,사립,,8815,,8815,18405816,0,2026-08-01T05:16:30.222Z
2021,0000501,신구대학교,전문대학,전문대학,경기,사립,,10884,,10884,42180462,0,2026-08-01T05:16:30.222Z
2021,0000502,신성대학교,전문대학,전문대학,충남,사립,124981,30000,,154981,20991106,0.7,2026-08-01T05:16:30.222Z
2021,0000506,신안산대학교,전문대학,전문대학,경기,사립,,4000,,4000,17941058,0,2026-08-01T05:16:30.222Z
2021,0000454,아주자동차대학교,전문대학,전문대학,충남,사립,210000,357146,,567146,5063100,11.2,2026-08-01T05:16:30.222Z
2021,0002650,안동과학대학교,전문대학,전문대학,경북,사립,,7857,,7857,13551100,0.1,2026-08-01T05:16:30.222Z
2021,0000507,안산대학교,전문대학,전문대학,경기,사립,,216469,,216469,24980254,0.9,2026-08-01T05:16:30.222Z
2021,0000510,여주대학교,전문대학,전문대학,경기,사립,,48000,,48000,28241566,0.2,2026-08-01T05:16:30.222Z
2021,0002651,연성대학교,전문대학,전문대학,경기,사립,,129000,,129000,36211014,0.4,2026-08-01T05:16:30.222Z
2021,0002652,연암공과대학교,전문대학,전문대학,경남,사립,6607579,714637,846806,8169022,6282245,130,2026-08-01T05:16:30.222Z
2021,0000512,연암대학교,전문대학,전문대학,충남,사립,4598284,908038,,5506322,6343489,86.8,2026-08-01T05:16:30.222Z
2021,0000418,영남외국어대학,전문대학,전문대학,경북,사립,,46000,,46000,2508940,1.8,2026-08-01T05:16:30.222Z
2021,0000513,영남이공대학교,전문대학,전문대학,대구,사립,,100000,,100000,31605300,0.3,2026-08-01T05:16:30.222Z
2021,0000517,영진전문대학교,전문대학,전문대학,대구,사립,,88700,,88700,41195269,0.2,2026-08-01T05:16:30.222Z
2021,0002653,오산대학교,전문대학,전문대학,경기,사립,,100000,,100000,27893703,0.4,2026-08-01T05:16:30.222Z
2021,0000520,용인예술과학대학교,전문대학,전문대학,경기,사립,15000,78000,,93000,21681201,0.4,2026-08-01T05:16:30.222Z
2021,0000452,우송정보대학,전문대학,전문대학,대전,사립,,744000,,744000,21376294,3.5,2026-08-01T05:16:30.222Z
2021,0000521,울산과학대학교,전문대학,전문대학,울산,사립,31897,1133000,,1164897,33145748,3.5,2026-08-01T05:16:30.222Z
2021,0000568,웅지세무대학교,전문대학,전문대학,경기,사립,90000,,,90000,5469086,1.6,2026-08-01T05:16:30.222Z
2021,0000523,원광보건대학교,전문대학,전문대학,전북,사립,,160000,,160000,26893670,0.6,2026-08-01T05:16:30.222Z
2021,0000524,유한대학교,전문대학,전문대학,경기,사립,94000,1695000,,1789000,26384329,6.8,2026-08-01T05:16:30.222Z
2021,0000525,인덕대학교,전문대학,전문대학,서울,사립,,20495,,20495,36917675,0.1,2026-08-01T05:16:30.222Z
2021,0000455,재능대학교,전문대학,전문대학,인천,사립,,20000,,20000,19419746,0.1,2026-08-01T05:16:30.222Z
