year,school_kind,estb,school_division,region,status,school_code_std,school_name,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,uploaded_at
2022,대학교,사립,,서울,기존,0000098,서울기독대학교,136,150,141,9,68,66,2,46.80851064,45.33333333,2026-08-07T07:48:15.697Z
2022,대학교,국립대법인,,서울,기존,0000019,서울대학교,3233,3493,3230,263,3484,3222,262,99.75232198,99.74234183,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,서울,기존,0000322,서울디지털대학교,3000,7724,3000,4724,2736,1799,937,59.96666667,35.42206111,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,서울,기존,0000323,서울사이버대학교,3270,11297,3270,8027,4934,3264,1670,99.81651376,43.67531203,2026-08-07T07:48:15.697Z
2022,대학교,공립,,서울,기존,0000040,서울시립대학교,1737,1867,1744,123,1861,1743,118,99.94266055,99.67862882,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000125,서울신학대학교,457,496,457,39,479,457,22,100,96.57258065,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000126,서울여자대학교,1645,1783,1647,136,1759,1650,109,100.1821494,98.65395401,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000127,서울장신대학교,104,117,104,13,68,67,1,64.42307692,58.11965812,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000205,서울한영대학교,180,214,180,34,178,163,15,90.55555556,83.17757009,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충북,기존,0000128,서원대학교,1622,1835,1623,212,1745,1622,123,99.93838571,95.09536785,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충남,기존,0000129,선문대학교,2053,2289,2052,237,2236,2048,188,99.80506823,97.68457842,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000131,성결대학교,1228,1321,1228,93,1297,1228,69,100,98.18319455,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000132,성공회대학교,502,540,503,37,529,502,27,99.80119284,97.96296296,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000133,성균관대학교,3335,4167,3346,821,4150,3342,808,99.88045427,99.59203264,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000136,성신여자대학교,2232,2456,2232,224,2436,2228,208,99.82078853,99.18566775,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충북,기존,0000137,세명대학교,1820,1932,1824,108,1566,1463,103,80.20833333,81.05590062,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000138,세종대학교,2400,2925,2401,524,2879,2394,485,99.70845481,98.42735043,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,서울,기존,0000325,세종사이버대학교,2180,5175,2180,2995,3051,1966,1085,90.18348624,58.95652174,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전남,기존,0000092,세한대학교,817,865,816,49,836,811,25,99.3872549,96.64739884,2026-08-07T07:48:15.697Z
2022,대학교,사립,,광주,기존,0000243,송원대학교,700,755,700,55,733,699,34,99.85714286,97.08609272,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000139,수원가톨릭대학교,90,91,90,1,24,24,0,26.66666667,26.37362637,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000140,수원대학교,2130,2290,2131,159,2249,2131,118,100,98.20960699,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000141,숙명여자대학교,2150,2461,2158,303,2452,2158,294,100,99.634295,2026-08-07T07:48:15.697Z
2022,각종학교(대학),사립,,충북,기존,0000317,순복음총회신학교,64,64,64,0,37,37,0,57.8125,57.8125,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충남,기존,0000142,순천향대학교,2352,2878,2356,522,2673,2354,319,99.91511036,92.87699792,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000143,숭실대학교,2700,3254,2704,550,3206,2699,507,99.81508876,98.52489244,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,서울,기존,0000329,숭실사이버대학교,1650,4473,1650,2823,2299,1505,794,91.21212121,51.39727252,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경북,기존,0000065,신경주대학교,762,726,685,41,214,210,4,30.65693431,29.47658402,2026-08-07T07:48:15.697Z
2022,대학교,사립,,부산,기존,0000144,신라대학교,1846,2014,1846,168,1422,1341,81,72.64355363,70.60575968,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0002712,신한대학교,318,349,318,31,336,318,18,100,96.27507163,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0002800,신한대학교_제2캠퍼스,1087,1204,1087,117,1174,1087,87,100,97.50830565,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000145,아신대학교,160,172,160,12,50,49,1,30.625,29.06976744,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000146,아주대학교,1876,2192,1880,312,2176,1879,297,99.94680851,99.27007299,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000147,안양대학교,1009,1147,1013,134,1083,1009,74,99.60513327,94.42022668,2026-08-07T07:48:15.697Z
2022,대학교,사립,,인천,기존,0000148,안양대학교_제2캠퍼스,142,142,142,0,137,137,0,96.47887324,96.47887324,2026-08-07T07:48:15.697Z
2022,대학교,사립,,강원,기존,0000150,연세대학교(미래)_분교,1319,1488,1325,163,1462,1322,140,99.77358491,98.25268817,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000149,연세대학교,3457,4116,3463,653,4094,3451,643,99.65347964,99.46550049,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경북,기존,0000151,영남대학교,4587,4935,4592,343,4859,4587,272,99.89111498,98.45997974,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경북,기존,0000153,영남신학대학교,115,123,115,8,100,100,0,86.95652174,81.30081301,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경남,기존,0003193,영산대학교,575,618,575,43,469,447,22,77.73913043,75.88996764,2026-08-07T07:48:15.697Z
2022,대학교,사립,,부산,기존,0003194,영산대학교_제2캠퍼스,831,934,831,103,785,729,56,87.72563177,84.04710921,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전남,기존,0000155,영산선학대학교,50,52,50,2,8,8,0,16,15.38461538,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전북,기존,0000228,예수대학교,115,123,115,8,121,115,6,100,98.37398374,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전북,기존,0000218,예원예술대학교,186,211,188,23,202,186,16,98.93617021,95.73459716,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000219,예원예술대학교_제2캠퍼스,89,90,90,0,91,85,6,94.44444444,101.1111111,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000156,용인대학교,1262,1363,1264,99,1340,1262,78,99.84177215,98.31254585,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전북,기존,0000157,우석대학교,1735,1873,1746,127,1475,1376,99,78.80870561,78.75066738,2026-08-07T07:48:15.697Z
2022,대학교,사립,,대전,기존,0000240,우송대학교,2004,2271,2004,267,2218,1999,219,99.750499,97.66622633,2026-08-07T07:48:15.697Z
2022,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,400,440,400,40,447,408,39,102,101.5909091,2026-08-07T07:48:15.697Z
2022,대학교,사립,,울산,기존,0000158,울산대학교,2748,2990,2754,236,2896,2722,174,98.83805374,96.85618729,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전북,기존,0000159,원광대학교,3230,3411,3233,178,2990,2846,144,88.02969378,87.65757842,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,전북,기존,0000327,원광디지털대학교,1500,9243,1500,7743,1509,1291,218,86.06666667,16.32586822,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경북,기존,0000160,위덕대학교,756,797,756,41,693,691,2,91.4021164,86.9510665,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충북,기존,0000154,유원대학교,875,930,879,51,905,877,28,99.77246871,97.31182796,2026-08-07T07:48:15.697Z
2022,대학교,사립,,대전,기존,0000161,을지대학교,40,49,40,9,49,40,9,100,100,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000162,을지대학교_제2캠퍼스,827,882,827,55,873,827,46,100,98.97959184,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0002911,을지대학교_제3캠퍼스,192,204,192,12,201,192,9,100,98.52941176,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000163,이화여자대학교,3127,3504,3133,371,3487,3122,365,99.64889882,99.51484018,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경남,기존,0000164,인제대학교,1895,2113,1897,216,1540,1424,116,75.06589352,72.88215807,2026-08-07T07:48:15.697Z
2022,대학교,사립,,인천,기존,0000168,인천가톨릭대학교,13,15,13,2,12,12,0,92.30769231,80,2026-08-07T07:48:15.697Z
2022,대학교,사립,,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,153,172,153,19,162,153,9,100,94.18604651,2026-08-07T07:48:15.697Z
2022,대학교,국립대법인,,인천,기존,0002660,인천대학교,2492,2787,2494,293,2696,2493,203,99.95990377,96.73484033,2026-08-07T07:48:15.697Z
2022,대학교,사립,,인천,기존,0000169,인하대학교,3543,4070,3546,524,4041,3543,498,99.91539763,99.28746929,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000170,장로회신학대학교,150,161,150,11,155,150,5,100,96.27329193,2026-08-07T07:48:15.697Z
2022,대학교,국립,,광주,기존,0000023,전남대학교,3417,3717,3418,299,3676,3415,261,99.91222937,98.89695991,2026-08-07T07:48:15.697Z
2022,대학교,국립,,전남,기존,0000024,전남대학교_제2캠퍼스,831,1007,833,174,907,798,109,95.79831933,90.06951341,2026-08-07T07:48:15.697Z
2022,대학교,국립,,전북,기존,0000025,전북대학교,3848,4454,3859,595,4225,3844,381,99.61129826,94.85855411,2026-08-07T07:48:15.697Z
2022,교육대학,국립,,전북,기존,0000258,전주교육대학교,285,310,287,23,303,284,19,98.95470383,97.74193548,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전북,기존,0000171,전주대학교,2557,2839,2557,282,2677,2499,178,97.73171686,94.29376541,2026-08-07T07:48:15.697Z
2022,기술대학,사립,,서울,기존,0000288,정석대학,25,100,100,0,17,17,0,17,17,2026-08-07T07:48:15.697Z
2022,대학교,사립,,제주,기존,0000248,제주국제대학교,370,420,370,50,61,60,1,16.21621622,14.52380952,2026-08-07T07:48:15.697Z
2022,대학교,국립,,제주,기존,0000027,제주대학교,2175,2520,2179,341,2345,2172,173,99.67875172,93.05555556,2026-08-07T07:48:15.697Z
2022,대학교,사립,,광주,기존,0000172,조선대학교,4367,4791,4385,406,4652,4369,283,99.63511973,97.09872678,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충남,기존,0000173,중부대학교,1945,2054,1945,109,1816,1708,108,87.81491003,88.41285297,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000175,중앙대학교,3250,4091,3279,812,4066,3261,805,99.45105215,99.38890247,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000174,중앙대학교_제2캠퍼스,1208,1301,1219,82,1299,1217,82,99.83593109,99.8462721,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000177,중앙승가대학교,120,120,120,0,19,19,0,15.83333333,15.83333333,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충북,기존,0000239,중원대학교,921,942,888,54,770,746,24,84.00900901,81.74097665,2026-08-07T07:48:15.697Z
2022,교육대학,국립,,경남,기존,0000260,진주교육대학교,319,346,319,27,338,319,19,100,97.68786127,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000187,차의과학대학교,504,541,504,37,539,504,35,100,99.63031423,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경남,기존,0000249,창신대학교,325,343,325,18,343,325,18,100,100,2026-08-07T07:48:15.697Z
2022,산업대학,사립,,충남,기존,0000284,청운대학교,1203,1705,1215,490,1288,1094,194,90.04115226,75.54252199,2026-08-07T07:48:15.697Z
2022,교육대학,국립,,충북,기존,0000261,청주교육대학교,286,312,287,25,309,287,22,100,99.03846154,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충북,기존,0000179,청주대학교,2652,2857,2657,200,2784,2647,137,99.62363568,97.44487224,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전남,기존,0000246,초당대학교,752,828,752,76,824,750,74,99.73404255,99.51690821,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000180,총신대학교,307,339,307,32,333,307,26,100,98.2300885,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000181,추계예술대학교,250,282,252,30,272,252,20,100,96.45390071,2026-08-07T07:48:15.697Z
2022,교육대학,국립,,강원,기존,0000262,춘천교육대학교,321,343,321,22,337,320,17,99.68847352,98.25072886,2026-08-07T07:48:15.697Z
2022,대학교,국립,,대전,기존,0000029,충남대학교,3598,4043,3605,438,3859,3598,261,99.80582524,95.44892407,2026-08-07T07:48:15.697Z
2022,대학교,국립,,충북,기존,0000030,충북대학교,2806,3128,2810,318,3038,2808,230,99.92882562,97.12276215,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000184,칼빈대학교,90,103,90,13,98,90,8,100,95.14563107,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000186,평택대학교,805,822,780,42,813,776,37,99.48717949,98.90510949,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경북,기존,0000188,포항공과대학교,320,330,320,10,329,319,10,99.6875,99.6969697,2026-08-07T07:48:15.697Z
2022,대학교,국립,,경기,기존,0000037,한경국립대학교,1081,1245,1088,157,1207,1084,123,99.63235294,96.94779116,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000247,한국공학대학교,1380,1889,1381,508,1834,1381,453,100,97.08840656,2026-08-07T07:48:15.697Z
2022,대학교,특별법법인,,대전,기존,0000374,한국과학기술원,970,793,713,80,782,766,16,107.4333801,98.61286255,2026-08-07T07:48:15.697Z
2022,대학교,국립,,충북,기존,0000031,한국교원대학교,546,594,546,48,590,546,44,100,99.32659933,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경남,기존,,한국국제대학교,437,461,437,24,62,62,0,14.18764302,13.44902386,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충남,기존,0000189,한국기술교육대학교,836,997,836,161,983,836,147,100,98.59578736,2026-08-07T07:48:15.697Z
2022,방송통신대학,국립,,서울,기존,0000273,한국방송통신대학교,55050,58730,55050,3680,9073,8770,303,15.93097184,15.44866337,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000191,한국성서대학교,223,250,224,26,240,224,16,100,96,2026-08-07T07:48:15.697Z
2022,대학교,특별법법인,,전남,기존,0003139,한국에너지공과대학교,100,110,100,10,107,98,9,98,97.27272727,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,서울,기존,0000326,한국열린사이버대학교,1000,3854,1000,2854,1720,939,781,93.9,44.62895693,2026-08-07T07:48:15.697Z
2022,각종학교(대학),특별법국립,,서울,기존,0000383,한국예술종합학교,558,596,558,38,559,533,26,95.51971326,93.79194631,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000192,한국외국어대학교,3377,3858,3389,469,3821,3370,451,99.43936264,99.04095386,2026-08-07T07:48:15.697Z
2022,대학교,특별법국립,,충남,기존,0003022,한국전통문화대학교,140,161,140,21,145,140,5,100,90.0621118,2026-08-07T07:48:15.697Z
2022,대학교,국립,,서울,기존,0000032,한국체육대학교,535,580,537,43,572,536,36,99.81378026,98.62068966,2026-08-07T07:48:15.697Z
2022,대학교,사립,,대전,기존,0000182,한국침례신학대학교,265,286,265,21,186,182,4,68.67924528,65.03496503,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000194,한국항공대학교,901,996,910,86,993,908,85,99.78021978,99.69879518,2026-08-07T07:48:15.697Z
2022,대학교,사립,,대전,기존,0000195,한남대학교,2755,2991,2755,236,2928,2754,174,99.96370236,97.89368104,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경북,기존,0000196,한동대학교,729,813,729,84,813,729,84,100,100,2026-08-07T07:48:15.697Z
2022,대학교,사립,,강원,기존,0000197,한라대학교,883,981,889,92,577,502,75,56.46794151,58.81753313,2026-08-07T07:48:15.697Z
2022,대학교,사립,,강원,기존,0000198,한림대학교,1771,1878,1773,105,1873,1773,100,100,99.73375932,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충남,기존,0000199,한서대학교,1579,1674,1578,96,1589,1495,94,94.74017744,94.9223417,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000200,한성대학교,1458,1673,1461,212,1646,1461,185,100,98.3861327,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000201,한세대학교,566,649,568,81,611,568,43,100,94.14483821,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000202,한신대학교,1171,1241,1171,70,1240,1170,70,99.9146029,99.91941982,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000204,한양대학교(ERICA)_분교,1910,2461,1913,548,2397,1912,485,99.94772608,97.39943113,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000203,한양대학교,2906,3690,2917,773,3680,2914,766,99.89715461,99.72899729,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,서울,기존,0000331,한양사이버대학교,3240,7920,3240,4680,4511,3223,1288,99.47530864,56.95707071,2026-08-07T07:48:15.697Z
2022,대학교,사립,,전북,기존,0000206,한일장신대학교,219,252,219,33,222,218,4,99.543379,88.0952381,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000207,협성대학교,1004,1121,1006,115,1070,1003,67,99.70178926,95.45049063,2026-08-07T07:48:15.697Z
2022,대학교,사립,,광주,기존,0000208,호남대학교,1562,1651,1566,85,1549,1494,55,95.40229885,93.82192611,2026-08-07T07:48:15.697Z
2022,대학교,사립,,광주,기존,0000209,호남신학대학교,119,119,119,0,119,119,0,100,100,2026-08-07T07:48:15.697Z
2022,대학교,사립,,충남,기존,0000211,호서대학교,2881,3157,2884,273,3087,2877,210,99.75728155,97.7827051,2026-08-07T07:48:15.697Z
2022,산업대학,사립,,전북,기존,0000282,호원대학교,1132,1474,1095,379,1376,1026,350,93.69863014,93.35142469,2026-08-07T07:48:15.697Z
2022,대학교,사립,,서울,기존,0000212,홍익대학교,2421,2879,2422,457,2876,2419,457,99.87613543,99.89579715,2026-08-07T07:48:15.697Z
2022,대학교,사립,,세종,기존,0002949,홍익대학교_제2캠퍼스,1299,1412,1302,110,1383,1297,86,99.61597542,97.94617564,2026-08-07T07:48:15.697Z
2022,대학교,사립,,경기,기존,0000233,화성의과학대학교,246,266,253,13,71,66,5,26.08695652,26.69172932,2026-08-07T07:48:15.697Z
2022,사이버대학(대학),사립,,부산,기존,0000333,화신사이버대학교,430,1121,430,691,544,430,114,100,48.52809991,2026-08-07T07:48:15.697Z
2022,기능대학,사립,,경기,기존,0000579,ICT폴리텍대학,160,192,160,32,142,138,4,86.25,73.95833333,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0000410,가톨릭상지대학교,613,892,613,279,754,526,228,85.80750408,84.52914798,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,충북,기존,0000433,강동대학교,1525,1846,1525,321,1268,1072,196,70.29508197,68.68905742,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,강원,기존,0000514,강릉영동대학교,875,1177,875,302,866,698,168,79.77142857,73.5768904,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,강원,폐교,0000548,강원관광대학교,98,127,88,39,104,88,16,100,81.88976378,2026-08-07T07:48:15.697Z
2022,전문대학,공립,,강원,기존,0002639,강원도립대학교,312,326,312,14,296,296,0,94.87179487,90.79754601,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경남,기존,0000412,거제대학교,345,473,345,128,306,263,43,76.23188406,64.69344609,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000560,경기과학기술대학교,1468,3258,1468,1790,2068,1391,677,94.75476839,63.47452425,2026-08-07T07:48:15.697Z
2022,전문대학,공립,,경남,기존,0000402,경남도립거창대학,369,421,369,52,376,369,7,100,89.3111639,2026-08-07T07:48:15.697Z
2022,전문대학,공립,,경남,기존,0000403,경남도립남해대학,360,418,360,58,378,360,18,100,90.43062201,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,부산,기존,0002640,경남정보대학교,2247,4017,2247,1770,2745,2031,714,90.38718291,68.33457804,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000416,경민대학교,1516,2237,1516,721,1821,1411,410,93.07387863,81.40366562,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0002641,경복대학교,1808,2715,1808,907,2354,1700,654,94.02654867,86.70349908,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0000456,경북과학대학교,675,1283,675,608,814,675,139,100,63.44505066,2026-08-07T07:48:15.697Z
2022,전문대학,공립,,경북,폐교,0000405,경북도립대학교,355,420,355,65,391,355,36,100,93.0952381,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0000438,경북보건대학교,357,490,357,133,425,335,90,93.83753501,86.73469388,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0002642,경북전문대학교,919,1402,919,483,1124,740,384,80.52230686,80.17118402,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,인천,기존,0000422,경인여자대학교,1667,2200,1667,533,1722,1292,430,77.5044991,78.27272727,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대구,기존,0000425,계명문화대학교,2106,2574,2106,468,2073,1818,255,86.32478632,80.53613054,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000426,계원예술대학교,994,1363,994,369,1233,994,239,100,90.4622157,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,전남,기존,0000428,광양보건대학교,415,446,415,31,33,29,4,6.987951807,7.399103139,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,광주,기존,0000429,광주보건대학교,1089,1567,1089,478,1432,1038,394,95.31680441,91.38481174,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0000430,구미대학교,1431,2483,1431,1052,2455,1403,1052,98.04332635,98.87233186,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000549,국제대학교,1534,2012,1534,478,1401,1100,301,71.70795306,69.63220676,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,전북,기존,0002971,군산간호대학교,221,310,221,89,310,221,89,100,100,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,전북,기존,0000432,군장대학교,657,880,657,223,718,605,113,92.08523592,81.59090909,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,광주,기존,0002972,기독간호대학교,111,177,111,66,166,111,55,100,93.78531073,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000440,김포대학교,1116,1719,1116,603,744,540,204,48.38709677,43.28097731,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경남,기존,0000569,김해대학교,459,649,459,190,528,437,91,95.20697168,81.3559322,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,전남,기존,0000435,나주대학교,849,1489,849,640,636,621,15,73.14487633,42.71323036,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000441,농협대학교,58,159,58,101,153,58,95,100,96.22641509,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0000442,대경대학교,1621,1911,1458,453,1756,1391,365,95.40466392,91.88906332,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대구,기존,0000443,대구공업대학교,530,571,530,41,527,486,41,91.69811321,92.29422067,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대구,기존,0000446,대구과학대학교,1552,1996,1552,444,1753,1499,254,96.58505155,87.8256513,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대구,기존,0000444,대구보건대학교,2202,3003,2202,801,2686,2016,670,91.55313351,89.44388944,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대전,기존,0000546,대덕대학교,1224,1542,1224,318,884,708,176,57.84313725,57.32814527,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,부산,기존,0000447,대동대학교,468,632,468,164,473,384,89,82.05128205,74.84177215,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000448,대림대학교,2275,3905,2275,1630,3204,2275,929,100,82.04865557,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,충북,기존,0000449,대원대학교,889,1118,889,229,782,675,107,75.928009,69.94633274,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대전,기존,0000453,대전과학기술대학교,1664,2672,1664,1008,1521,1258,263,75.60096154,56.92365269,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,대전,기존,0000451,대전보건대학교,1740,2269,1740,529,1867,1411,456,81.09195402,82.28294403,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,광주,기존,0000460,동강대학교,1001,1321,1001,320,1160,985,175,98.4015984,87.81226344,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000457,동남보건대학교,1331,1969,1331,638,1801,1331,470,100,91.46775013,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000450,동서울대학교,2289,2951,2289,662,2701,2266,435,98.99519441,91.52829549,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000461,동아방송예술대학교,823,1289,823,466,1245,823,422,100,96.58650116,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,전남,기존,0000462,동아보건대학교,471,636,471,165,459,427,32,90.6581741,72.16981132,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,서울,기존,0000463,동양미래대학교,2215,3959,2215,1744,2891,2215,676,100,73.02349078,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경남,기존,0000509,동원과학기술대학교,756,1381,756,625,989,645,344,85.31746032,71.6147719,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000465,동원대학교,1380,2718,1380,1338,1224,1018,206,73.76811594,45.03311258,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,부산,기존,0000466,동의과학대학교,1682,2775,1682,1093,1807,1351,456,80.32104637,65.11711712,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경기,기존,0000469,두원공과대학교,1584,1865,1584,281,739,611,128,38.57323232,39.62466488,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경남,기존,0000470,마산대학교,2004,2674,2004,670,2145,1810,335,90.31936128,80.21690352,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,서울,기존,0000473,명지전문대학,2527,4026,2527,1499,3247,2527,720,100,80.65077,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,전남,기존,0000474,목포과학대학교,893,1030,893,137,964,875,89,97.98432251,93.59223301,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,경북,기존,0000475,문경대학교,268,335,268,67,296,266,30,99.25373134,88.35820896,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,서울,기존,0000476,배화여자대학교,1127,1547,1127,420,1377,1126,251,99.91126886,89.01098901,2026-08-07T07:48:15.697Z
2022,전문대학,사립,,충남,기존,0000543,백석문화대학교,2231,2908,2231,677,1698,1491,207,66.83101748,58.39064649,2026-08-07T07:48:15.697Z
