year,school_kind,estb,school_division,region,status,school_code_std,school_name,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,uploaded_at
2025,전문대학,사립,,대구,기존,0000425,계명문화대학교,2018,2752,2018,734,2158,1910,248,94.65,78.42,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000426,계원예술대학교,994,1385,994,391,1244,994,250,100,89.82,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000428,광양보건대학교,373,433,373,60,55,43,12,11.53,12.7,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,광주,기존,0000429,광주보건대학교,1105,1584,1105,479,1397,1032,365,93.39,88.19,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0000430,구미대학교,1351,3223,1351,1872,3223,1351,1872,100,100,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000549,국제대학교,1155,1475,1155,320,969,779,190,67.45,65.69,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0002971,군산간호대학교,221,310,221,89,269,221,48,100,86.77,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0000432,군장대학교,635,1169,635,534,951,594,357,93.54,81.35,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,광주,기존,0002972,기독간호대학교,135,210,135,75,184,135,49,100,87.62,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000440,김포대학교,1085,1670,822,848,1128,822,306,100,67.54,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0000569,김해대학교,464,631,464,167,472,405,67,87.28,74.8,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000435,나주대학교,800,1605,800,805,853,729,124,91.13,53.15,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000441,농협대학교,58,169,58,111,140,58,82,100,82.84,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0000442,대경대학교,1422,2068,1422,646,1844,1361,483,95.71,89.17,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대구,기존,0000443,대구공업대학교,530,773,530,243,733,530,203,100,94.83,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대구,기존,0000446,대구과학대학교,1539,2103,1539,564,1985,1539,446,100,94.39,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대구,기존,0000444,대구보건대학교,2120,2995,2120,875,2822,2051,771,96.75,94.22,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대전,기존,0000546,대덕대학교,1209,1643,1209,434,909,755,154,62.45,55.33,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000447,대동대학교,398,563,398,165,469,366,103,91.96,83.3,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000448,대림대학교,2214,3543,2214,1329,3043,2183,860,98.6,85.89,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충북,기존,0000449,대원대학교,737,1148,722,426,821,490,331,67.87,71.52,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대전,기존,0000453,대전과학기술대학교,1272,1648,1272,376,1530,1272,258,100,92.84,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대전,기존,0000451,대전보건대학교,1422,1852,1422,430,1701,1339,362,94.16,91.85,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,광주,기존,0000460,동강대학교,945,1373,898,475,1065,824,241,91.76,77.57,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000457,동남보건대학교,1315,1861,1315,546,1797,1315,482,100,96.56,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000450,동서울대학교,2289,3007,2289,718,2758,2289,469,100,91.72,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000461,동아방송예술대학교,823,1291,823,468,1204,823,381,100,93.26,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000462,동아보건대학교,350,477,350,127,303,275,28,78.57,63.52,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000463,동양미래대학교,2135,3861,2135,1726,2721,2115,606,99.06,70.47,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0000509,동원과학기술대학교,699,1389,699,690,983,642,341,91.85,70.77,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000465,동원대학교,1260,2371,1260,1111,2051,1260,791,100,86.5,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000466,동의과학대학교,1258,2524,1258,1266,1871,1192,679,94.75,74.13,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000469,두원공과대학교,1436,1713,1436,277,961,842,119,58.64,56.1,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0000470,마산대학교,1856,2537,1856,681,1916,1527,389,82.27,75.52,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000473,명지전문대학,2491,3554,2491,1063,3253,2491,762,100,91.53,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000474,목포과학대학교,897,1157,897,260,1010,822,188,91.64,87.29,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0000475,문경대학교,259,361,259,102,189,176,13,67.95,52.35,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000476,배화여자대학교,1070,1541,1065,476,1361,1065,296,100,88.32,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충남,기존,0000543,백석문화대학교,1393,1828,1393,435,1614,1265,349,90.81,88.29,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0000477,백제예술대학교,387,432,387,45,356,340,16,87.86,82.41,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000479,부산경상대학교,1010,1116,840,276,690,574,116,68.33,61.83,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000481,부산과학기술대학교,1194,2412,1194,1218,2098,1127,971,94.39,86.98,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000467,부산보건대학교,788,1183,788,395,966,674,292,85.53,81.66,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000480,부산여자대학교,618,1283,618,665,747,596,151,96.44,58.22,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,부산,기존,0000561,부산예술대학교,343,395,343,52,187,135,52,39.36,47.34,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000482,부천대학교,2191,3906,2191,1715,3292,2192,1100,100.05,84.28,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000483,삼육보건대학교,384,736,384,352,605,384,221,100,82.2,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,광주,기존,0002646,서영대학교,1675,2472,1675,797,2273,1634,639,97.55,91.95,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0002973,서울여자간호대학교,168,230,168,62,229,168,61,100,99.57,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000489,서울예술대학교,581,1282,581,701,1161,581,580,100,90.56,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000490,서일대학교,2155,3083,2155,928,2780,2145,635,99.54,90.17,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000566,서정대학교,1348,3778,1348,2430,3636,1348,2288,100,96.24,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0000550,선린대학교,632,953,632,321,828,613,215,96.99,86.88,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0002647,성운대학교,540,973,540,433,787,540,247,100,80.88,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,강원,기존,0000515,세경대학교,385,517,385,132,374,328,46,85.19,72.34,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,강원,기존,0000567,송곡대학교,200,2099,200,1899,2090,200,1890,100,99.57,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,강원,기존,0000564,송호대학교,337,514,337,177,424,318,106,94.36,82.49,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대구,기존,0002649,수성대학교,1177,1690,1177,513,1534,1177,357,100,90.77,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000497,수원과학대학교,1995,2187,1995,192,1325,1206,119,60.45,60.59,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000496,수원여자대학교,1394,1840,1394,446,1600,1306,294,93.69,86.96,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000498,순천제일대학교,987,1346,987,359,1302,984,318,99.7,96.73,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000500,숭의여자대학교,1315,1621,1315,306,1518,1315,203,100,93.65,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000501,신구대학교,2268,3280,2268,1012,2795,2251,544,99.25,85.21,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충남,기존,0000502,신성대학교,1135,1330,1075,255,1243,1007,236,93.67,93.46,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000506,신안산대학교,1312,1533,1050,483,1239,881,358,83.9,80.82,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충남,기존,0000454,아주자동차대학교,390,394,330,64,332,288,44,87.27,84.26,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0002650,안동과학대학교,654,979,654,325,789,592,197,90.52,80.59,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000507,안산대학교,1437,2090,1437,653,1966,1423,543,99.03,94.07,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000510,여주대학교,1291,1716,1291,425,1160,943,217,73.04,67.6,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0002651,연성대학교,2226,2970,2226,744,2787,2221,566,99.78,93.84,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0002652,연암공과대학교,496,520,445,75,505,445,60,100,97.12,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충남,기존,0000512,연암대학교,483,662,483,179,601,483,118,100,90.79,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0000418,영남외국어대학,278,310,278,32,203,197,6,70.86,65.48,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대구,기존,0000513,영남이공대학교,2156,3220,2156,1064,2913,2156,757,100,90.47,2026-08-07T07:48:15.697Z
2025,사이버대학(전문대학),사립,,대구,기존,0000575,영진사이버대학교,1300,3628,1300,2328,1375,1073,302,82.54,37.9,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대구,기존,0000517,영진전문대학교,2444,4226,2444,1782,3596,2444,1152,100,85.09,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0002653,오산대학교,1782,2619,1782,837,2151,1678,473,94.16,82.13,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000520,용인예술과학대학교,1046,1395,1046,349,1078,923,155,88.24,77.28,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,대전,기존,0000452,우송정보대학,1475,1550,1475,75,1503,1444,59,97.9,96.97,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,울산,기존,0000521,울산과학대학교,1628,2485,1628,857,2031,1579,452,96.99,81.73,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000568,웅지세무대학교,599,731,599,132,45,43,2,7.18,6.16,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0000523,원광보건대학교,1281,1739,1281,458,1608,1188,420,92.74,92.47,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000524,유한대학교,1695,2171,1695,476,2022,1695,327,100,93.14,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000525,인덕대학교,2074,2765,2074,691,2632,2074,558,100,95.19,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,인천,기존,0002654,인하공업전문대학,2543,3764,2543,1221,3419,2543,876,100,90.83,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000527,장안대학교,1670,2190,1450,740,1498,944,554,65.1,68.4,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,인천,기존,0000455,재능대학교,1279,1724,1279,445,1348,1136,212,88.82,78.19,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000529,전남과학대학교,1064,1892,1064,828,1348,897,451,84.3,71.25,2026-08-07T07:48:15.697Z
2025,전문대학,공립,,전남,기존,0000562,전남도립대학교,410,511,410,101,468,410,58,100,91.59,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0000531,전북과학대학교,592,991,592,399,639,569,70,96.11,64.48,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0000437,전주기전대학,772,998,772,226,895,752,143,97.41,89.68,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전북,기존,0000530,전주비전대학교,1035,1382,1035,347,1193,859,334,83,86.32,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,제주,기존,0000532,제주관광대학교,820,973,750,223,784,688,96,91.73,80.58,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,제주,기존,0002655,제주한라대학교,1484,2356,1354,1002,1366,992,374,73.26,57.98,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,광주,기존,0002974,조선간호대학교,152,212,152,60,210,152,58,100,99.06,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,광주,기존,0000534,조선이공대학교,1492,1705,1443,262,1528,1360,168,94.25,89.62,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0000539,진주보건대학교,669,955,669,286,620,538,82,80.42,64.92,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0000542,창원문성대학교,228,280,228,52,198,171,27,75,70.71,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000544,청강문화산업대학교,1122,1426,1122,304,1420,1122,298,100,99.58,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0002656,청암대학교,800,1070,800,270,856,710,146,88.75,80,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,울산,기존,0000545,춘해보건대학교,654,1085,654,431,953,599,354,91.59,87.83,2026-08-07T07:48:15.697Z
2025,전문대학,공립,,충남,기존,0002657,충남도립대학교,447,464,422,42,457,422,35,100,98.49,2026-08-07T07:48:15.697Z
2025,전문대학,공립,,충북,기존,0000406,충북도립대학교,400,503,400,103,394,389,5,97.25,78.33,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충북,기존,0000536,충북보건과학대학교,977,1914,909,1005,1694,856,838,94.17,88.51,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충북,기존,0000547,충청대학교,1354,1786,1274,512,1407,1149,258,90.19,78.78,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0002658,포항대학교,695,1424,695,729,584,564,20,81.15,41.01,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,강원,기존,0000578,한국골프과학기술대학교,160,241,140,101,175,140,35,100,72.61,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경기,기존,0000565,한국관광대학교,902,1080,902,178,684,595,89,65.96,63.33,2026-08-07T07:48:15.697Z
2025,전문대학,특별법국립,,전북,기존,0003019,한국농수산대학교,570,684,570,114,643,530,113,92.98,94.01,2026-08-07T07:48:15.697Z
2025,사이버대학(전문대학),사립,,경북,기존,0000576,한국복지사이버대학교,1000,1678,1000,678,968,901,67,90.1,57.69,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경남,기존,0000570,한국승강기대학교,297,1595,297,1298,1595,297,1298,100,100,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,세종,기존,0000522,한국영상대학교,1089,1476,1089,387,1311,1006,305,92.38,88.82,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,서울,기존,0000585,한국폴리텍 I 대학 서울강서캠퍼스,255,315,255,60,247,209,38,81.96,78.41,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,서울,기존,0000584,한국폴리텍 I 대학 서울정수캠퍼스,485,672,485,187,516,441,75,90.93,76.79,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경기,기존,0000586,한국폴리텍 I 대학 성남캠퍼스,335,377,305,72,299,254,45,83.28,79.31,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,제주,기존,0002912,한국폴리텍 I 대학 제주캠퍼스,25,30,25,5,25,25,0,100,83.33,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,인천,기존,0000590,한국폴리텍 II 대학 남인천캠퍼스,25,51,25,26,26,21,5,84,50.98,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,인천,기존,0000589,한국폴리텍 II 대학 인천캠퍼스,690,934,690,244,711,570,141,82.61,76.12,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경기,기존,0003105,한국폴리텍 II 대학 화성캠퍼스,0,10,0,10,10,0,10,,100,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,강원,기존,0000594,한국폴리텍 III 대학 강릉캠퍼스,55,66,55,11,60,55,5,100,90.91,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,강원,기존,0002854,한국폴리텍 III 대학 원주캠퍼스,50,82,50,32,43,43,0,86,52.44,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,강원,기존,0000593,한국폴리텍 III 대학 춘천캠퍼스,150,189,150,39,108,99,9,66,57.14,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,대전,기존,0000603,한국폴리텍 IV 대학 대전캠퍼스,330,414,330,84,316,275,41,83.33,76.33,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,충남,기존,0000606,한국폴리텍 IV 대학 아산캠퍼스,215,327,229,98,179,160,19,69.87,54.74,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,충북,기존,0000604,한국폴리텍 IV 대학 청주캠퍼스,285,378,285,93,342,273,69,95.79,90.48,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,충남,기존,0000607,한국폴리텍 IV 대학 충남캠퍼스,105,126,105,21,108,90,18,85.71,85.71,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,광주,기존,0000616,한국폴리텍 V 대학 광주캠퍼스,340,427,340,87,382,329,53,96.76,89.46,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,전북,기존,0000620,한국폴리텍 V 대학 익산캠퍼스,50,79,50,29,57,38,19,76,72.15,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,전남,기존,0000619,한국폴리텍 V 대학 전남캠퍼스,75,90,75,15,68,67,1,89.33,75.56,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,전북,기존,0000617,한국폴리텍 V 대학 전북캠퍼스,180,243,180,63,190,162,28,90,78.19,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경북,기존,0000624,한국폴리텍 VI 대학 구미캠퍼스,235,307,235,72,232,221,11,94.04,75.57,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,대구,기존,0000623,한국폴리텍 VI 대학 대구캠퍼스,275,330,275,55,246,218,28,79.27,74.55,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,대구,기존,0000636,한국폴리텍 VI 대학 영남융합기술캠퍼스,110,155,110,45,80,76,4,69.09,51.61,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경북,기존,0002674,한국폴리텍 VI 대학 영주캠퍼스,25,30,25,5,25,25,0,100,83.33,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,부산,기존,0003163,한국폴리텍 VII 대학 동부산캠퍼스,0,10,0,10,6,0,6,,60,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,부산,기존,0000632,한국폴리텍 VII 대학 부산캠퍼스,320,438,320,118,325,268,57,83.75,74.2,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,울산,기존,0000633,한국폴리텍 VII 대학 울산캠퍼스,280,336,280,56,336,280,56,100,100,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경남,기존,0000631,한국폴리텍 VII 대학 창원캠퍼스,540,764,540,224,700,540,160,100,91.62,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경북,기존,0003104,한국폴리텍 특성화대학 로봇캠퍼스,100,120,100,20,70,66,4,66,58.33,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,충남,기존,0000635,한국폴리텍 특성화대학 바이오캠퍼스,160,192,160,32,136,119,17,74.38,70.83,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경기,기존,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,255,306,255,51,167,152,15,59.61,54.58,2026-08-07T07:48:15.697Z
2025,기능대학,사립,,경남,기존,0000638,한국폴리텍 특성화대학 항공캠퍼스,135,182,135,47,111,103,8,76.3,60.99,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,강원,기존,0000553,한림성심대학교,786,1067,786,281,1006,741,265,94.27,94.28,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,서울,기존,0000554,한양여자대학교,2291,3089,2291,798,2874,2291,583,100,93.04,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,전남,기존,0000555,한영대학교,512,878,512,366,610,504,106,98.44,69.48,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,충남,기존,0000556,혜전대학교,882,1323,882,441,1201,846,355,95.92,90.78,2026-08-07T07:48:15.697Z
2025,전문대학,사립,,경북,기존,0000415,호산대학교,676,1119,676,443,951,676,275,100,84.99,2026-08-07T07:48:15.697Z
2024,기능대학,사립,,경기,기존,0000579,ICT폴리텍대학,160,192,160,32,154,148,6,92.5,80.21,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경북,기존,0000410,가톨릭상지대학교,549,849,549,300,752,526,226,95.8,88.57,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,충북,기존,0000433,강동대학교,1191,1695,1191,504,1380,1112,268,93.4,81.42,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,강원,기존,0000514,강릉영동대학교,809,1088,808,280,1156,749,407,92.7,106.25,2026-08-07T07:48:15.697Z
2024,전문대학,공립,,강원,기존,0002639,강원도립대학교,314,314,314,0,314,314,0,100,100,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경남,기존,0000412,거제대학교,357,464,357,107,448,357,91,100,96.55,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000560,경기과학기술대학교,1330,3134,1330,1804,1938,1242,696,93.4,61.84,2026-08-07T07:48:15.697Z
2024,전문대학,공립,,경남,기존,0000402,경남도립거창대학,354,419,354,65,396,354,42,100,94.51,2026-08-07T07:48:15.697Z
2024,전문대학,공립,,경남,기존,0000403,경남도립남해대학,350,412,350,62,389,350,39,100,94.42,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,부산,기존,0002640,경남정보대학교,2009,3531,2009,1522,2309,1677,632,83.5,65.39,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000416,경민대학교,1498,2212,1498,714,1931,1498,433,100,87.3,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0002641,경복대학교,1788,2652,1788,864,2427,1754,673,98.1,91.52,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경북,기존,0000456,경북과학대학교,662,957,662,295,865,662,203,100,90.39,2026-08-07T07:48:15.697Z
2024,전문대학,공립,,경북,폐교,0000405,경북도립대학교,346,416,346,70,215,186,29,53.8,51.68,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경북,기존,0000438,경북보건대학교,359,477,335,142,416,335,81,100,87.21,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경북,기존,0002642,경북전문대학교,796,1311,796,515,1187,703,484,88.3,90.54,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,인천,기존,0000422,경인여자대학교,1305,1708,1305,403,1520,1171,349,89.7,88.99,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대구,기존,0000425,계명문화대학교,2032,2694,2032,662,2109,1874,235,92.2,78.29,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000426,계원예술대학교,994,1385,994,391,1244,994,250,100,89.82,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,전남,기존,0000428,광양보건대학교,373,430,373,57,66,58,8,15.5,15.35,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,광주,기존,0000429,광주보건대학교,1104,1593,1104,489,1445,1040,405,94.2,90.71,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경북,기존,0000430,구미대학교,1351,2597,1351,1246,2597,1351,1246,100,100,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000549,국제대학교,1139,1412,1139,273,1053,895,158,78.6,74.58,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,전북,기존,0002971,군산간호대학교,221,310,221,89,306,221,85,100,98.71,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,전북,기존,0000432,군장대학교,646,938,646,292,735,586,149,90.7,78.36,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,광주,기존,0002972,기독간호대학교,122,192,122,70,178,122,56,100,92.71,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000440,김포대학교,1115,1294,852,442,783,653,130,76.6,60.51,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경남,기존,0000569,김해대학교,477,677,477,200,508,435,73,91.2,75.04,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,전남,기존,0000435,나주대학교,805,1429,805,624,756,732,24,90.9,52.9,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000441,농협대학교,58,170,58,112,134,58,76,100,78.82,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경북,기존,0000442,대경대학교,1427,1907,1427,480,1661,1297,364,90.9,87.1,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대구,기존,0000443,대구공업대학교,530,674,530,144,654,530,124,100,97.03,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대구,기존,0000446,대구과학대학교,1552,2016,1552,464,1848,1552,296,100,91.67,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대구,기존,0000444,대구보건대학교,2128,2885,2128,757,2687,2011,676,94.5,93.14,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대전,기존,0000546,대덕대학교,1187,1576,1187,389,879,722,157,60.8,55.77,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,부산,기존,0000447,대동대학교,410,570,410,160,479,382,97,93.2,84.04,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000448,대림대학교,2217,3562,2217,1345,3011,2199,812,99.2,84.53,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,충북,기존,0000449,대원대학교,737,921,722,199,523,434,89,60.1,56.79,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대전,기존,0000453,대전과학기술대학교,1300,1672,1300,372,1463,1209,254,93,87.5,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,대전,기존,0000451,대전보건대학교,1512,1963,1512,451,1673,1277,396,84.5,85.23,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,광주,기존,0000460,동강대학교,951,1428,951,477,1083,858,225,90.2,75.84,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000457,동남보건대학교,1322,1997,1322,675,1805,1322,483,100,90.39,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000450,동서울대학교,2289,3115,2289,826,2768,2279,489,99.6,88.86,2026-08-07T07:48:15.697Z
2024,전문대학,사립,,경기,기존,0000461,동아방송예술대학교,823,1297,823,474,1157,823,334,100,89.21,2026-08-07T07:48:15.697Z
