school_code_std,school_name,main_branch,school_type,region,establishment,related_law,corp_name,school_status,school_name_en,road_address,lot_address,zip_code,founded_date,homepage,uploaded_at
0000051,강남대학교,본교,대학교,경기,사립,고등교육법,강남학원,기존,Kangnam University,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",경기도 용인시 기흥구 구갈동 111,16979,1948-08-12,www.kangnam.ac.kr,2026-08-01T19:45:45.673Z
0000052,건국대학교,본교,대학교,서울,사립,고등교육법,건국대학교,기존,Konkuk University,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",서울특별시 광진구 화양동 393-1,05029,1931-05-15,www.konkuk.ac.kr,2026-08-01T19:45:45.673Z
0000053,건국대학교(글로컬),분교,대학교,충북,사립,고등교육법,건국대학교,기존,Konkuk University,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스)",충청북도 충주시 단월동 322,27478,1980-01-05,www.kku.ac.kr,2026-08-01T19:45:45.673Z
0000054,건양대학교,본교,대학교,충남,사립,고등교육법,학교법인 건양교육재단,기존,Konyang University,"충청남도 논산시 대학로 121 (내동, 건양대학교)",충청남도 논산시 은진면 와야리 121,32992,1990-11-28,www.konyang.ac.kr,2026-08-01T19:45:45.673Z
0000055,건양대학교,제2캠퍼스,대학교,대전,사립,고등교육법,학교법인 건양교육재단,기존,Konyang University,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",대전광역시 서구 관저동 1643,35365,1990-11-28,www.konyang.ac.kr,2026-08-01T19:45:45.673Z
0000056,경기대학교,본교,대학교,경기,사립,고등교육법,경기학원,기존,Kyonggi University,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",경기도 수원시 영통구 이의동 산 96-2,16227,1947-11-08,www.kyonggi.ac.kr,2026-08-01T19:45:45.673Z
0000058,경기대학교,제2캠퍼스,대학교,서울,사립,고등교육법,경기학원,기존,Kyonggi University,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",서울특별시 서대문구 충정로2가 68-9,03746,1947-11-08,www.kyonggi.ac.kr,2026-08-01T19:45:45.673Z
0000059,경남대학교,본교,대학교,경남,사립,고등교육법,한마학원,기존,Kyungnam University,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",경상남도 창원시 마산합포구 월영동 355-1,51767,1946-12-27,www.kyungnam.ac.kr,2026-08-01T19:45:45.673Z
0000060,경동대학교,본교,대학교,강원,사립,고등교육법,경동대학교,기존,Kyungdong University,강원특별자치도 고성군 토성면 봉포4길 46,강원특별자치도 고성군 토성면 봉포리 306-4,24764,1997-03-01,www.kduniv.ac.kr,2026-08-01T19:45:45.673Z
0000061,대구한의대학교,본교,대학교,경북,사립,고등교육법,제한학원,기존,Daegu Haany University,경상북도 경산시 한의대로 1(유곡동),경상북도 경산시 유곡동 290-1,38610,1980-12-29,www.dhu.ac.kr,2026-08-01T19:45:45.673Z
0000062,경성대학교,본교,대학교,부산,사립,고등교육법,한성(韓星)학원,기존,Kyungsung University,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",부산광역시 남구 대연동 314-81,48434,1963-01-28,ks.ac.kr,2026-08-01T19:45:45.673Z
0000063,가천대학교,본교,대학교,경기,사립,고등교육법,가천학원,기존,Gachon University,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교)",경기도 성남시 수정구 복정동 620-4,13120,2012-03-01,www.gachon.ac.kr,2026-08-01T19:45:45.673Z
0000064,경일대학교,본교,대학교,경북,사립,고등교육법,일청학원,기존,Kyungil University,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",경상북도 경산시 하양읍 부호리 33,38428,1996-12-11,www.kiu.ac.kr,2026-08-01T19:45:45.673Z
0000065,신경주대학교,본교,대학교,경북,사립,고등교육법,원석학원,기존,SinGyeongju University,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",경상북도 경주시 효현동 670,38065,1987-12-12,sgu.ac.kr/ko/main.php,2026-08-01T19:45:45.673Z
0000066,경희대학교,본교,대학교,서울,사립,고등교육법,경희학원,기존,Kyung Hee University,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",서울특별시 동대문구 회기동 1-5,02447,1951-05-18,www.khu.ac.kr,2026-08-01T19:45:45.673Z
0000068,계명대학교,본교,대학교,대구,사립,고등교육법,계명대학교,기존,Keimyung University,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",대구광역시 달서구 호산동 산 1,42601,1954-05-20,www.kmu.ac.kr,2026-08-01T19:45:45.673Z
0000069,고려대학교,본교,대학교,서울,사립,고등교육법,고려중앙학원,기존,Korea University,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",서울특별시 성북구 안암동5가 163-10,02841,1905-05-05,www.korea.ac.kr,2026-08-01T19:45:45.673Z
0000070,고려대학교(세종),분교,대학교,세종,사립,고등교육법,고려중앙학원,기존,Korea University Sejong Campus,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",세종특별자치시  조치원읍 서창리 208,30019,1980-03-02,sejong.korea.ac.kr,2026-08-01T19:45:45.673Z
0000071,고신대학교,본교,대학교,부산,사립,고등교육법,대한예수교장로회총회고려학원,기존,Kosin University,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",부산광역시 영도구 동삼동 516-43,49104,1946-09-20,www.kosin.ac.kr,2026-08-01T19:45:45.673Z
0000072,가톨릭관동대학교,본교,대학교,강원,사립,고등교육법,인천가톨릭학원,기존,Catholic Kwandong University,강원특별자치도 강릉시 범일로579번길 24 (내곡동),강원특별자치도 강릉시 내곡동 522,25601,1955-04-26,www.cku.ac.kr,2026-08-01T19:45:45.673Z
0000073,광신대학교,본교,대학교,전남광주,사립,고등교육법,광신학원,기존,Kwangshin University,"전남광주통합특별시 북구 양산택지소로 36 (본촌동, 광신대학교)",전남광주통합특별시 북구 본촌동 132-1,61027,1996-12-11,www.kwangshin.ac.kr,2026-08-01T19:45:45.673Z
0000074,광운대학교,본교,대학교,서울,사립,고등교육법,광운학원,기존,Kwangwoon University,"서울특별시 노원구 광운로 20 (월계동, 광운대학교)",서울특별시 노원구 월계동 447-1,01897,1934-05-20,www.kw.ac.kr,2026-08-01T19:45:45.673Z
0000075,광주가톨릭대학교,본교,대학교,전남광주,사립,고등교육법,대건학당,기존,Gwangju Catholic University,"전남광주통합특별시 나주시 남평읍 중남길 12-25 (남석리, 광주가톨릭대학교)",전남광주통합특별시 나주시 남평읍 남석리 산 69-1,58230,1965-01-13,www.gjc.ac.kr,2026-08-01T19:45:45.673Z
0000076,광주여자대학교,본교,대학교,전남광주,사립,고등교육법,송강학원,기존,Kwangju Women'S University,전남광주통합특별시 광산구 광주여대길 40 (산정동),전남광주통합특별시 광산구 산정동 산 105-1,62396,1997-03-03,www.kwu.ac.kr,2026-08-01T19:45:45.673Z
0000078,국민대학교,본교,대학교,서울,사립,고등교육법,국민학원,기존,Kookmin University,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교)",서울특별시 성북구 정릉동 853-12,02707,1946-09-01,www.kookmin.ac.kr,2026-08-01T19:45:45.673Z
0000079,강서대학교,본교,대학교,서울,사립,고등교육법,한국그리스도의교회학원,기존,GANGSEO UNIVERSITY,서울특별시 강서구 까치산로24길 47 (화곡동),서울특별시 강서구 화곡동 953-1,07661,1958-04-19,gangseo.ac.kr,2026-08-01T19:45:45.673Z
0000080,극동대학교,본교,대학교,충북,사립,고등교육법,일현학원,기존,Far East University,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교)",충청북도 음성군 감곡면 왕장리 85-5,27601,1997-12-05,www.kdu.ac.kr,2026-08-01T19:45:45.673Z
0000081,나사렛대학교,본교,대학교,충남,사립,고등교육법,나사렛학원,기존,Korea Nazarene University,"충청남도 천안시 서북구 월봉로 48 (쌍용동, 나사렛대학교)",충청남도 천안시 서북구 쌍용동 456,31172,1954-09-14,www.kornu.ac.kr,2026-08-01T19:45:45.673Z
0000082,단국대학교,본교,대학교,경기,사립,고등교육법,단국대학,기존,Dankook University,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교)",경기도 용인시 기흥구 마북동 655,16890,1947-11-03,www.dankook.ac.kr,2026-08-01T19:45:45.673Z
0000084,대구대학교,본교,대학교,경북,사립,고등교육법,영광학원,기존,Daegu University,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",경상북도 경산시 진량읍 내리리 15,38453,1956-05-01,www.daegu.ac.kr,2026-08-01T19:45:45.673Z
0000087,대구예술대학교,본교,대학교,경북,사립,고등교육법,세기학원,기존,Daegu Arts University,"경상북도 칠곡군 가산면 다부거문1길 202 (다부리, 대구예술대학교)",경상북도 칠곡군 가산면 다부리 861,39851,1996-12-11,www.dgau.ac.kr,2026-08-01T19:45:45.673Z
0000088,대구가톨릭대학교,본교,대학교,경북,사립,고등교육법,선목학원,기존,Daegu Catholic University,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교)",경상북도 경산시 하양읍 금락리 308-5,38430,1914-10-01,www.cu.ac.kr,2026-08-01T19:45:45.673Z
0000092,세한대학교,본교,대학교,전남광주,사립,고등교육법,영신학원,기존,Sehan University,"전남광주통합특별시 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교)",전남광주통합특별시 영암군 삼호읍 산호리 105-5,58447,1994-03-10,www.sehan.ac.kr,2026-08-01T19:45:45.673Z
0000093,대신대학교,본교,대학교,경북,사립,고등교육법,학교법인 대신대학교,기존,Daeshin University,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교)",경상북도 경산시 백천동 137,38649,1996-12-11,www.daeshin.ac.kr,2026-08-01T19:45:45.673Z
0000094,대전가톨릭대학교,본교,대학교,세종,사립,고등교육법,천주교대전교구대지학원,기존,Daejeoncatholicuniversity,"세종특별자치시 전의면 가톨릭대학로 30 (신방리, 대전가톨릭대학교)",세종특별자치시  전의면 신방리 325,30006,1993-03-01,www.dcatholic.ac.kr,2026-08-01T19:45:45.673Z
0000095,대전대학교,본교,대학교,대전,사립,고등교육법,혜화학원,기존,Daejeon University,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",대전광역시 동구 용운동 96-3,34520,1980-12-29,www.dju.ac.kr,2026-08-01T19:45:45.673Z
0000097,대진대학교,본교,대학교,경기,사립,고등교육법,대진대학교,기존,Daejin University,"경기도 포천시 호국로 1007 (선단동, 대진대학교)",경기도 포천시 선단동 산 11-1,11159,1991-11-15,www.daejin.ac.kr,2026-08-01T19:45:45.673Z
0000098,서울기독대학교,본교,대학교,서울,사립,고등교육법,환원학원,기존,Seoul Christian University,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교)",서울특별시 은평구 신사동 1-19,03422,1997-12-05,www.scu.ac.kr,2026-08-01T19:45:45.673Z
0000099,덕성여자대학교,본교,대학교,서울,사립,고등교육법,덕성학원,기존,Duksung Women's University,"서울특별시 도봉구 삼양로144길 33 (쌍문동, 덕성여자대학교)",서울특별시 도봉구 쌍문동 419,01369,1950-05-17,www.duksung.ac.kr,2026-08-01T19:45:45.673Z
0000100,동국대학교,본교,대학교,서울,사립,고등교육법,동국대학교,기존,Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교)",서울특별시 중구 장충동2가 192-5,04620,1946-09-20,www.dongguk.edu,2026-08-01T19:45:45.673Z
0000101,동국대학교(WISE),분교,대학교,경북,사립,고등교육법,동국대학교,기존,Dongguk University,경상북도 경주시 동대로 123(석장동),경상북도 경주시 석장동 707,38066,1978-10-12,wise.dongguk.ac.kr,2026-08-01T19:45:45.673Z
0000102,동덕여자대학교,본교,대학교,서울,사립,고등교육법,동덕학원,기존,Dongduk Women's University,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교)",서울특별시 성북구 하월곡동 73-96,02748,1950-05-27,www.dongduk.ac.kr,2026-08-01T19:45:45.673Z
0000103,동서대학교,본교,대학교,부산,사립,고등교육법,동서학원,기존,Dongseo University,"부산광역시 사상구 주례로 47 (주례동, 동서대학교)",부산광역시 사상구 주례동 85-1,47011,1992-03-02,www.dongseo.ac.kr,2026-08-01T19:45:45.673Z
0000104,동신대학교,본교,대학교,전남광주,사립,고등교육법,해인학원,기존,Dongshinuniversity,전남광주통합특별시 나주시 동신대길 67 (대호동),전남광주통합특별시 나주시 대호동 252,58245,1986-12-31,www.dsu.ac.kr,2026-08-01T19:45:45.673Z
0000105,동아대학교,본교,대학교,부산,사립,고등교육법,동아학숙,기존,Dong-A University,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",부산광역시 사하구 하단동 산 3-1,49315,1946-11-01,www.donga.ac.kr,2026-08-01T19:45:45.673Z
0000106,동양대학교,본교,대학교,경북,사립,고등교육법,현암학원,기존,Dongyang University,"경상북도 영주시 풍기읍 동양대로 145 (산법리, 동양대학교)",경상북도 영주시 풍기읍 산법리 583-10,36040,1994-03-01,www.dyu.ac.kr,2026-08-01T19:45:45.673Z
0000107,동의대학교,본교,대학교,부산,사립,고등교육법,동의학원,기존,Dong-Eui University,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교)",부산광역시 부산진구 가야동 464-121,47340,1979-01-10,www.deu.ac.kr,2026-08-01T19:45:45.673Z
0000108,루터대학교,본교,대학교,경기,사립,고등교육법,루터교학원,기존,Luther University,"경기도 용인시 기흥구 금화로82번길 20 (상갈동, 루터대학교)",경기도 용인시 기흥구 상갈동 17,17072,1997-12-05,www.ltu.ac.kr,2026-08-01T19:45:45.673Z
0000109,명지대학교,본교,대학교,경기,사립,고등교육법,명지학원,기존,Myongji University Natural Science Campus,"경기도 용인시 처인구 명지로 116 (남동, 명지대학교용인캠퍼스)",경기도 용인시 처인구 남동 555,17058,1948-09-07,www.mju.ac.kr,2026-08-01T19:45:45.673Z
0000111,명지대학교,제2캠퍼스,대학교,서울,사립,고등교육법,명지학원,기존,Myongji University Social Science Campus,"서울특별시 서대문구 거북골로 34 (남가좌동, 명지대학교)",서울특별시 서대문구 남가좌동 50-3,03674,1948-09-07,www.mju.ac.kr,2026-08-01T19:45:45.673Z
0000112,목원대학교,본교,대학교,대전,사립,고등교육법,감리교학원,기존,Mokwon University,"대전광역시 서구 도안북로 88 (도안동, 목원대학교)",대전광역시 서구 도안동 800,35349,1965-01-13,www.mokwon.ac.kr,2026-08-01T19:45:45.673Z
0000113,배재대학교,본교,대학교,대전,사립,고등교육법,배재학당,기존,Pai Chai University,"대전광역시 서구 배재로 155-40 (도마동, 배재대학교)",대전광역시 서구 도마동 439-6,35345,1980-12-29,www.pcu.ac.kr,2026-08-01T19:45:45.673Z
0000114,부산가톨릭대학교,본교,대학교,부산,사립,고등교육법,성모학원,기존,Catholic University Of Pusan,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",부산광역시 금정구 부곡동 9,46252,1990-12-24,www.cup.ac.kr,2026-08-01T19:45:45.673Z
0000115,부산외국어대학교,본교,대학교,부산,사립,고등교육법,성지학원,기존,Busan University Of Foreign Studies,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",부산광역시 금정구 남산동 857-1,46234,1982-03-12,www.bufs.ac.kr,2026-08-01T19:45:45.673Z
0000116,삼육대학교,본교,대학교,서울,사립,고등교육법,삼육학원,기존,Sahmyook University,"서울특별시 노원구 화랑로 815 (공릉동, 삼육대학교)",서울특별시 노원구 공릉동 26-38,01795,1962-02-27,www.syu.ac.kr,2026-08-01T19:45:45.673Z
0000117,상명대학교,본교,대학교,서울,사립,고등교육법,상명학원,기존,Sangmyung University (Seoul),"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교)",서울특별시 종로구 홍지동 7-1,03016,1965-01-13,www.smu.ac.kr,2026-08-01T19:45:45.673Z
0000119,상지대학교,본교,대학교,강원,사립,고등교육법,상지학원,기존,Sangji University,강원특별자치도 원주시 상지대길 83 (우산동),강원특별자치도 원주시 우산동 738,26339,1955-06-10,www.sangji.ac.kr,2026-08-01T19:45:45.673Z
0000120,서강대학교,본교,대학교,서울,사립,고등교육법,서강대학교,기존,Sogang University,"서울특별시 마포구 백범로 35 (신수동, 서강대학교)",서울특별시 마포구 대흥동 산 1-30,04107,1960-04-18,www.sogang.ac.kr,2026-08-01T19:45:45.673Z
0000121,서경대학교,본교,대학교,서울,사립,고등교육법,서경대학원,기존,Seokyeong University,"서울특별시 성북구 서경로 124 (정릉동, 서경대학교)",서울특별시 성북구 정릉동 산 16-1,02713,1992-09-01,www.skuniv.ac.kr,2026-08-01T19:45:45.673Z
0000125,서울신학대학교,본교,대학교,경기,사립,고등교육법,서울신학대학교,기존,Seoul Theological University,"경기도 부천시 소사구 호현로489번길 52 (소사본동, 서울신학대학교)",경기도 부천시 소사구 소사본동 101-1,14754,1959-02-26,www.stu.ac.kr,2026-08-01T19:45:45.673Z
0000126,서울여자대학교,본교,대학교,서울,사립,고등교육법,정의학원,기존,Seoul Women's University,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교)",서울특별시 노원구 공릉동 126,01797,1960-12-12,www.swu.ac.kr,2026-08-01T19:45:45.673Z
0000127,서울장신대학교,본교,대학교,경기,사립,고등교육법,광명학원,기존,Seoul Jangsin University,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",경기도 광주시 경안동 219-2,12749,1984-12-21,www.sjs.ac.kr,2026-08-01T19:45:45.673Z
0000128,서원대학교,본교,대학교,충북,사립,고등교육법,서원학원,기존,Seowon University,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",충청북도 청주시 서원구 모충동 273,28674,1968-03-09,www.seowon.ac.kr,2026-08-01T19:45:45.673Z
0000129,선문대학교,본교,대학교,충남,사립,고등교육법,선학학원,기존,Sun Moon University,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",충청남도 아산시 탕정면 갈산리 100,31460,1986-03-03,www.sunmoon.ac.kr,2026-08-01T19:45:45.673Z
0000131,성결대학교,본교,대학교,경기,사립,고등교육법,성결신학원,기존,Sungkyul University,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",경기도 안양시 만안구 안양동 400-10,14097,1965-01-13,www.sungkyul.ac.kr,2026-08-01T19:45:45.673Z
0000132,성공회대학교,본교,대학교,서울,사립,고등교육법,성공회대학교,기존,Sungkonghoe University,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",서울특별시 구로구 항동 1-1,08359,1992-12-23,www.skhu.ac.kr,2026-08-01T19:45:45.673Z
0000133,성균관대학교,본교,대학교,서울,사립,고등교육법,성균관대학,기존,Sungkyunkwan University,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",서울특별시 종로구 명륜3가 53-21,03063,1946-09-25,www.skku.edu,2026-08-01T19:45:45.673Z
0000136,성신여자대학교,본교,대학교,서울,사립,고등교육법,성신학원,기존,Sungshin Women's University,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",서울특별시 성북구 돈암동 173-1,02844,1965-01-13,www.sungshin.ac.kr,2026-08-01T19:45:45.673Z
0000137,세명대학교,본교,대학교,충북,사립,고등교육법,대원교육재단,기존,Semyung University,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",충청북도 제천시 신월동 522,27136,1990-11-28,www.semyung.ac.kr,2026-08-01T19:45:45.673Z
0000138,세종대학교,본교,대학교,서울,사립,고등교육법,대양학원,기존,Sejong University,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",서울특별시 광진구 군자동 98,05006,1978-10-07,www.sejong.ac.kr,2026-08-01T19:45:45.673Z
0000139,수원가톨릭대학교,본교,대학교,경기,사립,고등교육법,광암학원,기존,Suwon Catholic University,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교)",경기도 화성시 효행구 봉담읍 왕림리 226,18332,1984-03-02,www.suwoncatholic.ac.kr,2026-08-01T19:45:45.673Z
0000140,수원대학교,본교,대학교,경기,사립,고등교육법,고운학원,기존,The University Of Suwon,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교)",경기도 화성시 효행구 봉담읍 와우리 6,18323,1981-12-26,www.suwon.ac.kr,2026-08-01T19:45:45.673Z
0000141,숙명여자대학교,본교,대학교,서울,사립,고등교육법,숙명학원,기존,Sookmyung Women'S University,"서울특별시 용산구 청파로47길 90 (청파동2가, 숙명여자대학교)",서울특별시 용산구 청파동2가 53,04310,1938-12-21,www.sookmyung.ac.kr/,2026-08-01T19:45:45.673Z
0000142,순천향대학교,본교,대학교,충남,사립,고등교육법,동은학원,기존,Soonchunhyang University,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",충청남도 아산시 신창면 읍내리 646,31538,1978-03-01,www.sch.ac.kr/,2026-08-01T19:45:45.673Z
0000143,숭실대학교,본교,대학교,서울,사립,고등교육법,숭실대학교,기존,Soongsil University,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",서울특별시 동작구 상도동 511,06978,1897-10-10,www.ssu.ac.kr,2026-08-01T19:45:45.673Z
0000144,신라대학교,본교,대학교,부산,사립,고등교육법,박영학원,기존,Silla University,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",부산광역시 사상구 괘법동 산 1-23,46958,1969-12-27,www.silla.ac.kr,2026-08-01T19:45:45.673Z
0000145,아신대학교,본교,대학교,경기,사립,고등교육법,아세아연합신학대학원,기존,ACTS University,경기도 양평군 옥천면 경강로 1276 아신대학교,경기도 양평군 옥천면 아신리 933-17,12508,1981-12-26,www.acts.ac.kr,2026-08-01T19:45:45.673Z
0000146,아주대학교,본교,대학교,경기,사립,고등교육법,대우학원,기존,Ajou University,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교)",경기도 수원시 영통구 원천동 산 5-1,16499,1973-03-15,www.ajou.ac.kr,2026-08-01T19:45:45.673Z
0000147,안양대학교,본교,대학교,경기,사립,고등교육법,우일학원,기존,Anyang University,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교)",경기도 안양시 만안구 안양동 708-113,14028,1948-09-17,www.anyang.ac.kr/main/index.do,2026-08-01T19:45:45.673Z
0000148,안양대학교,제2캠퍼스,대학교,인천,사립,고등교육법,우일학원,기존,Anyang University,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스)",인천광역시 강화군 불은면 삼성리 809-170,23038,1948-09-17,www.anyang.ac.kr/main/index.do,2026-08-01T19:45:45.673Z
0000149,연세대학교,본교,대학교,서울,사립,고등교육법,연세대학교,기존,Yonsei University,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",서울특별시 서대문구 신촌동 134,03722,1957-01-05,www.yonsei.ac.kr,2026-08-01T19:45:45.673Z
0000150,연세대학교(미래),분교,대학교,강원,사립,고등교육법,연세대학교,기존,Yonsei University MIRAE Campus,강원특별자치도 원주시 흥업면 연세대길 1 연세대학교 미래캠퍼스,강원특별자치도 원주시 흥업면 매지리 1496,26493,1977-12-28,mirae.yonsei.ac.kr/wj/index.do,2026-08-01T19:45:45.673Z
0000151,영남대학교,본교,대학교,경북,사립,고등교육법,영남학원,기존,Yeungnam University,"경상북도 경산시 대학로 280 (대동, 영남대학교)",경상북도 경산시 삼풍동 300,38541,1967-12-22,www.yu.ac.kr,2026-08-01T19:45:45.673Z
0000153,영남신학대학교,본교,대학교,경북,사립,고등교육법,영남신학대학교,기존,Youngnam Theological University & Seminary,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",경상북도 경산시 진량읍 봉회리 117,38451,1993-12-17,www.ytus.ac.kr,2026-08-01T19:45:45.673Z
0000154,유원대학교,본교,대학교,충북,사립,고등교육법,금강학원,기존,U1 University,충청북도 영동군 영동읍 대학로 310,충청북도 영동군 영동읍 설계리 54,29131,1993-12-17,www.U1.ac.kr,2026-08-01T19:45:45.673Z
0000155,영산선학대학교,본교,대학교,전남광주,사립,고등교육법,영산학원,기존,Youngsan University Of Seon Studies,전남광주통합특별시 영광군 백수읍 성지로 1357 (길용리),전남광주통합특별시 영광군 백수읍 길용리 771-2,57026,1997-03-03,www.youngsan.ac.kr,2026-08-01T19:45:45.673Z
0000156,용인대학교,본교,대학교,경기,사립,고등교육법,단호학원,기존,Yong In University,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교)",경기도 용인시 처인구 삼가동 470,17092,1953-06-15,www.yongin.ac.kr,2026-08-01T19:45:45.673Z
0000157,우석대학교,본교,대학교,전북,사립,고등교육법,우석학원,기존,Woosuk University,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)",전북특별자치도 완주군 삼례읍 후정리 490,55338,1979-05-10,www.woosuk.ac.kr,2026-08-01T19:45:45.673Z
0000158,울산대학교,본교,대학교,울산,사립,고등교육법,울산공업학원,기존,University Of Ulsan,"울산광역시 남구 대학로 93 (무거동, 울산대학교)",울산광역시 남구 무거동 759,44610,1970-03-16,www.ulsan.ac.kr,2026-08-01T19:45:45.673Z
0000159,원광대학교,본교,대학교,전북,사립,고등교육법,원광학원,기존,Wonkwang University,전북특별자치도 익산시 익산대로 460 (신동),전북특별자치도 익산시 신동 272,54538,1951-09-05,www.wku.ac.kr,2026-08-01T19:45:45.673Z
0000160,위덕대학교,본교,대학교,경북,사립,고등교육법,회당학원,기존,Uiduk University,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",경상북도 경주시 강동면 유금리 525,38004,1995-12-16,www.uu.ac.kr,2026-08-01T19:45:45.673Z
0000161,을지대학교,본교,대학교,대전,사립,고등교육법,을지학원,기존,Eulji University,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)",대전광역시 중구 목동 24-14,34824,1967-03-21,www.eulji.ac.kr,2026-08-01T19:45:45.673Z
0000162,을지대학교,제2캠퍼스,대학교,경기,사립,고등교육법,을지학원,기존,Eulji University,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교)",경기도 성남시 수정구 양지동 212,13135,1967-03-21,www.eulji.ac.kr,2026-08-01T19:45:45.673Z
0000163,이화여자대학교,본교,대학교,서울,사립,고등교육법,이화학당,기존,Ewha Womans University,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)",서울특별시 서대문구 대현동 11-1,03760,1946-08-15,www.ewha.ac.kr,2026-08-01T19:45:45.673Z
0000164,인제대학교,본교,대학교,경남,사립,고등교육법,인제학원,기존,Inje University,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",경상남도 김해시 어방동 607,50834,1979-01-12,www.inje.ac.kr,2026-08-01T19:45:45.673Z
0000166,인제대학교,제2캠퍼스,대학교,부산,사립,고등교육법,인제학원,기존,Inje University,"부산광역시 부산진구 복지로 75 (개금동, 백병원)",부산광역시 부산진구 개금동 633-165,47392,1979-01-12,www.inje.ac.kr,2026-08-01T19:45:45.673Z
0000167,인천가톨릭대학교,제2캠퍼스,대학교,인천,사립,고등교육법,인천가톨릭학원,기존,Incheon Catholic University,인천광역시 연수구 송도문화로120번길 20 (송도동) 인천가톨릭대학교,인천광역시 연수구 송도동 193-3,21987,2010-03-01,www.iccu.ac.kr,2026-08-01T19:45:45.673Z
0000168,인천가톨릭대학교,본교,대학교,인천,사립,고등교육법,인천가톨릭학원,기존,Incheon Catholic University,"인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리, 인천가톨릭대학교)",인천광역시 강화군 양도면 도장리 495,23058,1996-03-01,www.iccu.ac.kr,2026-08-01T19:45:45.673Z
0000169,인하대학교,본교,대학교,인천,사립,고등교육법,정석인하학원,기존,Inha University,인천광역시 미추홀구 인하로 100(용현동) 인하대학교,인천광역시 미추홀구 용현동 253-4,22212,1954-04-24,www.inha.ac.kr,2026-08-01T19:45:45.673Z
