year,half,school_kind,estb,school_division,region,status,school_code_std,school_name,student_quota,recruitment_suspension,enrolled_total,enrolled_within,enrolled_outside,fill_rate,fill_rate_within,uploaded_at
2021,하반기,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,1480,0,1740,1476,264,117.6,99.7,2026-08-07T09:07:29.509Z
2022,상반기,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,1520,0,1754,1509,245,115.4,99.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,울산,기존,0000158,울산대학교,11098,0,10963,9965,998,98.8,89.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,울산,기존,0000158,울산대학교,11114,0,11361,10357,1004,102.2,93.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,전북,기존,0000159,원광대학교,14796,0,13294,12423,871,89.8,84,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,전북,기존,0000159,원광대학교,14460,0,13206,12351,855,91.3,85.4,2026-08-07T09:07:29.509Z
2021,하반기,사이버대학(대학),사립,,전북,기존,0000327,원광디지털대학교,4770,0,4922,3969,953,103.2,83.2,2026-08-07T09:07:29.509Z
2022,상반기,사이버대학(대학),사립,,전북,기존,0000327,원광디지털대학교,4760,0,5645,4399,1246,118.6,92.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경북,기존,0000160,위덕대학교,3186,0,2546,2405,141,79.9,75.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경북,기존,0000160,위덕대학교,3117,0,2617,2495,122,84,80,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충북,기존,0000154,유원대학교,3690,0,3116,2882,234,84.4,78.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충북,기존,0000154,유원대학교,3595,0,3331,3096,235,92.7,86.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,대전,기존,0000161,을지대학교,240,0,287,237,50,119.6,98.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,대전,기존,0000161,을지대학교,240,0,281,236,45,117.1,98.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000162,을지대학교_제2캠퍼스,3487,0,3638,3345,293,104.3,95.9,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000162,을지대학교_제2캠퍼스,3432,0,3386,3110,276,98.7,90.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0002911,을지대학교_제3캠퍼스,499,0,516,482,34,103.4,96.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0002911,을지대학교_제3캠퍼스,584,0,600,558,42,102.7,95.5,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000163,이화여자대학교,12755,0,14135,12088,2047,110.8,94.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000163,이화여자대학교,12747,0,15281,13083,2198,119.9,102.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경남,기존,0000164,인제대학교,8869,0,8048,7284,764,90.7,82.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경남,기존,0000164,인제대학교,8554,0,7857,7064,793,91.9,82.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,부산,기존,0000166,인제대학교_제2캠퍼스,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,부산,기존,0000166,인제대학교_제2캠퍼스,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,인천,기존,0000168,인천가톨릭대학교,71,0,67,67,0,94.4,94.4,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,인천,기존,0000168,인천가톨릭대학교,61,0,55,55,0,90.2,90.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,593,0,614,567,47,103.5,95.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,603,0,643,591,52,106.6,98,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립대법인,,인천,기존,0002660,인천대학교,9968,0,10525,9411,1114,105.6,94.4,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립대법인,,인천,기존,0002660,인천대학교,9968,0,11342,10223,1119,113.8,102.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,인천,기존,0000169,인하대학교,13898,0,16000,12993,3007,115.1,93.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,인천,기존,0000169,인하대학교,14030,0,17175,14178,2997,122.4,101.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000170,장로회신학대학교,600,0,599,556,43,99.8,92.7,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000170,장로회신학대학교,600,0,616,587,29,102.7,97.8,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,광주,기존,0000023,전남대학교,13493,0,14840,13291,1549,110,98.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,광주,기존,0000023,전남대학교,13669,0,16017,14434,1583,117.2,105.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,전남,기존,0000024,전남대학교_제2캠퍼스,3054,0,2478,2135,343,81.1,69.9,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,전남,기존,0000024,전남대학교_제2캠퍼스,3139,0,2749,2393,356,87.6,76.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,전북,기존,0000025,전북대학교,15670,0,16535,14639,1896,105.5,93.4,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,전북,기존,0000025,전북대학교,15732,0,17561,15616,1945,111.6,99.3,2026-08-07T09:07:29.509Z
2021,하반기,교육대학,국립,,전북,기존,0000258,전주교육대학교,1140,0,1162,1098,64,101.9,96.3,2026-08-07T09:07:29.509Z
2022,상반기,교육대학,국립,,전북,기존,0000258,전주교육대학교,1140,0,1139,1073,66,99.9,94.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,전북,기존,0000171,전주대학교,10138,0,10586,9118,1468,104.4,89.9,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,전북,기존,0000171,전주대학교,10183,0,11256,9880,1376,110.5,97,2026-08-07T09:07:29.509Z
2021,하반기,기술대학,사립,,서울,기존,0000288,정석대학,200,0,60,60,0,30,30,2026-08-07T09:07:29.509Z
2022,상반기,기술대학,사립,,서울,기존,0000288,정석대학,200,0,44,44,0,22,22,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,제주,기존,0000248,제주국제대학교,2079,0,694,679,15,33.4,32.7,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,제주,기존,0000248,제주국제대학교,1740,0,518,511,7,29.8,29.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,제주,기존,0000027,제주대학교,8520,0,8778,7886,892,103,92.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,제주,기존,0000027,제주대학교,8605,0,9435,8490,945,109.6,98.7,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,광주,기존,0000172,조선대학교,18122,0,17692,16062,1630,97.6,88.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,광주,기존,0000172,조선대학교,18053,0,18341,16685,1656,101.6,92.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충남,기존,0000173,중부대학교,7780,0,7010,6164,846,90.1,79.2,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충남,기존,0000173,중부대학교,7780,0,7262,6404,858,93.3,82.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000175,중앙대학교,13440,0,16836,12698,4138,125.3,94.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000175,중앙대학교,13312,0,18110,13751,4359,136,103.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000174,중앙대학교_제2캠퍼스,4604,0,4721,4085,636,102.5,88.7,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000174,중앙대학교_제2캠퍼스,4752,0,4965,4375,590,104.5,92.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000177,중앙승가대학교,480,0,119,119,0,24.8,24.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000177,중앙승가대학교,480,0,102,102,0,21.3,21.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충북,기존,0000239,중원대학교,3775,0,3366,3138,228,89.2,83.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충북,기존,0000239,중원대학교,3728,44,3590,3367,223,97.4,91.4,2026-08-07T09:07:29.509Z
2021,하반기,교육대학,국립,,경남,기존,0000260,진주교육대학교,1276,0,1306,1228,78,102.4,96.2,2026-08-07T09:07:29.509Z
2022,상반기,교육대학,국립,,경남,기존,0000260,진주교육대학교,1276,0,1299,1222,77,101.8,95.8,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000187,차의과학대학교,2016,0,2062,1912,150,102.3,94.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000187,차의과학대학교,2016,0,2227,2033,194,110.5,100.8,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경남,기존,0000249,창신대학교,1975,0,1734,1599,135,87.8,81,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경남,기존,0000249,창신대학교,1800,0,1658,1542,116,92.1,85.7,2026-08-07T09:07:29.509Z
2021,하반기,산업대학,사립,,충남,기존,0000284,청운대학교,5034,0,5425,4075,1350,107.8,80.9,2026-08-07T09:07:29.509Z
2022,상반기,산업대학,사립,,충남,기존,0000284,청운대학교,4942,0,5719,4291,1428,115.7,86.8,2026-08-07T09:07:29.509Z
2021,하반기,교육대학,국립,,충북,기존,0000261,청주교육대학교,1144,0,1176,1091,85,102.8,95.4,2026-08-07T09:07:29.509Z
2022,상반기,교육대학,국립,,충북,기존,0000261,청주교육대학교,1144,0,1172,1085,87,102.4,94.8,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충북,기존,0000179,청주대학교,10567,0,10137,9334,803,95.9,88.3,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충북,기존,0000179,청주대학교,10585,0,10582,9806,776,100,92.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,전남,기존,0000246,초당대학교,3008,0,2978,2709,269,99,90.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,전남,기존,0000246,초당대학교,3008,0,3206,2888,318,106.6,96,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000180,총신대학교,1361,0,1453,1286,167,106.8,94.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000180,총신대학교,1308,0,1466,1328,138,112.1,101.5,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000181,추계예술대학교,1057,0,1049,994,55,99.2,94,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000181,추계예술대학교,1038,0,1068,1011,57,102.9,97.4,2026-08-07T09:07:29.509Z
2021,하반기,교육대학,국립,,강원,기존,0000262,춘천교육대학교,1284,0,1295,1214,81,100.9,94.5,2026-08-07T09:07:29.509Z
2022,상반기,교육대학,국립,,강원,기존,0000262,춘천교육대학교,1284,0,1294,1215,79,100.8,94.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,대전,기존,0000029,충남대학교,14358,0,15752,14176,1576,109.7,98.7,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,대전,기존,0000029,충남대학교,14514,0,16930,15304,1626,116.6,105.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,충북,기존,0000030,충북대학교,11390,0,12059,10604,1455,105.9,93.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,충북,기존,0000030,충북대학교,11408,0,12818,11315,1503,112.4,99.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000184,칼빈대학교,360,0,472,267,205,131.1,74.2,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000184,칼빈대학교,360,0,429,311,118,119.2,86.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000186,평택대학교,3370,0,3227,2751,476,95.8,81.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000186,평택대학교,3320,25,3269,2830,439,99.2,85.9,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경북,기존,0000188,포항공과대학교,1280,0,1208,1173,35,94.4,91.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경북,기존,0000188,포항공과대학교,1280,0,1285,1246,39,100.4,97.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,경기,기존,0000037,한경국립대학교,4645,0,4618,4166,452,99.4,89.7,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,경기,기존,0000037,한경국립대학교,4524,0,4969,4458,511,109.8,98.5,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000247,한국공학대학교,5520,0,6444,5223,1221,116.7,94.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000247,한국공학대학교,5520,0,7054,5698,1356,127.8,103.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,특별법법인,,대전,기존,0000374,한국과학기술원,3880,0,3427,3031,396,88.3,78.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,특별법법인,,대전,기존,0000374,한국과학기술원,3880,0,3665,3286,379,94.5,84.7,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,충북,기존,0000031,한국교원대학교,2184,0,2298,2140,158,105.2,98,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,충북,기존,0000031,한국교원대학교,2184,0,2298,2142,156,105.2,98.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충남,기존,0000189,한국기술교육대학교,3344,0,3651,3126,525,109.2,93.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충남,기존,0000189,한국기술교육대학교,3344,0,4133,3555,578,123.6,106.3,2026-08-07T09:07:29.509Z
2021,하반기,방송통신대학,국립,,서울,기존,0000273,한국방송통신대학교,217000,0,91600,83900,7700,42.2,38.7,2026-08-07T09:07:29.509Z
2022,상반기,방송통신대학,국립,,서울,기존,0000273,한국방송통신대학교,215550,0,96748,87246,9502,44.9,40.5,2026-08-07T09:07:29.509Z
2021,하반기,산업대학,사립,,경기,폐교,0000272,한국산업기술대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,상반기,산업대학,사립,,경기,폐교,0000272,한국산업기술대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000191,한국성서대학교,892,0,929,849,80,104.1,95.2,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000191,한국성서대학교,892,0,1025,939,86,114.9,105.3,2026-08-07T09:07:29.509Z
2022,상반기,대학교,특별법법인,,전남,기존,0003139,한국에너지공과대학교,100,0,105,96,9,105,96,2026-08-07T09:07:29.509Z
2021,하반기,사이버대학(대학),사립,,서울,기존,0000326,한국열린사이버대학교,3200,0,5324,2627,2697,166.4,82.1,2026-08-07T09:07:29.509Z
2022,상반기,사이버대학(대학),사립,,서울,기존,0000326,한국열린사이버대학교,3000,0,5741,2850,2891,191.4,95,2026-08-07T09:07:29.509Z
2021,하반기,각종학교(대학),특별법국립,,서울,기존,0000383,한국예술종합학교,2252,0,2480,2366,114,110.1,105.1,2026-08-07T09:07:29.509Z
2022,상반기,각종학교(대학),특별법국립,,서울,기존,0000383,한국예술종합학교,2252,0,2655,2528,127,117.9,112.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000192,한국외국어대학교,13508,0,15329,12491,2838,113.5,92.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000192,한국외국어대학교,13508,0,16593,13699,2894,122.8,101.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,특별법국립,,충남,기존,0003022,한국전통문화대학교,560,0,590,576,14,105.4,102.9,2026-08-07T09:07:29.509Z
2022,상반기,대학교,특별법국립,,충남,기존,0003022,한국전통문화대학교,560,0,591,574,17,105.5,102.5,2026-08-07T09:07:29.509Z
2021,하반기,대학교,국립,,서울,기존,0000032,한국체육대학교,2170,0,2323,2196,127,107.1,101.2,2026-08-07T09:07:29.509Z
2022,상반기,대학교,국립,,서울,기존,0000032,한국체육대학교,2160,0,2384,2251,133,110.4,104.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,대전,기존,0000182,한국침례신학대학교,1425,0,999,963,36,70.1,67.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,대전,기존,0000182,한국침례신학대학교,1330,0,955,926,29,71.8,69.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000194,한국항공대학교,3358,0,3522,3084,438,104.9,91.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000194,한국항공대학교,3432,0,4075,3570,505,118.7,104,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,대전,기존,0000195,한남대학교,10773,0,10090,9221,869,93.7,85.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,대전,기존,0000195,한남대학교,10853,0,11168,10273,895,102.9,94.7,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경북,기존,0000196,한동대학교,2916,0,3652,3185,467,125.2,109.2,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경북,기존,0000196,한동대학교,2916,0,3926,3423,503,134.6,117.4,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,강원,기존,0000197,한라대학교,3561,0,2940,2744,196,82.6,77.1,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,강원,기존,0000197,한라대학교,3549,0,3156,2907,249,88.9,81.9,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,강원,기존,0000198,한림대학교,7056,0,7292,6605,687,103.3,93.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,강원,기존,0000198,한림대학교,7116,0,7568,6882,686,106.4,96.7,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,폐교,0000230,한북대학교,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,폐교,0000230,한북대학교,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충남,기존,0000199,한서대학교,6316,0,6295,5624,671,99.7,89,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충남,기존,0000199,한서대학교,6316,0,6542,5872,670,103.6,93,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000200,한성대학교,5832,0,6244,5382,862,107.1,92.3,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000200,한성대학교,5832,0,6840,5897,943,117.3,101.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000201,한세대학교,2264,0,2352,2126,226,103.9,93.9,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000201,한세대학교,2264,0,2494,2292,202,110.2,101.2,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000202,한신대학교,4684,0,4952,4354,598,105.7,93,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000202,한신대학교,4684,0,5301,4689,612,113.2,100.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000204,한양대학교(ERICA)_분교,7493,0,9030,6970,2060,120.5,93,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000204,한양대학교(ERICA)_분교,7552,0,9707,7462,2245,128.5,98.8,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000203,한양대학교,11566,0,14565,10569,3996,125.9,91.4,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000203,한양대학교,11667,0,15448,11358,4090,132.4,97.4,2026-08-07T09:07:29.509Z
2021,하반기,사이버대학(대학),사립,,서울,기존,0000331,한양사이버대학교,10575,0,14766,9935,4831,139.6,93.9,2026-08-07T09:07:29.509Z
2022,상반기,사이버대학(대학),사립,,서울,기존,0000331,한양사이버대학교,10670,0,16970,11258,5712,159,105.5,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,전북,기존,0000206,한일장신대학교,876,0,792,688,104,90.4,78.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,전북,기존,0000206,한일장신대학교,876,0,860,765,95,98.2,87.3,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000207,협성대학교,4016,0,3906,3586,320,97.3,89.3,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000207,협성대학교,4016,0,4030,3727,303,100.3,92.8,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,광주,기존,0000208,호남대학교,6248,0,6622,5595,1027,106,89.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,광주,기존,0000208,호남대학교,6248,0,7002,6056,946,112.1,96.9,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,광주,기존,0000209,호남신학대학교,568,0,468,466,2,82.4,82,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,광주,기존,0000209,호남신학대학교,534,0,494,491,3,92.5,91.9,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,충남,기존,0000211,호서대학교,11562,0,11295,10270,1025,97.7,88.8,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,충남,기존,0000211,호서대학교,11562,0,11758,10728,1030,101.7,92.8,2026-08-07T09:07:29.509Z
2021,하반기,산업대학,사립,,전북,기존,0000282,호원대학교,4504,0,4692,3415,1277,104.2,75.8,2026-08-07T09:07:29.509Z
2022,상반기,산업대학,사립,,전북,기존,0000282,호원대학교,4489,0,5362,3863,1499,119.4,86.1,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,서울,기존,0000212,홍익대학교,9535,0,11667,9183,2484,122.4,96.3,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,서울,기존,0000212,홍익대학교,9582,0,12163,9638,2525,126.9,100.6,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,세종,기존,0002949,홍익대학교_제2캠퍼스,5229,0,5372,4895,477,102.7,93.6,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,세종,기존,0002949,홍익대학교_제2캠퍼스,5225,0,5385,4905,480,103.1,93.9,2026-08-07T09:07:29.509Z
2021,하반기,대학교,사립,,경기,기존,0000233,화성의과학대학교,984,26,433,407,26,45.2,42.5,2026-08-07T09:07:29.509Z
2022,상반기,대학교,사립,,경기,기존,0000233,화성의과학대학교,984,26,374,349,25,39,36.4,2026-08-07T09:07:29.509Z
2021,하반기,사이버대학(대학),사립,,부산,기존,0000333,화신사이버대학교,1520,0,1387,1076,311,91.3,70.8,2026-08-07T09:07:29.509Z
2022,상반기,사이버대학(대학),사립,,부산,기존,0000333,화신사이버대학교,1390,0,1581,1248,333,113.7,89.8,2026-08-07T09:07:29.509Z
2021,하반기,기능대학,사립,,경기,기존,0000579,ICT폴리텍대학,320,0,246,235,11,76.9,73.4,2026-08-07T09:07:29.509Z
2022,상반기,기능대학,사립,,경기,기존,0000579,ICT폴리텍대학,320,0,273,266,7,85.3,83.1,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경북,기존,0000410,가톨릭상지대학교,1737,0,1773,1283,490,102.1,73.9,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경북,기존,0000410,가톨릭상지대학교,1731,0,1850,1350,500,106.9,78,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,충북,기존,0000433,강동대학교,3800,14,2904,2507,397,76.7,66.2,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,충북,기존,0000433,강동대학교,3617,0,2972,2535,437,82.2,70.1,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,강원,기존,0000514,강릉영동대학교,2628,0,2396,1950,446,91.2,74.2,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,강원,기존,0000514,강릉영동대학교,2469,0,2330,1864,466,94.4,75.5,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,강원,폐교,0000548,강원관광대학교,711,0,580,474,106,81.6,66.7,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,강원,폐교,0000548,강원관광대학교,372,10,415,340,75,114.6,93.9,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,공립,,강원,기존,0002639,강원도립대학교,659,0,491,486,5,74.5,73.7,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,공립,,강원,기존,0002639,강원도립대학교,654,0,552,551,1,84.4,84.3,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경남,기존,0000412,거제대학교,1184,0,1022,834,188,86.3,70.4,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경남,기존,0000412,거제대학교,1149,0,991,832,159,86.2,72.4,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경기,기존,0000560,경기과학기술대학교,3456,0,4118,2661,1457,119.2,77,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경기,기존,0000560,경기과학기술대학교,3456,0,4411,3003,1408,127.6,86.9,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,공립,,경남,기존,0000402,경남도립거창대학,885,0,787,779,8,88.9,88,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,공립,,경남,기존,0000402,경남도립거창대학,874,0,844,830,14,96.6,95,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,공립,,경남,기존,0000403,경남도립남해대학,750,0,692,669,23,92.3,89.2,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,공립,,경남,기존,0000403,경남도립남해대학,785,0,805,773,32,102.5,98.5,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,부산,기존,0002640,경남정보대학교,5532,0,5726,4359,1367,103.5,78.8,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,부산,기존,0002640,경남정보대학교,5351,0,6010,4529,1481,112.3,84.6,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경기,기존,0000416,경민대학교,3665,0,3655,2849,806,99.7,77.7,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경기,기존,0000416,경민대학교,3608,0,3790,2998,792,105,83.1,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경기,기존,0002641,경복대학교,5109,0,5998,4684,1314,117.4,91.7,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경기,기존,0002641,경복대학교,5232,0,6134,4780,1354,117.2,91.4,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경북,기존,0000456,경북과학대학교,1719,0,1679,1354,325,97.7,78.8,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경북,기존,0000456,경북과학대학교,1701,0,1834,1496,338,107.8,87.9,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,공립,,경북,폐교,0000405,경북도립대학교,924,0,748,704,44,81,76.2,2026-08-07T09:07:29.509Z
