year,half,school_kind,estb,school_division,region,status,school_code_std,school_name,student_quota,recruitment_suspension,enrolled_total,enrolled_within,enrolled_outside,fill_rate,fill_rate_within,uploaded_at
2023,상반기,대학교,사립,,전남,기존,0000092,세한대학교,3365,0,3454,2873,581,102.6,85.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,광주,기존,0000243,송원대학교,2930,0,2915,2523,392,99.5,86.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,광주,기존,0000243,송원대학교,2815,0,2850,2470,380,101.2,87.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000139,수원가톨릭대학교,360,0,121,114,7,33.6,31.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000139,수원가톨릭대학교,360,0,120,114,6,33.3,31.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000140,수원대학교,8652,0,8041,7431,610,92.9,85.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000140,수원대학교,8586,0,8512,7930,582,99.1,92.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000141,숙명여자대학교,8720,0,9366,8090,1276,107.4,92.8,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000141,숙명여자대학교,8710,0,10348,8810,1538,118.8,101.1,2026-08-07T09:07:29.509Z
2022,하반기,각종학교(대학),사립,,충북,기존,0000317,순복음총회신학교,289,0,112,112,0,38.8,38.8,2026-08-07T09:07:29.509Z
2023,상반기,각종학교(대학),사립,,충북,기존,0000317,순복음총회신학교,268,0,115,115,0,42.9,42.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충남,기존,0000142,순천향대학교,9634,0,10377,8923,1454,107.7,92.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충남,기존,0000142,순천향대학교,9634,0,11087,9585,1502,115.1,99.5,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000143,숭실대학교,10780,1,13101,10121,2980,121.5,93.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000143,숭실대학교,10805,1,14411,11177,3234,133.4,103.5,2026-08-07T09:07:29.509Z
2022,하반기,사이버대학(대학),사립,,서울,기존,0000329,숭실사이버대학교,4900,0,6586,4464,2122,134.4,91.1,2026-08-07T09:07:29.509Z
2023,상반기,사이버대학(대학),사립,,서울,기존,0000329,숭실사이버대학교,4900,0,7413,4917,2496,151.3,100.3,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경북,기존,0000065,신경주대학교,3048,78,544,419,125,18.3,14.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경북,기존,0000065,신경주대학교,3011,117,800,714,86,27.6,24.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,부산,기존,0000144,신라대학교,8330,0,6602,5972,630,79.3,71.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,부산,기존,0000144,신라대학교,7910,0,6928,6245,683,87.6,79,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0002712,신한대학교,1306,0,1257,1112,145,96.2,85.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0002712,신한대학교,1110,0,1110,965,145,100,86.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0002800,신한대학교_제2캠퍼스,4458,0,4656,4029,627,104.4,90.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0002800,신한대학교_제2캠퍼스,4606,0,4958,4350,608,107.6,94.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000145,아신대학교,692,0,364,353,11,52.6,51,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000145,아신대학교,636,0,347,336,11,54.6,52.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000146,아주대학교,7672,0,9014,7398,1616,117.5,96.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000146,아주대학교,7715,0,9825,8123,1702,127.3,105.3,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000147,안양대학교,4036,0,4084,3791,293,101.2,93.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000147,안양대학교,4009,0,4352,4035,317,108.6,100.6,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,인천,기존,0000148,안양대학교_제2캠퍼스,543,0,265,264,1,48.8,48.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,인천,기존,0000148,안양대학교_제2캠퍼스,570,0,310,309,1,54.4,54.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,강원,기존,0000150,연세대학교(미래)_분교,5756,0,6451,5353,1098,112.1,93,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,강원,기존,0000150,연세대학교(미래)_분교,5609,0,6941,5798,1143,123.7,103.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000149,연세대학교,14176,0,18200,13743,4457,128.4,96.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000149,연세대학교,14200,0,20335,15596,4739,143.2,109.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경북,기존,0000151,영남대학교,18641,0,19175,17287,1888,102.9,92.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경북,기존,0000151,영남대학교,18606,0,20332,18302,2030,109.3,98.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경북,기존,0000153,영남신학대학교,460,0,345,322,23,75,70,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경북,기존,0000153,영남신학대학교,460,0,329,316,13,71.5,68.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경남,기존,0003193,영산대학교,2540,0,2122,1933,189,83.5,76.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경남,기존,0003193,영산대학교,2375,0,2100,1922,178,88.4,80.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,부산,기존,0003193,영산대학교_제2캠퍼스,3366,0,3299,2764,535,98,82.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,부산,기존,0003193,영산대학교_제2캠퍼스,3362,0,3554,3027,527,105.7,90,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전남,기존,0000155,영산선학대학교,200,0,31,29,2,15.5,14.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전남,기존,0000155,영산선학대학교,200,0,34,32,2,17,16,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전북,기존,0000228,예수대학교,487,0,523,473,50,107.4,97.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전북,기존,0000228,예수대학교,478,0,491,454,37,102.7,95,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전북,기존,0000218,예원예술대학교,786,0,925,530,395,117.7,67.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전북,기존,0000218,예원예술대학교,721,0,872,525,347,120.9,72.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000219,예원예술대학교_제2캠퍼스,376,0,329,298,31,87.5,79.3,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000219,예원예술대학교_제2캠퍼스,366,0,324,291,33,88.5,79.5,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000156,용인대학교,5330,0,5184,4749,435,97.3,89.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000156,용인대학교,5189,64,5442,5033,409,106.2,98.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전북,기존,0000157,우석대학교,7060,0,6425,5499,926,91,77.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전북,기존,0000157,우석대학교,6812,0,6561,5616,945,96.3,82.4,2026-08-07T09:07:29.509Z
2022,하반기,산업대학,사립,,대전,폐교,0000281,우송대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2023,상반기,산업대학,사립,,대전,폐교,0000281,우송대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,대전,기존,0000240,우송대학교,8016,0,8553,6746,1807,106.7,84.2,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,대전,기존,0000240,우송대학교,8016,0,9573,7677,1896,119.4,95.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,1520,0,1600,1363,237,105.3,89.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,1560,0,1752,1526,226,112.3,97.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,울산,기존,0000158,울산대학교,11114,0,10677,9779,898,96.1,88,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,울산,기존,0000158,울산대학교,11109,0,11272,10420,852,101.5,93.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전북,기존,0000159,원광대학교,14460,0,12626,11851,775,87.3,82,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전북,기존,0000159,원광대학교,13955,0,13066,12315,751,93.6,88.2,2026-08-07T09:07:29.509Z
2022,하반기,사이버대학(대학),사립,,전북,기존,0000327,원광디지털대학교,4760,0,5168,3962,1206,108.6,83.2,2026-08-07T09:07:29.509Z
2023,상반기,사이버대학(대학),사립,,전북,기존,0000327,원광디지털대학교,4750,0,5680,4271,1409,119.6,89.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경북,기존,0000160,위덕대학교,3117,0,2317,2203,114,74.3,70.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경북,기존,0000160,위덕대학교,2892,0,2423,2327,96,83.8,80.5,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충북,기존,0000154,유원대학교,3595,0,3142,2917,225,87.4,81.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충북,기존,0000154,유원대학교,3500,0,3249,3037,212,92.8,86.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,대전,기존,0000161,을지대학교,240,0,287,239,48,119.6,99.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,대전,기존,0000161,을지대학교,240,0,301,250,51,125.4,104.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000162,을지대학교_제2캠퍼스,3432,0,3327,3060,267,96.9,89.2,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000162,을지대학교_제2캠퍼스,3377,0,3831,3482,349,113.4,103.1,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0002911,을지대학교_제3캠퍼스,584,0,570,533,37,97.6,91.3,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0002911,을지대학교_제3캠퍼스,669,0,675,626,49,100.9,93.6,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000163,이화여자대학교,12747,0,14026,12003,2023,110,94.2,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000163,이화여자대학교,12767,0,15940,13612,2328,124.9,106.6,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경남,기존,0000164,인제대학교,8554,0,7570,6777,793,88.5,79.2,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경남,기존,0000164,인제대학교,7984,0,7595,6818,777,95.1,85.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,부산,기존,0000166,인제대학교_제2캠퍼스,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,인천,기존,0000168,인천가톨릭대학교,61,0,45,45,0,73.8,73.8,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,인천,기존,0000168,인천가톨릭대학교,57,0,45,45,0,78.9,78.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,603,0,624,570,54,103.5,94.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,606,0,612,559,53,101,92.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립대법인,,인천,기존,0002660,인천대학교,9968,0,10492,9482,1010,105.3,95.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립대법인,,인천,기존,0002660,인천대학교,9968,0,11333,10256,1077,113.7,102.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,인천,기존,0000169,인하대학교,14030,0,16142,13194,2948,115.1,94,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,인천,기존,0000169,인하대학교,14182,0,17798,14650,3148,125.5,103.3,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000170,장로회신학대학교,600,0,581,555,26,96.8,92.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000170,장로회신학대학교,600,0,616,588,28,102.7,98,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,광주,기존,0000023,전남대학교,13669,0,14803,13368,1435,108.3,97.8,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,광주,기존,0000023,전남대학교,13863,0,16165,14647,1518,116.6,105.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,전남,기존,0000024,전남대학교_제2캠퍼스,3139,0,2508,2151,357,79.9,68.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,전남,기존,0000024,전남대학교_제2캠퍼스,3194,0,2772,2405,367,86.8,75.3,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,전북,기존,0000025,전북대학교,15732,0,16738,14840,1898,106.4,94.3,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,전북,기존,0000025,전북대학교,15794,0,17800,15907,1893,112.7,100.7,2026-08-07T09:07:29.509Z
2022,하반기,교육대학,국립,,전북,기존,0000258,전주교육대학교,1140,0,1089,1025,64,95.5,89.9,2026-08-07T09:07:29.509Z
2023,상반기,교육대학,국립,,전북,기존,0000258,전주교육대학교,1140,0,1113,1048,65,97.6,91.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전북,기존,0000171,전주대학교,10183,0,10425,9174,1251,102.4,90.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전북,기존,0000171,전주대학교,10193,0,10528,9385,1143,103.3,92.1,2026-08-07T09:07:29.509Z
2022,하반기,기술대학,사립,,서울,기존,0000288,정석대학,200,0,43,43,0,21.5,21.5,2026-08-07T09:07:29.509Z
2023,상반기,기술대학,사립,,서울,기존,0000288,정석대학,200,0,26,26,0,13,13,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,제주,기존,0000248,제주국제대학교,1740,0,480,470,10,27.6,27,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,제주,기존,0000248,제주국제대학교,1480,0,368,341,27,24.9,23,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,제주,기존,0000027,제주대학교,8605,0,8883,8006,877,103.2,93,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,제주,기존,0000027,제주대학교,8710,0,9590,8691,899,110.1,99.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,광주,기존,0000172,조선대학교,18053,0,17375,15791,1584,96.2,87.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,광주,기존,0000172,조선대학교,17984,0,18328,16693,1635,101.9,92.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충남,기존,0000173,중부대학교,7780,0,6929,6059,870,89.1,77.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충남,기존,0000173,중부대학교,7595,0,7208,6349,859,94.9,83.6,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000175,중앙대학교,13312,0,16694,12574,4120,125.4,94.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000175,중앙대학교,13286,0,18742,14061,4681,141.1,105.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000174,중앙대학교_제2캠퍼스,4752,0,4807,4175,632,101.2,87.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000174,중앙대학교_제2캠퍼스,4792,0,5272,4600,672,110,96,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000177,중앙승가대학교,480,0,96,96,0,20,20,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000177,중앙승가대학교,480,0,74,74,0,15.4,15.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충북,기존,0000239,중원대학교,3728,44,3193,2976,217,86.7,80.8,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충북,기존,0000239,중원대학교,3518,44,3150,2922,228,90.7,84.1,2026-08-07T09:07:29.509Z
2022,하반기,교육대학,국립,,경남,기존,0000260,진주교육대학교,1276,0,1268,1193,75,99.4,93.5,2026-08-07T09:07:29.509Z
2023,상반기,교육대학,국립,,경남,기존,0000260,진주교육대학교,1276,0,1242,1170,72,97.3,91.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000187,차의과학대학교,2016,0,2077,1891,186,103,93.8,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000187,차의과학대학교,2016,0,2249,2028,221,111.6,100.6,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경남,기존,0000249,창신대학교,1800,0,1597,1486,111,88.7,82.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경남,기존,0000249,창신대학교,1625,0,1675,1553,122,103.1,95.6,2026-08-07T09:07:29.509Z
2022,하반기,산업대학,사립,,충남,기존,0000284,청운대학교,4942,0,5332,3978,1354,107.9,80.5,2026-08-07T09:07:29.509Z
2023,상반기,산업대학,사립,,충남,기존,0000284,청운대학교,4780,0,5551,4156,1395,116.1,86.9,2026-08-07T09:07:29.509Z
2022,하반기,교육대학,국립,,충북,기존,0000261,청주교육대학교,1144,0,1159,1073,86,101.3,93.8,2026-08-07T09:07:29.509Z
2023,상반기,교육대학,국립,,충북,기존,0000261,청주교육대학교,1144,0,1147,1057,90,100.3,92.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충북,기존,0000179,청주대학교,10585,0,10255,9455,800,96.9,89.3,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충북,기존,0000179,청주대학교,10602,0,10704,9844,860,101,92.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,전남,기존,0000246,초당대학교,3008,0,2889,2608,281,96,86.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,전남,기존,0000246,초당대학교,2973,0,2856,2599,257,96.1,87.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000180,총신대학교,1308,0,1354,1219,135,103.5,93.2,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000180,총신대학교,1255,0,1374,1255,119,109.5,100,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000181,추계예술대학교,1038,0,1056,987,69,101.7,95.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000181,추계예술대학교,1019,0,1110,1035,75,108.9,101.6,2026-08-07T09:07:29.509Z
2022,하반기,교육대학,국립,,강원,기존,0000262,춘천교육대학교,1284,0,1271,1195,76,99,93.1,2026-08-07T09:07:29.509Z
2023,상반기,교육대학,국립,,강원,기존,0000262,춘천교육대학교,1284,0,1256,1186,70,97.8,92.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,대전,기존,0000029,충남대학교,14514,0,15824,14278,1546,109,98.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,대전,기존,0000029,충남대학교,14623,0,17375,15770,1605,118.8,107.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,충북,기존,0000030,충북대학교,11408,0,12267,10848,1419,107.5,95.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,충북,기존,0000030,충북대학교,11426,0,12981,11501,1480,113.6,100.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000184,칼빈대학교,360,0,480,287,193,133.3,79.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000184,칼빈대학교,360,0,590,287,303,163.9,79.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000186,평택대학교,3320,25,3018,2652,366,91.6,80.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000186,평택대학교,3270,25,3189,2889,300,98.3,89,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경북,기존,0000188,포항공과대학교,1280,0,1196,1156,40,93.4,90.3,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경북,기존,0000188,포항공과대학교,1320,0,1409,1327,82,106.7,100.5,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,경기,기존,0000037,한경국립대학교,4524,0,4652,4178,474,102.8,92.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,경기,기존,0000037,한경국립대학교,4593,0,5165,4672,493,112.5,101.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000247,한국공학대학교,5520,0,6637,5325,1312,120.2,96.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000247,한국공학대학교,5520,0,7200,5693,1507,130.4,103.1,2026-08-07T09:07:29.509Z
2022,하반기,대학교,특별법법인,,대전,기존,0000374,한국과학기술원,3880,0,3508,3105,403,90.4,80,2026-08-07T09:07:29.509Z
2023,상반기,대학교,특별법법인,,대전,기존,0000374,한국과학기술원,3880,0,3868,3433,435,99.7,88.5,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,충북,기존,0000031,한국교원대학교,2184,0,2194,2045,149,100.5,93.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,충북,기존,0000031,한국교원대학교,2184,0,2267,2112,155,103.8,96.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충남,기존,0000189,한국기술교육대학교,3344,0,3806,3284,522,113.8,98.2,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충남,기존,0000189,한국기술교육대학교,3344,0,4111,3549,562,122.9,106.1,2026-08-07T09:07:29.509Z
2022,하반기,방송통신대학,국립,,서울,기존,0000273,한국방송통신대학교,215550,0,83938,76839,7099,38.9,35.6,2026-08-07T09:07:29.509Z
2023,상반기,방송통신대학,국립,,서울,기존,0000273,한국방송통신대학교,220200,0,92075,82388,9687,41.8,37.4,2026-08-07T09:07:29.509Z
2022,하반기,산업대학,사립,,경기,폐교,0000272,한국산업기술대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2023,상반기,산업대학,사립,,경기,폐교,0000272,한국산업기술대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000191,한국성서대학교,892,0,903,824,79,101.2,92.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000191,한국성서대학교,892,0,1014,926,88,113.7,103.8,2026-08-07T09:07:29.509Z
2022,하반기,대학교,특별법법인,,전남,기존,0003139,한국에너지공과대학교,100,0,102,93,9,102,93,2026-08-07T09:07:29.509Z
2023,상반기,대학교,특별법법인,,전남,기존,0003139,한국에너지공과대학교,200,0,196,181,15,98,90.5,2026-08-07T09:07:29.509Z
2022,하반기,사이버대학(대학),사립,,서울,기존,0000326,한국열린사이버대학교,3000,0,4920,2375,2545,164,79.2,2026-08-07T09:07:29.509Z
2023,상반기,사이버대학(대학),사립,,서울,기존,0000326,한국열린사이버대학교,3000,0,5753,2764,2989,191.8,92.1,2026-08-07T09:07:29.509Z
2022,하반기,각종학교(대학),특별법국립,,서울,기존,0000383,한국예술종합학교,2252,0,2504,2389,115,111.2,106.1,2026-08-07T09:07:29.509Z
2023,상반기,각종학교(대학),특별법국립,,서울,기존,0000383,한국예술종합학교,1673,0,2699,2579,120,161.3,154.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,서울,기존,0000192,한국외국어대학교,13508,0,14744,12129,2615,109.2,89.8,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,서울,기존,0000192,한국외국어대학교,13508,0,16740,13990,2750,123.9,103.6,2026-08-07T09:07:29.509Z
2022,하반기,대학교,특별법국립,,충남,기존,0003022,한국전통문화대학교,560,0,529,511,18,94.5,91.3,2026-08-07T09:07:29.509Z
2023,상반기,대학교,특별법국립,,충남,기존,0003022,한국전통문화대학교,560,0,574,551,23,102.5,98.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,국립,,서울,기존,0000032,한국체육대학교,2160,0,2275,2152,123,105.3,99.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,국립,,서울,기존,0000032,한국체육대학교,2150,0,2410,2260,150,112.1,105.1,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,대전,기존,0000182,한국침례신학대학교,1330,0,890,865,25,66.9,65,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,대전,기존,0000182,한국침례신학대학교,1152,0,798,775,23,69.3,67.3,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,기존,0000194,한국항공대학교,3432,0,3747,3264,483,109.2,95.1,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,기존,0000194,한국항공대학교,3476,0,4044,3500,544,116.3,100.7,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,대전,기존,0000195,한남대학교,10853,0,10607,9724,883,97.7,89.6,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,대전,기존,0000195,한남대학교,10893,0,11388,10441,947,104.5,95.9,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경북,기존,0000196,한동대학교,2916,0,3671,3189,482,125.9,109.4,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경북,기존,0000196,한동대학교,2916,0,3920,3389,531,134.4,116.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,강원,기존,0000197,한라대학교,3549,0,2784,2553,231,78.4,71.9,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,강원,기존,0000197,한라대학교,3561,0,3170,2862,308,89,80.4,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,강원,기존,0000198,한림대학교,7116,0,7168,6523,645,100.7,91.7,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,강원,기존,0000198,한림대학교,7176,0,7594,6973,621,105.8,97.2,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,경기,폐교,0000230,한북대학교,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,경기,폐교,0000230,한북대학교,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2022,하반기,대학교,사립,,충남,기존,0000199,한서대학교,6316,0,6291,5651,640,99.6,89.5,2026-08-07T09:07:29.509Z
2023,상반기,대학교,사립,,충남,기존,0000199,한서대학교,6286,0,6479,5866,613,103.1,93.3,2026-08-07T09:07:29.509Z
