year,school_kind,estb,school_division,region,status,school_code_std,school_name,enrolled_students,enrolled_dropouts,enrolled_dropout_rate,freshman_students,freshman_dropouts,freshman_dropout_rate,uploaded_at
2024,대학교,국립,,강원,기존,0000004,강원대학교_제2캠퍼스,8937,483,5.4,1455,145,10,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000052,건국대학교,22435,648,2.9,3476,332,9.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000053,건국대학교(글로컬)_분교,10128,391,3.9,1663,105,6.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000054,건양대학교,3791,280,7.4,744,102,13.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000055,건양대학교_제2캠퍼스,4161,206,5,922,91,9.9,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,대전,기존,0000335,건양사이버대학교,3862,336,8.7,1150,105,9.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000056,경기대학교,16414,624,3.8,2831,253,8.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000058,경기대학교_제2캠퍼스,2616,104,4,386,30,7.8,2026-07-31T20:23:33.967Z
2024,대학교,국립,,경남,폐교,0000035,경남과학기술대학교,4138,230,5.6,0,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경남,기존,0000059,경남대학교,13132,950,7.2,1875,144,7.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,강원,기존,0000060,경동대학교,866,88,10.2,193,2,1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,강원,기존,0002574,경동대학교_제3캠퍼스,4543,221,4.9,984,67,6.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0002744,경동대학교_제4캠퍼스,3668,279,7.6,642,60,9.3,2026-07-31T20:23:33.967Z
2024,대학교,국립,,대구,기존,0000005,경북대학교,28665,1093,3.8,5079,465,9.2,2026-07-31T20:23:33.967Z
2024,대학교,국립,,경남,기존,0000007,경상국립대학교,20262,1077,5.3,4553,390,8.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000062,경성대학교,16061,976,6.1,3130,211,6.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000244,경운대학교,5719,646,11.3,1212,132,10.9,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,경기,기존,0000257,경인교육대학교_제2캠퍼스,1293,16,1.2,0,0,0,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,인천,기존,0000256,경인교육대학교,1283,86,6.7,644,60,9.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000064,경일대학교,8774,636,7.2,1554,142,9.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000066,경희대학교,33431,1099,3.3,5759,532,9.2,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000318,경희사이버대학교,12277,2306,18.8,2826,547,19.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대구,기존,0000068,계명대학교,28949,1429,4.9,4976,309,6.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000069,고려대학교,26684,860,3.2,4589,474,10.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,세종,기존,0000070,고려대학교(세종)_분교,9047,486,5.4,1592,151,9.5,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000328,고려사이버대학교,11596,1680,14.5,2180,328,15,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000071,고신대학교,3945,395,10,745,154,20.7,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,충남,기존,0000251,공주교육대학교,1419,57,4,376,27,7.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,광주,기존,0000073,광신대학교,521,62,11.9,122,26,21.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000074,광운대학교,11406,562,4.9,1929,212,11,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전남,기존,0000075,광주가톨릭대학교,103,4,3.9,13,0,0,2026-07-31T20:23:33.967Z
2024,대학교,특별법법인,,광주,기존,0000381,광주과학기술원,1050,39,3.7,214,16,7.5,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,광주,기존,0000252,광주교육대학교,1335,47,3.5,352,25,7.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,광주,기존,0000231,광주대학교,7359,745,10.1,1236,186,15,2026-07-31T20:23:33.967Z
2024,대학교,사립,,광주,기존,0000076,광주여자대학교,3777,378,10,902,214,23.7,2026-07-31T20:23:33.967Z
2024,대학교,국립,,강원,기존,0000001,국립강릉원주대학교,7101,440,6.2,1271,101,7.9,2026-07-31T20:23:33.967Z
2024,대학교,국립,,강원,기존,0000002,국립강릉원주대학교_제2캠퍼스,2844,147,5.2,509,38,7.5,2026-07-31T20:23:33.967Z
2024,대학교,국립,,충남,기존,0000008,국립공주대학교,15994,779,4.9,3232,263,8.1,2026-07-31T20:23:33.967Z
2024,대학교,국립,,전북,기존,0000009,국립군산대학교,8737,802,9.2,1674,204,12.2,2026-07-31T20:23:33.967Z
2024,대학교,국립,,경북,기존,0000010,국립금오공과대학교,7507,375,5,1303,83,6.4,2026-07-31T20:23:33.967Z
2024,대학교,국립,,전남,기존,0000011,국립목포대학교,8309,615,7.4,1384,122,8.8,2026-07-31T20:23:33.967Z
2024,대학교,국립,,전남,기존,0000012,국립목포해양대학교,3016,247,8.2,671,81,12.1,2026-07-31T20:23:33.967Z
2024,대학교,국립,,부산,기존,0000013,국립부경대학교,20806,876,4.2,3610,277,7.7,2026-07-31T20:23:33.967Z
2024,대학교,국립,,전남,기존,0000020,국립순천대학교,8786,612,7,1684,145,8.6,2026-07-31T20:23:33.967Z
2024,대학교,국립,,경북,기존,0000021,국립경국대학교,6914,483,7,1237,101,8.2,2026-07-31T20:23:33.967Z
2024,대학교,국립,,경남,기존,0000028,국립창원대학교,10423,589,5.7,1873,155,8.3,2026-07-31T20:23:33.967Z
2024,대학교,국립,,충북,기존,0000034,국립한국교통대학교,11340,706,6.2,2110,156,7.4,2026-07-31T20:23:33.967Z
2024,대학교,국립,,부산,기존,0000033,국립한국해양대학교,7984,351,4.4,1490,119,8,2026-07-31T20:23:33.967Z
2024,대학교,국립,,대전,기존,0000039,국립한밭대학교,11216,673,6,2124,168,7.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000078,국민대학교,20692,718,3.5,3469,326,9.4,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,경기,기존,0000319,국제사이버대학교,4026,615,15.3,1086,203,18.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000080,극동대학교,3901,366,9.4,553,53,9.6,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,충남,기존,0000334,글로벌사이버대학교,2486,397,16,676,101,14.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000224,금강대학교,287,72,25.1,57,33,57.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000241,김천대학교,2947,375,12.7,576,96,16.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000081,나사렛대학교,6317,646,10.2,1292,135,10.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,광주,기존,0000216,남부대학교,3340,304,9.1,628,120,19.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000245,남서울대학교,12128,666,5.5,2366,189,8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000082,단국대학교,15524,543,3.5,2592,249,9.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0002726,단국대학교_제2캠퍼스,13755,667,4.8,2515,255,10.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000088,대구가톨릭대학교,14679,971,6.6,2591,215,8.3,2026-07-31T20:23:33.967Z
2024,대학교,특별법법인,,대구,기존,0000382,대구경북과학기술원,1073,41,3.8,213,17,8,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,대구,기존,0000253,대구교육대학교,1602,55,3.4,411,33,8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000084,대구대학교,21395,1562,7.3,3983,354,8.9,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,경북,기존,0000320,대구사이버대학교,5719,1149,20.1,1514,256,16.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000087,대구예술대학교,697,151,21.7,67,23,34.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000061,대구한의대학교,7964,806,10.1,1694,253,14.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000093,대신대학교,600,31,5.2,116,15,12.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,세종,기존,0000094,대전가톨릭대학교,51,4,7.8,9,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000095,대전대학교,11469,751,6.5,1974,170,8.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000238,대전신학대학교,54,5,9.3,6,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000097,대진대학교,9980,619,6.2,1848,221,12,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000099,덕성여자대학교,6507,314,4.8,1209,181,15,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000100,동국대학교,18230,599,3.3,3236,282,8.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000101,동국대학교(WISE)_분교,9838,688,7,1833,155,8.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000102,동덕여자대학교,8085,417,5.2,1749,274,15.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000235,동명대학교,9801,1000,10.2,1521,129,8.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000103,동서대학교,12122,846,7,2084,137,6.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전남,기존,0000104,동신대학교,7125,781,11,1390,307,22.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000105,동아대학교,24504,1062,4.3,4401,245,5.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000106,동양대학교,5210,559,10.7,1057,150,14.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000107,동의대학교,19880,1371,6.9,3786,298,7.9,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000330,디지털서울문화예술대학교,3822,619,16.2,809,159,19.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000108,루터대학교,396,47,11.9,86,10,11.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000111,명지대학교_제2캠퍼스,10265,429,4.2,1614,133,8.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000109,명지대학교,8565,327,3.8,1335,91,6.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000112,목원대학교,9602,692,7.2,1888,165,8.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전남,기존,0000221,목포가톨릭대학교,567,16,2.8,121,2,1.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000113,배재대학교,9769,783,8,1911,164,8.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000178,백석대학교,15436,909,5.9,3084,239,7.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000114,부산가톨릭대학교,4122,193,4.7,741,42,5.7,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,부산,기존,0000254,부산교육대학교,1499,67,4.5,387,31,8,2026-07-31T20:23:33.967Z
2024,대학교,국립,,부산,기존,0000014,부산대학교,26400,958,3.6,4660,327,7,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,부산,기존,0000321,부산디지털대학교,2721,371,13.6,645,76,11.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000115,부산외국어대학교,10014,746,7.4,1682,135,8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경남,기존,0000222,부산장신대학교,158,17,10.8,32,7,21.9,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000332,사이버한국외국어대학교,8040,1756,21.8,1870,333,17.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000116,삼육대학교,7060,287,4.1,1218,99,8.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000117,상명대학교,8528,366,4.3,1561,162,10.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0002959,상명대학교_제2캠퍼스,7584,334,4.4,1442,93,6.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,강원,기존,0000119,상지대학교,9180,869,9.5,1629,220,13.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000120,서강대학교,11553,401,3.5,1882,217,11.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000121,서경대학교,8773,460,5.2,1720,153,8.9,2026-07-31T20:23:33.967Z
2024,대학교,국립,,서울,기존,0000036,서울과학기술대학교,13641,514,3.8,2421,232,9.6,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,서울,기존,0000255,서울교육대학교,1497,96,6.4,392,61,15.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000098,서울기독대학교,493,56,11.4,119,29,24.4,2026-07-31T20:23:33.967Z
2024,대학교,국립대법인,,서울,기존,0000019,서울대학교,21432,436,2,3480,225,6.5,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000322,서울디지털대학교,12403,2495,20.1,2458,482,19.6,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000323,서울사이버대학교,18629,2856,15.3,4812,788,16.4,2026-07-31T20:23:33.967Z
2024,대학교,공립,,서울,기존,0000040,서울시립대학교,11900,342,2.9,1863,162,8.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000125,서울신학대학교,2456,142,5.8,487,52,10.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000126,서울여자대학교,8726,406,4.7,1814,233,12.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000127,서울장신대학교,379,54,14.2,75,15,20,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000205,서울한영대학교,839,102,12.2,195,38,19.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000128,서원대학교,8629,539,6.2,1821,135,7.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000129,선문대학교,12066,939,7.8,2221,271,12.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000131,성결대학교,7024,386,5.5,1300,116,8.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000132,성공회대학교,2862,154,5.4,529,55,10.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000133,성균관대학교,25362,765,3,4189,445,10.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000136,성신여자대학교,10993,471,4.3,2411,324,13.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000137,세명대학교,8775,656,7.5,1449,158,10.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000138,세종대학교,16235,731,4.5,2856,331,11.6,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000325,세종사이버대학교,11555,1525,13.2,2940,383,13,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전남,기존,0000092,세한대학교,4414,603,13.7,959,293,30.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,광주,기존,0000243,송원대학교,3403,518,15.2,717,209,29.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000139,수원가톨릭대학교,169,6,3.6,30,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000140,수원대학교,11860,725,6.1,2251,223,9.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000141,숙명여자대학교,12231,449,3.7,2508,289,11.5,2026-07-31T20:23:33.967Z
2024,각종학교(대학),사립,,충북,기존,0000317,순복음총회신학교,132,46,34.8,18,11,61.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000142,순천향대학교,13889,781,5.6,2675,233,8.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000143,숭실대학교,19473,634,3.3,3200,284,8.9,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000329,숭실사이버대학교,8278,935,11.3,2333,245,10.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000065,신경주대학교,972,300,30.9,415,200,48.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0000144,신라대학교,8862,688,7.8,1541,141,9.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0002800,신한대학교_제2캠퍼스,6403,377,5.9,1376,101,7.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0002712,신한대학교,1558,64,4.1,137,3,2.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000145,아신대학교,453,66,14.6,65,10,15.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000146,아주대학교,13395,412,3.1,2255,173,7.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000147,안양대학교,6055,358,5.9,1071,107,10,2026-07-31T20:23:33.967Z
2024,대학교,사립,,인천,기존,0000148,안양대학교_제2캠퍼스,459,52,11.3,137,21,15.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000149,연세대학교,27409,830,3,4200,412,9.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,강원,기존,0000150,연세대학교(미래)_분교,9179,398,4.3,1479,121,8.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000151,영남대학교,28090,1280,4.6,4916,298,6.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000153,영남신학대학교,484,50,10.3,114,30,26.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경남,기존,0003194,영산대학교(양산)_제2캠퍼스,2612,285,10.9,459,74,16.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,부산,기존,0003193,영산대학교(해운대),4377,546,12.5,861,169,19.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전남,기존,0000155,영산선학대학교,46,2,4.3,2,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전북,기존,0000228,예수대학교,567,10,1.8,121,3,2.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000219,예원예술대학교_제2캠퍼스,449,43,9.6,88,10,11.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전북,기존,0000218,예원예술대학교,1099,159,14.5,117,13,11.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000156,용인대학교,7536,433,5.7,1272,86,6.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전북,기존,0000157,우석대학교,8394,805,9.6,1391,150,10.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000240,우송대학교,12760,660,5.2,2301,113,4.9,2026-07-31T20:23:33.967Z
2024,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,2342,78,3.3,444,42,9.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,울산,기존,0000158,울산대학교,16498,854,5.2,2877,187,6.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전북,기존,0000159,원광대학교,18063,1205,6.7,3046,243,8,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,전북,기존,0000327,원광디지털대학교,7142,975,13.7,1444,202,14,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000160,위덕대학교,2951,458,15.5,582,144,24.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000154,유원대학교,4401,822,18.7,779,155,19.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000162,을지대학교_제2캠퍼스,4740,199,4.2,878,84,9.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000161,을지대학교,306,0,0,49,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0002911,을지대학교_제3캠퍼스,786,23,2.9,202,11,5.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000163,이화여자대학교,19165,469,2.4,3546,290,8.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경남,기존,0000164,인제대학교,9832,704,7.2,1609,127,7.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,740,60,8.1,163,28,17.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,인천,기존,0000168,인천가톨릭대학교,65,2,3.1,9,0,0,2026-07-31T20:23:33.967Z
2024,대학교,국립대법인,,인천,기존,0002660,인천대학교,15656,667,4.3,2695,258,9.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,인천,기존,0000169,인하대학교,24981,734,2.9,4066,313,7.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000170,장로회신학대학교,791,47,5.9,152,16,10.5,2026-07-31T20:23:33.967Z
2024,대학교,국립,,광주,기존,0000023,전남대학교,21186,800,3.8,3635,300,8.3,2026-07-31T20:23:33.967Z
2024,대학교,국립,,전남,기존,0000024,전남대학교_제2캠퍼스,4195,314,7.5,909,101,11.1,2026-07-31T20:23:33.967Z
2024,대학교,국립,,전북,기존,0000025,전북대학교,23708,1023,4.3,4226,329,7.8,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,전북,기존,0000258,전주교육대학교,1152,57,4.9,299,31,10.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전북,기존,0000171,전주대학교,14540,1007,6.9,2524,192,7.6,2026-07-31T20:23:33.967Z
2024,기술대학,사립,,서울,기존,0000288,정석대학,29,4,13.8,11,1,9.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,제주,기존,0000248,제주국제대학교,533,149,28,49,19,38.8,2026-07-31T20:23:33.967Z
2024,대학교,국립,,제주,기존,0000027,제주대학교,13307,694,5.2,2321,199,8.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,광주,기존,0000172,조선대학교,25619,1029,4,4625,329,7.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000173,중부대학교,10768,768,7.1,1851,152,8.2,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000174,중앙대학교_제2캠퍼스,6998,324,4.6,1260,102,8.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000175,중앙대학교,25219,1052,4.2,4147,531,12.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000177,중앙승가대학교,78,6,7.7,16,2,12.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000239,중원대학교,4257,513,12.1,638,61,9.6,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,경남,기존,0000260,진주교육대학교,1287,35,2.7,302,21,7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000187,차의과학대학교,2698,143,5.3,539,74,13.7,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경남,기존,0000249,창신대학교,2061,215,10.4,362,30,8.3,2026-07-31T20:23:33.967Z
2024,산업대학,사립,,충남,기존,0000284,청운대학교,7292,583,8,1329,162,12.2,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,충북,기존,0000261,청주교육대학교,1189,57,4.8,310,26,8.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충북,기존,0000179,청주대학교,15548,727,4.7,2810,167,5.9,2026-07-31T20:23:33.967Z
2024,대학교,사립,,전남,기존,0000246,초당대학교,3492,586,16.8,722,197,27.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000180,총신대학교,1733,69,4,334,16,4.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000181,추계예술대학교,1394,83,6,265,39,14.7,2026-07-31T20:23:33.967Z
2024,교육대학,국립,,강원,기존,0000262,춘천교육대학교,1302,48,3.7,339,26,7.7,2026-07-31T20:23:33.967Z
2024,대학교,국립,,대전,기존,0000029,충남대학교,22384,898,4,3851,331,8.6,2026-07-31T20:23:33.967Z
2024,대학교,국립,,충북,기존,0000030,충북대학교,17473,787,4.5,3043,263,8.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000184,칼빈대학교,731,84,11.5,194,22,11.3,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,신설,0003183,태재대학교,0,5,0,0,0,0,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000186,평택대학교,4214,249,5.9,859,71,8.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000188,포항공과대학교,1747,43,2.5,365,22,6,2026-07-31T20:23:33.967Z
2024,대학교,국립,,경기,기존,0000037,한경국립대학교,7028,417,5.9,1394,118,8.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000247,한국공학대학교,9957,646,6.5,1782,187,10.5,2026-07-31T20:23:33.967Z
2024,대학교,특별법법인,,대전,기존,0000374,한국과학기술원,4912,130,2.6,840,47,5.6,2026-07-31T20:23:33.967Z
2024,대학교,국립,,충북,기존,0000031,한국교원대학교,2558,77,3,581,48,8.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,충남,기존,0000189,한국기술교육대학교,5819,242,4.2,983,72,7.3,2026-07-31T20:23:33.967Z
2024,방송통신대학,국립,,서울,기존,0000273,한국방송통신대학교,125667,27610,22,9066,963,10.6,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000191,한국성서대학교,1195,96,8,241,28,11.6,2026-07-31T20:23:33.967Z
2024,대학교,특별법법인,,전남,기존,0003139,한국에너지공과대학교,209,6,2.9,109,1,0.9,2026-07-31T20:23:33.967Z
2024,사이버대학(대학),사립,,서울,기존,0000326,한국열린사이버대학교,6281,1033,16.4,1990,333,16.7,2026-07-31T20:23:33.967Z
2024,각종학교(대학),특별법국립,,서울,기존,0000383,한국예술종합학교,3301,66,2,564,8,1.4,2026-07-31T20:23:33.967Z
2024,대학교,사립,,서울,기존,0000192,한국외국어대학교,22631,1030,4.6,3875,470,12.1,2026-07-31T20:23:33.967Z
2024,대학교,특별법국립,,충남,기존,0003022,한국전통문화대학교,728,26,3.6,147,8,5.4,2026-07-31T20:23:33.967Z
2024,대학교,국립,,서울,기존,0000032,한국체육대학교,2992,49,1.6,570,10,1.8,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000182,한국침례신학대학교,1030,57,5.5,128,4,3.1,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경기,기존,0000194,한국항공대학교,5899,246,4.2,934,96,10.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,대전,기존,0000195,한남대학교,15273,835,5.5,2923,219,7.5,2026-07-31T20:23:33.967Z
2024,대학교,사립,,경북,기존,0000196,한동대학교,5339,155,2.9,825,27,3.3,2026-07-31T20:23:33.967Z
2024,대학교,사립,,강원,기존,0000197,한라대학교,4172,383,9.2,777,109,14,2026-07-31T20:23:33.967Z
