year,school_kind,estb,school_division,region,status,school_code_std,school_name,enrolled_students,enrolled_dropouts,enrolled_dropout_rate,freshman_students,freshman_dropouts,freshman_dropout_rate,uploaded_at
2022,전문대학,사립,전문대학,대전,기존,0000451,대전보건대학교,6432,445,6.92,1867,100,5.36,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0000460,동강대학교,3132,444,14.18,1160,237,20.43,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000457,동남보건대학교,5602,306,5.46,1801,143,7.94,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000450,동서울대학교,8226,660,8.02,2701,214,7.92,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000461,동아방송예술대학교,4216,240,5.69,1245,77,6.18,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000462,동아보건대학교,1407,224,15.92,459,64,13.94,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000463,동양미래대학교,9973,742,7.44,2891,291,10.07,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000509,동원과학기술대학교,3100,264,8.52,989,111,11.22,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000465,동원대학교,4069,564,13.86,1224,127,10.38,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000466,동의과학대학교,6636,931,14.03,1807,176,9.74,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000469,두원공과대학교,4530,523,11.55,739,67,9.07,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000470,마산대학교,6791,503,7.41,2145,171,7.97,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000473,명지전문대학,9522,828,8.7,3247,385,11.86,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000474,목포과학대학교,3034,73,2.41,964,43,4.46,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000475,문경대학교,1051,80,7.61,296,22,7.43,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000476,배화여자대학교,3248,280,8.62,1377,175,12.71,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000543,백석문화대학교,6220,682,10.96,1698,169,9.95,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000477,백제예술대학교,1464,186,12.7,512,80,15.63,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000479,부산경상대학교,3223,523,16.23,1195,252,21.09,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000481,부산과학기술대학교,5160,687,13.31,1374,141,10.26,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000467,부산보건대학교,3337,289,8.66,942,60,6.37,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000480,부산여자대학교,2328,179,7.69,761,68,8.94,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000561,부산예술대학교,815,143,17.55,322,53,16.46,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000482,부천대학교,10125,590,5.83,3419,209,6.11,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000483,삼육보건대학교,1587,79,4.98,516,33,6.4,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,폐교,0000485,상지영서대학교,392,58,14.8,0,0,0,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,폐교,0002645,서라벌대학교,679,61,8.98,211,28,13.27,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0002646,서영대학교,7150,436,6.1,2207,156,7.07,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0002973,서울여자간호대학교,984,40,4.07,254,19,7.48,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000489,서울예술대학교,4169,122,2.93,1155,28,2.42,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000490,서일대학교,8483,712,8.39,2664,266,9.98,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000566,서정대학교,9146,840,9.18,2675,173,6.47,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000550,선린대학교,2696,206,7.64,776,80,10.31,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,폐교,0000493,성심외국어대학,1239,0,0,0,0,0,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0002647,성운대학교,1573,174,11.06,811,110,13.56,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000515,세경대학교,1109,71,6.4,408,30,7.35,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000567,송곡대학교,840,148,17.62,287,64,22.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000564,송호대학교,951,187,19.66,308,42,13.64,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0002649,수성대학교,4302,386,8.97,1413,139,9.84,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000497,수원과학대학교,6310,768,12.17,1626,265,16.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000496,수원여자대학교,4184,249,5.95,1525,117,7.67,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000498,순천제일대학교,3464,415,11.98,1166,148,12.69,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000500,숭의여자대학교,3533,343,9.71,1593,234,14.69,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000501,신구대학교,8328,600,7.2,2825,257,9.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000502,신성대학교,4174,408,9.77,1114,101,9.07,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000506,신안산대학교,4305,547,12.71,1161,161,13.87,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000454,아주자동차대학교,1382,49,3.55,427,0,0,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0002650,안동과학대학교,2808,275,9.79,786,27,3.44,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000507,안산대학교,5344,320,5.99,1781,123,6.91,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000510,여주대학교,5893,563,9.55,1519,149,9.81,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0002651,연성대학교,8275,395,4.77,2695,152,5.64,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0002652,연암공과대학교,2424,181,7.47,543,18,3.31,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000512,연암대학교,1577,95,6.02,586,31,5.29,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000418,영남외국어대학,395,28,7.09,138,18,13.04,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000513,영남이공대학교,8201,712,8.68,2724,223,8.19,2026-08-07T10:05:19.852Z
2022,사이버대학(전문대학),사립,전문대학,대구,기존,0000575,영진사이버대학교,4343,232,5.34,1841,57,3.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000517,영진전문대학교,10948,1236,11.29,3315,392,11.83,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0002653,오산대학교,6218,532,8.56,1861,144,7.74,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000520,용인예술과학대학교,4405,506,11.49,1174,117,9.97,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대전,기존,0000452,우송정보대학,5192,665,12.81,1485,157,10.57,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,울산,기존,0000521,울산과학대학교,7736,540,6.98,1909,127,6.65,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000568,웅지세무대학교,1189,144,12.11,127,22,17.32,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000523,원광보건대학교,5999,449,7.48,1543,98,6.35,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000524,유한대학교,7570,454,6,2184,131,6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000525,인덕대학교,8631,715,8.28,2634,225,8.54,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,인천,기존,0000455,재능대학교,5203,413,7.94,1478,153,10.35,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,인천,기존,0002654,인하공업전문대학,10829,671,6.2,3260,286,8.77,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000527,장안대학교,5040,704,13.97,1259,156,12.39,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000529,전남과학대학교,3777,314,8.31,1527,145,9.5,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,전남,기존,0000562,전남도립대학교,1518,244,16.07,597,102,17.09,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000531,전북과학대학교,1829,130,7.11,691,60,8.68,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000437,전주기전대학,1927,368,19.1,838,213,25.42,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000530,전주비전대학교,4701,438,9.32,1398,94,6.72,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,제주,기존,0000532,제주관광대학교,2354,366,15.55,696,157,22.56,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,제주,기존,0002655,제주한라대학교,9165,494,5.39,1724,184,10.67,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0002974,조선간호대학교,815,20,2.45,193,8,4.15,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0000534,조선이공대학교,5176,514,9.93,1507,131,8.69,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000539,진주보건대학교,2944,161,5.47,853,51,5.98,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000542,창원문성대학교,2418,889,36.77,440,41,9.32,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000544,청강문화산업대학교,5101,211,4.14,1426,58,4.07,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0002656,청암대학교,3105,212,6.83,911,104,11.42,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,울산,기존,0000545,춘해보건대학교,3044,144,4.73,903,66,7.31,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,충남,기존,0002657,충남도립대학교,1480,133,8.99,485,57,11.75,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,충북,기존,0000406,충북도립대학교,1141,113,9.9,375,56,14.93,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충북,기존,0000536,충북보건과학대학교,3264,293,8.98,948,91,9.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충북,기존,0000547,충청대학교,4700,409,8.7,1302,121,9.29,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0002658,포항대학교,2020,183,9.06,643,64,9.95,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000578,한국골프과학기술대학교,747,172,23.03,190,14,7.37,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000565,한국관광대학교,2306,135,5.85,647,44,6.8,2026-08-07T10:05:19.852Z
2022,전문대학,특별법국립,전문대학,전북,기존,0003019,한국농수산대학교,1823,76,4.17,684,33,4.82,2026-08-07T10:05:19.852Z
2022,전문대학,국립,전문대학,경기,폐교,0002659,한국복지대학교,838,75,8.95,275,23,8.36,2026-08-07T10:05:19.852Z
2022,사이버대학(전문대학),사립,전문대학,경북,기존,0000576,한국복지사이버대학교,2821,283,10.03,1317,130,9.87,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000570,한국승강기대학교,1278,119,9.31,317,44,13.88,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,세종,기존,0000522,한국영상대학교,4152,228,5.49,1300,63,4.85,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,서울,기존,0000585,한국폴리텍 I 대학 서울강서캠퍼스,716,110,15.36,272,49,18.01,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,서울,기존,0000584,한국폴리텍 I 대학 서울정수캠퍼스,1889,225,11.91,630,89,14.13,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경기,기존,0000586,한국폴리텍 I 대학 성남캠퍼스,1139,145,12.73,320,56,17.5,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,제주,기존,0002912,한국폴리텍 I 대학 제주캠퍼스,64,9,14.06,27,3,11.11,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,인천,기존,0000590,한국폴리텍 II 대학 남인천캠퍼스,90,9,10,50,7,14,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,인천,기존,0000589,한국폴리텍 II 대학 인천캠퍼스,2750,341,12.4,798,123,15.41,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경기,기존,0003105,한국폴리텍 II 대학 화성캠퍼스,23,5,21.74,18,5,27.78,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,강원,기존,0000594,한국폴리텍 III 대학 강릉캠퍼스,191,17,8.9,63,7,11.11,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,강원,기존,0002854,한국폴리텍 III 대학 원주캠퍼스,144,17,11.81,65,12,18.46,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,강원,기존,0000593,한국폴리텍 III 대학 춘천캠퍼스,357,27,7.56,120,13,10.83,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,대전,기존,0000603,한국폴리텍 IV 대학 대전캠퍼스,1169,126,10.78,335,46,13.73,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,충남,기존,0000606,한국폴리텍 IV 대학 아산캠퍼스,721,77,10.68,232,31,13.36,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,충북,기존,0000604,한국폴리텍 IV 대학 청주캠퍼스,1111,90,8.1,365,31,8.49,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,충남,기존,0000607,한국폴리텍 IV 대학 충남캠퍼스,273,18,6.59,82,11,13.41,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,광주,기존,0000616,한국폴리텍 V 대학 광주캠퍼스,1310,83,6.34,433,48,11.09,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,전남,기존,0002975,한국폴리텍 V 대학 순천캠퍼스,14,2,14.29,0,0,0,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,전북,기존,0000620,한국폴리텍 V 대학 익산캠퍼스,172,22,12.79,70,15,21.43,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,전남,기존,0000619,한국폴리텍 V 대학 전남캠퍼스,280,32,11.43,79,9,11.39,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,전북,기존,0000617,한국폴리텍 V 대학 전북캠퍼스,619,102,16.48,194,28,14.43,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경북,기존,0000624,한국폴리텍 VI 대학 구미캠퍼스,720,96,13.33,231,33,14.29,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,대구,기존,0000623,한국폴리텍 VI 대학 대구캠퍼스,735,91,12.38,242,34,14.05,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,대구,기존,0000636,한국폴리텍 VI 대학 영남융합기술캠퍼스,213,55,25.82,106,36,33.96,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경북,기존,0002674,한국폴리텍 VI 대학 영주캠퍼스,63,5,7.94,17,1,5.88,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,부산,기존,0003163,한국폴리텍 VII 대학 동부산캠퍼스,5,1,20,5,1,20,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,부산,기존,0000632,한국폴리텍 VII 대학 부산캠퍼스,1205,132,10.95,361,50,13.85,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,울산,기존,0000633,한국폴리텍 VII 대학 울산캠퍼스,934,97,10.39,355,39,10.99,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경남,기존,0003157,한국폴리텍 VII 대학 진주캠퍼스,8,4,50,8,4,50,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경남,기존,0000631,한국폴리텍 VII 대학 창원캠퍼스,2183,176,8.06,741,67,9.04,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경북,기존,0003104,한국폴리텍 특성화대학 로봇캠퍼스,149,16,10.74,61,14,22.95,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,충남,기존,0000635,한국폴리텍 특성화대학 바이오캠퍼스,533,33,6.19,180,14,7.78,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경기,기존,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,882,100,11.34,234,41,17.52,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경남,기존,0000638,한국폴리텍 특성화대학 항공캠퍼스,733,102,13.92,129,19,14.73,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000553,한림성심대학교,3957,235,5.94,1095,55,5.02,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000554,한양여자대학교,7748,505,6.52,3015,278,9.22,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000555,한영대학교,1815,109,6.01,637,16,2.51,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000556,혜전대학교,3154,179,5.68,880,51,5.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000415,호산대학교,2093,189,9.03,667,69,10.34,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경남,기존,0002748,가야대학교(김해),2693,232,8.6,449,59,13.1,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경기,기존,0000063,가천대학교,25871,941,3.6,4442,289,6.5,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,강원,기존,0000072,가톨릭관동대학교,11694,690,5.9,1627,100,6.1,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충북,기존,0000215,가톨릭꽃동네대학교,567,13,2.3,108,5,4.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경기,기존,0000046,가톨릭대학교,9465,329,3.5,1688,131,7.8,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000048,가톨릭대학교_제2캠퍼스,964,9,0.9,179,1,0.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000049,가톨릭대학교_제3캠퍼스,306,10,3.3,52,3,5.8,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000050,감리교신학대학교,1048,60,5.7,150,5,3.3,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경기,기존,0000051,강남대학교,8807,451,5.1,1590,148,9.3,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,강원,기존,0000001,국립강릉원주대학교,7687,433,5.6,1311,93,7.1,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,강원,기존,0000002,국립강릉원주대학교_제2캠퍼스,2861,118,4.1,515,23,4.5,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000079,강서대학교,2022,231,11.4,485,102,21,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,강원,기존,0000004,강원대학교_제2캠퍼스,9612,511,5.3,1581,109,6.9,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,강원,기존,0000003,강원대학교,20383,1244,6.1,3192,244,7.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000052,건국대학교,22978,692,3,3507,324,9.2,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충북,기존,0000053,건국대학교(글로컬)_분교,10453,410,3.9,1648,104,6.3,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,대전,기존,0000055,건양대학교_제2캠퍼스,4154,165,4,842,45,5.3,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충남,기존,0000054,건양대학교,4305,230,5.3,745,52,7,2026-08-07T10:05:19.852Z
2021,사이버대학(대학),사립,대학,대전,기존,0000335,건양사이버대학교,3674,263,7.2,1040,94,9,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경기,기존,0000056,경기대학교,16391,615,3.8,2874,202,7,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000058,경기대학교_제2캠퍼스,2654,101,3.8,451,24,5.3,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,경남,폐교,0000035,경남과학기술대학교,6856,324,4.7,1187,56,4.7,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경남,기존,0000059,경남대학교,15855,1011,6.4,2066,112,5.4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경기,기존,0002744,경동대학교_제4캠퍼스,3775,188,5,649,40,6.2,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,강원,기존,0002574,경동대학교_제3캠퍼스,4606,128,2.8,981,39,4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,강원,기존,0000060,경동대학교,1155,206,17.8,107,32,29.9,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,대구,기존,0000005,경북대학교,29575,1221,4.1,4953,465,9.4,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,경남,기존,0000007,경상국립대학교,18611,856,4.6,3266,232,7.1,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,부산,기존,0000062,경성대학교,16576,989,6,3007,223,7.4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경북,기존,0000244,경운대학교,6095,603,9.9,1208,144,11.9,2026-08-07T10:05:19.852Z
2021,교육대학,국립,대학,인천,기존,0000256,경인교육대학교,1322,31,2.3,657,18,2.7,2026-08-07T10:05:19.852Z
2021,교육대학,국립,대학,경기,기존,0000257,경인교육대학교_제2캠퍼스,1361,5,0.4,0,0,0,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경북,기존,0000064,경일대학교,9470,736,7.8,1740,160,9.2,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경북,기존,0000065,신경주대학교,1101,204,18.5,108,28,25.9,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000066,경희대학교,34542,1087,3.1,5838,419,7.2,2026-08-07T10:05:19.852Z
2021,사이버대학(대학),사립,대학,서울,기존,0000318,경희사이버대학교,11693,2543,21.7,3275,768,23.5,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,대구,기존,0000068,계명대학교,29997,1469,4.9,4935,215,4.4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000069,고려대학교,27274,866,3.2,4551,391,8.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,세종,기존,0000070,고려대학교(세종)_분교,9216,443,4.8,1531,154,10.1,2026-08-07T10:05:19.852Z
2021,사이버대학(대학),사립,대학,서울,기존,0000328,고려사이버대학교,11716,1569,13.4,2489,358,14.4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,부산,기존,0000071,고신대학교,4554,421,9.2,886,159,17.9,2026-08-07T10:05:19.852Z
2021,교육대학,국립,대학,충남,기존,0000251,공주교육대학교,1493,73,4.9,381,48,12.6,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,충남,기존,0000008,국립공주대학교,16478,795,4.8,3177,234,7.4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,광주,기존,0000073,광신대학교,560,67,12,123,25,20.3,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000074,광운대학교,11785,506,4.3,2026,191,9.4,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,전남,기존,0000075,광주가톨릭대학교,128,8,6.3,22,1,4.5,2026-08-07T10:05:19.852Z
2021,대학교,특별법법인,대학,광주,기존,0000381,광주과학기술원,996,61,6.1,211,24,11.4,2026-08-07T10:05:19.852Z
2021,교육대학,국립,대학,광주,기존,0000252,광주교육대학교,1359,31,2.3,337,18,5.3,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,광주,기존,0000231,광주대학교,8674,806,9.3,1558,250,16,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,광주,기존,0000076,광주여자대학교,3991,213,5.3,929,63,6.8,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,서울,기존,0000078,국민대학교,21679,705,3.3,3348,279,8.3,2026-08-07T10:05:19.852Z
2021,사이버대학(대학),사립,대학,경기,기존,0000319,국제사이버대학교,3719,624,16.8,980,171,17.4,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,전북,기존,0000009,국립군산대학교,9632,731,7.6,1611,130,8.1,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충북,기존,0000080,극동대학교,4843,323,6.7,621,21,3.4,2026-08-07T10:05:19.852Z
2021,사이버대학(대학),사립,대학,충남,기존,0000334,글로벌사이버대학교,2553,411,16.1,720,148,20.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충남,기존,0000224,금강대학교,443,54,12.2,29,9,31,2026-08-07T10:05:19.852Z
2021,대학교,국립,대학,경북,기존,0000010,국립금오공과대학교,7995,401,5,1308,99,7.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경북,기존,0000241,김천대학교,3585,366,10.2,705,139,19.7,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충남,기존,0000081,나사렛대학교,6587,376,5.7,1242,56,4.5,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,광주,기존,0000216,남부대학교,3750,312,8.3,707,97,13.7,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충남,기존,0000245,남서울대학교,12556,676,5.4,2367,118,5,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경기,기존,0000082,단국대학교,16004,523,3.3,2591,198,7.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,충남,기존,0002726,단국대학교_제2캠퍼스,14140,553,3.9,2506,184,7.3,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경북,기존,0000088,대구가톨릭대학교,16095,943,5.9,2537,140,5.5,2026-08-07T10:05:19.852Z
2021,대학교,특별법법인,대학,대구,기존,0000382,대구경북과학기술원,994,32,3.2,199,13,6.5,2026-08-07T10:05:19.852Z
2021,교육대학,국립,대학,대구,기존,0000253,대구교육대학교,1622,45,2.8,417,36,8.6,2026-08-07T10:05:19.852Z
2021,대학교,사립,대학,경북,기존,0000084,대구대학교,23167,1360,5.9,3631,186,5.1,2026-08-07T10:05:19.852Z
