year,school_code_std,school_name,corp_name,school_division,region,estb,school_status,land_appraised,land_net_income,building_appraised,building_net_income,securities_appraised,securities_net_income,deposit_appraised,deposit_net_income,other_appraised,other_net_income,collateral_deduction,total_appraised,total_net_income,uploaded_at
2024,0000481,부산과학기술대학교,중앙학원,전문대학,부산,사립,기존,9268476,0,0,0,0,0,79779,3232,0,0,0,9348255,3232,2026-08-06T23:37:18.005Z
2024,0000321,부산디지털대학교,동서학원,대학,부산,사립,기존,21608723,0,22102596,1596400,1157400,32400,11219324,444500,0,0,2652130,53435913,2073300,2026-08-06T23:37:18.005Z
2024,0000467,부산보건대학교,석파학원,전문대학,부산,사립,기존,1267041,0,1418641,87185,0,0,0,0,0,0,235000,2450682,87185,2026-08-06T23:37:18.005Z
2024,0000480,부산여자대학교,혜화학원(전문),전문대학,부산,사립,기존,29614368,0,522307,0,0,0,14084880,405046,0,0,0,44221555,405046,2026-08-06T23:37:18.005Z
2024,0000561,부산예술대학교,원곡학원,전문대학,부산,사립,기존,0,0,0,0,0,0,3412030,125946,0,0,941669,2470361,125946,2026-08-06T23:37:18.005Z
2024,0000115,부산외국어대학교,학교법인 성지학원,대학,부산,사립,기존,9264426,46620,0,0,640852,0,38219847,1271380,0,0,0,48125125,1318000,2026-08-06T23:37:18.005Z
2024,0000222,부산장신대학교,부산장신대학교,대학,경남,사립,기존,1736218,0,396542,10200,0,0,2580347,79800,0,0,0,4713107,90000,2026-08-06T23:37:18.005Z
2024,0000482,부천대학교,한길학원,전문대학,경기,사립,기존,2975532,2300,0,0,6105276,263226,2803660,157186,0,0,0,11884468,422712,2026-08-06T23:37:18.005Z
2024,0000670,북한대학원대학교,심연학원,대학원대학,서울,사립,기존,180838,0,0,0,2200000,79637,7943749,390114,0,0,0,10324587,469751,2026-08-06T23:37:18.005Z
2024,0000332,사이버한국외국어대학교,동원육영회,대학,서울,사립,기존,191330699,0,19925619,4000000,12311249,43319,7510861,145191,0,0,4000000,227078428,4188510,2026-08-06T23:37:18.005Z
2024,0000116,삼육대학교,삼육학원,대학,서울,사립,기존,61191200,0,30397607,6156000,1639763,0,2979374,374545,17855640,0,0,114063584,6530545,2026-08-06T23:37:18.005Z
2024,0000483,삼육보건대학교,삼육학원,전문대학,서울,사립,기존,61191200,0,30397607,6156000,1639763,0,2979374,374545,17855640,0,0,114063584,6530545,2026-08-06T23:37:18.005Z
2024,0000117,상명대학교,상명학원,대학,서울,사립,기존,13965739,0,3427115,0,142804,0,22288808,673500,0,0,0,39824466,673500,2026-08-06T23:37:18.005Z
2024,0000119,상지대학교,상지학원,대학,강원,사립,기존,16050949,33454,5224862,281178,40575,0,0,0,0,0,5984000,15332386,314632,2026-08-06T23:37:18.005Z
2024,0000485,상지영서대학교,상지학원,전문대학,강원,사립,폐교,16050949,33454,5224862,281178,40575,0,0,0,0,0,5984000,15332386,314632,2026-08-06T23:37:18.005Z
2024,0000120,서강대학교,서강대학교,대학,서울,사립,기존,45154291,0,21835893,1033987,0,0,1426073,77397,0,0,3289410,65126847,1111384,2026-08-06T23:37:18.005Z
2024,0000121,서경대학교,서경대학원,대학,서울,사립,기존,38580678,0,3765418,1000000,0,0,1137258,35458,0,0,1974335,41509019,1035458,2026-08-06T23:37:18.005Z
2024,0002645,서라벌대학교,원석학원,전문대학,경북,사립,폐교,31005038,0,14006493,17150,0,0,311,0,0,0,0,45011842,17150,2026-08-06T23:37:18.005Z
2024,0002646,서영대학교,서강학원,전문대학,광주,사립,기존,1404936,0,52100,15214,0,0,1294629,35390,0,0,1617042,1134623,50604,2026-08-06T23:37:18.005Z
2024,0000666,서울과학종합대학원대학교,서울과학종합대학교,대학원대학,서울,사립,기존,2629900,0,3169032,0,329167,0,782736,0,0,0,0,6910835,0,2026-08-06T23:37:18.005Z
2024,0000098,서울기독대학교,환원학원,대학,서울,사립,기존,4062081,610,1923040,125927,0,0,8849,192,629572,0,605000,6018542,126729,2026-08-06T23:37:18.005Z
2024,0000322,서울디지털대학교,서울디지털대학교,대학,서울,사립,기존,5111550,159250,2725000,65455,3229572,112926,5253000,13212,0,0,0,16319122,350843,2026-08-06T23:37:18.005Z
2024,0000677,서울미디어대학원대학교,서울미디어대학원대학교,대학원대학,서울,사립,기존,0,0,19324234,580000,0,0,0,0,0,0,0,19324234,580000,2026-08-06T23:37:18.005Z
2024,0000660,서울벤처대학원대학교,호서학원,대학원대학,서울,사립,기존,52846251,0,7801711,420044,11306,7563,316854,0,0,0,576915,60399207,427607,2026-08-06T23:37:18.005Z
2024,0000658,서울불교대학원대학교,보문학원,대학원대학,서울,사립,기존,4998992,0,3542440,360000,0,0,2866237,98000,0,0,0,11407669,458000,2026-08-06T23:37:18.005Z
2024,0000323,서울사이버대학교,신일학원,대학,서울,사립,기존,21836357,156,0,0,7159306,11164,20916061,1121809,0,0,0,49911724,1133129,2026-08-06T23:37:18.005Z
2024,0000653,서울사회복지대학원대학교,가곡학원,대학원대학,서울,사립,기존,489142,0,217588,27600,0,0,402026,8250,0,0,0,1108756,35850,2026-08-06T23:37:18.005Z
2024,0000678,서울상담심리대학원대학교,용문학원,대학원대학,서울,사립,기존,99353547,0,2286623,1163292,216080,0,8220097,0,0,0,0,110076347,1163292,2026-08-06T23:37:18.005Z
2024,0000650,서울성경신학대학원대학교,순장학원,대학원대학,서울,사립,기존,0,0,0,0,500000,20600,0,0,0,0,0,500000,20600,2026-08-06T23:37:18.005Z
2024,0000125,서울신학대학교,서울신학대학교,대학,경기,사립,기존,5809261,42630,1178142,2079,0,0,1005100,33216,0,0,0,7992503,77925,2026-08-06T23:37:18.005Z
2024,0002973,서울여자간호대학교,의담학회,전문대학,서울,사립,기존,1938176,2970,0,0,0,0,2056544,45065,0,0,0,3994720,48035,2026-08-06T23:37:18.005Z
2024,0000126,서울여자대학교,정의학원,대학,서울,사립,기존,4592360,0,1865828,276203,485052,19532,3310000,201013,0,0,0,10253240,496748,2026-08-06T23:37:18.005Z
2024,0000489,서울예술대학교,동랑예술원,전문대학,경기,사립,기존,27465741,0,1714131,194500,0,0,500000,19954,0,0,0,29679872,214454,2026-08-06T23:37:18.005Z
2024,0000659,서울외국어대학원대학교,해광학원,대학원대학,서울,사립,기존,8564112,0,1556402,3600,0,0,604859,27219,0,0,0,10725373,30819,2026-08-06T23:37:18.005Z
2024,0000127,서울장신대학교,광명학원,대학,경기,사립,기존,9313350,0,350155,46620,0,0,14005203,88,0,0,0,23668708,46708,2026-08-06T23:37:18.005Z
2024,0000205,서울한영대학교,한영신학대학교,대학,서울,사립,기존,3378660,0,460593,0,0,0,574758,20512,0,0,500000,3914011,20512,2026-08-06T23:37:18.005Z
2024,0000128,서원대학교,서원학원,대학,충북,사립,기존,12339902,3852,2224382,216817,0,0,11186665,667812,0,0,0,25750949,888481,2026-08-06T23:37:18.005Z
2024,0000490,서일대학교,세방학원,전문대학,서울,사립,기존,33155849,6162,4883201,564810,977025,13800,23207513,84106,0,0,500000,61723588,668878,2026-08-06T23:37:18.005Z
2024,0000566,서정대학교,서정학원,전문대학,경기,사립,기존,2821798,0,0,0,2426600,69134,13484589,510267,0,0,0,18732987,579401,2026-08-06T23:37:18.005Z
2024,0000550,선린대학교,인산교육재단,전문대학,경북,사립,기존,271319,0,597999,48000,0,0,182167,0,0,0,0,1051485,48000,2026-08-06T23:37:18.005Z
2024,0000129,선문대학교,선학학원,대학,충남,사립,기존,151177198,2000,17347011,3748000,33361,0,9778815,0,19373,0,8976900,169378858,3750000,2026-08-06T23:37:18.005Z
2024,0000667,선학유피대학원대학교,청심학원,대학원대학,경기,사립,기존,24700918,0,2398414,1269628,0,0,4599234,125339,0,0,0,31698566,1394967,2026-08-06T23:37:18.005Z
2024,0000131,성결대학교,성결신학원,대학,경기,사립,기존,3126689,5000,1500025,89700,0,0,225860,0,0,0,0,4852574,94700,2026-08-06T23:37:18.005Z
2024,0000132,성공회대학교,성공회대학교,대학,서울,사립,기존,4121865,0,11056,42782,0,0,1040000,36229,0,0,500000,4672921,79011,2026-08-06T23:37:18.005Z
2024,0000133,성균관대학교,성균관대학,대학,서울,사립,기존,35329880,3355,0,0,16490912,572600,1353012,11044,3700000,0,0,56873804,586999,2026-08-06T23:37:18.005Z
2024,0000644,성산효대학원대학교,성산효교육재단,대학원대학,인천,사립,기존,2819875,34000,143258,0,0,0,136256,4262,0,0,0,3099389,38262,2026-08-06T23:37:18.005Z
2024,0000661,성서침례대학원대학교,성서침례학원,대학원대학,경기,사립,기존,1753097,0,83333,75000,0,0,65600,0,50000,0,0,1952030,75000,2026-08-06T23:37:18.005Z
2024,0000136,성신여자대학교,성신학원,대학,서울,사립,기존,7681230,0,1832537,157586,184146,7558,7481995,397880,0,0,0,17179908,563024,2026-08-06T23:37:18.005Z
2024,0000493,성심외국어대학,성심학원,전문대학,부산,사립,폐교,51765897,0,9165281,226631,856538,0,0,0,0,0,947000,60840716,226631,2026-08-06T23:37:18.005Z
2024,0002647,성운대학교,예운학원,전문대학,경북,사립,기존,871805,650,15774,0,0,0,30500,161,0,0,0,918079,811,2026-08-06T23:37:18.005Z
2024,0000515,세경대학교,세경학원,전문대학,강원,사립,기존,0,0,40500,0,0,0,1954322,74661,0,0,0,1994822,74661,2026-08-06T23:37:18.005Z
2024,0000137,세명대학교,대원교육재단,대학,충북,사립,기존,22931526,30000,66910,29200,0,0,11899194,546595,0,0,0,34897630,605795,2026-08-06T23:37:18.005Z
2024,0000138,세종대학교,대양학원,대학,서울,사립,기존,174023697,1008000,4172655,506212,107696333,0,1421302,0,0,0,0,287313987,1514212,2026-08-06T23:37:18.005Z
2024,0000325,세종사이버대학교,대양학원,대학,서울,사립,기존,174023697,1008000,4172655,506212,107696333,0,1421302,0,0,0,0,287313987,1514212,2026-08-06T23:37:18.005Z
2024,0000092,세한대학교,영신학원,대학,전남,사립,기존,4957232,0,4241308,0,2473303,110000,0,0,0,0,0,11671843,110000,2026-08-06T23:37:18.005Z
2024,0000567,송곡대학교,송곡학원,전문대학,강원,사립,기존,21854584,0,2353029,2631458,990000,0,2482212,0,0,0,0,27679825,2631458,2026-08-06T23:37:18.005Z
2024,0000243,송원대학교,송원대학교,대학,광주,사립,기존,12078469,0,7833174,810000,0,0,0,0,9500000,0,0,29411643,810000,2026-08-06T23:37:18.005Z
2024,0000564,송호대학교,송호학원,전문대학,강원,사립,기존,21737872,348996,1156518,175284,0,0,384100,54534,0,0,230000,23048490,578814,2026-08-06T23:37:18.005Z
2024,0000649,수도국제대학원대학교,국제학원,대학원대학,서울,사립,기존,3724309,0,196952,41700,0,0,0,0,0,0,0,3921261,41700,2026-08-06T23:37:18.005Z
2024,0002649,수성대학교,성요셉교육재단,전문대학,대구,사립,기존,215143,0,1874516,67475,0,0,335000,6525,0,0,0,2424659,74000,2026-08-06T23:37:18.005Z
2024,0000139,수원가톨릭대학교,광암학원,대학,경기,사립,기존,0,0,0,0,0,0,1156545,36285,0,0,0,1156545,36285,2026-08-06T23:37:18.005Z
2024,0000497,수원과학대학교,고운학원,전문대학,경기,사립,기존,7431510,73425,467415,39546,4754488,144952,7540000,0,0,0,0,20193413,257923,2026-08-06T23:37:18.005Z
2024,0000140,수원대학교,고운학원,대학,경기,사립,기존,7431510,73425,467415,39546,4754488,144952,7540000,0,0,0,0,20193413,257923,2026-08-06T23:37:18.005Z
2024,0000496,수원여자대학교,수원인제학원,전문대학,경기,사립,기존,644355,0,0,0,2165294,9360,3925482,100120,0,0,0,6735131,109480,2026-08-06T23:37:18.005Z
2024,0000141,숙명여자대학교,숙명학원,대학,서울,사립,기존,5539697,0,407159,85000,437139,0,8172323,85000,0,0,0,14556318,170000,2026-08-06T23:37:18.005Z
2024,0000671,순복음대학원대학교,순총학원,대학원대학,서울,사립,기존,14821307,0,2006092,477875,0,0,0,0,0,0,6227000,10600399,477875,2026-08-06T23:37:18.005Z
2024,0000317,순복음총회신학교,순총학원,대학,충북,사립,기존,14821307,0,2006092,477875,0,0,0,0,0,0,6227000,10600399,477875,2026-08-06T23:37:18.005Z
2024,0000498,순천제일대학교,순천성심학원,전문대학,전남,사립,기존,579015,0,0,0,0,0,63000,1610,0,0,0,642015,1610,2026-08-06T23:37:18.005Z
2024,0000142,순천향대학교,동은학원,대학,충남,사립,기존,344225,0,305642,0,44543200,1500000,10528689,326737,0,0,0,55721756,1826737,2026-08-06T23:37:18.005Z
2024,0000143,숭실대학교,숭실대학교,대학,서울,사립,기존,15441874,0,1812795,511016,6443793,358655,989746,36111,0,0,424851,24263357,905782,2026-08-06T23:37:18.005Z
2024,0000329,숭실사이버대학교,숭실사이버대학교,대학,서울,사립,기존,0,0,0,0,13480108,30191,1161078,48528,0,0,0,14641186,78719,2026-08-06T23:37:18.005Z
2024,0000500,숭의여자대학교,숭의학원,전문대학,서울,사립,기존,14412231,4540,69150,190000,0,0,5142602,202344,0,0,0,19623983,396884,2026-08-06T23:37:18.005Z
2024,0000065,신경주대학교,원석학원,대학,경북,사립,기존,31005038,0,14006493,17150,0,0,311,0,0,0,0,45011842,17150,2026-08-06T23:37:18.005Z
2024,0000501,신구대학교,신구학원,전문대학,경기,사립,기존,7730608,0,363000,7920,0,0,2062352,49738,168690,0,0,10324650,57658,2026-08-06T23:37:18.005Z
2024,0000144,신라대학교,박영학원,대학,부산,사립,기존,12689056,0,1785658,70000,0,0,0,0,250296,0,1057672,13667338,70000,2026-08-06T23:37:18.005Z
2024,0000502,신성대학교,태촌학원,전문대학,충남,사립,기존,3684936,0,513977,410000,0,0,950000,53535,0,0,0,5148913,463535,2026-08-06T23:37:18.005Z
2024,0000506,신안산대학교,순효학원,전문대학,경기,사립,기존,10751340,10550,778760,0,0,0,3413909,81122,0,0,489410,14454599,91672,2026-08-06T23:37:18.005Z
2024,0002712,신한대학교,신흥학원,대학,경기,사립,기존,75959323,47640,4545839,102518,0,0,0,0,0,0,3971994,76533168,150158,2026-08-06T23:37:18.005Z
2024,0000672,실천신학대학원대학교,실천신학대학원,대학원대학,경기,사립,기존,0,0,0,0,0,0,600000,8048,0,0,0,600000,8048,2026-08-06T23:37:18.005Z
2024,0000145,아신대학교,아세아연합신학대학원,대학,경기,사립,기존,1513022,0,0,0,0,0,43836,701,0,0,0,1556858,701,2026-08-06T23:37:18.005Z
2024,0000146,아주대학교,대우학원,대학,경기,사립,기존,53863121,0,48640562,9325112,1405980,0,71430552,3535388,0,0,0,175340215,12860500,2026-08-06T23:37:18.005Z
2024,0000454,아주자동차대학교,대우학원,전문대학,충남,사립,기존,53863121,0,48640562,9325112,1405980,0,71430552,3535388,0,0,0,175340215,12860500,2026-08-06T23:37:18.005Z
2024,0002650,안동과학대학교,장춘학원,전문대학,경북,사립,기존,0,0,0,0,0,0,1445000,47305,0,0,0,1445000,47305,2026-08-06T23:37:18.005Z
2024,0000507,안산대학교,새빛학원,전문대학,경기,사립,기존,10064469,0,2376110,0,0,0,19430942,813594,0,0,842880,31028641,813594,2026-08-06T23:37:18.005Z
2024,0000147,안양대학교,우일학원,대학,경기,사립,기존,7424285,0,924742,0,0,0,1431444,49968,0,0,0,9780471,49968,2026-08-06T23:37:18.005Z
2024,0000662,에스라성경대학원대학교,에스라성경학원,대학원대학,경기,사립,기존,0,0,0,0,0,0,800000,45126,0,0,0,800000,45126,2026-08-06T23:37:18.005Z
2024,0000510,여주대학교,동신교육재단,전문대학,경기,사립,기존,0,0,0,0,0,0,1275000,41959,0,0,0,1275000,41959,2026-08-06T23:37:18.005Z
2024,0002651,연성대학교,연성학원,전문대학,경기,사립,기존,16833571,0,1495717,280600,0,0,2200000,121154,0,0,0,20529288,401754,2026-08-06T23:37:18.005Z
2024,0000149,연세대학교,연세대학교,대학,서울,사립,기존,666545596,50000,93538046,44314000,172018842,8920360,121720655,0,1635766,0,0,1055458905,53284360,2026-08-06T23:37:18.005Z
2024,0002652,연암공과대학교,엘지연암학원,전문대학,경남,사립,기존,89630970,0,23188806,0,400120633,12996237,43370702,0,789859,0,0,557100970,12996237,2026-08-06T23:37:18.005Z
2024,0000512,연암대학교,엘지연암학원,전문대학,충남,사립,기존,89630970,0,23188806,0,400120633,12996237,43370702,0,789859,0,0,557100970,12996237,2026-08-06T23:37:18.005Z
2024,0000151,영남대학교,영남학원,대학,경북,사립,기존,42067275,68152,3065922,124826,0,0,12859345,430129,0,356652,16000,57976542,979759,2026-08-06T23:37:18.005Z
2024,0000153,영남신학대학교,영남신학대학교,대학,경북,사립,기존,3423476,28500,98700,0,0,0,212370,5714,0,0,0,3734546,34214,2026-08-06T23:37:18.005Z
2024,0000418,영남외국어대학,경북학원,전문대학,경북,사립,기존,2002047,678,1000429,90968,0,0,0,0,2468897,0,0,5471373,91646,2026-08-06T23:37:18.005Z
2024,0000513,영남이공대학교,영남학원,전문대학,대구,사립,기존,42067275,68152,3065922,124826,0,0,12859345,430129,0,356652,16000,57976542,979759,2026-08-06T23:37:18.005Z
2024,0003193,영산대학교(해운대),성심학원,대학,부산,사립,기존,51765897,0,9165281,226631,856538,0,0,0,0,0,947000,60840716,226631,2026-08-06T23:37:18.005Z
2024,0000155,영산선학대학교,영산학원,대학,전남,사립,기존,4288578,0,280907,1080009,0,0,300000,8746,0,1145417,0,4869485,2234172,2026-08-06T23:37:18.005Z
2024,0000575,영진사이버대학교,영진교육재단,전문대학,대구,사립,기존,6932221,5000,37187,2400,0,0,11951082,396100,0,104100,0,18920490,507600,2026-08-06T23:37:18.005Z
2024,0000517,영진전문대학교,영진교육재단,전문대학,대구,사립,기존,6932221,5000,37187,2400,0,0,11951082,396100,0,104100,0,18920490,507600,2026-08-06T23:37:18.005Z
2024,0000651,예명대학원대학교,레마학원,대학원대학,서울,사립,기존,7612748,0,1236446,330000,0,0,0,0,0,0,855000,7994194,330000,2026-08-06T23:37:18.005Z
2024,0000228,예수대학교,예수대학교,대학,전북,사립,기존,0,0,0,0,0,0,3279859,177811,0,0,0,3279859,177811,2026-08-06T23:37:18.005Z
2024,0000218,예원예술대학교,예원예술대학교,대학,전북,사립,기존,4675267,0,2651810,278498,0,0,540000,5400,0,0,218892,7648185,283898,2026-08-06T23:37:18.005Z
2024,0002653,오산대학교,오산학원,전문대학,경기,사립,기존,7906229,560,20512,0,66947,1037,11054978,451098,0,0,0,19048666,452695,2026-08-06T23:37:18.005Z
2024,0000654,온석대학원대학교,중앙총신학원,대학원대학,경기,사립,기존,2278455,0,26581,0,0,0,600000,13200,0,0,0,2905036,13200,2026-08-06T23:37:18.005Z
2024,0000156,용인대학교,단호학원,대학,경기,사립,기존,47821774,0,9230918,0,0,0,0,0,0,0,16342000,40710692,0,2026-08-06T23:37:18.005Z
2024,0000520,용인예술과학대학교,송담학원,전문대학,경기,사립,기존,0,0,0,0,0,0,1218886,17205,0,0,0,1218886,17205,2026-08-06T23:37:18.005Z
2024,0000157,우석대학교,우석학원,대학,전북,사립,기존,11526286,0,2676399,226747,0,0,7098634,242215,0,0,0,21301319,468962,2026-08-06T23:37:18.005Z
2024,0000240,우송대학교,우송학원,대학,대전,사립,기존,51027882,119663,3217781,2037362,10162615,196221,17614465,732872,0,0,0,82022743,3086118,2026-08-06T23:37:18.005Z
2024,0000281,우송대학교(산업대),우송학원,대학,대전,사립,폐교,51027882,119663,3217781,2037362,10162615,196221,17614465,732872,0,0,0,82022743,3086118,2026-08-06T23:37:18.005Z
2024,0000452,우송정보대학,우송학원,전문대학,대전,사립,기존,51027882,119663,3217781,2037362,10162615,196221,17614465,732872,0,0,0,82022743,3086118,2026-08-06T23:37:18.005Z
2024,0000521,울산과학대학교,울산공업학원,전문대학,울산,사립,기존,63138957,1731422,28027255,768578,0,0,46608000,1938429,0,0,0,137774212,4438429,2026-08-06T23:37:18.005Z
2024,0000158,울산대학교,울산공업학원,대학,울산,사립,기존,63138957,1731422,28027255,768578,0,0,46608000,1938429,0,0,0,137774212,4438429,2026-08-06T23:37:18.005Z
2024,0000568,웅지세무대학교,웅지학원,전문대학,경기,사립,기존,24682200,0,5535765,240000,0,0,0,0,0,0,0,30217965,240000,2026-08-06T23:37:18.005Z
2024,0000159,원광대학교,원광학원,대학,전북,사립,기존,8052500,3936,2102190,528545,3037445,58334,16600694,696070,0,410000,504000,29288829,1696885,2026-08-06T23:37:18.005Z
2024,0000327,원광디지털대학교,원광학원,대학,전북,사립,기존,8052500,3936,2102190,528545,3037445,58334,16600694,696070,0,410000,504000,29288829,1696885,2026-08-06T23:37:18.005Z
2024,0000523,원광보건대학교,원광학원,전문대학,전북,사립,폐교,8052500,3936,2102190,528545,3037445,58334,16600694,696070,0,410000,504000,29288829,1696885,2026-08-06T23:37:18.005Z
2024,0000645,원불교대학원대학교,원불교대학원,대학원대학,전북,사립,기존,0,0,0,0,0,0,500000,0,0,160032,0,500000,160032,2026-08-06T23:37:18.005Z
2024,0000646,웨스트민스터신학대학원대학교,웨스트민스터신학원,대학원대학,경기,사립,기존,1845606,0,931542,46000,0,0,0,0,0,0,115111,2662037,46000,2026-08-06T23:37:18.005Z
2024,0000160,위덕대학교,회당학원,대학,경북,사립,기존,4345710,0,2937446,105000,3447491,130366,1247579,10775,0,0,0,11978226,246141,2026-08-06T23:37:18.005Z
2024,0000154,유원대학교,금강학원,대학,충북,사립,기존,1766695,0,18107802,301000,0,0,0,0,0,0,1009540,18864957,301000,2026-08-06T23:37:18.005Z
2024,0000524,유한대학교,유한학원,전문대학,경기,사립,기존,69393,0,0,0,446690232,2325610,5441365,310001,0,0,0,452200990,2635611,2026-08-06T23:37:18.005Z
2024,0000161,을지대학교,을지학원,대학,대전,사립,기존,95144209,0,8616752,0,0,0,107450002,59164,0,0,0,211210963,59164,2026-08-06T23:37:18.005Z
2024,0000163,이화여자대학교,이화학당,대학,서울,사립,기존,153045165,114940,39629086,7773732,0,0,2656259,123557,0,0,0,195330510,8012229,2026-08-06T23:37:18.005Z
2024,0000525,인덕대학교,인덕학원,전문대학,서울,사립,기존,7417561,6800,0,0,0,0,3251275,117622,0,0,0,10668836,124422,2026-08-06T23:37:18.005Z
2024,0000164,인제대학교,인제학원,대학,경남,사립,기존,12011592,4979,0,0,39468735,6580800,4782385,118194,0,0,0,56262712,6703973,2026-08-06T23:37:18.005Z
2024,0000168,인천가톨릭대학교,인천가톨릭학원,대학,인천,사립,기존,55314523,44941,83301209,5664989,0,0,0,0,0,0,51977936,86637796,5709930,2026-08-06T23:37:18.005Z
2024,0002654,인하공업전문대학,정석인하학원,전문대학,인천,사립,기존,22452905,151200,2403662,1000530,150040429,2908328,4511864,176431,0,0,0,179408860,4236489,2026-08-06T23:37:18.005Z
2024,0000169,인하대학교,정석인하학원,대학,인천,사립,기존,22452905,151200,2403662,1000530,150040429,2908328,4511864,176431,0,0,0,179408860,4236489,2026-08-06T23:37:18.005Z
2024,0000170,장로회신학대학교,장로회신학대학교,대학,서울,사립,기존,11698394,4800,3951675,165200,0,0,0,0,0,0,0,15650069,170000,2026-08-06T23:37:18.005Z
2024,0000527,장안대학교,서림학원,전문대학,경기,사립,기존,48553077,0,0,0,187381,2312,7318486,227585,0,0,0,56058944,229897,2026-08-06T23:37:18.005Z
2024,0000455,재능대학교,재능학원,전문대학,인천,사립,기존,2183250,0,0,0,0,0,20463894,567421,0,0,0,22647144,567421,2026-08-06T23:37:18.005Z
2024,0000529,전남과학대학교,우암학원,전문대학,전남,사립,기존,9484533,75409,8322995,391591,0,0,2027327,0,46959,0,0,19881814,467000,2026-08-06T23:37:18.005Z
2024,0000531,전북과학대학교,전북과학대학교,전문대학,전북,사립,기존,0,0,0,0,0,0,300000,5677,0,0,0,300000,5677,2026-08-06T23:37:18.005Z
2024,0000437,전주기전대학,학교법인 덕삼,전문대학,전북,사립,기존,4224301,0,212637,50000,35820,0,401505,0,0,0,0,4874263,50000,2026-08-06T23:37:18.005Z
2024,0000171,전주대학교,신동아학원,대학,전북,사립,기존,15201547,2087,2798566,286200,0,0,919006,0,0,0,0,18919119,288287,2026-08-06T23:37:18.005Z
2024,0000530,전주비전대학교,신동아학원,전문대학,전북,사립,기존,15201547,2087,2798566,286200,0,0,919006,0,0,0,0,18919119,288287,2026-08-06T23:37:18.005Z
2024,0000288,정석대학,한진학원,대학,서울,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2024,0002668,제네바신학대학원대학교,우성학원,대학원대학,경기,사립,기존,514054,0,2421245,120000,1401281,0,0,0,0,0,0,4336580,120000,2026-08-06T23:37:18.005Z
2024,0000532,제주관광대학교,제주교육학원,전문대학,제주,사립,기존,924269,0,151319,10000,0,0,345620,12891,0,0,0,1421208,22891,2026-08-06T23:37:18.005Z
2024,0000248,제주국제대학교,동원교육학원,대학,제주,사립,기존,8236443,44864,296371,29091,0,0,166974,658,0,0,0,8699788,74613,2026-08-06T23:37:18.005Z
2024,0002655,제주한라대학교,한라학원,전문대학,제주,사립,기존,7335394,2000,0,0,0,0,300000,9901,0,0,0,7635394,11901,2026-08-06T23:37:18.005Z
2024,0002974,조선간호대학교,조선대학교,전문대학,광주,사립,기존,45546263,0,8127452,906752,5694000,0,16822384,833927,0,0,0,76190099,1740679,2026-08-06T23:37:18.005Z
2024,0000172,조선대학교,조선대학교,대학,광주,사립,기존,45546263,0,8127452,906752,5694000,0,16822384,833927,0,0,0,76190099,1740679,2026-08-06T23:37:18.005Z
2024,0000534,조선이공대학교,조선대학교,전문대학,광주,사립,기존,45546263,0,8127452,906752,5694000,0,16822384,833927,0,0,0,76190099,1740679,2026-08-06T23:37:18.005Z
2024,0000680,주안대학원대학교,주안학원,대학원대학,인천,사립,기존,0,0,80820,7091,0,0,3861010,221595,0,0,0,3941830,228686,2026-08-06T23:37:18.005Z
2024,0000173,중부대학교,중부학원,대학,충남,사립,기존,29545807,0,59894,0,0,0,104776,4477,0,0,9113000,20597477,4477,2026-08-06T23:37:18.005Z
2024,0000175,중앙대학교,중앙대학교,대학,서울,사립,기존,132533446,22475,3679035,491108,0,2729,31910197,1207469,0,0,0,168122678,1723781,2026-08-06T23:37:18.005Z
2024,0000177,중앙승가대학교,승가학원,대학,경기,사립,기존,39671778,39600,1750136,25774,0,0,1927160,62562,0,0,0,43349074,127936,2026-08-06T23:37:18.005Z
2024,0000239,중원대학교,대진교육재단,대학,충북,사립,기존,18004235,0,17512042,72905,30000,0,6073260,350899,0,0,0,41619537,423804,2026-08-06T23:37:18.005Z
2024,0000539,진주보건대학교,한가람학원,전문대학,경남,사립,기존,992430,25600,150097,0,0,0,163101,4442,0,0,0,1305628,30042,2026-08-06T23:37:18.005Z
2024,0000187,차의과학대학교,성광학원,대학,경기,사립,기존,39702195,562610,13153392,1037390,22649502,0,0,0,0,0,1960000,73545089,1600000,2026-08-06T23:37:18.005Z
2024,0000541,창신대학,창신대학,전문대학,경남,사립,폐교,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2024,0000249,창신대학교,학교법인 우정학원,대학,경남,사립,기존,7259972,0,3378092,575596,0,0,6084492,237032,0,0,0,16722556,812628,2026-08-06T23:37:18.005Z
2024,0000542,창원문성대학교,문성학원,전문대학,경남,사립,기존,4276143,0,167599,20400,0,0,13374841,337773,0,0,0,17818583,358173,2026-08-06T23:37:18.005Z
2024,0000544,청강문화산업대학교,청강학원,전문대학,경기,사립,기존,22283137,0,343127,0,10737852,168099,0,0,766000,0,0,34130116,168099,2026-08-06T23:37:18.005Z
2024,0002656,청암대학교,청암학원,전문대학,전남,사립,기존,38425,0,1116370,0,0,0,2044347,79933,0,0,0,3199142,79933,2026-08-06T23:37:18.005Z
2024,0000284,청운대학교,혜전학원,대학,충남,사립,기존,45921607,84038,170560,0,0,0,2753197,115861,0,0,0,48845364,199899,2026-08-06T23:37:18.005Z
