year,school_code_std,school_name,corp_name,school_division,region,estb,school_status,land_appraised,land_net_income,building_appraised,building_net_income,securities_appraised,securities_net_income,deposit_appraised,deposit_net_income,other_appraised,other_net_income,collateral_deduction,total_appraised,total_net_income,uploaded_at
2023,0000127,서울장신대학교,광명학원,대학,경기,사립,기존,19059127,0,684763,0,0,0,5203,31,0,0,0,19749093,31,2026-08-06T23:37:18.005Z
2023,0000205,서울한영대학교,한영신학대학교,대학,서울,사립,기존,3329835,0,539660,0,0,0,574758,10862,0,0,500000,3944253,10862,2026-08-06T23:37:18.005Z
2023,0000128,서원대학교,서원학원,대학,충북,사립,기존,12383156,6624,2305251,427960,0,0,10736665,367432,0,0,0,25425072,802016,2026-08-06T23:37:18.005Z
2023,0000490,서일대학교,세방학원,전문대학,서울,사립,기존,32951516,6162,5089496,604773,963225,13800,5337805,79229,0,0,1077300,43264742,703964,2026-08-06T23:37:18.005Z
2023,0000566,서정대학교,서정학원,전문대학,경기,사립,기존,2819252,0,0,0,2426600,41663,13484589,260090,0,0,0,18730441,301753,2026-08-06T23:37:18.005Z
2023,0000550,선린대학교,인산교육재단,전문대학,경북,사립,기존,267376,0,574000,47000,0,0,182168,0,0,0,0,1023544,47000,2026-08-06T23:37:18.005Z
2023,0000129,선문대학교,선학학원,대학,충남,사립,기존,106268507,3800,51062657,1291343,41744,0,15962056,0,20897,0,11775000,161580861,1295143,2026-08-06T23:37:18.005Z
2023,0000667,선학유피대학원대학교,청심학원,대학원대학,경기,사립,기존,24211465,0,2687878,1236719,0,0,4599234,44909,0,0,0,31498577,1281628,2026-08-06T23:37:18.005Z
2023,0000131,성결대학교,성결신학원,대학,경기,사립,기존,3192593,5000,1532564,89700,0,0,0,0,0,0,0,4725157,94700,2026-08-06T23:37:18.005Z
2023,0000132,성공회대학교,성공회대학교,대학,서울,사립,기존,4121865,0,11056,47250,0,0,1040000,18109,0,0,500000,4672921,65359,2026-08-06T23:37:18.005Z
2023,0000133,성균관대학교,성균관대학,대학,서울,사립,기존,35329880,4405,0,0,15424982,572600,1053012,11726,4000000,0,0,55807874,588731,2026-08-06T23:37:18.005Z
2023,0000644,성산효대학원대학교,성산효교육재단,대학원대학,인천,사립,기존,2788561,38204,132477,1287,0,0,136256,2470,0,0,0,3057294,41961,2026-08-06T23:37:18.005Z
2023,0000661,성서침례대학원대학교,성서침례학원,대학원대학,경기,사립,기존,1744346,0,91757,75000,0,0,159200,24000,50059,0,141199,1904163,99000,2026-08-06T23:37:18.005Z
2023,0000136,성신여자대학교,성신학원,대학,서울,사립,기존,7717922,0,1922147,154170,183173,7558,7481995,117648,0,16316,89000,17216237,295692,2026-08-06T23:37:18.005Z
2023,0000493,성심외국어대학,성심학원,전문대학,부산,사립,폐교,55948801,0,10669145,1788169,841471,0,751900,7896,0,0,950000,67261317,1796065,2026-08-06T23:37:18.005Z
2023,0002647,성운대학교,예운학원,전문대학,경북,사립,기존,871805,650,15642,0,0,0,30500,148,0,0,0,917947,798,2026-08-06T23:37:18.005Z
2023,0000515,세경대학교,세경학원,전문대학,강원,사립,기존,0,0,41300,0,0,0,1954322,32327,0,0,0,1995622,32327,2026-08-06T23:37:18.005Z
2023,0000137,세명대학교,대원교육재단,대학,충북,사립,기존,22510253,60000,60788,15600,0,0,11888194,252313,0,0,0,34459235,327913,2026-08-06T23:37:18.005Z
2023,0000138,세종대학교,대양학원,대학,서울,사립,기존,172472360,910803,3072557,708414,114604121,0,2164286,0,2296882,0,0,294610206,1619217,2026-08-06T23:37:18.005Z
2023,0000325,세종사이버대학교,대양학원,대학,서울,사립,기존,172472360,910803,3072557,708414,114604121,0,2164286,0,2296882,0,0,294610206,1619217,2026-08-06T23:37:18.005Z
2023,0000092,세한대학교,영신학원,대학,전남,사립,기존,4960454,0,4333385,70486,3097659,57950,0,0,0,0,0,12391498,128436,2026-08-06T23:37:18.005Z
2023,0000567,송곡대학교,송곡학원,전문대학,강원,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000243,송원대학교,송원대학교,대학,광주,사립,기존,12078469,0,10147264,410000,0,0,0,0,0,0,0,22225733,410000,2026-08-06T23:37:18.005Z
2023,0000564,송호대학교,송호학원,전문대학,강원,사립,기존,21577323,281615,1242309,137885,0,0,1284100,14073,0,0,61500,24042232,433573,2026-08-06T23:37:18.005Z
2023,0000649,수도국제대학원대학교,국제학원,대학원대학,서울,사립,기존,3635126,0,168622,41700,0,0,0,0,0,0,0,3803748,41700,2026-08-06T23:37:18.005Z
2023,0002649,수성대학교,성요셉교육재단,전문대학,대구,사립,기존,216711,0,1978202,52224,0,0,335000,3776,0,0,0,2529913,56000,2026-08-06T23:37:18.005Z
2023,0000139,수원가톨릭대학교,광암학원,대학,경기,사립,기존,0,0,0,0,0,0,1120260,19056,0,0,0,1120260,19056,2026-08-06T23:37:18.005Z
2023,0000497,수원과학대학교,고운학원,전문대학,경기,사립,기존,7454449,27000,500407,38727,3624009,144952,7500000,0,0,0,0,19078865,210679,2026-08-06T23:37:18.005Z
2023,0000140,수원대학교,고운학원,대학,경기,사립,기존,7454449,27000,500407,38727,3624009,144952,7500000,0,0,0,0,19078865,210679,2026-08-06T23:37:18.005Z
2023,0000496,수원여자대학교,수원인제학원,전문대학,경기,사립,기존,664951,0,0,0,2165294,9360,3787571,149,0,0,0,6617816,9509,2026-08-06T23:37:18.005Z
2023,0000141,숙명여자대학교,숙명학원,대학,서울,사립,기존,5640106,0,501308,85000,495551,0,8037146,70000,0,0,0,14674111,155000,2026-08-06T23:37:18.005Z
2023,0000671,순복음대학원대학교,순총학원,대학원대학,서울,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000317,순복음총회신학교,순총학원,대학,충북,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000498,순천제일대학교,순천성심학원,전문대학,전남,사립,기존,577378,0,0,0,0,0,60000,0,0,0,0,637378,0,2026-08-06T23:37:18.005Z
2023,0000142,순천향대학교,동은학원,대학,충남,사립,기존,344225,0,460271,0,38820600,1000000,10528689,156623,0,1643522,0,50153785,2800145,2026-08-06T23:37:18.005Z
2023,0000143,숭실대학교,숭실대학교,대학,서울,사립,기존,15239895,0,1961682,501785,8998178,215193,989746,24679,0,0,430034,26759467,741657,2026-08-06T23:37:18.005Z
2023,0000329,숭실사이버대학교,숭실사이버대학교,대학,서울,사립,기존,0,0,0,0,11753886,50958,1161078,26919,0,0,0,12914964,77877,2026-08-06T23:37:18.005Z
2023,0000500,숭의여자대학교,숭의학원,전문대학,서울,사립,기존,14434008,3810,73247,210000,0,0,5142602,128379,0,0,0,19649857,342189,2026-08-06T23:37:18.005Z
2023,0000065,신경주대학교,원석학원,대학,경북,사립,기존,3566518,0,455741,48269,0,0,311,0,0,0,0,4022570,48269,2026-08-06T23:37:18.005Z
2023,0000501,신구대학교,신구학원,전문대학,경기,사립,기존,7666947,0,352000,6930,0,0,2062352,22356,168690,0,0,10249989,29286,2026-08-06T23:37:18.005Z
2023,0000144,신라대학교,박영학원,대학,부산,사립,기존,12589656,0,243961,36000,0,0,0,0,2016940,40442,1129762,13720795,76442,2026-08-06T23:37:18.005Z
2023,0000502,신성대학교,태촌학원,전문대학,충남,사립,기존,5264195,0,1046300,192000,0,0,950000,20781,0,0,0,7260495,212781,2026-08-06T23:37:18.005Z
2023,0000506,신안산대학교,순효학원,전문대학,경기,사립,기존,10475682,10550,598392,0,0,0,3413909,73437,0,0,0,14487983,83987,2026-08-06T23:37:18.005Z
2023,0002712,신한대학교,신흥학원,대학,경기,사립,기존,76263304,2000,1992119,155578,0,0,0,0,0,0,4734354,73521069,157578,2026-08-06T23:37:18.005Z
2023,0000672,실천신학대학원대학교,실천신학대학원,대학원대학,경기,사립,기존,0,0,0,0,0,0,600000,8048,0,0,0,600000,8048,2026-08-06T23:37:18.005Z
2023,0000145,아신대학교,아세아연합신학대학원,대학,경기,사립,기존,1531962,0,0,0,0,0,43836,263,0,0,0,1575798,263,2026-08-06T23:37:18.005Z
2023,0000146,아주대학교,대우학원,대학,경기,사립,기존,53538649,0,49097924,9113487,1806100,0,71430552,1474001,0,0,444487,175428738,10587488,2026-08-06T23:37:18.005Z
2023,0000454,아주자동차대학교,대우학원,전문대학,충남,사립,기존,53538649,0,49097924,9113487,1806100,0,71430552,1474001,0,0,444487,175428738,10587488,2026-08-06T23:37:18.005Z
2023,0002650,안동과학대학교,장춘학원,전문대학,경북,사립,기존,0,0,0,0,0,0,1445000,25695,0,0,0,1445000,25695,2026-08-06T23:37:18.005Z
2023,0000507,안산대학교,새빛학원,전문대학,경기,사립,기존,9975079,0,2997087,0,0,0,20330942,316798,0,0,1404800,31898308,316798,2026-08-06T23:37:18.005Z
2023,0000147,안양대학교,우일학원,대학,경기,사립,기존,3654776,0,968926,0,0,0,1431444,30691,0,0,0,6055146,30691,2026-08-06T23:37:18.005Z
2023,0000662,에스라성경대학원대학교,에스라성경학원,대학원대학,경기,사립,기존,0,0,0,0,0,0,800000,18595,0,0,0,800000,18595,2026-08-06T23:37:18.005Z
2023,0000510,여주대학교,동신교육재단,전문대학,경기,사립,기존,0,0,0,0,0,0,1275000,24412,0,0,0,1275000,24412,2026-08-06T23:37:18.005Z
2023,0002651,연성대학교,연성학원,전문대학,경기,사립,기존,16669819,0,1945933,315774,0,0,2200000,45826,0,0,0,20815752,361600,2026-08-06T23:37:18.005Z
2023,0000149,연세대학교,연세대학교,대학,서울,사립,기존,661615387,70000,104262292,43850000,138989084,8918752,121720655,0,1635766,0,0,1028223184,52838752,2026-08-06T23:37:18.005Z
2023,0002652,연암공과대학교,엘지연암학원,전문대학,경남,사립,기존,88451130,0,25160024,1400080,385194899,13603864,44160561,0,0,0,0,542966614,15003944,2026-08-06T23:37:18.005Z
2023,0000512,연암대학교,엘지연암학원,전문대학,충남,사립,기존,88451130,0,25160024,1400080,385194899,13603864,44160561,0,0,0,0,542966614,15003944,2026-08-06T23:37:18.005Z
2023,0000151,영남대학교,영남학원,대학,경북,사립,기존,42065848,46743,3169898,148825,0,0,11356345,189774,0,361336,0,56592091,746678,2026-08-06T23:37:18.005Z
2023,0000153,영남신학대학교,영남신학대학교,대학,경북,사립,기존,3386125,28500,99800,0,0,0,206656,1643,0,0,0,3692581,30143,2026-08-06T23:37:18.005Z
2023,0000418,영남외국어대학,경북학원,전문대학,경북,사립,기존,1987694,678,1210572,97668,0,0,0,0,2060150,0,0,5258416,98346,2026-08-06T23:37:18.005Z
2023,0000513,영남이공대학교,영남학원,전문대학,대구,사립,기존,42065848,46743,3169898,148825,0,0,11356345,189774,0,361336,0,56592091,746678,2026-08-06T23:37:18.005Z
2023,0003193,영산대학교(해운대),성심학원,대학,부산,사립,기존,55948801,0,10669145,1788169,841471,0,751900,7896,0,0,950000,67261317,1796065,2026-08-06T23:37:18.005Z
2023,0000155,영산선학대학교,영산학원,대학,전남,사립,기존,4250610,0,332611,1115004,0,0,300000,0,0,1181371,0,4883221,2296375,2026-08-06T23:37:18.005Z
2023,0000575,영진사이버대학교,영진교육재단,전문대학,대구,사립,기존,6952090,5000,45245,2400,0,0,11951082,102600,0,243600,0,18948417,353600,2026-08-06T23:37:18.005Z
2023,0000517,영진전문대학교,영진교육재단,전문대학,대구,사립,기존,6952090,5000,45245,2400,0,0,11951082,102600,0,243600,0,18948417,353600,2026-08-06T23:37:18.005Z
2023,0000651,예명대학원대학교,레마학원,대학원대학,서울,사립,기존,7420751,0,1265886,496360,0,0,0,0,0,0,855000,7831637,496360,2026-08-06T23:37:18.005Z
2023,0000228,예수대학교,예수대학교,대학,전북,사립,기존,0,0,0,0,0,0,3279859,62697,0,0,0,3279859,62697,2026-08-06T23:37:18.005Z
2023,0000218,예원예술대학교,예원예술대학교,대학,전북,사립,기존,4675267,0,6737421,215755,0,0,540000,8523,0,0,328329,11624359,224278,2026-08-06T23:37:18.005Z
2023,0002653,오산대학교,오산학원,전문대학,경기,사립,기존,8368611,480,24076,0,74671,1037,11054978,199950,0,0,0,19522336,201467,2026-08-06T23:37:18.005Z
2023,0000654,온석대학원대학교,중앙총신학원,대학원대학,경기,사립,기존,1796797,0,69688,0,0,0,600000,7111,0,0,0,2466485,7111,2026-08-06T23:37:18.005Z
2023,0000156,용인대학교,단호학원,대학,경기,사립,기존,47085710,0,9854834,0,0,0,573308,6929,0,0,19586350,37927502,6929,2026-08-06T23:37:18.005Z
2023,0000520,용인예술과학대학교,송담학원,전문대학,경기,사립,기존,0,0,0,0,0,0,1218886,8705,0,0,0,1218886,8705,2026-08-06T23:37:18.005Z
2023,0000157,우석대학교,우석학원,대학,전북,사립,기존,11346786,0,2730440,286000,0,0,7078634,48245,0,0,0,21155860,334245,2026-08-06T23:37:18.005Z
2023,0000240,우송대학교,우송학원,대학,대전,사립,기존,49945520,58182,3873107,1673275,9662266,174990,17614465,289409,0,0,0,81095358,2195856,2026-08-06T23:37:18.005Z
2023,0000281,우송대학교(산업대),우송학원,대학,대전,사립,폐교,49945520,58182,3873107,1673275,9662266,174990,17614465,289409,0,0,0,81095358,2195856,2026-08-06T23:37:18.005Z
2023,0000452,우송정보대학,우송학원,전문대학,대전,사립,기존,49945520,58182,3873107,1673275,9662266,174990,17614465,289409,0,0,0,81095358,2195856,2026-08-06T23:37:18.005Z
2023,0000521,울산과학대학교,울산공업학원,전문대학,울산,사립,기존,64686640,3425420,29804339,1574580,0,0,46608000,789831,0,0,0,141098979,5789831,2026-08-06T23:37:18.005Z
2023,0000158,울산대학교,울산공업학원,대학,울산,사립,기존,64686640,3425420,29804339,1574580,0,0,46608000,789831,0,0,0,141098979,5789831,2026-08-06T23:37:18.005Z
2023,0000568,웅지세무대학교,웅지학원,전문대학,경기,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000159,원광대학교,원광학원,대학,전북,사립,기존,8020915,3936,2225561,633545,842242,58334,16100694,303847,0,500000,760000,26429412,1499662,2026-08-06T23:37:18.005Z
2023,0000327,원광디지털대학교,원광학원,대학,전북,사립,기존,8020915,3936,2225561,633545,842242,58334,16100694,303847,0,500000,760000,26429412,1499662,2026-08-06T23:37:18.005Z
2023,0000523,원광보건대학교,원광학원,전문대학,전북,사립,폐교,8020915,3936,2225561,633545,842242,58334,16100694,303847,0,500000,760000,26429412,1499662,2026-08-06T23:37:18.005Z
2023,0000645,원불교대학원대학교,원불교대학원,대학원대학,전북,사립,기존,0,0,0,0,0,0,500000,0,0,519217,0,500000,519217,2026-08-06T23:37:18.005Z
2023,0000646,웨스트민스터신학대학원대학교,웨스트민스터신학원,대학원대학,경기,사립,기존,1812198,0,908300,0,0,0,0,0,0,0,242425,2478073,0,2026-08-06T23:37:18.005Z
2023,0000160,위덕대학교,회당학원,대학,경북,사립,기존,4322370,0,3378922,75000,3364030,221267,1234236,44677,0,0,0,12299558,340944,2026-08-06T23:37:18.005Z
2023,0000154,유원대학교,금강학원,대학,충북,사립,기존,1756705,0,18107802,301000,0,0,0,0,0,0,1009540,18854967,301000,2026-08-06T23:37:18.005Z
2023,0000524,유한대학교,유한학원,전문대학,경기,사립,기존,69119,0,0,0,332068042,2325610,5441365,70495,0,0,0,337578526,2396105,2026-08-06T23:37:18.005Z
2023,0000161,을지대학교,을지학원,대학,대전,사립,기존,164450545,0,8903854,0,0,0,3206037,89229,0,0,0,176560436,89229,2026-08-06T23:37:18.005Z
2023,0000163,이화여자대학교,이화학당,대학,서울,사립,기존,151213418,109146,41049667,8413593,0,0,2313765,42100,0,0,0,194576850,8564839,2026-08-06T23:37:18.005Z
2023,0000525,인덕대학교,인덕학원,전문대학,서울,사립,기존,8094169,12800,0,0,0,0,3251275,61733,0,0,0,11345444,74533,2026-08-06T23:37:18.005Z
2023,0000164,인제대학교,인제학원,대학,경남,사립,기존,11980325,8480,0,0,41740080,7800000,4782385,45209,0,0,0,58502790,7853689,2026-08-06T23:37:18.005Z
2023,0000168,인천가톨릭대학교,인천가톨릭학원,대학,인천,사립,기존,55185099,99133,84690001,5686215,0,0,919021,17695,0,0,47471636,93322485,5803043,2026-08-06T23:37:18.005Z
2023,0002654,인하공업전문대학,정석인하학원,전문대학,인천,사립,기존,22392078,145800,2967478,980200,141774841,1395969,4511864,197982,0,0,0,171646261,2719951,2026-08-06T23:37:18.005Z
2023,0000169,인하대학교,정석인하학원,대학,인천,사립,기존,22392078,145800,2967478,980200,141774841,1395969,4511864,197982,0,0,0,171646261,2719951,2026-08-06T23:37:18.005Z
2023,0000170,장로회신학대학교,장로회신학대학교,대학,서울,사립,기존,11334736,4800,4081598,100200,0,0,0,0,0,0,65000,15351334,105000,2026-08-06T23:37:18.005Z
2023,0000527,장안대학교,서림학원,전문대학,경기,사립,기존,47642671,0,0,0,186485,2312,5077073,188290,0,0,0,52906229,190602,2026-08-06T23:37:18.005Z
2023,0000455,재능대학교,재능학원,전문대학,인천,사립,기존,2197360,0,0,0,0,0,20463894,436872,0,0,0,22661254,436872,2026-08-06T23:37:18.005Z
2023,0000529,전남과학대학교,우암학원,전문대학,전남,사립,기존,9503832,71629,8347800,422758,0,0,2027327,42173,52114,0,0,19931073,536560,2026-08-06T23:37:18.005Z
2023,0000531,전북과학대학교,전북과학대학교,전문대학,전북,사립,기존,0,0,0,0,0,0,300000,3160,0,0,0,300000,3160,2026-08-06T23:37:18.005Z
2023,0000437,전주기전대학,학교법인 덕삼,전문대학,전북,사립,기존,4013597,0,261141,49000,26225,0,401505,0,0,0,0,4702468,49000,2026-08-06T23:37:18.005Z
2023,0000171,전주대학교,신동아학원,대학,전북,사립,기존,15308256,1942,2628881,228786,1109593,0,150000,0,0,0,0,19196730,230728,2026-08-06T23:37:18.005Z
2023,0000530,전주비전대학교,신동아학원,전문대학,전북,사립,기존,15308256,1942,2628881,228786,1109593,0,150000,0,0,0,0,19196730,230728,2026-08-06T23:37:18.005Z
2023,0000288,정석대학,한진학원,대학,서울,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0002668,제네바신학대학원대학교,우성학원,대학원대학,경기,사립,기존,516318,0,2445491,120000,0,0,1401281,8598,0,0,0,4363090,128598,2026-08-06T23:37:18.005Z
2023,0000532,제주관광대학교,제주교육학원,전문대학,제주,사립,기존,939917,0,151319,10000,0,0,345620,5273,0,0,0,1436856,15273,2026-08-06T23:37:18.005Z
2023,0000248,제주국제대학교,동원교육학원,대학,제주,사립,기존,8263988,44864,375632,47179,0,0,163977,3125,0,0,0,8803597,95168,2026-08-06T23:37:18.005Z
2023,0002655,제주한라대학교,한라학원,전문대학,제주,사립,기존,1117390,2000,0,0,0,0,300000,5361,0,0,0,1417390,7361,2026-08-06T23:37:18.005Z
2023,0002974,조선간호대학교,조선대학교,전문대학,광주,사립,기존,46120854,110000,9411774,886660,4926750,0,16077565,310251,0,0,0,76536943,1306911,2026-08-06T23:37:18.005Z
2023,0000172,조선대학교,조선대학교,대학,광주,사립,기존,46120854,110000,9411774,886660,4926750,0,16077565,310251,0,0,0,76536943,1306911,2026-08-06T23:37:18.005Z
2023,0000534,조선이공대학교,조선대학교,전문대학,광주,사립,기존,46120854,110000,9411774,886660,4926750,0,16077565,310251,0,0,0,76536943,1306911,2026-08-06T23:37:18.005Z
2023,0000680,주안대학원대학교,주안학원,대학원대학,인천,사립,기존,0,0,81194,0,0,0,3861010,110420,0,0,0,3942204,110420,2026-08-06T23:37:18.005Z
2023,0000173,중부대학교,중부학원,대학,충남,사립,기존,26436038,0,0,0,0,0,104776,215,0,0,9113000,17427814,215,2026-08-06T23:37:18.005Z
2023,0000175,중앙대학교,중앙대학교,대학,서울,사립,기존,132524325,25497,4359186,342495,15345,2197,31893391,869303,0,0,0,168792247,1239492,2026-08-06T23:37:18.005Z
2023,0000177,중앙승가대학교,승가학원,대학,경기,사립,기존,0,0,1854399,15200,0,0,2000000,33826,0,0,0,3854399,49026,2026-08-06T23:37:18.005Z
2023,0000239,중원대학교,대진교육재단,대학,충북,사립,기존,17087522,0,14295775,67773,30000,0,6073260,350899,0,0,0,37486557,418672,2026-08-06T23:37:18.005Z
2023,0000539,진주보건대학교,한가람학원,전문대학,경남,사립,기존,989114,24000,195820,0,0,0,163101,2207,0,0,0,1348035,26207,2026-08-06T23:37:18.005Z
2023,0000187,차의과학대학교,성광학원,대학,경기,사립,기존,63958893,0,14390445,1120000,17168445,0,0,0,0,0,2037000,93480783,1120000,2026-08-06T23:37:18.005Z
2023,0000541,창신대학,창신대학,전문대학,경남,사립,폐교,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000249,창신대학교,학교법인 우정학원,대학,경남,사립,기존,7302378,0,3595664,556686,0,0,6084492,124765,0,0,0,16982534,681451,2026-08-06T23:37:18.005Z
2023,0000542,창원문성대학교,문성학원,전문대학,경남,사립,기존,4089783,0,178602,20400,0,0,13374841,274700,0,0,0,17643226,295100,2026-08-06T23:37:18.005Z
2023,0000544,청강문화산업대학교,청강학원,전문대학,경기,사립,기존,22201731,0,343127,0,9583285,278816,0,0,766000,0,0,32894143,278816,2026-08-06T23:37:18.005Z
2023,0002656,청암대학교,청암학원,전문대학,전남,사립,기존,1225042,0,0,0,0,0,2044346,9379,0,0,0,3269388,9379,2026-08-06T23:37:18.005Z
2023,0000284,청운대학교,혜전학원,대학,충남,사립,기존,43826951,159333,199475,0,0,0,2333341,44767,0,0,0,46359767,204100,2026-08-06T23:37:18.005Z
2023,0000179,청주대학교,청석학원,대학,충북,사립,기존,11036904,33000,654611,0,6674150,180000,2624880,10822,0,0,0,20990545,223822,2026-08-06T23:37:18.005Z
2023,0000246,초당대학교,초당학원,대학,전남,사립,기존,11243089,0,4596724,360000,7297107,129641,2017230,30142,0,0,0,25154150,519783,2026-08-06T23:37:18.005Z
2023,0000180,총신대학교,대한예수교장로회총신대학교,대학,서울,사립,기존,2458679,0,5054744,20415,0,0,0,0,0,0,3029000,4484423,20415,2026-08-06T23:37:18.005Z
2023,0000181,추계예술대학교,추계학원,대학,서울,사립,기존,16739979,0,309143,141814,0,0,4198026,0,0,0,0,21247148,141814,2026-08-06T23:37:18.005Z
2023,0000545,춘해보건대학교,춘해학원,전문대학,울산,사립,기존,10256202,0,10118012,10000,98102,0,110000,1722,0,0,7248845,13333471,11722,2026-08-06T23:37:18.005Z
2023,0000536,충북보건과학대학교,주성학원,전문대학,충북,사립,기존,1342056,0,0,0,0,0,736000,17474,0,0,0,2078056,17474,2026-08-06T23:37:18.005Z
2023,0000547,충청대학교,충청학원,전문대학,충북,사립,기존,1086154,490000,0,0,0,0,24236483,0,0,0,0,25322637,490000,2026-08-06T23:37:18.005Z
2023,0002817,치유상담대학원대학교,살림동산학원,대학원대학,서울,사립,기존,6102467,0,950561,355203,0,0,212587,3112,0,0,440000,6825615,358315,2026-08-06T23:37:18.005Z
2023,0000184,칼빈대학교,칼빈신학원,대학,경기,사립,기존,148302,0,0,0,0,0,3306293,58889,0,0,0,3454595,58889,2026-08-06T23:37:18.005Z
2023,0003183,태재대학교,태재학원,대학,서울,사립,기존,0,0,0,0,0,0,30100000,0,0,0,0,30100000,0,2026-08-06T23:37:18.005Z
2023,0000186,평택대학교,피어선기념학원,대학,경기,사립,기존,67838329,0,1476642,549036,0,0,0,0,0,0,0,69314971,549036,2026-08-06T23:37:18.005Z
2023,0000188,포항공과대학교,포항공과대학교,대학,경북,사립,기존,14465840,0,3640335,170706,52607687,1245028,0,0,0,6000,0,70713862,1421734,2026-08-06T23:37:18.005Z
2023,0002658,포항대학교,학교법인 동지학원,전문대학,경북,사립,기존,20391488,98500,24373,900,0,0,5334162,69208,0,0,0,25750023,168608,2026-08-06T23:37:18.005Z
2023,0000640,한국개발연구원국제정책대학원대학교,한국개발연구원,대학원대학,세종,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000578,한국골프과학기술대학교,학교법인한국골프대학교,전문대학,강원,사립,기존,2526249,0,13230,0,0,0,2000000,30000,0,0,0,4539479,30000,2026-08-06T23:37:18.005Z
2023,0000247,한국공학대학교,한국산업기술대학,대학,경기,사립,기존,0,0,8447000,491793,1309435,0,19552525,258480,0,0,1116046,28192914,750273,2026-08-06T23:37:18.005Z
2023,0000565,한국관광대학교,거영학원,전문대학,경기,사립,기존,20946409,0,1018742,770590,0,0,6346953,120032,0,0,0,28312104,890622,2026-08-06T23:37:18.005Z
2023,0000189,한국기술교육대학교,한국기술교육대학교,대학,충남,사립,기존,0,0,0,0,0,0,8545419,76140,0,0,0,8545419,76140,2026-08-06T23:37:18.005Z
2023,0000576,한국복지사이버대학교,이후학원,전문대학,경북,사립,기존,1989400,1800,1022313,99272,0,0,383350,8434,0,0,0,3395063,109506,2026-08-06T23:37:18.005Z
2023,0000679,한국상담대학원대학교,우천학원,대학원대학,서울,사립,기존,0,0,0,0,12924008,700719,2500000,28397,0,0,0,15424008,729116,2026-08-06T23:37:18.005Z
2023,0000191,한국성서대학교,한국복음주의학원,대학,서울,사립,기존,8294518,250,3121020,153649,0,0,0,0,0,0,0,11415538,153899,2026-08-06T23:37:18.005Z
2023,0000570,한국승강기대학교,한국승강기대학,전문대학,경남,사립,기존,3272266,0,4505208,304958,0,0,0,0,0,0,0,7777474,304958,2026-08-06T23:37:18.005Z
2023,0000326,한국열린사이버대학교,학교법인 열린학원,대학,서울,사립,기존,0,0,0,0,0,0,5117100,71714,0,0,0,5117100,71714,2026-08-06T23:37:18.005Z
2023,0000522,한국영상대학교,인산학원,전문대학,세종,사립,기존,4892909,0,5484856,156050,0,0,1406415,33267,0,0,0,11784180,189317,2026-08-06T23:37:18.005Z
2023,0000192,한국외국어대학교,동원육영회,대학,서울,사립,기존,186684566,150000,24064152,5200000,7796610,43233,8307361,84559,0,0,4000000,222852689,5477792,2026-08-06T23:37:18.005Z
2023,0000681,한국전력국제원자력대학원대학교,한국전력국제원자력대학원대학교,대학원대학,울산,사립,기존,0,0,0,0,0,0,16990000,365285,0,0,0,16990000,365285,2026-08-06T23:37:18.005Z
2023,0000182,한국침례신학대학교,한국침례신학원,대학,대전,사립,기존,4069126,0,489347,43055,0,0,790623,10726,0,0,0,5349096,53781,2026-08-06T23:37:18.005Z
2023,0000585,한국폴리텍 I 대학 서울강서캠퍼스,한국폴리텍,전문대학,서울,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000584,한국폴리텍 I 대학 서울정수캠퍼스,한국폴리텍,전문대학,서울,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000586,한국폴리텍 I 대학 성남캠퍼스,한국폴리텍,전문대학,경기,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0002912,한국폴리텍 I 대학 제주캠퍼스,한국폴리텍,전문대학,제주,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000590,한국폴리텍 II 대학 남인천캠퍼스,한국폴리텍,전문대학,인천,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0000589,한국폴리텍 II 대학 인천캠퍼스,한국폴리텍,전문대학,인천,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
2023,0003105,한국폴리텍 II 대학 화성캠퍼스,한국폴리텍,전문대학,경기,사립,기존,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-06T23:37:18.005Z
