year,cohort,school_rep_code,school_rep_name,region,estb,school_division,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,campus_count,grad_program_count,has_alimi,updated_at
2020,graduate,0000036,강남대학교,경기,사립,대학원,282,0,0,0,201,176,25,62.4,71.3,4,4,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000039,경기대학교,경기,사립,대학원,1077,0,0,0,1043,986,57,91.6,96.8,10,10,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000060,단국대학교,경기,사립,대학원,2000,0,0,0,1794,1538,256,76.9,89.7,13,14,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000068,대진대학교,경기,사립,대학원,217,0,0,0,247,179,68,82.5,113.8,4,4,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000078,루터대학교,경기,사립,대학원,30,0,0,0,18,18,0,60,60,1,1,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000079,명지대학교,경기,사립,대학원,1035,0,0,0,1007,872,135,84.3,97.3,9,10,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000090,서울신학대학교,경기,사립,대학원,334,0,0,0,287,284,3,85,85.9,7,6,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000092,서울장신대학교,경기,사립,대학원,127,0,0,0,117,111,6,87.4,92.1,7,7,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000095,성결대학교,경기,사립,대학원,232,0,0,0,141,141,0,60.8,60.8,5,5,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000101,수원가톨릭대학교,경기,사립,대학원,35,0,0,0,28,27,1,77.1,80,1,1,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000102,수원대학교,경기,사립,대학원,515,0,0,0,398,366,32,71.1,77.3,14,13,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000509,신한대학교,경기,사립,대학원,144,0,0,0,229,141,88,97.9,159,2,2,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000558,아신대학교,경기,사립,대학원,307,0,0,0,208,182,26,59.3,67.8,6,6,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000108,아주대학교,경기,사립,대학원,1925,0,0,0,1939,1726,213,89.7,100.7,14,13,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000109,안양대학교,경기,사립,대학원,308,0,0,0,144,144,0,46.8,46.8,6,6,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000115,용인대학교,경기,사립,대학원,359,0,0,0,300,273,27,76,83.6,8,8,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000120,을지대학교,경기,사립,대학원,137,0,0,0,130,123,7,89.8,94.9,4,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000130,중앙승가대학교,경기,사립,대학원,45,0,0,0,40,40,0,88.9,88.9,1,1,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000139,차의과학대학교,경기,사립,대학원,473,0,0,0,460,434,26,91.8,97.3,9,9,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000136,칼빈대학교,경기,사립,대학원,90,0,0,0,190,93,97,103.3,211.1,2,2,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000138,평택대학교,경기,사립,대학원,248,0,0,0,213,168,45,67.7,85.9,6,8,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000191,한국산업기술대학교,경기,사립,대학원,161,0,0,0,167,123,44,76.4,103.7,3,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000144,한국항공대학교,경기,사립,대학원,273,0,0,0,239,204,35,74.7,87.5,2,2,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000151,한세대학교,경기,사립,대학원,363,0,0,0,336,279,57,76.9,92.6,6,11,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000152,한신대학교,경기,사립,대학원,262,0,0,0,180,180,0,68.7,68.7,5,5,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000156,협성대학교,경기,사립,대학원,159,0,0,0,178,92,86,57.9,111.9,4,4,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000032,가야대학교,경남,사립,대학원,78,0,0,0,56,37,19,47.4,71.8,4,4,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000040,경남대학교,경남,사립,대학원,623,0,0,0,562,512,50,82.2,90.2,4,4,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000167,부산장신대학교,경남,사립,대학원,83,0,0,0,85,85,0,102.4,102.4,5,5,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000181,영산대학교,경남,사립,대학원,115,0,0,0,176,108,68,93.9,153,8,7,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000122,인제대학교,경남,사립,대학원,637,0,0,0,574,549,25,86.2,90.1,6,6,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000193,창신대학교,경남,사립,대학원,110,0,0,0,112,108,4,98.2,101.8,3,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000188,경운대학교,경북,사립,대학원,80,0,0,0,63,63,0,78.8,78.8,3,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000045,경일대학교,경북,사립,대학원,85,0,0,0,137,64,73,75.3,161.2,2,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000046,경주대학교,경북,사립,대학원,87,0,0,0,48,48,0,55.2,55.2,2,2,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000185,김천대학교,경북,사립,대학원,10,0,0,0,64,12,52,120,640,3,1,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000063,대구가톨릭대학교,경북,사립,대학원,728,0,0,0,713,663,50,91.1,97.9,10,10,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000061,대구대학교,경북,사립,대학원,640,0,0,0,657,612,45,95.6,102.7,6,6,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000042,대구한의대학교,경북,사립,대학원,152,0,0,0,165,157,8,103.3,108.6,3,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000065,대신대학교,경북,사립,대학원,80,0,0,0,78,78,0,97.5,97.5,2,2,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000076,동양대학교,경북,사립,대학원,122,0,0,0,88,84,4,68.9,72.1,3,3,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000111,영남대학교,경북,사립,대학원,1374,0,0,0,1076,890,186,64.8,78.3,10,10,Y,2026-08-15T03:27:05.075Z
2020,graduate,0000112,영남신학대학교,경북,사립,대학원,124,0,0,0,116,113,3,91.1,93.5,7,7,Y,2026-08-15T03:27:05.075Z
