year,cohort,school_rep_code,school_rep_name,region,estb,school_division,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,campus_count,grad_program_count,has_alimi,updated_at
2020,combined,0000048,계명대학교,대구,사립,대학,5670,5118,4607,511,6164,5488,676,96.8,99.7,1,10,Y,2026-08-15T03:27:05.075Z
2020,combined,0000067,대전대학교,대전,사립,대학,2434,2265,2056,209,2587,2395,192,98,97.5,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000182,대전신학대학교,대전,사립,대학,74,32,32,0,51,51,0,68.9,68.9,1,2,Y,2026-08-15T03:27:05.075Z
2020,combined,0000080,목원대학교,대전,사립,대학,2190,1984,1864,120,2352,2056,296,93.9,101.8,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000081,배재대학교,대전,사립,대학,2323,2216,2058,158,2514,2236,278,95.8,100.9,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000184,우송대학교,대전,사립,대학,2114,2225,2007,218,2517,2113,404,99.8,107.8,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000120,을지대학교,대전,사립,대학,1166,1112,1030,82,1226,1153,73,98.8,98.2,3,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000551,한국침례신학대학교,대전,사립,대학,661,391,364,27,558,550,8,82.7,80.6,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000145,한남대학교,대전,사립,대학,3224,2913,2678,235,3346,3104,242,96.2,96.6,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000043,경성대학교,부산,사립,대학,3138,3073,2746,327,3377,2972,405,94.5,97.3,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000050,고신대학교,부산,사립,대학,1348,941,886,55,1300,1245,55,92.4,92.7,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000180,동명대학교,부산,사립,대학,1908,2166,1821,345,2197,1827,370,95.6,97.4,1,2,Y,2026-08-15T03:27:05.075Z
2020,combined,0000073,동서대학교,부산,사립,대학,2506,2666,2375,291,2700,2410,290,96.2,96.5,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000075,동아대학교,부산,사립,대학,5103,4468,4064,404,5302,4791,511,93.8,96.2,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000077,동의대학교,부산,사립,대학,4032,3889,3596,293,4272,3945,327,97.8,98.8,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000082,부산가톨릭대학교,부산,사립,대학,986,990,918,72,1011,951,60,96.3,95.4,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000083,부산외국어대학교,부산,사립,대학,2041,2032,1817,215,2209,1958,251,95.7,97.7,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000106,신라대학교,부산,사립,대학,2431,2344,2142,202,2377,2122,255,87.3,90.3,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000035,감리교신학대학교,서울,사립,대학,458,218,202,16,448,437,11,95,94.1,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000037,건국대학교,서울,사립,대학,6751,5260,4567,693,7417,6468,949,95.6,99.4,2,16,Y,2026-08-15T03:27:05.075Z
2020,combined,0000047,경희대학교,서울,사립,대학,7408,5843,4732,1111,9396,7087,2309,95.5,110.1,1,14,Y,2026-08-15T03:27:05.075Z
2020,combined,0000049,고려대학교,서울,사립,대학,9706,5928,5125,803,10397,9151,1246,94.2,98.9,2,23,Y,2026-08-15T03:27:05.075Z
2020,combined,0000053,광운대학교,서울,사립,대학,2414,2043,1687,356,2730,2352,378,97.3,98.4,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000056,국민대학교,서울,사립,대학,4238,3527,2874,653,4862,4006,856,94.3,99.2,1,15,Y,2026-08-15T03:27:05.075Z
2020,combined,0000070,덕성여자대학교,서울,사립,대학,1224,1117,1043,74,1234,1165,69,94.9,94.9,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000071,동국대학교,서울,사립,대학,6339,5325,4462,863,7183,6028,1155,94.8,99.4,2,15,Y,2026-08-15T03:27:05.075Z
2020,combined,0000072,동덕여자대학교,서울,사립,대학,1752,1707,1510,197,1804,1647,157,93.8,92.4,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000084,삼육대학교,서울,사립,대학,1334,1299,1122,177,1526,1321,205,99,101,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000085,상명대학교,서울,사립,대학,3155,2988,2607,381,3708,2978,730,94.4,104.9,2,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000087,서강대학교,서울,사립,대학,3417,1880,1576,304,3264,2774,490,81.1,87.7,1,11,Y,2026-08-15T03:27:05.075Z
2020,combined,0000088,서경대학교,서울,사립,대학,1467,1552,1275,277,1787,1489,298,101.1,102.1,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000069,서울기독대학교,서울,사립,대학,243,145,136,9,206,197,9,81.1,81.7,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000091,서울여자대학교,서울,사립,대학,1857,1719,1595,124,1819,1699,120,91.3,91.7,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000539,서울한영대학교,서울,사립,대학,262,202,180,22,316,256,60,97.7,111.3,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000096,성공회대학교,서울,사립,대학,731,540,503,37,703,665,38,90.8,91.4,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000097,성균관대학교,서울,사립,대학,6586,4102,3306,796,8187,6539,1648,99.2,110.9,1,22,Y,2026-08-15T03:27:05.075Z
2020,combined,0000098,성신여자대학교,서울,사립,대학,2592,2264,2061,203,2610,2408,202,92.9,93.3,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000100,세종대학교,서울,사립,대학,3535,2861,2331,530,4050,3237,813,91.3,99.4,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000103,숙명여자대학교,서울,사립,대학,3465,2423,2116,307,3557,3200,357,92.2,94.2,1,10,Y,2026-08-15T03:27:05.075Z
2020,combined,0000105,숭실대학교,서울,사립,대학,3824,3197,2686,511,4484,3669,815,95.7,103.2,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000110,연세대학교,서울,사립,대학,9772,5714,4903,811,11041,9507,1534,97.1,104.1,2,20,Y,2026-08-15T03:27:05.075Z
2020,combined,0000121,이화여자대학교,서울,사립,대학,5930,3379,3031,348,5865,5314,551,89.6,93.4,1,15,Y,2026-08-15T03:27:05.075Z
2020,combined,0000125,장로회신학대학교,서울,사립,대학,742,163,150,13,730,709,21,95.6,96.7,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000129,중앙대학교,서울,사립,대학,6879,5272,4330,942,7978,6475,1503,94,101.9,2,18,Y,2026-08-15T03:27:05.075Z
2020,combined,0000133,총신대학교,서울,사립,대학,1011,375,336,39,1137,1007,130,99.4,108.1,1,8,Y,2026-08-15T03:27:05.075Z
2020,combined,0000134,추계예술대학교,서울,사립,대학,409,289,270,19,373,357,16,87.1,86.9,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000525,케이씨대학교,서울,사립,대학,349,336,281,55,384,307,77,87,94.1,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000142,한국성서대학교,서울,사립,대학,304,247,223,24,316,298,18,98,96.3,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000143,한국외국어대학교,서울,사립,대학,4819,3833,3398,435,4996,4547,449,93.9,94.7,1,9,Y,2026-08-15T03:27:05.075Z
2020,combined,0000150,한성대학교,서울,사립,대학,1876,1680,1463,217,2049,1718,331,91.3,97.7,1,8,Y,2026-08-15T03:27:05.075Z
2020,combined,0000153,한양대학교,서울,사립,대학,8349,5911,4639,1272,9995,8013,1982,95.8,103.7,2,18,Y,2026-08-15T03:27:05.075Z
2020,combined,0000160,홍익대학교,서울,사립,대학,5314,4309,3711,598,6119,5223,896,97.5,102.8,2,15,Y,2026-08-15T03:27:05.075Z
2020,combined,0000066,대전가톨릭대학교,세종,사립,대학,70,42,40,2,24,24,0,34.3,33.3,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000117,울산대학교,울산,사립,대학,3690,2985,2742,243,3825,3434,391,92.8,97,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000123,인천가톨릭대학교,인천,사립,대학,266,181,166,15,228,217,11,81.6,81.1,2,2,Y,2026-08-15T03:27:05.075Z
2020,combined,0000124,인하대학교,인천,사립,대학,5027,4009,3414,595,5421,4699,722,93.4,96.4,1,9,Y,2026-08-15T03:27:05.075Z
2020,combined,0000054,광주가톨릭대학교,전남,사립,대학,70,40,40,0,36,36,0,51.4,51.4,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000074,동신대학교,전남,사립,대학,1793,1706,1560,146,1832,1642,190,91,93.9,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000166,목포가톨릭대학교,전남,사립,대학,120,126,120,6,126,120,6,100,100,1,0,Y,2026-08-15T03:27:05.075Z
2020,combined,0000064,세한대학교,전남,사립,대학,964,963,913,50,1054,927,127,96.3,104,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000114,영산선학대학교,전남,사립,대학,50,52,50,2,6,6,0,12,11.5,1,0,Y,2026-08-15T03:27:05.075Z
2020,combined,0000190,초당대학교,전남,사립,대학,802,793,752,41,922,815,107,101.6,109.4,1,2,Y,2026-08-15T03:27:05.075Z
2020,combined,0000186,한려대학교,전남,사립,대학,261,214,205,9,95,93,2,35.6,35.2,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000173,예수대학교,전북,사립,대학,128,136,125,11,135,129,6,100,96.4,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000164,예원예술대학교,전북,사립,대학,341,491,310,181,499,325,174,94.2,94.9,2,2,Y,2026-08-15T03:27:05.075Z
2020,combined,0000116,우석대학교,전북,사립,대학,1976,1937,1728,209,2324,1908,416,95.9,105.7,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000118,원광대학교,전북,사립,대학,4241,3729,3541,188,4254,4054,200,95.3,95.7,1,8,Y,2026-08-15T03:27:05.075Z
2020,combined,0000126,전주대학교,전북,사립,대학,2898,2887,2519,368,3355,2820,535,97.1,102.5,1,8,Y,2026-08-15T03:27:05.075Z
2020,combined,0000155,한일장신대학교,전북,사립,대학,364,281,219,62,375,338,37,92.9,88,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000223,호원대학교,전북,사립,대학,1147,1428,1111,317,1385,1105,280,99.5,97,1,0,Y,2026-08-15T03:27:05.075Z
2020,combined,0000192,제주국제대학교,제주,사립,대학,510,420,370,50,227,222,5,43.5,40.5,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000038,건양대학교,충남,사립,대학,1925,1760,1657,103,1990,1891,99,98,97.9,2,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000169,금강대학교,충남,사립,대학,125,116,110,6,104,104,0,83.2,79.4,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000059,나사렛대학교,충남,사립,대학,1322,1407,1213,194,1451,1308,143,98.8,95.6,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000189,남서울대학교,충남,사립,대학,2344,2340,2164,176,2649,2335,314,99.6,105.1,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000131,백석대학교,충남,사립,대학,3602,3056,2797,259,3858,3645,213,101,99.7,1,7,Y,2026-08-15T03:27:05.075Z
2020,combined,0000094,선문대학교,충남,사립,대학,2346,2414,2059,355,2563,2210,353,94,94.7,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000104,순천향대학교,충남,사립,대학,2861,2738,2355,383,3041,2773,268,96.8,93.7,1,6,Y,2026-08-15T03:27:05.075Z
2020,combined,0000128,중부대학교,충남,사립,대학,2494,2157,1943,214,2846,2430,416,97.5,105.2,1,4,Y,2026-08-15T03:27:05.075Z
2020,combined,0000225,청운대학교,충남,사립,대학,1291,1811,1255,556,1570,1240,330,95,84.4,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000141,한국기술교육대학교,충남,사립,대학,1079,997,836,161,1239,1003,236,93,99.9,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000149,한서대학교,충남,사립,대학,1756,1715,1579,136,1952,1712,240,97.5,103.2,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000159,호서대학교,충남,사립,대학,3439,3209,2890,319,3872,3396,476,98.5,102.8,1,10,Y,2026-08-15T03:27:05.075Z
2020,combined,0000557,가톨릭꽃동네대학교,충북,사립,대학,148,115,108,7,142,138,4,93.2,91.6,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000058,극동대학교,충북,사립,대학,1062,1004,940,64,1037,978,59,91.7,91.7,1,5,Y,2026-08-15T03:27:05.075Z
2020,combined,0000093,서원대학교,충북,사립,대학,1717,1812,1623,189,1846,1715,131,99.8,96.8,1,2,Y,2026-08-15T03:27:05.075Z
2020,combined,0000099,세명대학교,충북,사립,대학,2008,2001,1885,116,2124,1998,126,99.3,99.8,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000113,유원대학교,충북,사립,대학,905,972,878,94,891,844,47,93,88.9,1,1,Y,2026-08-15T03:27:05.075Z
2020,combined,0000183,중원대학교,충북,사립,대학,1021,1078,978,100,1200,992,208,96.2,106.1,1,3,Y,2026-08-15T03:27:05.075Z
2020,combined,0000132,청주대학교,충북,사립,대학,2911,2906,2658,248,3184,2838,346,96.6,100,1,5,Y,2026-08-15T03:27:05.075Z
2021,university,0000513,가톨릭관동대학교,강원,사립,대학,2045,2192,2052,140,1627,1513,114,73.7,74.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000041,경동대학교,강원,사립,대학,1644,1844,1647,197,1737,1573,164,95.5,94.2,4,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000086,상지대학교,강원,사립,대학,2255,2420,2272,148,1653,1596,57,70.2,68.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000147,한라대학교,강원,사립,대학,883,979,890,89,684,615,69,69.1,69.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000148,한림대학교,강원,사립,대학,1771,1886,1775,111,1874,1774,100,99.9,99.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000044,가천대학교,경기,사립,대학,3866,4463,3868,595,4442,3867,575,100,99.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000034,가톨릭대학교,경기,사립,대학,1775,1944,1779,165,1919,1778,141,99.9,98.7,3,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000036,강남대학교,경기,사립,대학,1491,1642,1502,140,1590,1501,89,99.9,96.8,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000039,경기대학교,경기,사립,대학,2926,3383,2930,453,3325,2927,398,99.9,98.3,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000060,단국대학교,경기,사립,대학,4615,5184,4632,552,5097,4617,480,99.7,98.3,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000068,대진대학교,경기,사립,대학,1793,1976,1793,183,1927,1788,139,99.7,97.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000078,루터대학교,경기,사립,대학,85,89,85,4,88,85,3,100,98.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000079,명지대학교,경기,사립,대학,2660,3261,2670,591,3232,2666,566,99.9,99.1,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000090,서울신학대학교,경기,사립,대학,457,487,457,30,484,457,27,100,99.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000092,서울장신대학교,경기,사립,대학,113,126,113,13,65,60,5,53.1,51.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000095,성결대학교,경기,사립,대학,1228,1321,1229,92,1295,1227,68,99.8,98,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000101,수원가톨릭대학교,경기,사립,대학,90,91,90,1,38,38,0,42.2,41.8,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000102,수원대학교,경기,사립,대학,2130,2293,2133,160,2248,2128,120,99.8,98,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000178,신경대학교,경기,사립,대학,246,252,239,13,75,69,6,28.9,29.8,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000509,신한대학교,경기,사립,대학,1453,1635,1459,176,1581,1459,122,100,96.7,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000558,아신대학교,경기,사립,대학,160,172,160,12,99,93,6,58.1,57.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000108,아주대학교,경기,사립,대학,1861,2211,1875,336,2196,1863,333,99.4,99.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000109,안양대학교,경기,사립,대학,1166,1311,1177,134,1136,1066,70,90.6,86.7,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000115,용인대학교,경기,사립,대학,1262,1365,1268,97,1338,1267,71,99.9,98,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000130,중앙승가대학교,경기,사립,대학,120,122,122,0,29,29,0,23.8,23.8,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000139,차의과학대학교,경기,사립,대학,474,504,475,29,498,475,23,100,98.8,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000136,칼빈대학교,경기,사립,대학,90,99,91,8,86,85,1,93.4,86.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000138,평택대학교,경기,사립,대학,805,873,812,61,855,797,58,98.2,97.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000191,한국산업기술대학교,경기,사립,대학,1380,1823,1389,434,1671,1385,286,99.7,91.7,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000144,한국항공대학교,경기,사립,대학,877,959,880,79,996,919,77,104.4,103.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000151,한세대학교,경기,사립,대학,566,649,568,81,606,563,43,99.1,93.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000152,한신대학교,경기,사립,대학,1171,1296,1172,124,1286,1164,122,99.3,99.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000156,협성대학교,경기,사립,대학,1004,1062,1007,55,1026,977,49,97,96.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000032,가야대학교,경남,사립,대학,518,553,524,29,449,423,26,80.7,81.2,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000040,경남대학교,경남,사립,대학,2740,2916,2757,159,2066,1951,115,70.8,70.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000167,부산장신대학교,경남,사립,대학,32,34,32,2,32,32,0,100,94.1,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000181,영산대학교,경남,사립,대학,0,0,0,0,0,0,0,,,2,0,N,2026-08-15T03:27:05.075Z
2021,university,0000122,인제대학교,경남,사립,대학,2031,2212,2030,182,1720,1622,98,79.9,77.8,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000193,창신대학교,경남,사립,대학,475,501,475,26,487,468,19,98.5,97.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000174,한국국제대학교,경남,사립,대학,486,512,486,26,147,146,1,30,28.7,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000188,경운대학교,경북,사립,대학,1184,1249,1184,65,1208,1165,43,98.4,96.7,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000045,경일대학교,경북,사립,대학,1584,1862,1584,278,1740,1546,194,97.6,93.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000046,경주대학교,경북,사립,대학,762,744,701,43,108,105,3,15,14.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000185,김천대학교,경북,사립,대학,691,735,691,44,705,672,33,97.3,95.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000063,대구가톨릭대학교,경북,사립,대학,2862,3095,2864,231,2537,2399,138,83.8,82,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000061,대구대학교,경북,사립,대학,4059,4827,4070,757,3631,3290,341,80.8,75.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000062,대구예술대학교,경북,사립,대학,387,406,387,19,123,123,0,31.8,30.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000042,대구한의대학교,경북,사립,대학,1518,1708,1518,190,1644,1461,183,96.2,96.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000065,대신대학교,경북,사립,대학,116,116,116,0,116,116,0,100,100,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000076,동양대학교,경북,사립,대학,960,1015,960,55,822,778,44,81,81,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000111,영남대학교,경북,사립,대학,4552,4933,4560,373,4847,4534,313,99.4,98.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000112,영남신학대학교,경북,사립,대학,115,123,115,8,115,115,0,100,93.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000119,위덕대학교,경북,사립,대학,756,797,756,41,760,743,17,98.3,95.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000140,포항공과대학교,경북,사립,대학,320,330,320,10,327,319,8,99.7,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000146,한동대학교,경북,사립,대학,729,815,729,86,812,729,83,100,99.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000052,광신대학교,광주,사립,대학,122,128,122,6,123,122,1,100,96.1,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000176,광주대학교,광주,사립,대학,1644,1743,1652,91,1558,1493,65,90.4,89.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000055,광주여자대학교,광주,사립,대학,920,969,920,49,929,885,44,96.2,95.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000162,남부대학교,광주,사립,대학,656,727,658,69,707,650,57,98.8,97.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000187,송원대학교,광주,사립,대학,710,785,710,75,785,710,75,100,100,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000127,조선대학교,광주,사립,대학,4330,4750,4350,400,4557,4222,335,97.1,95.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000157,호남대학교,광주,사립,대학,1562,1689,1566,123,1520,1418,102,90.5,90,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000158,호남신학대학교,광주,사립,대학,137,137,137,0,131,131,0,95.6,95.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000048,계명대학교,대구,사립,대학,4605,5111,4615,496,4935,4543,392,98.4,96.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000067,대전대학교,대전,사립,대학,2009,2220,2016,204,1966,1831,135,90.8,88.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000182,대전신학대학교,대전,사립,대학,32,32,32,0,12,12,0,37.5,37.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000080,목원대학교,대전,사립,대학,1824,1950,1825,125,1704,1617,87,88.6,87.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000081,배재대학교,대전,사립,대학,2048,2189,2054,135,1912,1810,102,88.1,87.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000184,우송대학교,대전,사립,대학,2004,2242,2013,229,2174,2001,173,99.4,97,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000120,을지대학교,대전,사립,대학,1059,1139,1060,79,1124,1059,65,99.9,98.7,3,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000551,한국침례신학대학교,대전,사립,대학,345,375,351,24,193,188,5,53.6,51.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000145,한남대학교,대전,사립,대학,2715,2965,2715,250,2861,2677,184,98.6,96.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000043,경성대학교,부산,사립,대학,2740,3050,2747,303,3007,2714,293,98.8,98.6,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000050,고신대학교,부산,사립,대학,886,940,886,54,886,861,25,97.2,94.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000180,동명대학교,부산,사립,대학,1818,2071,1819,252,1779,1619,160,89,85.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000073,동서대학교,부산,사립,대학,2311,2598,2306,292,2039,1862,177,80.7,78.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000075,동아대학교,부산,사립,대학,4058,4469,4070,399,4352,4040,312,99.3,97.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000077,동의대학교,부산,사립,대학,3595,3998,3595,403,3689,3395,294,94.4,92.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000082,부산가톨릭대학교,부산,사립,대학,916,1019,916,103,818,736,82,80.3,80.3,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000083,부산외국어대학교,부산,사립,대학,1813,2016,1818,198,1586,1473,113,81,78.7,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000106,신라대학교,부산,사립,대학,2183,2385,2183,202,1871,1743,128,79.8,78.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000035,감리교신학대학교,서울,사립,대학,200,220,206,14,150,145,5,70.4,68.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000037,건국대학교,서울,사립,대학,4549,5226,4581,645,5155,4547,608,99.3,98.6,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000047,경희대학교,서울,사립,대학,4720,5874,4741,1133,5838,4719,1119,99.5,99.4,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000049,고려대학교,서울,사립,대학,5323,6095,5333,762,6082,5338,744,100.1,99.8,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000053,광운대학교,서울,사립,대학,1684,2047,1687,360,2026,1684,342,99.8,99,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000056,국민대학교,서울,사립,대학,2863,3480,2869,611,3348,2865,483,99.9,96.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000070,덕성여자대학교,서울,사립,대학,1040,1128,1043,85,1118,1042,76,99.9,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000071,동국대학교,서울,사립,대학,4439,5044,4470,574,4852,4350,502,97.3,96.2,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000072,동덕여자대학교,서울,사립,대학,1507,1712,1513,199,1693,1511,182,99.9,98.9,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000084,삼육대학교,서울,사립,대학,1122,1234,1121,113,1207,1121,86,100,97.8,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000085,상명대학교,서울,사립,대학,2746,3106,2749,357,3054,2747,307,99.9,98.3,2,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000087,서강대학교,서울,사립,대학,1574,1831,1587,244,1804,1576,228,99.3,98.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000088,서경대학교,서울,사립,대학,1269,1669,1275,394,1589,1273,316,99.8,95.2,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000069,서울기독대학교,서울,사립,대학,136,147,138,9,86,84,2,60.9,58.5,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000091,서울여자대학교,서울,사립,대학,1632,1772,1636,136,1749,1636,113,100,98.7,1,0,Y,2026-08-15T03:27:05.075Z
2021,university,0000539,서울한영대학교,서울,사립,대학,180,212,182,30,176,162,14,89,83,1,0,Y,2026-08-15T03:27:05.075Z
