year,school_kind,estb,school_division,region,status,school_rep_code,school_rep_name,campus_count,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,consolidated_at
2021,전문대학,사립,전문대학,부산,기존,0000313,부산경상대학교,1,1150,1617,1150,467,1292,1090,202,94.78,79.9,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,부산,기존,0000315,부산과학기술대학교,1,1251,2414,1251,1163,1300,1007,293,80.5,53.85,2026-08-07T07:48:15.946Z
2021,교육대학,국립,대학,부산,기존,0000198,부산교육대학교,1,356,388,357,31,383,354,29,99.16,98.71,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,부산,기존,0000011,부산대학교,1,4217,4658,4226,432,4581,4215,366,99.74,98.35,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,부산,기존,0000411,부산디지털대학교,1,1000,3882,1000,2882,729,714,15,71.4,18.78,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,부산,기존,0000314,부산여자대학교,1,901,1254,901,353,836,729,107,80.91,66.67,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,부산,기존,0000388,부산예술대학교,1,451,542,451,91,389,370,19,82.04,71.77,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,부산,기존,0000083,부산외국어대학교,1,1813,2016,1818,198,1586,1473,113,81.02,78.67,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,부산,기존,0000106,신라대학교,1,2183,2385,2183,202,1871,1743,128,79.84,78.45,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,부산,기존,0000181,영산대학교,2,1500,1684,1503,181,1213,1097,116,72.99,72.03,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,부산,기존,0000497,한국폴리텍 VII 대학,1,385,481,385,96,410,356,54,92.47,85.24,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,부산,기존,0000583,한국해양대학교,1,1372,1568,1372,196,1498,1371,127,99.93,95.54,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,부산,기존,0000423,화신사이버대학교,1,430,1523,430,1093,505,430,75,100,33.16,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000035,감리교신학대학교,1,200,220,206,14,150,145,5,70.39,68.18,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000565,강서대학교,1,277,508,278,230,485,274,211,98.56,95.47,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000047,경희대학교,1,4720,5874,4741,1133,5838,4719,1119,99.54,99.39,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000408,경희사이버대학교,1,3000,7967,3000,4967,3275,2520,755,84,41.11,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000418,고려사이버대학교,1,2485,5677,2485,3192,2489,2265,224,91.15,43.84,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000053,광운대학교,1,1684,2047,1687,360,2026,1684,342,99.82,98.97,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000056,국민대학교,1,2863,3480,2869,611,3348,2865,483,99.86,96.21,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000070,덕성여자대학교,1,1040,1128,1043,85,1118,1042,76,99.9,99.11,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000072,동덕여자대학교,1,1507,1712,1513,199,1693,1511,182,99.87,98.89,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000300,동양미래대학교,1,2135,4288,2135,2153,2837,2135,702,100,66.16,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000420,디지털서울문화예술대학교,1,990,2559,990,1569,701,627,74,63.33,27.39,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000307,명지전문대학,1,2527,4303,2527,1776,3280,2527,753,100,76.23,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000310,배화여자대학교,1,1127,1547,1127,420,1364,1118,246,99.2,88.17,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000422,사이버한국외국어대학교,1,1600,3554,1600,1954,2031,1412,619,88.25,57.15,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000084,삼육대학교,1,1122,1234,1121,113,1207,1121,86,100,97.81,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000317,삼육보건대학교,1,396,660,396,264,553,396,157,100,83.79,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000085,상명대학교,2,2746,3106,2749,357,3054,2747,307,99.93,98.33,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000087,서강대학교,1,1574,1831,1587,244,1804,1576,228,99.31,98.53,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000088,서경대학교,1,1269,1669,1275,394,1589,1273,316,99.84,95.21,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,서울,기존,0000027,서울과학기술대학교,1,2127,2394,2131,263,2385,2125,260,99.72,99.62,2026-08-07T07:48:15.946Z
2021,교육대학,국립,대학,서울,기존,0000199,서울교육대학교,1,355,396,357,39,395,356,39,99.72,99.75,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000069,서울기독대학교,1,136,147,138,9,86,84,2,60.87,58.5,2026-08-07T07:48:15.946Z
2021,대학교,국립대법인,대학,서울,기존,0000012,서울대학교,1,3150,3414,3153,261,3404,3147,257,99.81,99.71,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000412,서울디지털대학교,1,3000,7724,3000,4724,2943,1743,1200,58.1,38.1,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000413,서울사이버대학교,1,3270,11297,3270,8027,5033,3068,1965,93.82,44.55,2026-08-07T07:48:15.946Z
2021,대학교,공립,대학,서울,기존,0000030,서울시립대학교,1,1737,1882,1751,131,1867,1748,119,99.83,99.2,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000321,서울여자간호대학교,1,168,261,168,93,261,168,93,100,100,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000091,서울여자대학교,1,1632,1772,1636,136,1749,1636,113,100,98.7,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000324,서일대학교,1,2125,3306,2125,1181,2506,2025,481,95.29,75.8,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000096,성공회대학교,1,502,533,504,29,533,504,29,100,100,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000097,성균관대학교,1,3303,3989,3303,686,3970,3289,681,99.58,99.52,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000098,성신여자대학교,1,2272,2458,2275,183,2434,2273,161,99.91,99.02,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000100,세종대학교,1,2400,2898,2412,486,2816,2411,405,99.96,97.17,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000415,세종사이버대학교,1,2180,5161,2180,2981,2654,2060,594,94.5,51.42,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000103,숙명여자대학교,1,2110,2428,2120,308,2408,2106,302,99.34,99.18,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000105,숭실대학교,1,2700,3243,2706,537,3204,2702,502,99.85,98.8,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000419,숭실사이버대학교,1,1650,4473,1650,2823,1778,1435,343,86.97,39.75,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000333,숭의여자대학교,1,1460,1771,1460,311,1575,1398,177,95.75,88.93,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000121,이화여자대학교,1,3027,3392,3036,356,3372,3029,343,99.77,99.41,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000356,인덕대학교,1,2098,3028,2098,930,2591,2098,493,100,85.57,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000125,장로회신학대학교,1,150,161,150,11,152,150,2,100,94.41,2026-08-07T07:48:15.946Z
2021,기술대학,사립,대학,서울,기존,0000228,정석대학,1,25,100,100,0,27,27,0,27,27,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000129,중앙대학교,2,4398,5372,4423,949,5337,4404,933,99.57,99.35,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000133,총신대학교,1,307,340,307,33,325,306,19,99.67,95.59,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000134,추계예술대학교,1,250,270,252,18,263,251,12,99.6,97.41,2026-08-07T07:48:15.946Z
2021,방송통신대학,국립,대학,서울,기존,0000215,한국방송통신대학교,1,55050,58730,55050,3680,12670,12354,316,22.44,21.57,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000142,한국성서대학교,1,223,247,221,26,239,221,18,100,96.76,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000416,한국열린사이버대학교,1,1000,3854,1000,2854,1912,998,914,99.8,49.61,2026-08-07T07:48:15.946Z
2021,각종학교(대학),특별법국립,대학,서울,기존,0000471,한국예술종합학교,1,558,574,551,23,562,539,23,97.82,97.91,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000143,한국외국어대학교,1,3377,3849,3377,472,3820,3362,458,99.56,99.25,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,서울,기존,0000023,한국체육대학교,1,535,579,535,44,565,534,31,99.81,97.58,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,서울,기존,0000478,한국폴리텍 I 대학,1,260,312,260,52,257,203,54,78.08,82.37,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,서울,기존,0000477,한국폴리텍 I 대학,1,565,797,565,232,721,535,186,94.69,90.46,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000150,한성대학교,1,1458,1680,1463,217,1646,1462,184,99.93,97.98,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,서울,기존,0000421,한양사이버대학교,1,3240,8568,3240,5328,4405,3210,1195,99.07,51.41,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,서울,기존,0000384,한양여자대학교,1,2487,3199,2487,712,3021,2487,534,100,94.44,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000539,한영신학대학교,1,180,212,182,30,176,162,14,89.01,83.02,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,서울,기존,0000160,홍익대학교,2,3670,4231,3684,547,4187,3677,510,99.81,98.96,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,세종,기존,0000049,고려대학교,2,5323,6095,5333,762,6082,5338,744,100.09,99.79,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,세종,기존,0000066,대전가톨릭대학교,1,40,42,40,2,8,7,1,17.5,19.05,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,세종,기존,0000353,한국영상대학교,1,1127,1855,1127,728,1209,928,281,82.34,65.18,2026-08-07T07:48:15.946Z
2021,대학교,특별법법인,대학,울산,기존,0000527,울산과학기술원,1,400,435,400,35,379,351,28,87.75,87.13,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,울산,기존,0000352,울산과학대학교,1,1640,2489,1640,849,2010,1526,484,93.05,80.76,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,울산,기존,0000117,울산대학교,1,2782,3023,2791,232,2857,2704,153,96.88,94.51,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,울산,기존,0000375,춘해보건대학교,1,663,1071,663,408,893,616,277,92.91,83.38,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,울산,기존,0000498,한국폴리텍 VII 대학,1,325,394,325,69,346,311,35,95.69,87.82,2026-08-07T07:48:15.946Z
2021,교육대학,국립,대학,인천,기존,0000200,경인교육대학교,1,598,662,600,62,657,598,59,99.67,99.24,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,인천,기존,0000261,경인여자대학교,1,1667,2252,1667,585,1888,1439,449,86.32,83.84,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,인천,기존,0000123,인천가톨릭대학교,2,166,181,166,15,176,166,10,100,97.24,2026-08-07T07:48:15.946Z
2021,대학교,국립대법인,대학,인천,기존,0000031,인천대학교,1,2492,2804,2496,308,2701,2492,209,99.84,96.33,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,인천,기존,0000587,인천재능대학교,1,1576,2159,1576,583,1752,1411,341,89.53,81.15,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,인천,기존,0000357,인하공업전문대학,1,2652,3246,2652,594,3246,2652,594,100,100,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,인천,기존,0000124,인하대학교,1,3591,4158,3598,560,4143,3596,547,99.94,99.64,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,인천,기존,0000481,한국폴리텍 II 대학,1,25,30,25,5,30,25,5,100,100,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,인천,기존,0000480,한국폴리텍 II 대학,1,830,1215,830,385,1004,714,290,86.02,82.63,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000585,고구려대학교,1,849,1987,849,1138,809,778,31,91.64,40.71,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000266,광양보건대학교,1,462,493,462,31,60,54,6,11.69,12.17,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000054,광주가톨릭대학교,1,40,42,40,2,22,22,0,55,52.38,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000074,동신대학교,1,1548,1636,1550,86,1489,1430,59,92.26,91.01,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000532,동아보건대학교,1,556,823,556,267,552,485,67,87.23,67.07,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000166,목포가톨릭대학교,1,120,126,120,6,124,120,4,100,98.41,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000308,목포과학대학교,1,890,1027,890,137,966,890,76,100,94.06,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,전남,기존,0000576,목포대학교,1,1576,1870,1581,289,1538,1377,161,87.1,82.25,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,전남,기존,0000577,목포해양대학교,1,691,758,693,65,696,660,36,95.24,91.82,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000064,세한대학교,1,817,869,818,51,840,800,40,97.8,96.66,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,전남,기존,0000579,순천대학교,1,1628,1860,1641,219,1582,1473,109,89.76,85.05,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000331,순천제일대학교,1,1056,1342,1056,286,1212,1000,212,94.7,90.31,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000114,영산선학대학교,1,50,53,50,3,7,6,1,12,13.21,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000360,전남과학대학교,1,1191,2099,1191,908,1531,1009,522,84.72,72.94,2026-08-07T07:48:15.946Z
2021,전문대학,공립,전문대학,전남,기존,0000389,전남도립대학교,1,705,903,705,198,595,585,10,82.98,65.89,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000332,청암대학교,1,1051,1421,1051,370,908,791,117,75.26,63.9,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000190,초당대학교,1,752,795,754,41,784,744,40,98.67,98.62,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,전남,기존,0000543,한국폴리텍 V 대학,1,0,14,0,14,14,0,14,0,100,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,전남,기존,0000554,한국폴리텍 V 대학,1,100,132,100,32,104,89,15,89,78.79,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전남,기존,0000186,한려대학교,1,178,187,178,9,60,58,2,32.58,32.09,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전남,기존,0000546,한영대학,1,553,857,553,304,667,553,114,100,77.83,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000250,군산간호대학교,1,221,310,221,89,310,221,89,100,100,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,전북,기존,0000574,군산대학교,1,1735,1935,1739,196,1611,1504,107,86.49,83.26,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000270,군장대학교,1,672,918,672,246,822,625,197,93.01,89.54,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000311,백제예술대학교,1,603,672,603,69,565,529,36,87.73,84.08,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전북,기존,0000173,예수대학교,1,124,136,125,11,129,123,6,98.4,94.85,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전북,기존,0000164,예원예술대학교,2,275,372,276,96,328,243,85,88.04,88.17,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전북,기존,0000116,우석대학교,1,1715,1829,1726,103,1537,1453,84,84.18,84.03,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전북,기존,0000118,원광대학교,1,3526,3731,3543,188,2962,2833,129,79.96,79.39,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,전북,기존,0000417,원광디지털대학교,1,1500,5176,1500,3676,1430,1290,140,86,27.63,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000354,원광보건대학교,1,1478,1877,1478,399,1795,1394,401,94.32,95.63,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000362,전북과학대학교,1,620,1121,620,501,730,603,127,97.26,65.12,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,전북,기존,0000017,전북대학교,1,3818,4416,3829,587,4227,3813,414,99.58,95.72,2026-08-07T07:48:15.946Z
2021,교육대학,국립,대학,전북,기존,0000201,전주교육대학교,1,285,310,287,23,303,287,16,100,97.74,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000274,전주기전대학,1,813,1012,813,199,687,618,69,76.01,67.89,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전북,기존,0000126,전주대학교,1,2562,2941,2570,371,2647,2379,268,92.57,90,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,전북,기존,0000361,전주비전대학교,1,1098,2287,1098,1189,1534,1029,505,93.72,67.07,2026-08-07T07:48:15.946Z
2021,전문대학,특별법국립,전문대학,전북,기존,0000473,한국농수산대학,1,570,684,570,114,684,570,114,100,100,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,전북,기존,0000493,한국폴리텍 V 대학,1,50,75,50,25,67,48,19,96,89.33,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,전북,기존,0000553,한국폴리텍 V 대학,1,240,303,240,63,208,179,29,74.58,68.65,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,전북,기존,0000155,한일장신대학교,1,219,252,219,33,197,197,0,89.95,78.17,2026-08-07T07:48:15.946Z
2021,산업대학,사립,대학,전북,기존,0000223,호원대학교,1,1147,1442,1115,327,1217,947,270,84.93,84.4,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,제주,기존,0000363,제주관광대학교,1,928,1069,928,141,756,695,61,74.89,70.72,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,제주,기존,0000192,제주국제대학교,1,370,420,370,50,112,109,3,29.46,26.67,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,제주,기존,0000018,제주대학교,1,2080,2450,2088,362,2286,2088,198,100,93.31,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,제주,기존,0000382,제주한라대학교,1,1622,2913,1622,1291,1811,1316,495,81.13,62.17,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,제주,기존,0000535,한국폴리텍 I 대학,1,25,30,25,5,30,25,5,100,100,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000038,건양대학교,2,1623,1727,1627,100,1587,1519,68,93.36,91.89,2026-08-07T07:48:15.946Z
2021,교육대학,국립,대학,충남,기존,0000195,공주교육대학교,1,354,383,354,29,381,354,27,100,99.48,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,충남,기존,0000573,공주대학교,1,2755,3432,2759,673,3177,2750,427,99.67,92.57,2026-08-07T07:48:15.946Z
2021,사이버대학(대학),사립,대학,충남,기존,0000424,글로벌사이버대학교,1,1100,1536,1100,436,720,716,4,65.09,46.88,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000169,금강대학교,1,110,116,110,6,29,29,0,26.36,25,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000059,나사렛대학교,1,1211,1352,1155,197,1242,1111,131,96.19,91.86,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000189,남서울대학교,1,2187,2406,2190,216,2367,2162,205,98.72,98.38,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000131,백석대학교,1,3090,3372,3104,268,3211,3045,166,98.1,95.23,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충남,기존,0000373,백석문화대학교,1,2241,3184,2241,943,1738,1464,274,65.33,54.59,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000094,선문대학교,1,2053,2445,2050,395,2369,2032,337,99.12,96.89,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000104,순천향대학교,1,2352,2861,2358,503,2636,2356,280,99.92,92.14,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충남,기존,0000335,신성대학교,1,1370,1686,1218,468,1282,1028,254,84.4,76.04,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충남,기존,000568,아주자동차대학,1,494,544,494,50,371,343,28,69.43,68.2,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충남,기존,0000529,연암대학교,1,483,627,483,144,575,483,92,100,91.71,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000128,중부대학교,1,1945,2099,1945,154,1873,1737,136,89.31,89.23,2026-08-07T07:48:15.946Z
2021,산업대학,사립,대학,충남,기존,0000225,청운대학교,1,1203,1746,1206,540,1162,937,225,77.69,66.55,2026-08-07T07:48:15.946Z
2021,전문대학,공립,전문대학,충남,기존,0000519,충남도립대학교,1,456,526,456,70,477,447,30,98.03,90.68,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000141,한국기술교육대학교,1,836,998,836,162,986,836,150,100,98.8,2026-08-07T07:48:15.946Z
2021,대학교,특별법국립,대학,충남,기존,0000472,한국전통문화대학교,1,140,152,140,12,146,140,6,100,96.05,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,충남,기존,0000500,한국폴리텍 특성화대학,1,180,216,180,36,211,180,31,100,97.69,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,충남,기존,0000487,한국폴리텍 IV 대학,1,225,299,225,74,247,198,49,88,82.61,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,충남,기존,0000588,한국폴리텍 IV 대학,1,120,144,120,24,66,61,5,50.83,45.83,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000149,한서대학교,1,1579,1683,1581,102,1628,1528,100,96.65,96.73,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충남,기존,0000386,혜전대학교,1,1060,1334,1060,274,951,763,188,71.98,71.29,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충남,기존,0000159,호서대학교,1,2881,3171,2887,284,3041,2796,245,96.85,95.9,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충북,기존,0000271,강동대학교,1,1644,1918,1644,274,1207,1014,193,61.68,62.93,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000037,건국대학교,2,4549,5226,4581,645,5155,4547,608,99.26,98.64,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000058,극동대학교,1,841,898,841,57,621,576,45,68.49,69.15,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000557,꽃동네대학교,1,108,116,109,7,108,104,4,95.41,93.1,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충북,기존,0000286,대원대학교,1,1008,1216,1008,208,861,762,99,75.6,70.81,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000093,서원대학교,1,1622,1839,1626,213,1663,1540,123,94.71,90.43,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000099,세명대학교,1,1920,2042,1923,119,1533,1426,107,74.15,75.07,2026-08-07T07:48:15.946Z
2021,각종학교(대학),사립,대학,충북,기존,0000404,순복음총회신학교,1,71,71,71,0,23,23,0,32.39,32.39,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000113,유원대학교,1,875,1018,884,134,732,670,62,75.79,71.91,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000183,중원대학교,1,871,933,879,54,899,864,35,98.29,96.36,2026-08-07T07:48:15.946Z
2021,교육대학,국립,대학,충북,기존,0000204,청주교육대학교,1,286,313,288,25,312,287,25,99.65,99.68,2026-08-07T07:48:15.946Z
2021,대학교,사립,대학,충북,기존,0000132,청주대학교,1,2632,2868,2652,216,2760,2618,142,98.72,96.23,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,충북,기존,0000021,충북대학교,1,2756,3115,2767,348,3026,2765,261,99.93,97.14,2026-08-07T07:48:15.946Z
2021,전문대학,공립,전문대학,충북,기존,0000544,충북도립대학,1,410,417,410,7,395,393,2,95.85,94.72,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충북,기존,0000367,충북보건과학대학교,1,1026,1444,1026,418,1020,825,195,80.41,70.64,2026-08-07T07:48:15.946Z
2021,전문대학,사립,전문대학,충북,기존,0000377,충청대학교,1,1597,2385,1597,788,1388,1136,252,71.13,58.2,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,충북,기존,0000022,한국교원대학교,1,546,597,549,48,585,548,37,99.82,97.99,2026-08-07T07:48:15.946Z
2021,대학교,국립,대학,충북,기존,0000582,한국교통대학교,1,1911,2197,1915,282,2116,1904,212,99.43,96.31,2026-08-07T07:48:15.946Z
2021,기능대학,사립,전문대학,충북,기존,0000485,한국폴리텍 IV 대학,1,325,431,325,106,383,307,76,94.46,88.86,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,강원,기존,0000513,가톨릭관동대학교,1,1824,1957,1825,132,1563,1456,107,79.78,79.87,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,강원,기존,0000347,강릉영동대학교,1,875,1177,875,302,866,698,168,79.77,73.58,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,강원,기존,0000572,강릉원주대학교,2,1833,1857,1745,112,1807,1719,88,98.51,97.31,2026-08-07T07:48:15.946Z
