year,school_kind,estb,school_division,region,status,school_rep_code,school_rep_name,campus_count,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,consolidated_at
2024,대학교,사립,대학,대전,기존,0000120,을지대학교,3,1029,1107,1029,78,1097,1029,68,100,99.1,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,대전,기존,0000020,충남대학교,1,3652,4093,3656,437,3950,3650,300,99.84,96.51,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,대전,기존,0000551,침례신학대학교,1,204,207,182,25,186,182,4,100,89.86,2026-08-07T07:48:15.946Z
2024,대학교,특별법법인,대학,대전,기존,0000468,한국과학기술원,1,970,950,730,220,786,741,45,101.51,82.74,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,대전,기존,0000484,한국폴리텍 IV 대학,1,335,340,270,70,313,270,43,100,92.06,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,대전,기존,0000145,한남대학교,1,2715,3028,2716,312,2954,2714,240,99.93,97.56,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,대전,기존,0000584,한밭대학교,1,1916,2186,1919,267,2085,1896,189,98.8,95.38,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000253,경남정보대학교,1,2009,3531,2009,1522,2309,1677,632,83.47,65.39,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000043,경성대학교,1,2765,3304,2769,535,3289,2763,526,99.78,99.55,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000050,고신대학교,1,784,837,784,53,762,748,14,95.41,91.04,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000284,대동대학교,1,410,570,410,160,479,382,97,93.17,84.04,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000180,동명대학교,1,1459,1744,1466,278,1658,1441,217,98.29,95.07,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000073,동서대학교,1,2094,2410,2118,292,2155,1966,189,92.82,89.42,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000075,동아대학교,1,4058,4526,4062,464,4425,4048,377,99.66,97.77,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000303,동의과학대학교,1,1309,2552,1309,1243,1666,1145,521,87.47,65.28,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000077,동의대학교,1,3594,4031,3540,491,3864,3466,398,97.91,95.86,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000569,동주대학교,1,788,1152,788,364,887,643,244,81.6,77,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,부산,기존,0000578,부경대학교,1,3338,3777,3303,474,3682,3295,387,99.76,97.48,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000082,부산가톨릭대학교,1,705,926,697,229,767,658,109,94.4,82.83,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000313,부산경상대학교,1,1020,1281,950,331,924,802,122,84.42,72.13,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000315,부산과학기술대학교,1,1194,1980,1194,786,1696,1124,572,94.14,85.66,2026-08-07T07:48:15.946Z
2024,교육대학,국립,대학,부산,기존,0000198,부산교육대학교,1,356,390,359,31,389,358,31,99.72,99.74,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,부산,기존,0000011,부산대학교,1,4311,4683,4323,360,4652,4312,340,99.75,99.34,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,부산,기존,0000411,부산디지털대학교,1,1000,3884,1000,2884,717,713,4,71.3,18.46,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000314,부산여자대학교,1,618,979,618,361,646,542,104,87.7,65.99,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,부산,기존,0000388,부산예술대학교,1,390,406,390,16,360,344,16,88.21,88.67,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000083,부산외국어대학교,1,1470,1708,1501,207,1606,1484,122,98.87,94.03,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,부산,기존,0000106,신라대학교,1,1640,1903,1642,261,1540,1414,126,86.11,80.92,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,부산,기존,0000564,한국폴리텍 VII 대학,1,0,15,0,15,4,0,4,0,26.67,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,부산,기존,0000497,한국폴리텍 VII 대학,1,330,416,330,86,352,280,72,84.85,84.62,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,부산,기존,0000583,한국해양대학교,1,1372,1557,1372,185,1491,1371,120,99.93,95.76,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,부산,기존,0000423,화신사이버대학교,1,568,2008,568,1440,762,568,194,100,37.95,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000035,감리교신학대학교,1,192,186,160,26,143,141,2,88.13,76.88,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000565,강서대학교,1,277,432,277,155,399,278,121,100.36,92.36,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000047,경희대학교,1,4840,5797,4853,944,5790,4846,944,99.86,99.88,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000408,경희사이버대학교,1,3000,7815,3000,4815,2485,1819,666,60.63,31.8,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000418,고려사이버대학교,1,2449,9098,2449,6649,2249,2101,148,85.79,24.72,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000053,광운대학교,1,1816,2106,1817,289,2106,1816,290,99.94,100,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000056,국민대학교,1,2966,3469,2966,503,3459,2963,496,99.9,99.71,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000070,덕성여자대학교,1,1175,1345,1176,169,1325,1175,150,99.91,98.51,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000072,동덕여자대학교,1,1577,1791,1578,213,1767,1577,190,99.94,98.66,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000300,동양미래대학교,1,2255,3965,2255,1710,2873,2235,638,99.11,72.46,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000420,디지털서울문화예술대학교,1,990,3048,990,2058,691,641,50,64.75,22.67,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000307,명지전문대학,1,2527,3619,2527,1092,3291,2527,764,100,90.94,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000310,배화여자대학교,1,1070,1550,1070,480,1383,1067,316,99.72,89.23,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000422,사이버한국외국어대학교,1,1750,3541,1750,1791,1899,1417,482,80.97,53.63,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000084,삼육대학교,1,1157,1264,1156,108,1243,1153,90,99.74,98.34,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000317,삼육보건대학교,1,384,616,384,232,552,384,168,100,89.61,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000085,상명대학교,2,2607,2905,2608,297,2866,2608,258,100,98.66,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000087,서강대학교,1,1602,1953,1611,342,1926,1597,329,99.13,98.62,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000088,서경대학교,1,1309,1942,1309,633,1690,1306,384,99.77,87.02,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,서울,기존,0000027,서울과학기술대학교,1,2177,2503,2179,324,2502,2178,324,99.95,99.96,2026-08-07T07:48:15.946Z
2024,교육대학,국립,대학,서울,기존,0000199,서울교육대학교,1,355,397,357,40,372,350,22,98.04,93.7,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000069,서울기독대학교,1,136,384,143,241,360,127,233,88.81,93.75,2026-08-07T07:48:15.946Z
2024,대학교,국립대법인,대학,서울,기존,0000012,서울대학교,1,3451,3735,3457,278,3707,3450,257,99.8,99.25,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000412,서울디지털대학교,1,3000,7784,3000,4784,2863,1983,880,66.1,36.78,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000413,서울사이버대학교,1,3270,11951,3270,8681,4550,3222,1328,98.53,38.07,2026-08-07T07:48:15.946Z
2024,대학교,공립,대학,서울,기존,0000030,서울시립대학교,1,1747,1898,1748,150,1898,1748,150,100,100,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000321,서울여자간호대학교,1,168,230,168,62,227,168,59,100,98.7,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000091,서울여자대학교,1,1636,1841,1633,208,1818,1633,185,100,98.75,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000324,서일대학교,1,2155,3068,2155,913,2707,2155,552,100,88.23,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000096,성공회대학교,1,502,564,503,61,544,503,41,100,96.45,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000097,성균관대학교,1,3447,4409,3451,958,4378,3432,946,99.45,99.3,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000098,성신여자대학교,1,2060,2343,2064,279,2336,2064,272,100,99.7,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000100,세종대학교,1,2495,3112,2502,610,3080,2502,578,100,98.97,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000415,세종사이버대학교,1,2180,7113,2180,4933,2808,1598,1210,73.3,39.48,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000103,숙명여자대학교,1,2170,2493,2170,323,2479,2167,312,99.86,99.44,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000105,숭실대학교,1,2675,3399,2680,719,3382,2676,706,99.85,99.5,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000419,숭실사이버대학교,1,1650,4833,1650,3183,2277,1226,1051,74.3,47.11,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000333,숭의여자대학교,1,1335,1648,1335,313,1506,1311,195,98.2,91.38,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000121,이화여자대학교,1,3197,3644,3206,438,3629,3197,432,99.72,99.59,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000356,인덕대학교,1,2066,2832,2066,766,2600,2066,534,100,91.81,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000125,장로회신학대학교,1,150,173,150,23,156,147,9,98,90.17,2026-08-07T07:48:15.946Z
2024,기술대학,사립,대학,서울,기존,0000228,정석대학,1,100,100,100,0,13,13,0,13,13,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000129,중앙대학교,2,4378,5334,4398,936,5329,4395,934,99.93,99.91,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000133,총신대학교,1,307,366,307,59,344,307,37,100,93.99,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000134,추계예술대학교,1,250,295,250,45,267,250,17,100,90.51,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,신설,0000570,태재대학교,1,100,200,100,100,0,0,0,0,0,2026-08-07T07:48:15.946Z
2024,방송통신대학,국립,대학,서울,기존,0000215,한국방송통신대학교,1,54240,58278,54240,4038,9520,9216,304,16.99,16.34,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000142,한국성서대학교,1,223,257,223,34,247,224,23,100.45,96.11,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000416,한국열린사이버대학교,1,1000,3854,1000,2854,1899,966,933,96.6,49.27,2026-08-07T07:48:15.946Z
2024,각종학교(대학),특별법국립,대학,서울,기존,0000471,한국예술종합학교,1,558,596,558,38,556,536,20,96.06,93.29,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000143,한국외국어대학교,1,3475,3958,3490,468,3934,3484,450,99.83,99.39,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,서울,기존,0000023,한국체육대학교,1,535,605,536,69,569,536,33,100,94.05,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,서울,기존,0000478,한국폴리텍 I 대학,1,255,386,255,131,224,197,27,77.25,58.03,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,서울,기존,0000477,한국폴리텍 I 대학,1,515,726,515,211,595,443,152,86.02,81.96,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000150,한성대학교,1,1498,1717,1498,219,1691,1497,194,99.93,98.49,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,서울,기존,0000421,한양사이버대학교,1,3440,9360,3440,5920,4428,2911,1517,84.62,47.31,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,서울,기존,0000384,한양여자대학교,1,2426,3202,2415,787,3008,2415,593,100,93.94,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000539,한영신학대학교,1,180,221,183,38,197,183,14,100,89.14,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,서울,기존,0000160,홍익대학교,2,3751,4357,3759,598,4325,3751,574,99.79,99.27,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,세종,기존,0000049,고려대학교,2,5371,6606,5379,1227,6539,5366,1173,99.76,98.99,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,세종,기존,0000066,대전가톨릭대학교,1,40,40,40,0,8,8,0,20,20,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,세종,기존,0000353,한국영상대학교,1,1089,1729,1089,640,1243,988,255,90.73,71.89,2026-08-07T07:48:15.946Z
2024,대학교,특별법법인,대학,울산,기존,0000527,울산과학기술원,1,400,480,400,80,483,393,90,98.25,100.63,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,울산,기존,0000352,울산과학대학교,1,1612,2362,1612,750,1959,1528,431,94.79,82.94,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,울산,기존,0000117,울산대학교,1,2657,2709,2515,194,2648,2512,136,99.88,97.75,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,울산,기존,0000375,춘해보건대학교,1,660,1048,660,388,913,607,306,91.97,87.12,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,울산,기존,0000498,한국폴리텍 VII 대학,1,285,342,285,57,342,285,57,100,100,2026-08-07T07:48:15.946Z
2024,교육대학,국립,대학,인천,기존,0000200,경인교육대학교,1,598,661,603,58,653,599,54,99.34,98.79,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,인천,기존,0000261,경인여자대학교,1,1305,1708,1305,403,1520,1171,349,89.73,88.99,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,인천,기존,0000123,인천가톨릭대학교,2,165,184,165,19,175,164,11,99.39,95.11,2026-08-07T07:48:15.946Z
2024,대학교,국립대법인,대학,인천,기존,0000031,인천대학교,1,2516,2804,2517,287,2738,2516,222,99.96,97.65,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,인천,기존,0000587,인천재능대학교,1,1313,1890,1313,577,1353,1155,198,87.97,71.59,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,인천,기존,0000357,인하공업전문대학,1,2553,3710,2553,1157,3473,2553,920,100,93.61,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,인천,기존,0000124,인하대학교,1,3444,3997,3447,550,3990,3446,544,99.97,99.82,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,인천,기존,0000481,한국폴리텍 II 대학,1,25,45,25,20,26,22,4,88,57.78,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,인천,기존,0000480,한국폴리텍 II 대학,1,685,962,685,277,644,526,118,76.79,66.94,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000585,고구려대학교,1,805,1429,805,624,756,732,24,90.93,52.9,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000266,광양보건대학교,1,373,430,373,57,66,58,8,15.55,15.35,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전남,기존,0000054,광주가톨릭대학교,1,40,45,40,5,13,13,0,32.5,28.89,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전남,기존,0000074,동신대학교,1,1459,1585,1440,145,1370,1258,112,87.36,86.44,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000532,동아보건대학교,1,350,482,350,132,351,314,37,89.71,72.82,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전남,기존,0000166,목포가톨릭대학교,1,120,126,120,6,110,104,6,86.67,87.3,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000308,목포과학대학교,1,885,1097,885,212,944,851,93,96.16,86.05,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,전남,기존,0000576,목포대학교,1,1484,1783,1484,299,1533,1437,96,96.83,85.98,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,전남,기존,0000577,목포해양대학교,1,695,771,699,72,739,697,42,99.71,95.85,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전남,기존,0000064,세한대학교,1,817,961,821,140,857,751,106,91.47,89.18,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,전남,기존,0000579,순천대학교,1,1573,1810,1571,239,1675,1553,122,98.85,92.54,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000331,순천제일대학교,1,992,1389,992,397,1340,968,372,97.58,96.47,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전남,기존,0000114,영산선학대학교,1,50,52,50,2,2,2,0,4,3.85,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000360,전남과학대학교,1,1064,1891,1064,827,1400,932,468,87.59,74.03,2026-08-07T07:48:15.946Z
2024,전문대학,공립,전문대학,전남,기존,0000389,전남도립대학교,1,410,491,410,81,453,410,43,100,92.26,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000332,청암대학교,1,815,1042,815,227,825,705,120,86.5,79.17,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전남,기존,0000190,초당대학교,1,717,758,719,39,611,596,15,82.89,80.61,2026-08-07T07:48:15.946Z
2024,대학교,특별법법인,대학,전남,기존,0000561,한국에너지공과대학교,1,100,110,100,10,105,96,9,96,95.45,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,전남,기존,0000554,한국폴리텍 V 대학,1,75,101,75,26,74,58,16,77.33,73.27,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전남,기존,0000546,한영대학,1,512,814,512,302,591,492,99,96.09,72.6,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000250,군산간호대학교,1,221,310,221,89,306,221,85,100,98.71,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,전북,기존,0000574,군산대학교,1,1723,1928,1723,205,1817,1713,104,99.42,94.24,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000270,군장대학교,1,646,938,646,292,735,586,149,90.71,78.36,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000311,백제예술대학교,1,413,459,413,46,390,372,18,90.07,84.97,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전북,기존,0000173,예수대학교,1,115,123,115,8,121,115,6,100,98.37,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전북,기존,0000164,예원예술대학교,2,231,421,234,187,413,226,187,96.58,98.1,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전북,기존,0000116,우석대학교,1,1507,1761,1508,253,1722,1506,216,99.87,97.79,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전북,기존,0000118,원광대학교,1,2891,3050,2891,159,3024,2886,138,99.83,99.15,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,전북,기존,0000417,원광디지털대학교,1,1500,3982,1500,2482,1623,1192,431,79.47,40.76,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000354,원광보건대학교,1,1311,2009,1285,724,1470,1089,381,84.75,73.17,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000362,전북과학대학교,1,608,955,608,347,707,600,107,98.68,74.03,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,전북,기존,0000017,전북대학교,1,3944,4540,3956,584,4331,3950,381,99.85,95.4,2026-08-07T07:48:15.946Z
2024,교육대학,국립,대학,전북,기존,0000201,전주교육대학교,1,285,308,285,23,303,285,18,100,98.38,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000274,전주기전대학,1,788,1084,788,296,900,737,163,93.53,83.03,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전북,기존,0000126,전주대학교,1,2512,2906,2531,375,2537,2378,159,93.95,87.3,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,전북,기존,0000361,전주비전대학교,1,1049,1455,1049,406,1238,891,347,84.94,85.09,2026-08-07T07:48:15.946Z
2024,전문대학,특별법국립,전문대학,전북,기존,0000473,한국농수산대학,1,570,684,570,114,596,482,114,84.56,87.13,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,전북,기존,0000493,한국폴리텍 V 대학,1,50,76,50,26,56,36,20,72,73.68,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,전북,기존,0000553,한국폴리텍 V 대학,1,185,244,185,59,178,141,37,76.22,72.95,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,전북,기존,0000155,한일장신대학교,1,219,252,219,33,196,195,1,89.04,77.78,2026-08-07T07:48:15.946Z
2024,산업대학,사립,대학,전북,기존,0000223,호원대학교,1,1089,1528,1099,429,1373,1052,321,95.72,89.86,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,제주,기존,0000363,제주관광대학교,1,820,1012,750,262,789,699,90,93.2,77.96,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,제주,기존,0000192,제주국제대학교,1,370,505,370,135,115,36,79,9.73,22.77,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,제주,기존,0000018,제주대학교,1,2175,2481,2172,309,2368,2171,197,99.95,95.45,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,제주,기존,0000382,제주한라대학교,1,1484,2565,1439,1126,1484,1103,381,76.65,57.86,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,제주,기존,0000535,한국폴리텍 I 대학,1,25,27,25,2,27,25,2,100,100,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000038,건양대학교,2,1631,1750,1642,108,1659,1575,84,95.92,94.8,2026-08-07T07:48:15.946Z
2024,교육대학,국립,대학,충남,기존,0000195,공주교육대학교,1,354,383,354,29,376,353,23,99.72,98.17,2026-08-07T07:48:15.946Z
2024,대학교,국립,대학,충남,기존,0000573,공주대학교,1,2815,3536,2816,720,3195,2817,378,100.04,90.36,2026-08-07T07:48:15.946Z
2024,사이버대학(대학),사립,대학,충남,기존,0000424,글로벌사이버대학교,1,1100,1786,1100,686,977,961,16,87.36,54.7,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000169,금강대학교,1,110,116,110,6,20,20,0,18.18,17.24,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000059,나사렛대학교,1,1191,1349,1209,140,1297,1190,107,98.43,96.15,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000189,남서울대학교,1,2187,2495,2187,308,2459,2187,272,100,98.56,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000131,백석대학교,1,2790,3228,2794,434,2976,2794,182,100,92.19,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,충남,기존,0000373,백석문화대학교,1,1393,1829,1393,436,1397,1157,240,83.06,76.38,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000094,선문대학교,1,2053,2292,2057,235,2295,2058,237,100.05,100.13,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000104,순천향대학교,1,2352,2879,2354,525,2628,2352,276,99.92,91.28,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,충남,기존,0000335,신성대학교,1,1170,1397,1075,322,1196,979,217,91.07,85.61,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,충남,기존,000568,아주자동차대학,1,390,400,330,70,307,282,25,85.45,76.75,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,충남,기존,0000529,연암대학교,1,483,662,483,179,593,483,110,100,89.58,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000128,중부대학교,1,1685,1998,1699,299,1939,1641,298,96.59,97.05,2026-08-07T07:48:15.946Z
2024,산업대학,사립,대학,충남,기존,0000225,청운대학교,1,1037,1308,1039,269,1315,1034,281,99.52,100.54,2026-08-07T07:48:15.946Z
2024,전문대학,공립,전문대학,충남,기존,0000519,충남도립대학교,1,447,458,422,36,443,421,22,99.76,96.72,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000141,한국기술교육대학교,1,836,996,836,160,980,836,144,100,98.39,2026-08-07T07:48:15.946Z
2024,대학교,특별법국립,대학,충남,기존,0000472,한국전통문화대학교,1,140,161,140,21,145,140,5,100,90.06,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,충남,기존,0000500,한국폴리텍 특성화대학,1,160,192,160,32,178,151,27,94.38,92.71,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,충남,기존,0000487,한국폴리텍 IV 대학,1,195,297,195,102,142,131,11,67.18,47.81,2026-08-07T07:48:15.946Z
2024,기능대학,사립,전문대학,충남,기존,0000588,한국폴리텍 IV 대학,1,105,126,105,21,109,96,13,91.43,86.51,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000149,한서대학교,1,1554,1665,1546,119,1561,1462,99,94.57,93.75,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,충남,기존,0000386,혜전대학교,1,882,1246,837,409,1069,766,303,91.52,85.79,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충남,기존,0000159,호서대학교,1,2881,3198,2887,311,3109,2887,222,100,97.22,2026-08-07T07:48:15.946Z
2024,전문대학,사립,전문대학,충북,기존,0000271,강동대학교,1,1191,1695,1191,504,1380,1112,268,93.37,81.42,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충북,기존,0000037,건국대학교,2,4569,5326,4586,740,5261,4585,676,99.98,98.78,2026-08-07T07:48:15.946Z
2024,대학교,사립,대학,충북,기존,0000058,극동대학교,1,888,1023,904,119,803,709,94,78.43,78.49,2026-08-07T07:48:15.946Z
