year,cohort,school_rep_code,school_rep_name,region,estb,school_division,ordinary_expense_transfer,legal_obligation_transfer,asset_transfer,total_transfer,tuition_revenue,transfer_ratio,campus_count,has_alimi,updated_at
2021,university,0000182,대전신학대학교,대전,사립,대학,0,42437.03,0,42437.03,863627,4.9,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000080,목원대학교,대전,사립,대학,0,400000,0,400000,53894593.89,0.7,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000081,배재대학교,대전,사립,대학,326000,767000,0,1093000,54731625.01,2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000184,우송대학교,대전,사립,대학,0,1680000,0,1680000,71804323.38,2.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000120,을지대학교,대전,사립,대학,0,4010000,0,4010000,41094866,9.8,3,Y,2026-08-15T06:50:35.100Z
2021,university,0000551,한국침례신학대학교,대전,사립,대학,12014,125000,0,137014,10060580.78,1.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000145,한남대학교,대전,사립,대학,115000,95000,0,210000,82363082.1,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000043,경성대학교,부산,사립,대학,0,40000,0,40000,80315656.62,0,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000050,고신대학교,부산,사립,대학,0,3347172.762,0,3347172.762,29207272.28,11.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000180,동명대학교,부산,사립,대학,0,910000,0,910000,50316930,1.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000073,동서대학교,부산,사립,대학,0,530000,0,530000,62469484.36,0.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000075,동아대학교,부산,사립,대학,100000,2020000,0,2120000,137264203.3,1.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000077,동의대학교,부산,사립,대학,0,350000,0,350000,99916982.34,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000082,부산가톨릭대학교,부산,사립,대학,0,1300000,0,1300000,25353994.27,5.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000083,부산외국어대학교,부산,사립,대학,0,280000,0,280000,45344863.76,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000106,신라대학교,부산,사립,대학,0,360000,0,360000,53231199.56,0.7,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000035,감리교신학대학교,서울,사립,대학,3000,360000,0,363000,8667113.547,4.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000037,건국대학교,서울,사립,대학,0,5100000,0,5100000,231870911.4,2.2,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000047,경희대학교,서울,사립,대학,33400,12480411.9,0,12513811.9,298100152.5,4.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000049,고려대학교,서울,사립,대학,120000,15057759.97,0,15177759.97,356169041.5,4.3,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000053,광운대학교,서울,사립,대학,0,313000,0,313000,77572513.14,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000056,국민대학교,서울,사립,대학,0,5291000,0,5291000,153140979.4,3.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000070,덕성여자대학교,서울,사립,대학,614230.85,3119550.67,1388320,5122101.52,40929856.73,12.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000071,동국대학교,서울,사립,대학,1328674,8645426,0,9974100,209852665,4.8,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000072,동덕여자대학교,서울,사립,대학,0,2290000,0,2290000,52793245.88,4.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000084,삼육대학교,서울,사립,대학,36353.61,1816900,0,1853253.61,45872033.87,4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000085,상명대학교,서울,사립,대학,0,833000,0,833000,105155704.1,0.8,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000087,서강대학교,서울,사립,대학,269322.227,460759,0,730081.227,103109818.9,0.7,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000088,서경대학교,서울,사립,대학,0,789291,0,789291,49492884.4,1.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000069,서울기독대학교,서울,사립,대학,12800,30000,0,42800,4002034.8,1.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000091,서울여자대학교,서울,사립,대학,319000,150000,70270,539270,51737189.07,1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000539,서울한영대학교,서울,사립,대학,1342.48,309973.72,0,311316.19999999995,6042080.294,5.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000096,성공회대학교,서울,사립,대학,0,270000,0,270000,16923159.57,1.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000097,성균관대학교,서울,사립,대학,9050000,12802000,0,21852000,279340542.1,7.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000098,성신여자대학교,서울,사립,대학,0,60000,0,60000,78771004.84,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000100,세종대학교,서울,사립,대학,0,982000,0,982000,122744760.7,0.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000103,숙명여자대학교,서울,사립,대학,0,32000,0,32000,103149578,0,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000105,숭실대학교,서울,사립,대학,57600,470800,0,528400,134295241.4,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000110,연세대학교,서울,사립,대학,31047122.83,33538438.93,0,64585561.76,399520843.4,16.2,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000121,이화여자대학교,서울,사립,대학,66773.6,8459000,0,8525773.6,202851727.8,4.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000125,장로회신학대학교,서울,사립,대학,67327,727243.66,0,794570.66,15892865.65,5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000129,중앙대학교,서울,사립,대학,0,9255793.353,0,9255793.353,261684548.5,3.5,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000133,총신대학교,서울,사립,대학,0,800000,0,800000,24864896.47,3.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000134,추계예술대학교,서울,사립,대학,2359759,640241,0,3000000,11472039.96,26.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000525,케이씨대학교,서울,사립,대학,0,176000,0,176000,11516434.7,1.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000142,한국성서대학교,서울,사립,대학,70000,550000,0,620000,7977568,7.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000143,한국외국어대학교,서울,사립,대학,0,2012764,0,2012764,146071399.3,1.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000150,한성대학교,서울,사립,대학,0,500000,0,500000,56035749.77,0.9,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000153,한양대학교,서울,사립,대학,1479680,13125170,0,14604850,340529676.5,4.3,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000160,홍익대학교,서울,사립,대학,0,1834000,0,1834000,192050506.8,1,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000066,대전가톨릭대학교,세종,사립,대학,930388.9,163714.06,0,1094102.96,390280,280.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000117,울산대학교,울산,사립,대학,566234,5227548.586,0,5793782.586,99996293.76,5.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000123,인천가톨릭대학교,인천,사립,대학,2828342.988,504434.169,0,3332777.1569999997,6407583.733,52,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000124,인하대학교,인천,사립,대학,100000,6941786.51,0,7041786.51,164777789.8,4.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000054,광주가톨릭대학교,전남,사립,대학,830000,180225.14,0,1010225.14,0,,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000074,동신대학교,전남,사립,대학,52236,450000,0,502236,42189038.26,1.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000166,목포가톨릭대학교,전남,사립,대학,0,238468.23,0,238468.23,3223930.666,7.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000064,세한대학교,전남,사립,대학,0,170000,0,170000,21391189.74,0.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000114,영산선학대학교,전남,사립,대학,700000,40053.71,0,740053.71,66000,1121.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000190,초당대학교,전남,사립,대학,0,600000,0,600000,19451686.48,3.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000186,한려대학교,전남,사립,대학,0,0,0,0,0,,1,N,2026-08-15T06:50:35.100Z
2021,university,0000173,예수대학교,전북,사립,대학,183928.9,276071.1,0,460000,3648491.28,12.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000164,예원예술대학교,전북,사립,대학,0,200000,0,200000,14150006.66,1.4,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000116,우석대학교,전북,사립,대학,0,120883,0,120883,52968424.59,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000118,원광대학교,전북,사립,대학,70001,1537000,0,1607001,111212140.3,1.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000126,전주대학교,전북,사립,대학,50000,50000,0,100000,78951610.93,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000155,한일장신대학교,전북,사립,대학,0,474353,0,474353,6674505.5,7.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000223,호원대학교,전북,사립,대학,0,300000,0,300000,34332687.14,0.9,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000192,제주국제대학교,제주,사립,대학,0,0,0,0,4719708,0,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000038,건양대학교,충남,사립,대학,0,4568665.005,0,4568665.005,49819864.97,9.2,2,Y,2026-08-15T06:50:35.100Z
2021,university,0000169,금강대학교,충남,사립,대학,5400289.124,328103.61,471607.266,6200000,1740630.333,356.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000059,나사렛대학교,충남,사립,대학,0,220000,0,220000,34996623.33,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000189,남서울대학교,충남,사립,대학,0,50000,0,50000,74749665.45,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000131,백석대학교,충남,사립,대학,0,620000,0,620000,108626617.7,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000094,선문대학교,충남,사립,대학,0,2610000,0,2610000,67866602.53,3.8,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000104,순천향대학교,충남,사립,대학,2300000,11936679.59,0,14236679.59,90775077.82,15.7,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000128,중부대학교,충남,사립,대학,0,162300,0,162300,60144789.57,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000225,청운대학교,충남,사립,대학,8000,100499,0,108499,40816747.05,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000141,한국기술교육대학교,충남,사립,대학,89310270.98,4358700,24010496,117679466.98,19665324.76,598.4,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000149,한서대학교,충남,사립,대학,10870.98,18000,0,28870.98,53401061.11,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000159,호서대학교,충남,사립,대학,0,40000,0,40000,102453467.2,0,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000557,가톨릭꽃동네대학교,충북,사립,대학,1201837,296403,0,1498240,3363339.417,44.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000058,극동대학교,충북,사립,대학,0,60000,0,60000,24016228.74,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000093,서원대학교,충북,사립,대학,0,250000,0,250000,42753194.05,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000099,세명대학교,충북,사립,대학,0,1305000,0,1305000,48795935.79,2.7,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000113,유원대학교,충북,사립,대학,0,232606.163,0,232606.163,23076883.07,1,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000183,중원대학교,충북,사립,대학,3674397.615,1621059.27,0,5295456.885,25835486.83,20.5,1,Y,2026-08-15T06:50:35.100Z
2021,university,0000132,청주대학교,충북,사립,대학,177910,110000,0,287910,86380543.54,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000347,강릉영동대학교,강원,사립,전문대학,0,40000,0,40000,14150543.07,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000378,강원관광대학교,강원,사립,전문대학,0,184087.71,0,184087.71,3040538.187,6.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000348,세경대학교,강원,사립,전문대학,0,27000,0,27000,4684822.109,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000393,송곡대학교,강원,사립,전문대학,2478986.66,306013.34,0,2785000,3387677.567,82.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000390,송호대학교,강원,사립,전문대학,1200,110000,0,111200,5022124.506,2.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000542,한국골프대학교,강원,사립,전문대학,0,10000,0,10000,3088507.5,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000383,한림성심대학교,강원,사립,전문대학,143864.793,1013248.38,10000,1167113.173,15553192.77,7.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,0,1164600,0,1164600,26396776.07,4.4,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000255,경민대학교,경기,사립,전문대학,0,160000,0,160000,24412752.74,0.7,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000259,경복대학교,경기,사립,전문대학,0,350000,0,350000,38127463.6,0.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000264,계원예술대학교,경기,사립,전문대학,0,53000,0,53000,20783700.46,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000379,국제대학교,경기,사립,전문대학,0,58000,0,58000,19662731.79,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000277,김포대학교,경기,사립,전문대학,0,5000,0,5000,15173716.84,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000278,농협대학교,경기,사립,전문대학,4459062.012,370937.988,0,4830000,2101306.667,229.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000285,대림대학교,경기,사립,전문대학,0,1331000,0,1331000,46104936.82,2.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000294,동남보건대학교,경기,사립,전문대학,0,15000,0,15000,29759868.92,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000287,동서울대학교,경기,사립,전문대학,2000,33500,0,35500,37098659.54,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,0,25000,0,25000,21792806.46,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000302,동원대학교,경기,사립,전문대학,1000,113000,0,114000,18305921.19,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000305,두원공과대학교,경기,사립,전문대학,2204758.545,1560357,0,3765115.545,19670022.8,19.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000316,부천대학교,경기,사립,전문대학,15000,210000,0,225000,46673293.24,0.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000323,서울예술대학교,경기,사립,전문대학,0,150000,0,150000,25303971.2,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000392,서정대학교,경기,사립,전문대학,3600,100636,0,104236,38138589.34,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000330,수원과학대학교,경기,사립,전문대학,1500,10000,0,11500,24356772.21,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000329,수원여자대학교,경기,사립,전문대학,2000,1000,0,3000,26084891.55,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000334,신구대학교,경기,사립,전문대학,0,10884,0,10884,42180461.54,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000339,신안산대학교,경기,사립,전문대학,0,4000,0,4000,17941057.91,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000340,안산대학교,경기,사립,전문대학,0,216469,0,216469,24980253.8,0.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000343,여주대학교,경기,사립,전문대학,0,48000,0,48000,28241565.99,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000341,연성대학교,경기,사립,전문대학,0,129000,0,129000,36211014,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000350,오산대학교,경기,사립,전문대학,0,100000,0,100000,27893703.13,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000559,용인예술과학대학교,경기,사립,전문대학,15000,78000,0,93000,21681201.35,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000394,웅지세무대학교,경기,사립,전문대학,90000,0,0,90000,5469086.4,1.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000355,유한대학교,경기,사립,전문대학,94000,1695000,0,1789000,26384328.68,6.8,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000358,장안대학교,경기,사립,전문대학,0,1000,0,1000,25593983.13,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000374,청강문화산업대학교,경기,사립,전문대학,1000,130000,0,131000,23834166.38,0.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000391,한국관광대학교,경기,사립,전문대학,0,575600,0,575600,10241256.68,5.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000251,거제대학교,경남,사립,전문대학,0,37000,0,37000,6411214,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000395,김해대학교,경남,사립,전문대학,47000,0,0,47000,8327201.33,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000342,동원과학기술대학교,경남,사립,전문대학,0,412360,0,412360,12994007.26,3.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000306,마산대학교,경남,사립,전문대학,0,16999,0,16999,31705673.39,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000530,연암공과대학교,경남,사립,전문대학,6607578.83,714636.81,846806.34,8169021.98,6282245.484,130,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000369,진주보건대학교,경남,사립,전문대학,0,14521.779,0,14521.779,15764275.15,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000528,창원문성대학교,경남,사립,전문대학,0,123000,108680,231680,11329319,2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000396,한국승강기대학교,경남,사립,전문대학,0,0,0,0,4062882.53,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000249,가톨릭상지대학교,경북,사립,전문대학,0,33100,0,33100,10434580.18,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000293,경북과학대학교,경북,사립,전문대학,0,15000,0,15000,10142478.49,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000523,경북보건대학교,경북,사립,전문대학,0,17337,0,17337,6899294.69,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000258,경북전문대학교,경북,사립,전문대학,0,40492,0,40492,15664903.86,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000268,구미대학교,경북,사립,전문대학,0,69245,0,69245,30216055.06,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000279,대경대학교,경북,사립,전문대학,0,16000,0,16000,22758618.93,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000309,문경대학교,경북,사립,전문대학,0,54322.877,0,54322.877,4856531.047,1.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000262,서라벌대학교,경북,사립,전문대학,0,5000,0,5000,3516900.608,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000380,선린대학교,경북,사립,전문대학,0,12000,0,12000,12148282.95,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000547,성운대학교,경북,사립,전문대학,900,48348,0,49248,7206897.3,0.7,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000338,안동과학대학교,경북,사립,전문대학,0,7857.089,0,7857.089,13551099.9,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000257,영남외국어대학,경북,사립,전문대학,0,46000,0,46000,2508940,1.8,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000381,포항대학교,경북,사립,전문대학,0,10000,0,10000,9755487.682,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000522,호산대학교,경북,사립,전문대학,0,92000,0,92000,10598285.96,0.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000267,광주보건대학교,광주,사립,전문대학,0,14374.66,0,14374.66,18480198.15,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000273,기독간호대학교,광주,사립,전문대학,0,102000,0,102000,3148673.15,3.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000297,동강대학교,광주,사립,전문대학,0,38000,0,38000,13312522.41,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000320,서영대학교,광주,사립,전문대학,0,21000,0,21000,27795172.69,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000366,조선간호대학교,광주,사립,전문대학,0,11000,0,11000,3755315.6,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000365,조선이공대학교,광주,사립,전문대학,0,49000,0,49000,16134872.29,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000263,계명문화대학교,대구,사립,전문대학,0,1038340.14,0,1038340.14,27123381.49,3.8,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000280,대구공업대학교,대구,사립,전문대학,0,100000,0,100000,9763538.81,1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000283,대구과학대학교,대구,사립,전문대학,0,11000,0,11000,22984445.16,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000281,대구보건대학교,대구,사립,전문대학,189855,10000,0,199855,40907264.07,0.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000282,수성대학교,대구,사립,전문대학,0,40000,0,40000,18583381.35,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000346,영남이공대학교,대구,사립,전문대학,0,100000,0,100000,31605299.82,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000349,영진전문대학교,대구,사립,전문대학,0,88700,0,88700,41195269.08,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000376,대덕대학교,대전,사립,전문대학,20000,66549,0,86549,15099046.65,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000512,대전과학기술대학교,대전,사립,전문대학,0,60000,0,60000,23487133.99,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000288,대전보건대학교,대전,사립,전문대학,0,0,0,0,28775340.17,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000289,우송정보대학,대전,사립,전문대학,0,744000,0,744000,21376294.33,3.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000253,경남정보대학교,부산,사립,전문대학,0,50000,0,50000,35186517.24,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000284,대동대학교,부산,사립,전문대학,0,29381,0,29381,8606207.65,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000303,동의과학대학교,부산,사립,전문대학,0,110000,0,110000,25741654.84,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000304,동주대학교,부산,사립,전문대학,0,6000,0,6000,15599537.19,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000313,부산경상대학교,부산,사립,전문대학,0,125000,0,125000,12990645.8,1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000315,부산과학기술대학교,부산,사립,전문대학,0,25000,0,25000,18242358.89,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000314,부산여자대학교,부산,사립,전문대학,0,47090,0,47090,14201572.67,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000388,부산예술대학교,부산,사립,전문대학,0,9000,0,9000,3789033.297,0.2,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000300,동양미래대학교,서울,사립,전문대학,0,370000,0,370000,37297868.25,1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000307,명지전문대학,서울,사립,전문대학,0,120900,0,120900,41030208.64,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000310,배화여자대학교,서울,사립,전문대학,40000,12000,0,52000,15201461.97,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000317,삼육보건대학교,서울,사립,전문대학,0,389727,0,389727,7568477.09,5.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000321,서울여자간호대학교,서울,사립,전문대학,0,50757,0,50757,5886055.725,0.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000324,서일대학교,서울,사립,전문대학,6658.5,100000,0,106658.5,33131512.79,0.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000333,숭의여자대학교,서울,사립,전문대학,0,8815,0,8815,18405815.6,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000356,인덕대학교,서울,사립,전문대학,0,20495,0,20495,36917675.45,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000384,한양여자대학교,서울,사립,전문대학,0,1278069,0,1278069,38941552.6,3.3,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000353,한국영상대학교,세종,사립,전문대학,0,110000,0,110000,17950886.47,0.6,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000352,울산과학대학교,울산,사립,전문대학,31897.491,1133000,0,1164897.491,33145747.52,3.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000375,춘해보건대학교,울산,사립,전문대학,0,11188,0,11188,16179898.04,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000261,경인여자대학교,인천,사립,전문대학,0,30000,0,30000,26824177.24,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000292,인천재능대학교,인천,사립,전문대학,0,20000,0,20000,19419746.25,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000357,인하공업전문대학,인천,사립,전문대학,0,1506957.88,0,1506957.88,42914204.76,3.5,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000272,고구려대학교,전남,사립,전문대학,0,0,0,0,6237816.3,0,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000266,광양보건대학교,전남,사립,전문대학,0,0,0,0,0,,1,N,2026-08-15T06:50:35.100Z
2021,junior-college,0000532,동아보건대학교,전남,사립,전문대학,400000,70000,0,470000,6813872.984,6.9,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000308,목포과학대학교,전남,사립,전문대학,0,81000,0,81000,12231969.41,0.7,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000331,순천제일대학교,전남,사립,전문대학,1896,15600,0,17496,13425175.22,0.1,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000360,전남과학대학교,전남,사립,전문대학,0,65000,0,65000,17529518.36,0.4,1,Y,2026-08-15T06:50:35.100Z
2021,junior-college,0000332,청암대학교,전남,사립,전문대학,0,17000,0,17000,12821278.27,0.1,1,Y,2026-08-15T06:50:35.100Z
