school_code_std,school_name,main_branch,school_type,establishment,road_address,lot_address,sido,sigungu,lng,lat,geocoded_at
0000451,대전보건대학교,본교,전문대학,사립,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",대전광역시 동구 가양동 77-3,대전광역시,동구,127.45306803772088,36.349079599270254,2026-08-01T20:12:16.527Z
0000238,대전신학대학교,본교,대학교,사립,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",대전광역시 대덕구 오정동 226-22,대전광역시,대덕구,127.4229966943414,36.350193350939335,2026-08-01T20:12:16.527Z
0000097,대진대학교,본교,대학교,사립,"경기도 포천시 호국로 1007 (선단동, 대진대학교)",경기도 포천시 선단동 산 11-1,경기도,포천시,127.15896485428526,37.86589187728765,2026-08-01T20:12:16.527Z
0000099,덕성여자대학교,본교,대학교,사립,"서울특별시 도봉구 삼양로144길 33 (쌍문동, 덕성여자대학교)",서울특별시 도봉구 쌍문동 419,서울특별시,도봉구,127.01705646155571,37.6511759142339,2026-08-01T20:12:16.527Z
0000460,동강대학교,본교,전문대학,사립,"전남광주통합특별시 북구 동문대로 50 (풍향동, 동강대학)",전남광주통합특별시 북구 두암동 700-12,전남광주통합특별시,북구,126.9219791242343,35.17029564157091,2026-08-01T20:12:16.527Z
0000100,동국대학교,본교,대학교,사립,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교)",서울특별시 중구 장충동2가 192-5,서울특별시,중구,127.00255894904652,37.55734562943239,2026-08-01T20:12:16.527Z
0000101,동국대학교(WISE),분교,대학교,사립,경상북도 경주시 동대로 123(석장동),경상북도 경주시 석장동 707,경상북도,경주시,129.19116080380047,35.86333766909903,2026-08-01T20:12:16.527Z
0000457,동남보건대학교,본교,전문대학,사립,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학)",경기도 수원시 장안구 정자동 936-2,경기도,수원시,126.98711864383871,37.29970846241405,2026-08-01T20:12:16.527Z
0000102,동덕여자대학교,본교,대학교,사립,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교)",서울특별시 성북구 하월곡동 73-96,서울특별시,성북구,127.04123760643732,37.60588176742441,2026-08-01T20:12:16.527Z
0000235,동명대학교,본교,대학교,사립,"부산광역시 남구 신선로 428 (용당동, 동명대학교)",부산광역시 남구 용당동 485,부산광역시,남구,129.10151412431455,35.11988080216953,2026-08-01T20:12:16.527Z
0000103,동서대학교,본교,대학교,사립,"부산광역시 사상구 주례로 47 (주례동, 동서대학교)",부산광역시 사상구 주례동 85-1,부산광역시,사상구,129.00750538303805,35.14350230875934,2026-08-01T20:12:16.527Z
0000450,동서울대학교,본교,전문대학,사립,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학)",경기도 성남시 수정구 복정동 423-8,경기도,성남시,127.13056104121752,37.46034943887664,2026-08-01T20:12:16.527Z
0000104,동신대학교,본교,대학교,사립,전남광주통합특별시 나주시 동신대길 67 (대호동),전남광주통합특별시 나주시 대호동 252,전남광주통합특별시,나주시,126.71798511174165,35.04969500732174,2026-08-01T20:12:16.527Z
0000105,동아대학교,본교,대학교,사립,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",부산광역시 사하구 하단동 산 3-1,부산광역시,사하구,128.9680850247375,35.11880881319746,2026-08-01T20:12:16.527Z
0000461,동아방송예술대학교,본교,전문대학,사립,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교)",경기도 안성시 삼죽면 진촌리 632-18,경기도,안성시,127.35810020993422,37.05899628094338,2026-08-01T20:12:16.527Z
0000462,동아보건대학교,본교,전문대학,사립,"전남광주통합특별시 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교)",전남광주통합특별시 영암군 학산면 독천리 산 22-1,전남광주통합특별시,영암군,126.56901337737744,34.73067641449448,2026-08-01T20:12:16.527Z
0000106,동양대학교,본교,대학교,사립,"경상북도 영주시 풍기읍 동양대로 145 (산법리, 동양대학교)",경상북도 영주시 풍기읍 산법리 583-10,경상북도,영주시,128.5375256650341,36.8808054332111,2026-08-01T20:12:16.527Z
0000463,동양미래대학교,본교,전문대학,사립,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학)",서울특별시 구로구 고척동 62-160,서울특별시,구로구,126.86812194390774,37.500040259698835,2026-08-01T20:12:16.527Z
0000509,동원과학기술대학교,본교,전문대학,사립,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",경상남도 양산시 명곡동 922-2,경상남도,양산시,129.0687132552893,35.34362799660135,2026-08-01T20:12:16.527Z
0000465,동원대학교,본교,전문대학,사립,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학)",경기도 광주시 곤지암읍 신촌리 산 1-1,경기도,광주시,127.4038480024036,37.328938994151294,2026-08-01T20:12:16.527Z
0000466,동의과학대학교,본교,전문대학,사립,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학)",부산광역시 부산진구 양정동 429-19,부산광역시,부산진구,129.07377232781548,35.16639067813791,2026-08-01T20:12:16.527Z
0000107,동의대학교,본교,대학교,사립,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교)",부산광역시 부산진구 가야동 464-121,부산광역시,부산진구,129.03492091410112,35.142444764364015,2026-08-01T20:12:16.527Z
0000469,두원공과대학교,본교,전문대학,사립,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교)",경기도 안성시 죽산면 장원리 709,경기도,안성시,127.42409333362426,37.06484698223328,2026-08-01T20:12:16.527Z
0000108,루터대학교,본교,대학교,사립,"경기도 용인시 기흥구 금화로82번길 20 (상갈동, 루터대학교)",경기도 용인시 기흥구 상갈동 17,경기도,용인시,127.11362237676961,37.265064211099116,2026-08-01T20:12:16.527Z
0000470,마산대학교,본교,전문대학,사립,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학)",경상남도 창원시 마산회원구 내서읍 용담리 181-1,경상남도,창원시,128.5040812682688,35.25890136652668,2026-08-01T20:12:16.527Z
0000109,명지대학교,본교,대학교,사립,"경기도 용인시 처인구 명지로 116 (남동, 명지대학교용인캠퍼스)",경기도 용인시 처인구 남동 555,경기도,용인시,127.18509630318812,37.22354266488637,2026-08-01T20:12:16.527Z
0000111,명지대학교,제2캠퍼스,대학교,사립,"서울특별시 서대문구 거북골로 34 (남가좌동, 명지대학교)",서울특별시 서대문구 남가좌동 50-3,서울특별시,서대문구,126.92255941861805,37.58024315222572,2026-08-01T20:12:16.527Z
0000473,명지전문대학,본교,전문대학,사립,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학)",서울특별시 서대문구 홍은동 323-15,서울특별시,서대문구,126.92606231717997,37.584096489720636,2026-08-01T20:12:16.527Z
0000112,목원대학교,본교,대학교,사립,"대전광역시 서구 도안북로 88 (도안동, 목원대학교)",대전광역시 서구 도안동 800,대전광역시,서구,127.3378768953809,36.32438641014862,2026-08-01T20:12:16.527Z
0000221,목포가톨릭대학교,본교,대학교,사립,"전남광주통합특별시 목포시 영산로 697 (석현동, 목포가톨릭대학교)",전남광주통합특별시 목포시 석현동 894-1,전남광주통합특별시,목포시,126.41918657574382,34.826798297233935,2026-08-01T20:12:16.527Z
0000474,목포과학대학교,본교,전문대학,사립,"전남광주통합특별시 목포시 영산로 413-1 (상동, 목포과학대학)",전남광주통합특별시 목포시 용해동 273-13,전남광주통합특별시,목포시,126.40910513005885,34.80764051031441,2026-08-01T20:12:16.527Z
0000475,문경대학교,본교,전문대학,사립,경상북도 문경시 호계면 대학길 161 (별암리),경상북도 문경시 호계면 별암리 730,경상북도,문경시,128.17408201375164,36.65875797471183,2026-08-01T20:12:16.527Z
0000113,배재대학교,본교,대학교,사립,"대전광역시 서구 배재로 155-40 (도마동, 배재대학교)",대전광역시 서구 도마동 439-6,대전광역시,서구,127.36724243068932,36.32191787304069,2026-08-01T20:12:16.527Z
0000476,배화여자대학교,본교,전문대학,사립,"서울특별시 종로구 필운대로1길 34 (필운동, 배화여자대학)",서울특별시 종로구 누하동 149,서울특별시,종로구,126.9681947106907,37.57901540686903,2026-08-01T20:12:16.527Z
0000178,백석대학교,본교,대학교,사립,충청남도 천안시 동남구 백석대학로 1 (안서동),충청남도 천안시 동남구 안서동 115,충청남도,천안시,127.1857097375615,36.83934360947134,2026-08-01T20:12:16.527Z
0000543,백석문화대학교,본교,전문대학,사립,충청남도 천안시 동남구 백석대학로 1 (안서동),충청남도 천안시 동남구 안서동 115,충청남도,천안시,127.1857097375615,36.83934360947134,2026-08-01T20:12:16.527Z
0000477,백제예술대학교,본교,전문대학,사립,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학)",전북특별자치도 완주군 봉동읍 제내리 1234,전라북도,완주군,127.1259087374786,35.995547480184655,2026-08-01T20:12:16.527Z
0000114,부산가톨릭대학교,본교,대학교,사립,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",부산광역시 금정구 부곡동 9,부산광역시,금정구,129.09820130638096,35.244994482874304,2026-08-01T20:12:16.527Z
0000479,부산경상대학교,본교,전문대학,사립,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학)",부산광역시 연제구 연산동 277-4,부산광역시,연제구,129.09888787848143,35.18521807454956,2026-08-01T20:12:16.527Z
0000481,부산과학기술대학교,본교,전문대학,사립,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교)",부산광역시 북구 구포동 870,부산광역시,북구,129.0039362656495,35.19587802505788,2026-08-01T20:12:16.527Z
0000014,부산대학교,본교,대학교,국립,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",부산광역시 금정구 장전동 40,부산광역시,금정구,129.08373028852156,35.23026863597215,2026-08-01T20:12:16.527Z
0000467,부산보건대학교,본교,전문대학,사립,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학)",부산광역시 사하구 괴정동 220-59,부산광역시,사하구,128.9973830362139,35.105257927408076,2026-08-01T20:12:16.527Z
0000480,부산여자대학교,본교,전문대학,사립,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학)",부산광역시 부산진구 양정동 74-161,부산광역시,부산진구,129.07273399698565,35.16794776753344,2026-08-01T20:12:16.527Z
0000561,부산예술대학교,본교,전문대학,사립,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학)",부산광역시 남구 대연동 1552,부산광역시,남구,129.08486452443606,35.14265804585372,2026-08-01T20:12:16.527Z
0000115,부산외국어대학교,본교,대학교,사립,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",부산광역시 금정구 남산동 857-1,부산광역시,금정구,129.08103805251852,35.267118564991996,2026-08-01T20:12:16.527Z
0000222,부산장신대학교,본교,대학교,사립,경상남도 김해시 김해대로 1894-68 (구산동),경상남도 김해시 구산동 764,경상남도,김해시,128.86171820510535,35.2563109524548,2026-08-01T20:12:16.527Z
0000482,부천대학교,본교,전문대학,사립,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학)",경기도 부천시 원미구 심곡동 424,경기도,부천시,126.77982989628933,37.489831697162046,2026-08-01T20:12:16.527Z
0000116,삼육대학교,본교,대학교,사립,"서울특별시 노원구 화랑로 815 (공릉동, 삼육대학교)",서울특별시 노원구 공릉동 26-38,서울특별시,노원구,127.1085070064982,37.64052455284686,2026-08-01T20:12:16.527Z
0000483,삼육보건대학교,본교,전문대학,사립,"서울특별시 동대문구 망우로 82 (휘경동, 삼육보건대학) 삼육보건대학교",서울특별시 동대문구 휘경동 29-1,서울특별시,동대문구,127.06583320611897,37.588758891187524,2026-08-01T20:12:16.527Z
0000117,상명대학교,본교,대학교,사립,"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교)",서울특별시 종로구 홍지동 7-1,서울특별시,종로구,126.95567856544022,37.60310038855627,2026-08-01T20:12:16.527Z
0002959,상명대학교,제2캠퍼스,대학교,사립,"충청남도 천안시 동남구 상명대길 31 (안서동, 상명대학교천안캠퍼스)",충청남도 천안시 동남구 안서동 300,충청남도,천안시,127.1803095535123,36.83232432440916,2026-08-01T20:12:16.527Z
0000119,상지대학교,본교,대학교,사립,강원특별자치도 원주시 상지대길 83 (우산동),강원특별자치도 원주시 우산동 738,강원특별자치도,원주시,127.9312758528091,37.367707847037885,2026-08-01T20:12:16.527Z
0000120,서강대학교,본교,대학교,사립,"서울특별시 마포구 백범로 35 (신수동, 서강대학교)",서울특별시 마포구 대흥동 산 1-30,서울특별시,마포구,126.94231758935422,37.55369479516961,2026-08-01T20:12:16.527Z
0000121,서경대학교,본교,대학교,사립,"서울특별시 성북구 서경로 124 (정릉동, 서경대학교)",서울특별시 성북구 정릉동 산 16-1,서울특별시,성북구,127.01141295643302,37.61532886169918,2026-08-01T20:12:16.527Z
0002646,서영대학교,본교,전문대학,사립,"전남광주통합특별시 북구 서강로 1 (운암동, 서영대학교)",전남광주통합특별시 북구 운암동 789-20,전남광주통합특별시,북구,126.86945604089345,35.174960068391535,2026-08-01T20:12:16.527Z
0000036,서울과학기술대학교,본교,대학교,국립,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교)",서울특별시 노원구 공릉동 172,서울특별시,노원구,127.08030555019381,37.63475304214013,2026-08-01T20:12:16.527Z
0000098,서울기독대학교,본교,대학교,사립,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교)",서울특별시 은평구 신사동 1-19,서울특별시,은평구,126.9121927242796,37.600757038445394,2026-08-01T20:12:16.527Z
0000019,서울대학교,본교,대학교,국립대법인,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",서울특별시 관악구 봉천동 244-2,서울특별시,관악구,126.95702545884443,37.468557417069945,2026-08-01T20:12:16.527Z
0000040,서울시립대학교,본교,대학교,공립,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교)",서울특별시 동대문구 전농동 694,서울특별시,동대문구,127.05921030945518,37.58252264016921,2026-08-01T20:12:16.527Z
0000125,서울신학대학교,본교,대학교,사립,"경기도 부천시 소사구 호현로489번길 52 (소사본동, 서울신학대학교)",경기도 부천시 소사구 소사본동 101-1,경기도,부천시,126.79055918259041,37.4786912207728,2026-08-01T20:12:16.527Z
0002973,서울여자간호대학교,본교,전문대학,사립,"서울특별시 서대문구 간호대로 38 (홍제동, 서울여자간호대학교)",서울특별시 서대문구 홍제동 287-89,서울특별시,서대문구,126.94761890684723,37.59733271316581,2026-08-01T20:12:16.527Z
0000126,서울여자대학교,본교,대학교,사립,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교)",서울특별시 노원구 공릉동 126,서울특별시,노원구,127.0934434204766,37.62695573551928,2026-08-01T20:12:16.527Z
0000489,서울예술대학교,본교,전문대학,사립,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학)",경기도 안산시 단원구 고잔동 640-1,경기도,안산시,126.83683648237194,37.334410301668356,2026-08-01T20:12:16.527Z
0000127,서울장신대학교,본교,대학교,사립,"경기도 광주시 경안로 145 (경안동, 서울장신대학교)",경기도 광주시 경안동 219-2,경기도,광주시,127.24618214138232,37.41060140032273,2026-08-01T20:12:16.527Z
0000205,서울한영대학교,본교,대학교,사립,서울특별시 구로구 경인로 290-42 (개봉동),서울특별시 구로구 개봉동 415-9,서울특별시,구로구,126.85083001685281,37.496587557592875,2026-08-01T20:12:16.527Z
0000128,서원대학교,본교,대학교,사립,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",충청북도 청주시 서원구 모충동 273,충청북도,청주시,127.48210862543425,36.625956278356554,2026-08-01T20:12:16.527Z
0000490,서일대학교,본교,전문대학,사립,서울특별시 중랑구 용마산로90길 28 (면목동),서울특별시 중랑구 면목동 49-3,서울특별시,중랑구,127.09722313860036,37.58608224348042,2026-08-01T20:12:16.527Z
0000566,서정대학교,본교,전문대학,사립,경기도 양주시 은현면 서정로 27,경기도 양주시 은현면 용암리 681-1,경기도,양주시,127.03780339892904,37.85646543272463,2026-08-01T20:12:16.527Z
0000550,선린대학교,본교,전문대학,사립,경상북도 포항시 북구 흥해읍 선린대길 30 선린대학교,경상북도 포항시 북구 흥해읍 초곡리 산 38-34,경상북도,포항시,129.33233530987172,36.09187031829137,2026-08-01T20:12:16.527Z
0000129,선문대학교,본교,대학교,사립,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",충청남도 아산시 탕정면 갈산리 100,충청남도,아산시,127.07077496092575,36.79735593480966,2026-08-01T20:12:16.527Z
0000131,성결대학교,본교,대학교,사립,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교)",경기도 안양시 만안구 안양동 400-10,경기도,안양시,126.9288138399358,37.37986262703335,2026-08-01T20:12:16.527Z
0000132,성공회대학교,본교,대학교,사립,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",서울특별시 구로구 항동 1-1,서울특별시,구로구,126.82503090004444,37.48834490842523,2026-08-01T20:12:16.527Z
0000133,성균관대학교,본교,대학교,사립,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",서울특별시 종로구 명륜3가 53-21,서울특별시,종로구,126.99453878391037,37.58814910610191,2026-08-01T20:12:16.527Z
0000136,성신여자대학교,본교,대학교,사립,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",서울특별시 성북구 돈암동 173-1,서울특별시,성북구,127.02197355202122,37.59170093264356,2026-08-01T20:12:16.527Z
0002647,성운대학교,본교,전문대학,사립,경상북도 영천시 신녕면 대학길 105,경상북도 영천시 신녕면 화남리 1135-5,경상북도,영천시,128.76141598709165,36.06421086584973,2026-08-01T20:12:16.527Z
0000515,세경대학교,본교,전문대학,사립,강원특별자치도 영월군 영월읍 하송로 197,강원특별자치도 영월군 영월읍 하송리 산 57,강원특별자치도,영월군,128.45209090978344,37.17520449487057,2026-08-01T20:12:16.527Z
0000137,세명대학교,본교,대학교,사립,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",충청북도 제천시 신월동 522,충청북도,제천시,128.19646316708065,37.176270208688365,2026-08-01T20:12:16.527Z
0000138,세종대학교,본교,대학교,사립,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",서울특별시 광진구 군자동 98,서울특별시,광진구,127.07318361304209,37.55160935088161,2026-08-01T20:12:16.527Z
0000092,세한대학교,본교,대학교,사립,"전남광주통합특별시 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교)",전남광주통합특별시 영암군 삼호읍 산호리 105-5,전남광주통합특별시,영암군,126.48301388331485,34.74559116742326,2026-08-01T20:12:16.527Z
0000567,송곡대학교,본교,전문대학,사립,강원특별자치도 춘천시 남산면 송곡대학길 34,강원특별자치도 춘천시 남산면 창촌리 1,강원특별자치도,춘천시,127.65311184780803,37.79191226407847,2026-08-01T20:12:16.527Z
0000243,송원대학교,본교,대학교,사립,"전남광주통합특별시 남구 송암로 73 (송하동, 송원대학)",전남광주통합특별시 남구 송하동 365-1,전남광주통합특별시,남구,126.87200209720734,35.11333485972577,2026-08-01T20:12:16.527Z
0000564,송호대학교,본교,전문대학,사립,강원특별자치도 횡성군 횡성읍 남산로 210,강원특별자치도 횡성군 횡성읍 남산리 69-1,강원특별자치도,횡성군,128.00121795278255,37.47076178606526,2026-08-01T20:12:16.527Z
0002649,수성대학교,본교,전문대학,사립,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교)",대구광역시 수성구 만촌동 산 391,대구광역시,수성구,128.64812432989828,35.85397240854698,2026-08-01T20:12:16.527Z
0000139,수원가톨릭대학교,본교,대학교,사립,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교)",경기도 화성시 효행구 봉담읍 왕림리 226,경기도,화성시,126.9339237340935,37.1933283378457,2026-08-01T20:12:16.527Z
0000497,수원과학대학교,본교,전문대학,사립,"경기도 화성시 정남면 세자로 288 (보통리, 수원과학대학)",경기도 화성시 효행구 정남면 보통리 141-44,경기도,화성시,126.98127038043418,37.19243333848796,2026-08-01T20:12:16.527Z
0000140,수원대학교,본교,대학교,사립,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교)",경기도 화성시 효행구 봉담읍 와우리 6,경기도,화성시,126.97970695757886,37.20722611759146,2026-08-01T20:12:16.527Z
0000496,수원여자대학교,본교,전문대학,사립,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학)",경기도 수원시 권선구 오목천동 39-21,경기도,수원시,126.96374896936351,37.251011693266605,2026-08-01T20:12:16.527Z
0000141,숙명여자대학교,본교,대학교,사립,"서울특별시 용산구 청파로47길 90 (청파동2가, 숙명여자대학교)",서울특별시 용산구 청파동2가 53,서울특별시,용산구,126.96534477121517,37.54529927693998,2026-08-01T20:12:16.527Z
0000498,순천제일대학교,본교,전문대학,사립,"전남광주통합특별시 순천시 제일대학길 17 (덕월동, 순천제일대학)",전남광주통합특별시 순천시 덕월동 535,전남광주통합특별시,순천시,127.48429091496703,34.93364076500803,2026-08-01T20:12:16.527Z
0000142,순천향대학교,본교,대학교,사립,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",충청남도 아산시 신창면 읍내리 646,충청남도,아산시,126.9289373192372,36.76835123315469,2026-08-01T20:12:16.527Z
0000143,숭실대학교,본교,대학교,사립,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",서울특별시 동작구 상도동 511,서울특별시,동작구,126.95507100599167,37.496547184084456,2026-08-01T20:12:16.527Z
0000500,숭의여자대학교,본교,전문대학,사립,"서울특별시 중구 소파로2길 10 (예장동, 숭의여자대학)",서울특별시 중구 예장동 8-3,서울특별시,중구,126.98759899033695,37.55733174664654,2026-08-01T20:12:16.527Z
0000065,신경주대학교,본교,대학교,사립,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",경상북도 경주시 효현동 670,경상북도,경주시,129.16181988484274,35.83161118336814,2026-08-01T20:12:16.527Z
0000501,신구대학교,본교,전문대학,사립,"경기도 성남시 중원구 광명로 377 (금광동, 신구대학)",경기도 성남시 중원구 금광동 2685,경기도,성남시,127.16784173736673,37.447324464746245,2026-08-01T20:12:16.527Z
0000144,신라대학교,본교,대학교,사립,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",부산광역시 사상구 괘법동 산 1-23,부산광역시,사상구,128.99528462430067,35.169233383896774,2026-08-01T20:12:16.527Z
0000502,신성대학교,본교,전문대학,사립,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교)",충청남도 당진시 정미면 덕마리 230-2,충청남도,당진시,126.59331936923937,36.8524931208457,2026-08-01T20:12:16.527Z
0000506,신안산대학교,본교,전문대학,사립,"경기도 안산시 단원구 신안산대학로 135 (초지동, 신안산대학교)",경기도 안산시 단원구 초지동 671,경기도,안산시,126.80798007033172,37.30912909942461,2026-08-01T20:12:16.527Z
0002712,신한대학교,본교,대학교,사립,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",경기도 동두천시 상패동 233-1,경기도,동두천시,127.03788749489192,37.903870649170386,2026-08-01T20:12:16.527Z
0002800,신한대학교,제2캠퍼스,대학교,사립,"경기도 의정부시 호암로 95 (호원동, 신한대학교)",경기도 의정부시 호원동 117-1,경기도,의정부시,127.0459016495225,37.71062784887174,2026-08-01T20:12:16.527Z
0000145,아신대학교,본교,대학교,사립,경기도 양평군 옥천면 경강로 1276 아신대학교,경기도 양평군 옥천면 아신리 933-17,경기도,양평군,127.42910104138127,37.5112033867927,2026-08-01T20:12:16.527Z
0000146,아주대학교,본교,대학교,사립,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교)",경기도 수원시 영통구 원천동 산 5-1,경기도,수원시,127.04275066682418,37.28408702575119,2026-08-01T20:12:16.527Z
0000454,아주자동차대학교,본교,전문대학,사립,충청남도 보령시 주포면 대학길 106,충청남도 보령시 주포면 관산리 290-1,충청남도,보령시,126.57957076620491,36.40350783142065,2026-08-01T20:12:16.527Z
0002650,안동과학대학교,본교,전문대학,사립,"경상북도 안동시 서후면 서선길 189 (교리, 안동과학대학교)",경상북도 안동시 서후면 교리 496,경상북도,안동시,128.6557361999267,36.59138297664799,2026-08-01T20:12:16.527Z
0000507,안산대학교,본교,전문대학,사립,"경기도 안산시 상록구 안산대학로 155 (일동, 안산대학교)",경기도 안산시 상록구 일동 752,경기도,안산시,126.87805811635897,37.30928708055616,2026-08-01T20:12:16.527Z
0000147,안양대학교,본교,대학교,사립,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교)",경기도 안양시 만안구 안양동 708-113,경기도,안양시,126.92046361203208,37.391786454003864,2026-08-01T20:12:16.527Z
0000148,안양대학교,제2캠퍼스,대학교,사립,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스)",인천광역시 강화군 불은면 삼성리 809-170,인천광역시,강화군,126.44471138628481,37.71100393431708,2026-08-01T20:12:16.527Z
0000510,여주대학교,본교,전문대학,사립,"경기도 여주시 세종로 338 (교동, 여주대학교)",경기도 여주시 교동 454-4,경기도,여주시,127.6322762339012,37.26955872195319,2026-08-01T20:12:16.527Z
0002651,연성대학교,본교,전문대학,사립,"경기도 안양시 만안구 양화로37번길 34 (안양동, 연성대학교)",경기도 안양시 만안구 안양동 922-1,경기도,안양시,126.90701103606503,37.39641923936206,2026-08-01T20:12:16.527Z
0000149,연세대학교,본교,대학교,사립,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",서울특별시 서대문구 신촌동 134,서울특별시,서대문구,126.9389139906308,37.5643439976086,2026-08-01T20:12:16.527Z
0000150,연세대학교(미래),분교,대학교,사립,강원특별자치도 원주시 흥업면 연세대길 1 연세대학교 미래캠퍼스,강원특별자치도 원주시 흥업면 매지리 1496,강원특별자치도,원주시,127.90348632414302,37.277885687778635,2026-08-01T20:12:16.527Z
0002652,연암공과대학교,본교,전문대학,사립,"경남 진주시 진주대로 629번길 35(가좌동, 연암공과대학교)",경상남도 진주시 가좌동 780,,,128.09809544803613,35.16415649291834,2026-08-01T20:12:16.527Z
0000512,연암대학교,본교,전문대학,사립,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학)",충청남도 천안시 서북구 성환읍 수향리 95-3,충청남도,천안시,127.15436414294095,36.95151130668487,2026-08-01T20:12:16.527Z
0000151,영남대학교,본교,대학교,사립,"경상북도 경산시 대학로 280 (대동, 영남대학교)",경상북도 경산시 삼풍동 300,경상북도,경산시,128.7539352994309,35.82802487396762,2026-08-01T20:12:16.527Z
0000153,영남신학대학교,본교,대학교,사립,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",경상북도 경산시 진량읍 봉회리 117,경상북도,경산시,128.8180475807701,35.88036999271941,2026-08-01T20:12:16.527Z
0000418,영남외국어대학,본교,전문대학,사립,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",경상북도 경산시 남천면 협석리 220-4,경상북도,경산시,128.73325521546167,35.78578058949526,2026-08-01T20:12:16.527Z
0000513,영남이공대학교,본교,전문대학,사립,"대구광역시 남구 현충로 170 (대명동, 영남이공대학)",대구광역시 남구 대명동 322,대구광역시,남구,128.58442353481968,35.845656849487796,2026-08-01T20:12:16.527Z
0003194,영산대학교(양산),제2캠퍼스,대학교,사립,경상남도 양산시 주남로 288 (주남동) 영산대학교 양산캠퍼스,경상남도 양산시 주남동 982-4,경상남도,양산시,129.14599371470817,35.4287551091293,2026-08-01T20:12:16.527Z
0003193,영산대학교(해운대),본교,대학교,사립,부산광역시 해운대구 반송순환로 142 (반송동) 영산대학교 해운대캠퍼스,부산광역시 해운대구 반송동 248,부산광역시,해운대구,129.15656370510453,35.22424005208005,2026-08-01T20:12:16.527Z
