year,school_kind,estb,school_division,region,status,school_rep_code,school_rep_name,campus_count,enrolled_students,enrolled_dropouts,enrolled_dropout_rate,freshman_students,freshman_dropouts,freshman_dropout_rate,consolidated_at
2020,전문대학,사립,전문대학,부산,기존,0000314,부산여자대학교,1,2827,211,7.46,970,85,8.76,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,부산,기존,0000388,부산예술대학교,1,939,162,17.25,345,39,11.3,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,부산,기존,0000083,부산외국어대학교,1,11687,753,6.44,1954,119,6.09,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,부산,폐교,0000326,성심외국어대학,1,1241,2,0.16,0,0,0,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,부산,기존,0000106,신라대학교,1,11652,757,6.5,2069,114,5.51,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,부산,기존,0000181,영산대학교,2,8617,878,10.19,1623,246,15.16,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,부산,기존,0000497,한국폴리텍 VII 대학,1,1485,129,8.69,437,38,8.7,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,부산,기존,0000583,한국해양대학교,1,8331,325,3.9,1571,77,4.9,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,부산,기존,0000423,화신사이버대학교,1,1532,279,18.21,555,100,18.02,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000035,감리교신학대학교,1,1106,42,3.8,198,4,2.02,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000565,강서대학교,1,1736,132,7.6,303,26,8.58,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000037,건국대학교,2,33662,1049,3.12,5207,414,7.95,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000047,경희대학교,1,34710,1133,3.26,5739,483,8.42,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000408,경희사이버대학교,1,10782,2357,21.86,2840,662,23.31,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000049,고려대학교,2,37102,1183,3.19,5844,407,6.96,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000418,고려사이버대학교,1,10751,1527,14.2,2034,311,15.29,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000053,광운대학교,1,11671,461,3.95,2024,194,9.58,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000056,국민대학교,1,22077,715,3.24,3393,246,7.25,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000070,덕성여자대학교,1,6964,221,3.17,1107,74,6.68,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000071,동국대학교,2,29820,1165,3.91,5129,386,7.53,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000072,동덕여자대학교,1,8050,285,3.54,1663,148,8.9,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000300,동양미래대학교,1,10322,735,7.12,2833,221,7.8,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000420,디지털서울문화예술대학교,1,4382,813,18.55,889,134,15.07,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000307,명지전문대학,1,9753,761,7.8,3424,362,10.57,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000310,배화여자대학교,1,3277,234,7.14,1476,115,7.79,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000422,사이버한국외국어대학교,1,7968,1373,17.23,1928,262,13.59,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000084,삼육대학교,1,7266,263,3.62,1275,74,5.8,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000317,삼육보건대학교,1,1517,65,4.28,528,30,5.68,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000087,서강대학교,1,12090,380,3.14,1866,220,11.79,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000088,서경대학교,1,8582,453,5.28,1532,133,8.68,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,서울,기존,0000027,서울과학기술대학교,1,14498,459,3.17,2373,157,6.62,2026-08-07T10:05:19.980Z
2020,교육대학,국립,대학,서울,기존,0000199,서울교육대학교,1,1606,28,1.74,394,14,3.55,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000069,서울기독대학교,1,616,66,10.71,128,12,9.38,2026-08-07T10:05:19.980Z
2020,대학교,국립대법인,대학,서울,기존,0000012,서울대학교,1,21404,317,1.48,3378,120,3.55,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000412,서울디지털대학교,1,11485,1989,17.32,1899,306,16.11,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000413,서울사이버대학교,1,13418,2428,18.1,3908,723,18.5,2026-08-07T10:05:19.980Z
2020,대학교,공립,대학,서울,기존,0000030,서울시립대학교,1,12492,355,2.84,1822,173,9.5,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000321,서울여자간호대학교,1,1002,21,2.1,259,12,4.63,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000091,서울여자대학교,1,8686,408,4.7,1711,213,12.45,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000324,서일대학교,1,8866,683,7.7,2629,228,8.67,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000096,성공회대학교,1,2914,157,5.39,529,43,8.13,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000097,성균관대학교,1,25911,917,3.54,4087,384,9.4,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000098,성신여자대학교,1,10739,335,3.12,2226,183,8.22,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000100,세종대학교,1,16227,766,4.72,2771,337,12.16,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000415,세종사이버대학교,1,9674,1372,14.18,2794,306,10.95,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000103,숙명여자대학교,1,12094,298,2.46,2407,157,6.52,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000105,숭실대학교,1,19396,574,2.96,3172,279,8.8,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000419,숭실사이버대학교,1,7198,927,12.88,1636,193,11.8,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000333,숭의여자대학교,1,3673,214,5.83,1727,128,7.41,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000110,연세대학교,2,36546,901,2.47,5682,350,6.16,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000121,이화여자대학교,1,19179,411,2.14,3367,174,5.17,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000356,인덕대학교,1,9133,650,7.12,2834,181,6.39,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000125,장로회신학대학교,1,893,26,2.91,157,7,4.46,2026-08-07T10:05:19.980Z
2020,기술대학,사립,대학,서울,기존,0000228,정석대학,1,60,0,0,31,0,0,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000133,총신대학교,1,2081,95,4.57,363,17,4.68,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000134,추계예술대학교,1,1445,84,5.81,277,27,9.75,2026-08-07T10:05:19.980Z
2020,방송통신대학,국립,대학,서울,기존,0000215,한국방송통신대학교,1,144239,33340,23.11,13161,1114,8.46,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000142,한국성서대학교,1,1242,53,4.27,236,14,5.93,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000416,한국열린사이버대학교,1,6253,847,13.55,1791,257,14.35,2026-08-07T10:05:19.980Z
2020,각종학교(대학),특별법국립,대학,서울,기존,0000471,한국예술종합학교,1,3222,62,1.92,549,4,0.73,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000143,한국외국어대학교,1,23596,910,3.86,3809,389,10.21,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,서울,기존,0000023,한국체육대학교,1,3191,71,2.23,585,15,2.56,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,서울,기존,0000478,한국폴리텍 I 대학,1,738,93,12.6,294,29,9.86,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,서울,기존,0000477,한국폴리텍 I 대학,1,2229,180,8.08,733,80,10.91,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000150,한성대학교,1,9462,381,4.03,1625,135,8.31,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000153,한양대학교,2,36213,1037,2.86,5820,470,8.08,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,서울,기존,0000421,한양사이버대학교,1,16174,2362,14.6,3816,543,14.23,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,서울,기존,0000384,한양여자대학교,1,7421,452,6.09,3052,267,8.75,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,서울,기존,0000539,한영신학대학교,1,919,79,8.6,202,23,11.39,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,세종,기존,0000066,대전가톨릭대학교,1,58,6,10.34,14,2,14.29,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,세종,기존,0000353,한국영상대학교,1,4706,340,7.22,1433,80,5.58,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,세종,기존,0000160,홍익대학교,2,26035,1021,3.92,4286,397,9.26,2026-08-07T10:05:19.980Z
2020,대학교,특별법법인,대학,울산,기존,0000527,울산과학기술원,1,2832,73,2.58,378,24,6.35,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,울산,기존,0000352,울산과학대학교,1,8399,478,5.69,2237,96,4.29,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,울산,기존,0000117,울산대학교,1,17677,785,4.44,2916,141,4.84,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,울산,기존,0000375,춘해보건대학교,1,3171,129,4.07,921,46,4.99,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,울산,기존,0000498,한국폴리텍 VII 대학,1,1149,112,9.75,377,41,10.88,2026-08-07T10:05:19.980Z
2020,교육대학,국립,대학,인천,기존,0000200,경인교육대학교,2,2733,22,0.8,656,11,1.68,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,인천,기존,0000261,경인여자대학교,1,5095,258,5.06,2138,127,5.94,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,인천,기존,0000123,인천가톨릭대학교,2,829,35,4.22,176,19,10.8,2026-08-07T10:05:19.980Z
2020,대학교,국립대법인,대학,인천,기존,0000031,인천대학교,1,16504,679,4.11,2740,226,8.25,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,인천,기존,0000587,인천재능대학교,1,5993,542,9.04,1950,191,9.79,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,인천,기존,0000357,인하공업전문대학,1,11324,709,6.26,3330,264,7.93,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,인천,기존,0000124,인하대학교,1,25615,714,2.79,4005,265,6.62,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,인천,기존,0000481,한국폴리텍 II 대학,1,30,3,10,30,3,10,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,인천,기존,0000480,한국폴리텍 II 대학,1,3264,337,10.32,1044,130,12.45,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000585,고구려대학교,1,2135,354,16.58,914,239,26.15,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000266,광양보건대학교,1,823,77,9.36,96,11,11.46,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000054,광주가톨릭대학교,1,129,5,3.88,24,0,0,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000074,동신대학교,1,8371,533,6.37,1547,97,6.27,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000532,동아보건대학교,1,1950,266,13.64,629,79,12.56,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000166,목포가톨릭대학교,1,567,15,2.65,126,1,0.79,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000308,목포과학대학교,1,3774,814,21.57,928,143,15.41,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,전남,기존,0000576,목포대학교,1,9961,584,5.86,1784,110,6.17,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,전남,기존,0000577,목포해양대학교,1,3088,164,5.31,738,36,4.88,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000064,세한대학교,1,4616,555,12.02,947,92,9.71,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,전남,기존,0000579,순천대학교,1,9545,557,5.84,1748,100,5.72,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000331,순천제일대학교,1,3958,492,12.43,1267,124,9.79,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000114,영산선학대학교,1,47,2,4.26,6,0,0,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000360,전남과학대학교,1,4357,360,8.26,1734,189,10.9,2026-08-07T10:05:19.980Z
2020,전문대학,공립,전문대학,전남,기존,0000389,전남도립대학교,1,1884,234,12.42,681,88,12.92,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000332,청암대학교,1,3468,240,6.92,1113,152,13.66,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000190,초당대학교,1,4141,428,10.34,793,68,8.58,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,전남,기존,0000543,한국폴리텍 V 대학,1,18,0,0,7,0,0,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,전남,기존,0000554,한국폴리텍 V 대학,1,453,77,17,1,11,1100,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전남,기존,0000186,한려대학교,1,454,42,9.25,79,10,12.66,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전남,기존,0000546,한영대학,1,1761,95,5.39,702,26,3.7,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000250,군산간호대학교,1,1278,30,2.35,304,18,5.92,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,전북,기존,0000574,군산대학교,1,9945,626,6.29,1881,109,5.79,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000270,군장대학교,1,2236,339,15.16,872,78,8.94,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000311,백제예술대학교,1,1718,184,10.71,607,70,11.53,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전북,기존,0000173,예수대학교,1,615,12,1.95,131,8,6.11,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전북,기존,0000116,우석대학교,1,9709,658,6.78,1877,99,5.27,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전북,기존,0000118,원광대학교,1,21569,1273,5.9,3697,208,5.63,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,전북,기존,0000417,원광디지털대학교,1,6762,859,12.7,1398,170,12.16,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000354,원광보건대학교,1,6754,492,7.28,1911,113,5.91,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000362,전북과학대학교,1,1862,134,7.2,744,55,7.39,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,전북,기존,0000017,전북대학교,1,25129,962,3.83,4169,287,6.88,2026-08-07T10:05:19.980Z
2020,교육대학,국립,대학,전북,기존,0000201,전주교육대학교,1,1214,12,0.99,297,7,2.36,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000274,전주기전대학,1,2039,235,11.53,749,85,11.35,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전북,기존,0000126,전주대학교,1,15758,826,5.24,2806,112,3.99,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,전북,기존,0000361,전주비전대학교,1,5145,307,5.97,1576,78,4.95,2026-08-07T10:05:19.980Z
2020,전문대학,특별법국립,전문대학,전북,기존,0000473,한국농수산대학,1,1884,45,2.39,660,22,3.33,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,전북,기존,0000493,한국폴리텍 V 대학,1,194,23,11.86,77,13,16.88,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,전북,기존,0000553,한국폴리텍 V 대학,1,798,86,10.78,258,35,13.57,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,전북,기존,0000155,한일장신대학교,1,1142,136,11.91,256,35,13.67,2026-08-07T10:05:19.980Z
2020,산업대학,사립,대학,전북,기존,0000223,호원대학교,1,7034,846,12.03,1385,285,20.58,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,제주,기존,0000363,제주관광대학교,1,2917,353,12.1,846,75,8.87,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,제주,기존,0000192,제주국제대학교,1,1486,230,15.48,166,18,10.84,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,제주,기존,0000018,제주대학교,1,14227,748,5.26,2296,121,5.27,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,제주,기존,0000382,제주한라대학교,1,10019,612,6.11,2189,176,8.04,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,제주,기존,0000535,한국폴리텍 I 대학,1,70,13,18.57,28,4,14.29,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000038,건양대학교,2,8826,339,3.84,1736,83,4.78,2026-08-07T10:05:19.980Z
2020,교육대학,국립,대학,충남,기존,0000195,공주교육대학교,1,1490,38,2.55,380,26,6.84,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,충남,기존,0000573,공주대학교,1,16925,794,4.69,3153,244,7.74,2026-08-07T10:05:19.980Z
2020,사이버대학(대학),사립,대학,충남,기존,0000424,글로벌사이버대학교,1,2739,507,18.51,941,213,22.64,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000169,금강대학교,1,589,74,12.56,90,29,32.22,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000059,나사렛대학교,1,6830,403,5.9,1353,60,4.43,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000189,남서울대학교,1,12784,721,5.64,2328,103,4.42,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000060,단국대학교,2,30982,1165,3.76,5104,377,7.39,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000131,백석대학교,1,15823,692,4.37,2966,128,4.32,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충남,기존,0000373,백석문화대학교,1,7896,666,8.43,2478,188,7.59,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000085,상명대학교,2,17051,673,3.95,2957,199,6.73,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000094,선문대학교,1,12812,751,5.86,2409,152,6.31,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000104,순천향대학교,1,14233,582,4.09,2560,174,6.8,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충남,기존,0000335,신성대학교,1,5417,399,7.37,1537,107,6.96,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충남,기존,000568,아주자동차대학,1,2321,90,3.88,398,28,7.04,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충남,기존,0000529,연암대학교,1,1530,92,6.01,575,21,3.65,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000128,중부대학교,1,12156,789,6.49,2141,106,4.95,2026-08-07T10:05:19.980Z
2020,산업대학,사립,대학,충남,기존,0000225,청운대학교,1,8350,651,7.8,1439,128,8.9,2026-08-07T10:05:19.980Z
2020,전문대학,공립,전문대학,충남,기존,0000519,충남도립대학교,1,1503,102,6.79,509,41,8.06,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000141,한국기술교육대학교,1,6178,221,3.58,987,71,7.19,2026-08-07T10:05:19.980Z
2020,대학교,특별법국립,대학,충남,기존,0000472,한국전통문화대학교,1,760,19,2.5,146,6,4.11,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,충남,기존,0000500,한국폴리텍 특성화대학,1,578,22,3.81,212,10,4.72,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,충남,기존,0000487,한국폴리텍 IV 대학,1,852,57,6.69,264,14,5.3,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,충남,기존,0000588,한국폴리텍 IV 대학,1,400,21,5.25,110,9,8.18,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000149,한서대학교,1,9277,492,5.3,1713,101,5.9,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충남,기존,0000386,혜전대학교,1,3698,222,6,1068,69,6.46,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충남,기존,0000159,호서대학교,1,16785,788,4.69,3156,203,6.43,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충북,기존,0000271,강동대학교,1,5221,576,11.03,1505,225,14.95,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000058,극동대학교,1,5212,258,4.95,983,53,5.39,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000557,꽃동네대학교,1,584,13,2.23,112,4,3.57,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충북,기존,0000286,대원대학교,1,3140,231,7.36,992,55,5.54,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000093,서원대학교,1,8946,454,5.07,1751,92,5.25,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000099,세명대학교,1,10744,619,5.76,1994,119,5.97,2026-08-07T10:05:19.980Z
2020,각종학교(대학),사립,대학,충북,기존,0000404,순복음총회신학교,1,209,23,11,15,3,20,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000113,유원대학교,1,5173,475,9.18,879,71,8.08,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000183,중원대학교,1,5591,708,12.66,1043,70,6.71,2026-08-07T10:05:19.980Z
2020,교육대학,국립,대학,충북,기존,0000204,청주교육대학교,1,1234,28,2.27,306,11,3.59,2026-08-07T10:05:19.980Z
2020,대학교,사립,대학,충북,기존,0000132,청주대학교,1,16141,675,4.18,2849,127,4.46,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,충북,기존,0000021,충북대학교,1,18490,676,3.66,3035,277,9.13,2026-08-07T10:05:19.980Z
2020,전문대학,공립,전문대학,충북,기존,0000544,충북도립대학,1,1267,125,9.87,422,62,14.69,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충북,기존,0000367,충북보건과학대학교,1,3935,284,7.22,1165,73,6.27,2026-08-07T10:05:19.980Z
2020,전문대학,사립,전문대학,충북,기존,0000377,충청대학교,1,5690,428,7.52,1645,115,6.99,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,충북,기존,0000022,한국교원대학교,1,2692,57,2.12,590,36,6.1,2026-08-07T10:05:19.980Z
2020,대학교,국립,대학,충북,기존,0000582,한국교통대학교,1,12019,626,5.21,2114,134,6.34,2026-08-07T10:05:19.980Z
2020,기능대학,사립,전문대학,충북,기존,0000485,한국폴리텍 IV 대학,1,1209,79,6.53,364,29,7.97,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,강원,기존,0000513,가톨릭관동대학교,1,11694,690,5.9,1627,100,6.15,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,기존,0000347,강릉영동대학교,1,4258,146,3.43,831,47,5.66,2026-08-07T10:05:19.980Z
2021,대학교,국립,대학,강원,기존,0000572,강릉원주대학교,2,10548,551,5.22,1826,116,6.35,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,폐교,0000378,강원관광대학교,1,718,534,74.37,124,8,6.45,2026-08-07T10:05:19.980Z
2021,대학교,국립,대학,강원,기존,0000002,강원대학교,2,29995,1755,5.85,4773,353,7.4,2026-08-07T10:05:19.980Z
2021,전문대학,공립,전문대학,강원,기존,0000531,강원도립대학교,1,950,110,11.58,314,25,7.96,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,강원,기존,0000086,상지대학교,1,9686,633,6.54,1653,143,8.65,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,폐교,0000319,상지영서대학교,1,737,191,25.92,0,0,0,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,기존,0000348,세경대학교,1,1212,132,10.89,470,46,9.79,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,기존,0000393,송곡대학교,1,768,68,8.85,233,28,12.02,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,기존,0000390,송호대학교,1,1325,214,16.15,360,72,20,2026-08-07T10:05:19.980Z
2021,교육대학,국립,대학,강원,기존,0000205,춘천교육대학교,1,1344,30,2.23,341,17,4.99,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,기존,0000542,한국골프대학,1,777,134,17.25,187,22,11.76,2026-08-07T10:05:19.980Z
2021,기능대학,사립,전문대학,강원,기존,0000483,한국폴리텍 III 대학,1,207,16,7.73,70,4,5.71,2026-08-07T10:05:19.980Z
2021,기능대학,사립,전문대학,강원,기존,0000517,한국폴리텍 III 대학,1,124,10,8.06,55,6,10.91,2026-08-07T10:05:19.980Z
2021,기능대학,사립,전문대학,강원,기존,0000482,한국폴리텍 III 대학,1,408,32,7.84,135,10,7.41,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,강원,기존,0000147,한라대학교,1,4913,291,5.92,684,39,5.7,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,강원,기존,0000148,한림대학교,1,10635,483,4.54,1874,119,6.35,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,강원,기존,0000383,한림성심대학교,1,4267,324,7.59,1139,64,5.62,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,경기,기존,0000044,가천대학교,1,25871,941,3.64,4442,289,6.51,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,경기,기존,0000034,가톨릭대학교,3,10735,348,3.24,1919,135,7.03,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,경기,기존,0000036,강남대학교,1,8807,451,5.12,1590,148,9.31,2026-08-07T10:05:19.980Z
2021,전문대학,사립,전문대학,경기,기존,0000387,경기과학기술대학교,1,7575,369,4.87,1863,145,7.78,2026-08-07T10:05:19.980Z
2021,대학교,사립,대학,경기,기존,0000039,경기대학교,2,19045,716,3.76,3325,226,6.8,2026-08-07T10:05:19.980Z
