year,cohort,school_rep_code,school_rep_name,region,estb,school_division,appraised_gross,collateral_deduction,appraised_net,income_total,tuition_revenue,secure_rate,revenue_rate,campus_count,has_alimi,updated_at
2023,junior-college,0000542,한국골프대학교,강원,사립,전문대학,4539479,0,4539479,30000,3150177.5,144.1,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000383,한림성심대학교,강원,사립,전문대학,756905872,0,756905872,85469323,15478343.81,4890.1,11.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,29308960,1116046,28192914,750273,27281817.91,103.3,2.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000255,경민대학교,경기,사립,전문대학,24520135,4241508,20278627,109950,24176969.74,83.9,0.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000259,경복대학교,경기,사립,전문대학,12959563,0,12959563,429050,37830083.09,34.3,3.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000264,계원예술대학교,경기,사립,전문대학,62346460,200000,62146460,69459,20483729.13,303.4,0.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000379,국제대학교,경기,사립,전문대학,9082521,86000,8996521,137090,16912483.4,53.2,1.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000277,김포대학교,경기,사립,전문대학,9589671,0,9589671,134478,12290388.57,78,1.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000278,농협대학교,경기,사립,전문대학,40000,0,40000,518,1981745.328,2,1.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000285,대림대학교,경기,사립,전문대학,16302432,0,16302432,1349139,44575625.65,36.6,8.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000294,동남보건대학교,경기,사립,전문대학,4195798,0,4195798,46348,29216302.2,14.4,1.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000287,동서울대학교,경기,사립,전문대학,1822832,0,1822832,18742,37251623.25,4.9,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,19184535,0,19184535,321711,22101886.14,86.8,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000302,동원대학교,경기,사립,전문대학,3398557,0,3398557,311283,16184798.21,21,9.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000305,두원공과대학교,경기,사립,전문대학,46724997,0,46724997,1209786,15846176.23,294.9,2.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000316,부천대학교,경기,사립,전문대학,11718659,0,11718659,287740,46671826.69,25.1,2.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000323,서울예술대학교,경기,사립,전문대학,29935885,0,29935885,51478,24825614.93,120.6,0.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000392,서정대학교,경기,사립,전문대학,18730441,0,18730441,301753,40789246.52,45.9,1.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000330,수원과학대학교,경기,사립,전문대학,19078865,0,19078865,210679,21799790.03,87.5,1.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000329,수원여자대학교,경기,사립,전문대학,6617816,0,6617816,9509,24965114.91,26.5,0.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000334,신구대학교,경기,사립,전문대학,10249989,0,10249989,29286,40655219.48,25.2,0.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000339,신안산대학교,경기,사립,전문대학,14487983,0,14487983,83987,15878531.13,91.2,0.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000340,안산대학교,경기,사립,전문대학,33303108,1404800,31898308,316798,24433664.26,130.6,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000343,여주대학교,경기,사립,전문대학,1275000,0,1275000,24412,25423746.77,5,1.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000341,연성대학교,경기,사립,전문대학,20815752,0,20815752,361600,35954688.33,57.9,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000350,오산대학교,경기,사립,전문대학,19522336,0,19522336,201467,24969512.82,78.2,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000559,용인예술과학대학교,경기,사립,전문대학,1218886,0,1218886,8705,19111473.48,6.4,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000394,웅지세무대학교,경기,사립,전문대학,0,0,0,0,0,,,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000355,유한대학교,경기,사립,전문대학,337578526,0,337578526,2396105,27038663.54,1248.5,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000358,장안대학교,경기,사립,전문대학,52906229,0,52906229,190602,19742284.77,268,0.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000374,청강문화산업대학교,경기,사립,전문대학,32894143,0,32894143,278816,25281478.03,130.1,0.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000391,한국관광대학교,경기,사립,전문대학,28312104,0,28312104,890622,8936043.638,316.8,3.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000251,거제대학교,경남,사립,전문대학,7521940,0,7521940,150000,5988771.39,125.6,2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000395,김해대학교,경남,사립,전문대학,11663847,0,11663847,194209,8459486.668,137.9,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000342,동원과학기술대학교,경남,사립,전문대학,8101743,0,8101743,138132,12621922.07,64.2,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000306,마산대학교,경남,사립,전문대학,11030744,0,11030744,137489,30879447.5,35.7,1.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000530,연암공과대학교,경남,사립,전문대학,542966614,0,542966614,15003944,6692813.601,8112.7,2.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000369,진주보건대학교,경남,사립,전문대학,1348035,0,1348035,26207,14945033.05,9,1.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000528,창원문성대학교,경남,사립,전문대학,17643226,0,17643226,295100,8799353.4,200.5,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000396,한국승강기대학교,경남,사립,전문대학,7777474,0,7777474,304958,4232043.15,183.8,3.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000249,가톨릭상지대학교,경북,사립,전문대학,1735000,0,1735000,38822,10246469.47,16.9,2.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000293,경북과학대학교,경북,사립,전문대학,2970901,30000,2940901,64328,9584293.333,30.7,2.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000523,경북보건대학교,경북,사립,전문대학,750629,0,750629,21864,6940519.37,10.8,2.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000258,경북전문대학교,경북,사립,전문대학,2302000,0,2302000,35572,15005573.89,15.3,1.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000268,구미대학교,경북,사립,전문대학,10630098,0,10630098,53000,30907704.2,34.4,0.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000279,대경대학교,경북,사립,전문대학,1243172,0,1243172,14874,22407581.22,5.5,1.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000309,문경대학교,경북,사립,전문대학,250000,0,250000,2425,4806831.6,5.2,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000262,서라벌대학교,경북,사립,전문대학,4022570,0,4022570,48269,3334747.65,120.6,1.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000380,선린대학교,경북,사립,전문대학,1023544,0,1023544,47000,11836232.26,8.6,4.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000547,성운대학교,경북,사립,전문대학,917947,0,917947,798,7230404.73,12.7,0.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000338,안동과학대학교,경북,사립,전문대학,1445000,0,1445000,25695,12448700.55,11.6,1.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000257,영남외국어대학,경북,사립,전문대학,5258416,0,5258416,98346,2046131.5,257,1.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000381,포항대학교,경북,사립,전문대학,25750023,0,25750023,168608,9010421.179,285.8,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000522,호산대학교,경북,사립,전문대학,17193235,0,17193235,205658,10053740.7,171,1.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000267,광주보건대학교,광주,사립,전문대학,2573588,0,2573588,42511,18629463.2,13.8,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000273,기독간호대학교,광주,사립,전문대학,4365305,0,4365305,10001,3191946.69,136.8,0.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000297,동강대학교,광주,사립,전문대학,12855188,0,12855188,116291,12682220.85,101.4,0.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000320,서영대학교,광주,사립,전문대학,2752065,2021250,730815,28695,26886583.35,2.7,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000366,조선간호대학교,광주,사립,전문대학,76536943,0,76536943,1306911,3759795,2035.7,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000365,조선이공대학교,광주,사립,전문대학,76536943,0,76536943,1306911,15995474.98,478.5,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000263,계명문화대학교,대구,사립,전문대학,141570530,0,141570530,161000,25582938.8,553.4,0.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000280,대구공업대학교,대구,사립,전문대학,19078828,0,19078828,405273,8377818.435,227.7,2.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000283,대구과학대학교,대구,사립,전문대학,6673936,0,6673936,320859,23276943.74,28.7,4.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000281,대구보건대학교,대구,사립,전문대학,12542686,750000,11792686,45283,40137561.24,29.4,0.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000282,수성대학교,대구,사립,전문대학,2529913,0,2529913,56000,18406231.96,13.7,2.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000346,영남이공대학교,대구,사립,전문대학,56592091,0,56592091,746678,33041282.68,171.3,1.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000349,영진전문대학교,대구,사립,전문대학,18948417,0,18948417,353600,40367834.39,46.9,1.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000376,대덕대학교,대전,사립,전문대학,0,0,0,0,0,,,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000512,대전과학기술대학교,대전,사립,전문대학,56264209,0,56264209,169000,22419509.13,251,0.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000288,대전보건대학교,대전,사립,전문대학,9300662,0,9300662,255000,26735465.83,34.8,2.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000289,우송정보대학,대전,사립,전문대학,81095358,0,81095358,2195856,19397369.04,418.1,2.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000253,경남정보대학교,부산,사립,전문대학,65149982,1814150,63335832,1637800,34328391.37,184.5,2.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000284,대동대학교,부산,사립,전문대학,73215885,32720327,40495558,338666,8604915.334,470.6,0.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000303,동의과학대학교,부산,사립,전문대학,42573131,0,42573131,819467,24260349.8,175.5,1.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000313,부산경상대학교,부산,사립,전문대학,29334855,0,29334855,513126,12774847.7,229.6,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000315,부산과학기술대학교,부산,사립,전문대학,9389100,0,9389100,1176,17697278.54,53.1,0,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000569,부산보건대학교,부산,사립,전문대학,2472874,235000,2237874,94232,13856499,16.2,3.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000314,부산여자대학교,부산,사립,전문대학,44486066,0,44486066,298948,12568537.12,353.9,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000388,부산예술대학교,부산,사립,전문대학,3412030,0,3412030,54774,3411277.29,100,1.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000300,동양미래대학교,서울,사립,전문대학,33000337,0,33000337,2073784,37053749.96,89.1,6.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000307,명지전문대학,서울,사립,전문대학,107732284,32294127,75438157,0,40844494.83,184.7,0,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000310,배화여자대학교,서울,사립,전문대학,10662059,95000,10567059,100841,15207010.65,69.5,0.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000317,삼육보건대학교,서울,사립,전문대학,78142511,0,78142511,7367377,7438443.56,1050.5,9.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000321,서울여자간호대학교,서울,사립,전문대학,3994616,0,3994616,27415,5764145.913,69.3,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000324,서일대학교,서울,사립,전문대학,44342042,1077300,43264742,703964,33622675.92,128.7,1.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000333,숭의여자대학교,서울,사립,전문대학,19649857,0,19649857,342189,17462562.62,112.5,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000356,인덕대학교,서울,사립,전문대학,11345444,0,11345444,74533,36508082.62,31.1,0.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000384,한양여자대학교,서울,사립,전문대학,681072737,0,681072737,16400000,40166357.99,1695.6,2.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000353,한국영상대학교,세종,사립,전문대학,11784180,0,11784180,189317,18357494.04,64.2,1.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000352,울산과학대학교,울산,사립,전문대학,141098979,0,141098979,5789831,31252228.44,451.5,4.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000375,춘해보건대학교,울산,사립,전문대학,20582316,7248845,13333471,11722,15774560.42,84.5,0.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000261,경인여자대학교,인천,사립,전문대학,18596742,0,18596742,367000,24368556.98,76.3,2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000292,인천재능대학교,인천,사립,전문대학,22661254,0,22661254,436872,18345148.18,123.5,1.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000357,인하공업전문대학,인천,사립,전문대학,171646261,0,171646261,2719951,44323054.77,387.3,1.6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000272,고구려대학교,전남,사립,전문대학,4676051,2010000,2666051,5,5683897.46,46.9,0,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000266,광양보건대학교,전남,사립,전문대학,679458,0,679458,0,932283.34,72.9,0,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000532,동아보건대학교,전남,사립,전문대학,8466341,0,8466341,140961,6000555.381,141.1,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000308,목포과학대학교,전남,사립,전문대학,12391498,0,12391498,128436,12800919.42,96.8,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000331,순천제일대학교,전남,사립,전문대학,637378,0,637378,0,13302905.99,4.8,0,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000360,전남과학대학교,전남,사립,전문대학,19931073,0,19931073,536560,16520143.36,120.6,2.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000332,청암대학교,전남,사립,전문대학,3269388,0,3269388,9379,12706362.74,25.7,0.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000546,한영대학교,전남,사립,전문대학,632021,0,632021,9545,7517157.35,8.4,1.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000250,군산간호대학교,전북,사립,전문대학,9761697,0,9761697,31980,7263544,134.4,0.3,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000270,군장대학교,전북,사립,전문대학,7813800,191166,7622634,166900,9506394.338,80.2,2.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000311,백제예술대학교,전북,사립,전문대학,75988148,9855095,66133053,32607,7399856.024,893.7,0,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000354,원광보건대학교,전북,사립,전문대학,27189412,760000,26429412,1499662,24410556.85,108.3,5.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000362,전북과학대학교,전북,사립,전문대학,300000,0,300000,3160,8849714.255,3.4,1.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000274,전주기전대학,전북,사립,전문대학,4702468,0,4702468,49000,8766672.05,53.6,1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000361,전주비전대학교,전북,사립,전문대학,19196730,0,19196730,230728,18992661.51,101.1,1.2,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000363,제주관광대학교,제주,사립,전문대학,1436856,0,1436856,15273,7112088.923,20.2,1.1,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000382,제주한라대학교,제주,사립,전문대학,1417390,0,1417390,7361,23241927.78,6.1,0.5,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000373,백석문화대학교,충남,사립,전문대학,0,0,0,0,28243050.64,0,,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000335,신성대학교,충남,사립,전문대학,7260495,0,7260495,212781,18742198.11,38.7,2.9,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000568,아주자동차대학교,충남,사립,전문대학,175873225,444487,175428738,10587488,4332590,4049.1,6,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000529,연암대학교,충남,사립,전문대학,542966614,0,542966614,15003944,6572986.03,8260.6,2.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000386,혜전대학교,충남,사립,전문대학,46359767,0,46359767,204100,13966081.06,331.9,0.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000271,강동대학교,충북,사립,전문대학,832745,0,832745,14012,17191713.96,4.8,1.7,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000286,대원대학교,충북,사립,전문대학,1094586,0,1094586,15234,11449023.16,9.6,1.4,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000367,충북보건과학대학교,충북,사립,전문대학,2078056,0,2078056,17474,14052148.28,14.8,0.8,1,Y,2026-08-15T07:41:06.072Z
2023,junior-college,0000377,충청대학교,충북,사립,전문대학,25322637,0,25322637,490000,18752478.79,135,1.9,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000513,가톨릭관동대학교,강원,사립,대학,138615732,51977936,86637796,5709930,44582325.32,194.3,4.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000041,경동대학교,강원,사립,대학,138329983,3663960,134666023,2611298,60122238.97,224,1.9,4,Y,2026-08-15T07:41:06.072Z
2024,university,0000086,상지대학교,강원,사립,대학,21316386,5984000,15332386,314632,46321417.26,33.1,1.5,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000147,한라대학교,강원,사립,대학,1759886,0,1759886,0,19822809.62,8.9,0,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000148,한림대학교,강원,사립,대학,763902395,0,763902395,79182012,59955174.16,1274.1,10.4,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000044,가천대학교,경기,사립,대학,62071212,0,62071212,140000,188602327.6,32.9,0.2,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000034,가톨릭대학교,경기,사립,대학,150372871,0,150372871,2669269,89776142.68,167.5,1.8,3,Y,2026-08-15T07:41:06.072Z
2024,university,0000036,강남대학교,경기,사립,대학,67410519,8451880,58958639,762638,50169873.4,117.5,1.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000039,경기대학교,경기,사립,대학,14037616,0,14037616,60000,116511535.5,12,0.4,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000060,단국대학교,경기,사립,대학,448292831,0,448292831,2854252,222137032.3,201.8,0.6,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000068,대진대학교,경기,사립,대학,36216704,0,36216704,866555,54285619.69,66.7,2.4,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000078,루터대학교,경기,사립,대학,13909513,0,13909513,1743,2423709.73,573.9,0,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000079,명지대학교,경기,사립,대학,188353112,32294127,156058985,0,128887718.2,121.1,0,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000090,서울신학대학교,경기,사립,대학,7992503,0,7992503,77925,17601668.93,45.4,1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000092,서울장신대학교,경기,사립,대학,23668708,0,23668708,46708,4157677.24,569.3,0.2,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000095,성결대학교,경기,사립,대학,4852574,0,4852574,94700,37830809.04,12.8,2,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000101,수원가톨릭대학교,경기,사립,대학,1156545,0,1156545,36285,911250.05,126.9,3.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000102,수원대학교,경기,사립,대학,20193413,0,20193413,257923,67322387.4,30,1.3,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000509,신한대학교,경기,사립,대학,80505162,3971994,76533168,150158,55944820.98,136.8,0.2,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000558,아신대학교,경기,사립,대학,1556858,0,1556858,701,5423448.34,28.7,0,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000108,아주대학교,경기,사립,대학,175340215,0,175340215,12860500,126332540.9,138.8,7.3,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000109,안양대학교,경기,사립,대학,9780471,0,9780471,49968,37602240.1,26,0.5,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000115,용인대학교,경기,사립,대학,57052692,16342000,40710692,0,46149273,88.2,0,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000130,중앙승가대학교,경기,사립,대학,43349074,0,43349074,127936,556225.69,7793.4,0.3,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000139,차의과학대학교,경기,사립,대학,75505089,1960000,73545089,1600000,28921760.21,254.3,2.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000136,칼빈대학교,경기,사립,대학,3150768,0,3150768,176329,13359057.84,23.6,5.6,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000138,평택대학교,경기,사립,대학,68810973,0,68810973,660000,26001282.18,264.6,1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000562,한국공학대학교,경기,사립,대학,29554446,710214,28844232,1101177,60865635.62,47.4,3.7,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000144,한국항공대학교,경기,사립,대학,179408860,0,179408860,4236489,38195169.2,469.7,2.4,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000151,한세대학교,경기,사립,대학,25008472,0,25008472,1000000,23046639.84,108.5,4,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000152,한신대학교,경기,사립,대학,9428760,0,9428760,62853,38504388.01,24.5,0.7,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000156,협성대학교,경기,사립,대학,3958028,0,3958028,46011,29082962.91,13.6,1.2,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000567,화성의과학대학교,경기,사립,대학,6713422,0,6713422,0,2760569.24,243.2,0,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000032,가야대학교,경남,사립,대학,25988552,0,25988552,411493,12007894.72,216.4,1.6,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000040,경남대학교,경남,사립,대학,91619387,0,91619387,1971299,64813106.01,141.4,2.2,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000167,부산장신대학교,경남,사립,대학,4713107,0,4713107,90000,1937504.37,243.3,1.9,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000122,인제대학교,경남,사립,대학,56262712,0,56262712,6703973,63450977.27,88.7,11.9,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000193,창신대학교,경남,사립,대학,16722556,0,16722556,812628,13079137.89,127.9,4.9,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000188,경운대학교,경북,사립,대학,21867635,100000,21767635,558156,34261725.17,63.5,2.6,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000045,경일대학교,경북,사립,대학,56371010,2800000,53571010,244954,47554682.99,112.7,0.4,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000185,김천대학교,경북,사립,대학,27692222,0,27692222,315640,16730773.71,165.5,1.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000063,대구가톨릭대학교,경북,사립,대학,37782505,0,37782505,1345887,84516040.54,44.7,3.6,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000061,대구대학교,경북,사립,대학,56411270,0,56411270,797215,115422609.3,48.9,1.4,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000062,대구예술대학교,경북,사립,대학,4392468,0,4392468,116840,3277671.86,134,2.7,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000042,대구한의대학교,경북,사립,대학,9981825,0,9981825,348771,48290502.51,20.7,3.5,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000065,대신대학교,경북,사립,대학,3955849,0,3955849,4180,3523074.22,112.3,0.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000076,동양대학교,경북,사립,대학,11128429,250000,10878429,132595,27614029.14,39.4,1.2,2,Y,2026-08-15T07:41:06.072Z
2024,university,0000586,신경주대학교,경북,사립,대학,45011842,0,45011842,17150,5359488.52,839.9,0,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000111,영남대학교,경북,사립,대학,57992542,16000,57976542,979759,169931656.2,34.1,1.7,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000112,영남신학대학교,경북,사립,대학,3734546,0,3734546,34214,3624403.667,103,0.9,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000119,위덕대학교,경북,사립,대학,11978226,0,11978226,246141,16234536.86,73.8,2.1,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000140,포항공과대학교,경북,사립,대학,75560357,0,75560357,2657755,26820883.37,281.7,3.5,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000146,한동대학교,경북,사립,대학,46212100,0,46212100,359206,31441856.47,147,0.8,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000052,광신대학교,광주,사립,대학,8275460,0,8275460,102268,5377221.75,153.9,1.2,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000176,광주대학교,광주,사립,대학,33349709,0,33349709,1658561,37543726.64,88.8,5,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000055,광주여자대학교,광주,사립,대학,17911614,0,17911614,149633,22747680.49,78.7,0.8,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000162,남부대학교,광주,사립,대학,19881814,0,19881814,467000,18989062.48,104.7,2.3,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000187,송원대학교,광주,사립,대학,29411643,0,29411643,810000,17803698.27,165.2,2.8,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000127,조선대학교,광주,사립,대학,76190099,0,76190099,1740679,137839890.7,55.3,2.3,1,Y,2026-08-15T07:41:06.072Z
2024,university,0000157,호남대학교,광주,사립,대학,25832979,0,25832979,474583,48674776.37,53.1,1.8,1,Y,2026-08-15T07:41:06.072Z
