year,cohort,school_rep_code,school_rep_name,region,estb,school_division,appraised_gross,collateral_deduction,appraised_net,income_total,tuition_revenue,secure_rate,revenue_rate,campus_count,has_alimi,updated_at
2022,university,0000158,호남신학대학교,광주,사립,대학,5448587,0,5448587,44192,4951412.78,110,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000048,계명대학교,대구,사립,대학,146798331,0,146798331,1697800,161862040.3,90.7,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000067,대전대학교,대전,사립,대학,17937273,0,17937273,130000,65236653.05,27.5,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000182,대전신학대학교,대전,사립,대학,2778180,0,2778180,11137,863627,321.7,0.4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000080,목원대학교,대전,사립,대학,23742865,0,23742865,6072,53894593.89,44.1,0,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000081,배재대학교,대전,사립,대학,167291579,48011948,119279631,5131400,54731625.01,217.9,3.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000184,우송대학교,대전,사립,대학,83306676,0,83306676,2212522,71804323.38,116,2.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000120,을지대학교,대전,사립,대학,189259014,0,189259014,8565,41094866,460.5,0,3,Y,2026-08-15T07:41:06.072Z
2022,university,0000551,한국침례신학대학교,대전,사립,대학,5778705,0,5778705,19806,10060580.78,57.4,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000145,한남대학교,대전,사립,대학,24826140,4313000,20513140,135000,82363082.1,24.9,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000043,경성대학교,부산,사립,대학,11197014,0,11197014,28831,80315656.62,13.9,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000050,고신대학교,부산,사립,대학,14468405,0,14468405,600000,29207272.28,49.5,4.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000180,동명대학교,부산,사립,대학,65065347,0,65065347,1120000,50316930,129.3,1.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000073,동서대학교,부산,사립,대학,75721721,2101070,73620651,990000,62469484.36,117.9,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000075,동아대학교,부산,사립,대학,62007295,23817242,38190053,312218,137264203.3,27.8,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000077,동의대학교,부산,사립,대학,43055558,0,43055558,812140,99916982.34,43.1,1.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000082,부산가톨릭대학교,부산,사립,대학,4543640,0,4543640,135711,25353994.27,17.9,3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000083,부산외국어대학교,부산,사립,대학,39181835,0,39181835,80500,45344863.76,86.4,0.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000106,신라대학교,부산,사립,대학,13172874,187434,12985440,55152,53231199.56,24.4,0.4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000035,감리교신학대학교,서울,사립,대학,48290812,1856412,46434400,487000,8667113.547,535.8,1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000565,강서대학교,서울,사립,대학,50379520,2652157,47727363,130000,11516434.7,414.4,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000037,건국대학교,서울,사립,대학,1856556135,682047764,1174508371,6400082,231870911.4,506.5,0.3,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000047,경희대학교,서울,사립,대학,112716517,0,112716517,8571909,298100152.5,37.8,7.6,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000049,고려대학교,서울,사립,대학,192466781,0,192466781,17820847,356169041.5,54,9.3,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000053,광운대학교,서울,사립,대학,22104888,0,22104888,350206,77572513.14,28.5,1.6,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000056,국민대학교,서울,사립,대학,180814079,2690000,178124079,6041000,153140979.4,116.3,3.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000070,덕성여자대학교,서울,사립,대학,288718750,0,288718750,8361014,40929856.73,705.4,2.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000071,동국대학교,서울,사립,대학,154818471,0,154818471,5614911,209852665,73.8,3.6,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000072,동덕여자대학교,서울,사립,대학,93783644,1533971,92249673,2949495,52793245.88,174.7,3.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000084,삼육대학교,서울,사립,대학,79497056,0,79497056,4721137,45872033.87,173.3,5.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000085,상명대학교,서울,사립,대학,40512986,0,40512986,362263,105155704.1,38.5,0.9,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000087,서강대학교,서울,사립,대학,57823651,8122293,49701358,360159,103109818.9,48.2,0.6,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000088,서경대학교,서울,사립,대학,44914531,2577335,42337196,821064,49492884.4,85.5,1.8,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000069,서울기독대학교,서울,사립,대학,8098257,1305000,6793257,134377,4002034.8,169.7,1.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000091,서울여자대학교,서울,사립,대학,10332631,0,10332631,258468,51737189.07,20,2.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000539,서울한영대학교,서울,사립,대학,4805579,500000,4305579,8228,6042080.294,71.3,0.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000096,성공회대학교,서울,사립,대학,4996931,0,4996931,11879,16923159.57,29.5,0.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000097,성균관대학교,서울,사립,대학,53337204,0,53337204,17757,279340542.1,19.1,0,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000098,성신여자대학교,서울,사립,대학,17399594,177000,17222594,240355,78771004.84,21.9,1.4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000100,세종대학교,서울,사립,대학,304347319,0,304347319,1620791,122744760.7,248,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000103,숙명여자대학교,서울,사립,대학,15216111,0,15216111,200000,103149578,14.8,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000105,숭실대학교,서울,사립,대학,27427357,526127,26901230,618927,134295241.4,20,2.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000110,연세대학교,서울,사립,대학,1061144122,13653285,1047490837,67514181,399520843.4,262.2,6.4,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000121,이화여자대학교,서울,사립,대학,201605179,0,201605179,8443143,202851727.8,99.4,4.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000125,장로회신학대학교,서울,사립,대학,13038573,0,13038573,173277,15892865.65,82,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000129,중앙대학교,서울,사립,대학,182328038,0,182328038,329977,261684548.5,69.7,0.2,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000133,총신대학교,서울,사립,대학,11001176,235000,10766176,0,24864896.47,43.3,0,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000134,추계예술대학교,서울,사립,대학,23709435,0,23709435,155412,11472039.96,206.7,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000142,한국성서대학교,서울,사립,대학,13363207,0,13363207,143486,7977568,167.5,1.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000143,한국외국어대학교,서울,사립,대학,230953544,4000000,226953544,4428084,146071399.3,155.4,1.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000150,한성대학교,서울,사립,대학,49208487,0,49208487,579000,56035749.77,87.8,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000153,한양대학교,서울,사립,대학,690393924,0,690393924,20450000,340529676.5,202.7,3,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000160,홍익대학교,서울,사립,대학,154142483,0,154142483,2205453,192050506.8,80.3,1.4,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000066,대전가톨릭대학교,세종,사립,대학,4348523,675718,3672805,61526,390280,941.1,1.4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000117,울산대학교,울산,사립,대학,146106926,0,146106926,5848135,99996293.76,146.1,4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000123,인천가톨릭대학교,인천,사립,대학,139458378,23924123,115534255,2053693,6407583.733,1803.1,1.5,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000124,인하대학교,인천,사립,대학,202037040,0,202037040,1535591,164777789.8,122.6,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000054,광주가톨릭대학교,전남,사립,대학,934397,0,934397,10278,0,,1.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000074,동신대학교,전남,사립,대학,21360634,3400000,17960634,191723,42189038.26,42.6,0.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000166,목포가톨릭대학교,전남,사립,대학,3066709,0,3066709,33390,3223930.666,95.1,1.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000064,세한대학교,전남,사립,대학,4225485,0,4225485,27219,21391189.74,19.8,0.6,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000114,영산선학대학교,전남,사립,대학,5139222,6900266,-1761044,1965773,66000,-2668.2,38.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000190,초당대학교,전남,사립,대학,19920285,0,19920285,379688,19451686.48,102.4,1.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000173,예수대학교,전북,사립,대학,3279689,0,3279689,43081,3648491.28,89.9,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000164,예원예술대학교,전북,사립,대학,12171371,632320,11539051,211397,14150006.66,81.5,1.7,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000116,우석대학교,전북,사립,대학,22203579,0,22203579,310229,52968424.59,41.9,1.4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000118,원광대학교,전북,사립,대학,28921417,900000,28021417,1250160,111212140.3,25.2,4.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000126,전주대학교,전북,사립,대학,19620999,0,19620999,150000,78951610.93,24.9,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000155,한일장신대학교,전북,사립,대학,2623588,0,2623588,21399,6674505.5,39.3,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000223,호원대학교,전북,사립,대학,9944459,0,9944459,94896,34332687.14,29,1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000192,제주국제대학교,제주,사립,대학,9265945,0,9265945,92239,4719708,196.3,1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000038,건양대학교,충남,사립,대학,71248068,0,71248068,3186132,49819864.97,143,4.5,2,Y,2026-08-15T07:41:06.072Z
2022,university,0000169,금강대학교,충남,사립,대학,5251624,0,5251624,37945,1740630.333,301.7,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000059,나사렛대학교,충남,사립,대학,11150000,0,11150000,75000,34996623.33,31.9,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000189,남서울대학교,충남,사립,대학,53748012,80000,53668012,373682,74749665.45,71.8,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000131,백석대학교,충남,사립,대학,26004887,0,26004887,111389,108626617.7,23.9,0.4,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000094,선문대학교,충남,사립,대학,186497259,0,186497259,1950536,67866602.53,274.8,1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000104,순천향대학교,충남,사립,대학,46071550,0,46071550,5044517,90775077.82,50.8,10.9,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000128,중부대학교,충남,사립,대학,15032531,9113000,5919531,795,60144789.57,9.8,0,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000225,청운대학교,충남,사립,대학,44331303,0,44331303,202600,40816747.05,108.6,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000141,한국기술교육대학교,충남,사립,대학,8545419,0,8545419,111041,19665324.76,43.5,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000149,한서대학교,충남,사립,대학,7442164,0,7442164,186291,53401061.11,13.9,2.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000159,호서대학교,충남,사립,대학,41069853,2537390,38532463,465220,102453467.2,37.6,1.1,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000557,가톨릭꽃동네대학교,충북,사립,대학,48954397,0,48954397,1593280,3363339.417,1455.5,3.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000058,극동대학교,충북,사립,대학,10167048,577996,9589052,54902,24016228.74,39.9,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000093,서원대학교,충북,사립,대학,27164139,0,27164139,616043,42753194.05,63.5,2.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000099,세명대학교,충북,사립,대학,35761823,0,35761823,162405,48795935.79,73.3,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000113,유원대학교,충북,사립,대학,19981002,1058820,18922182,243000,23076883.07,82,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000183,중원대학교,충북,사립,대학,43191957,0,43191957,122563,25835486.83,167.2,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,university,0000132,청주대학교,충북,사립,대학,21549574,0,21549574,215485,86380543.54,24.9,1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000347,강릉영동대학교,강원,사립,전문대학,150467,0,150467,0,14150543.07,1.1,0,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000378,강원관광대학교,강원,사립,전문대학,16443375,0,16443375,782935,3040538.187,540.8,4.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000348,세경대학교,강원,사립,전문대학,1995922,0,1995922,20911,4684822.109,42.6,1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000393,송곡대학교,강원,사립,전문대학,23232549,0,23232549,249000,3387677.567,685.8,1.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000390,송호대학교,강원,사립,전문대학,24752828,0,24752828,429136,5022124.506,492.9,1.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000542,한국골프대학교,강원,사립,전문대학,4742800,0,4742800,15738,3088507.5,153.6,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000383,한림성심대학교,강원,사립,전문대학,817516134,0,817516134,76298749,15553192.77,5256.3,9.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,29051960,1521878,27530082,695493,26396776.07,104.3,2.4,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000255,경민대학교,경기,사립,전문대학,26271380,4271610,21999770,126750,24412752.74,90.1,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000259,경복대학교,경기,사립,전문대학,18583703,0,18583703,425009,38127463.6,48.7,2.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000264,계원예술대학교,경기,사립,전문대학,63056980,0,63056980,48702,20783700.46,303.4,0.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000379,국제대학교,경기,사립,전문대학,8965497,86000,8879497,120100,19662731.79,45.2,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000277,김포대학교,경기,사립,전문대학,9780902,0,9780902,68562,15173716.84,64.5,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000278,농협대학교,경기,사립,전문대학,40000,0,40000,219,2101306.667,1.9,0.5,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000285,대림대학교,경기,사립,전문대학,19126141,0,19126141,570307,46104936.82,41.5,3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000294,동남보건대학교,경기,사립,전문대학,4576808,0,4576808,36244,29759868.92,15.4,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000287,동서울대학교,경기,사립,전문대학,1812832,0,1812832,23439,37098659.54,4.9,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,19069038,0,19069038,241807,21792806.46,87.5,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000302,동원대학교,경기,사립,전문대학,3236072,0,3236072,205400,18305921.19,17.7,6.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000305,두원공과대학교,경기,사립,전문대학,49011356,0,49011356,1254126,19670022.8,249.2,2.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000316,부천대학교,경기,사립,전문대학,12041353,0,12041353,252063,46673293.24,25.8,2.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000323,서울예술대학교,경기,사립,전문대학,31115189,0,31115189,51806,25303971.2,123,0.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000392,서정대학교,경기,사립,전문대학,18939180,0,18939180,136570,38138589.34,49.7,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000330,수원과학대학교,경기,사립,전문대학,23957955,0,23957955,66637,24356772.21,98.4,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000329,수원여자대학교,경기,사립,전문대학,6617594,0,6617594,45660,26084891.55,25.4,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000334,신구대학교,경기,사립,전문대학,10734737,30000,10704737,36559,42180461.54,25.4,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000339,신안산대학교,경기,사립,전문대학,15133708,0,15133708,5945,17941057.91,84.4,0,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000340,안산대학교,경기,사립,전문대학,33943500,3271500,30672000,340851,24980253.8,122.8,1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000343,여주대학교,경기,사립,전문대학,1275000,0,1275000,10837,28241565.99,4.5,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000341,연성대학교,경기,사립,전문대학,21787172,0,21787172,510960,36211014,60.2,2.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000350,오산대학교,경기,사립,전문대학,20284027,0,20284027,245112,27893703.13,72.7,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000559,용인예술과학대학교,경기,사립,전문대학,1218886,0,1218886,10360,21681201.35,5.6,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000394,웅지세무대학교,경기,사립,전문대학,13824298,100000,13724298,180000,5469086.4,250.9,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000355,유한대학교,경기,사립,전문대학,341847924,0,341847924,2144090,26384328.68,1295.6,0.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000358,장안대학교,경기,사립,전문대학,56684174,0,56684174,143688,25593983.13,221.5,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000374,청강문화산업대학교,경기,사립,전문대학,27267957,0,27267957,103949,23834166.38,114.4,0.4,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000391,한국관광대학교,경기,사립,전문대학,29357112,0,29357112,800231,10241256.68,286.7,2.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000251,거제대학교,경남,사립,전문대학,7779940,0,7779940,100000,6411214,121.3,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000395,김해대학교,경남,사립,전문대학,9879015,0,9879015,61922,8327201.33,118.6,0.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000342,동원과학기술대학교,경남,사립,전문대학,7833240,0,7833240,143432,12994007.26,60.3,1.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000306,마산대학교,경남,사립,전문대학,11280869,0,11280869,149642,31705673.39,35.6,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000530,연암공과대학교,경남,사립,전문대학,518577200,0,518577200,17866292,6282245.484,8254.6,3.4,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000369,진주보건대학교,경남,사립,전문대학,1418759,0,1418759,21477,15764275.15,9,1.5,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000528,창원문성대학교,경남,사립,전문대학,17378290,0,17378290,159863,11329319,153.4,0.9,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000396,한국승강기대학교,경남,사립,전문대학,7208293,0,7208293,301560,4062882.53,177.4,4.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000249,가톨릭상지대학교,경북,사립,전문대학,1720000,0,1720000,26416,10434580.18,16.5,1.5,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000293,경북과학대학교,경북,사립,전문대학,3189569,30000,3159569,62640,10142478.49,31.2,2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000523,경북보건대학교,경북,사립,전문대학,704369,0,704369,21535,6899294.69,10.2,3.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000258,경북전문대학교,경북,사립,전문대학,2464961,0,2464961,9134,15664903.86,15.7,0.4,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000268,구미대학교,경북,사립,전문대학,11164800,0,11164800,69492,30216055.06,36.9,0.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000279,대경대학교,경북,사립,전문대학,1243172,0,1243172,30811,22758618.93,5.5,2.5,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000309,문경대학교,경북,사립,전문대학,250000,0,250000,3150,4856531.047,5.1,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000262,서라벌대학교,경북,사립,전문대학,4256224,0,4256224,49804,3516900.608,121,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000380,선린대학교,경북,사립,전문대학,802878,0,802878,18000,12148282.95,6.6,2.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000547,성운대학교,경북,사립,전문대학,920238,0,920238,1323,7206897.3,12.8,0.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000338,안동과학대학교,경북,사립,전문대학,1445000,0,1445000,12061,13551099.9,10.7,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000257,영남외국어대학,경북,사립,전문대학,5568221,0,5568221,117874,2508940,221.9,2.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000381,포항대학교,경북,사립,전문대학,27999936,0,27999936,94295,9755487.682,287,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000522,호산대학교,경북,사립,전문대학,18177362,0,18177362,259810,10598285.96,171.5,1.4,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000267,광주보건대학교,광주,사립,전문대학,2582509,0,2582509,25333,18480198.15,14,1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000273,기독간호대학교,광주,사립,전문대학,5481361,0,5481361,10316,3148673.15,174.1,0.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000297,동강대학교,광주,사립,전문대학,13023368,0,13023368,108783,13312522.41,97.8,0.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000320,서영대학교,광주,사립,전문대학,2753065,2310000,443065,27376,27795172.69,1.6,1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000366,조선간호대학교,광주,사립,전문대학,78218386,0,78218386,1239908,3755315.6,2082.9,1.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000365,조선이공대학교,광주,사립,전문대학,78218386,0,78218386,1239908,16134872.29,484.8,1.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000263,계명문화대학교,대구,사립,전문대학,146798331,0,146798331,1697800,27123381.49,541.2,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000280,대구공업대학교,대구,사립,전문대학,19430700,0,19430700,352864,9763538.81,199,1.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000283,대구과학대학교,대구,사립,전문대학,7349906,0,7349906,31741,22984445.16,32,0.4,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000281,대구보건대학교,대구,사립,전문대학,18121208,4980000,13141208,263191,40907264.07,32.1,1.5,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000282,수성대학교,대구,사립,전문대학,2657188,0,2657188,59000,18583381.35,14.3,2.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000346,영남이공대학교,대구,사립,전문대학,59035455,0,59035455,774517,31605299.82,186.8,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000349,영진전문대학교,대구,사립,전문대학,19618903,0,19618903,308300,41195269.08,47.6,1.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000376,대덕대학교,대전,사립,전문대학,26885420,0,26885420,344486,15099046.65,178.1,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000512,대전과학기술대학교,대전,사립,전문대학,56067831,0,56067831,125000,23487133.99,238.7,0.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000288,대전보건대학교,대전,사립,전문대학,9278388,0,9278388,352000,28775340.17,32.2,3.8,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000289,우송정보대학,대전,사립,전문대학,83306676,0,83306676,2212522,21376294.33,389.7,2.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000253,경남정보대학교,부산,사립,전문대학,75721721,2101070,73620651,990000,35186517.24,209.2,1.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000284,대동대학교,부산,사립,전문대학,72367964,24159568,48208396,41507,8606207.65,560.2,0.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000303,동의과학대학교,부산,사립,전문대학,43055558,0,43055558,812140,25741654.84,167.3,1.9,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000304,동주대학교,부산,사립,전문대학,2519091,235000,2284091,91498,15599537.19,14.6,3.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000313,부산경상대학교,부산,사립,전문대학,31073644,0,31073644,377135,12990645.8,239.2,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000315,부산과학기술대학교,부산,사립,전문대학,9989981,0,9989981,729,18242358.89,54.8,0,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000314,부산여자대학교,부산,사립,전문대학,46738616,0,46738616,151145,14201572.67,329.1,0.3,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000388,부산예술대학교,부산,사립,전문대학,3412030,0,3412030,42091,3789033.297,90.1,1.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000300,동양미래대학교,서울,사립,전문대학,37847055,0,37847055,1579814,37297868.25,101.5,4.2,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000307,명지전문대학,서울,사립,전문대학,146084997,2828692,143256305,90000,41030208.64,349.1,0.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000310,배화여자대학교,서울,사립,전문대학,11159520,95000,11064520,76485,15201461.97,72.8,0.7,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000317,삼육보건대학교,서울,사립,전문대학,79497056,0,79497056,4721137,7568477.09,1050.4,5.9,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000321,서울여자간호대학교,서울,사립,전문대학,4151505,0,4151505,26529,5886055.725,70.5,0.6,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000324,서일대학교,서울,사립,전문대학,56104893,1077300,55027593,626023,33131512.79,166.1,1.1,1,Y,2026-08-15T07:41:06.072Z
2022,junior-college,0000333,숭의여자대학교,서울,사립,전문대학,20212515,0,20212515,209116,18405815.6,109.8,1,1,Y,2026-08-15T07:41:06.072Z
