year_text,school_code_std,school_kind,estb,region,status,school_name,cells_json,uploaded_at
2025,0002940,특수대학원,사립,경남,기존,가야대학교 · 가야대학교 보건대학원(김해),"[""2025"",""0002940"",""가야대학교"",""본교"",""특수대학원"",""사립"",""경남"",""기존"",""가야대학교 보건대학원(김해)"",""37.5"",""0"",""20"",""20"",""0"",""0"",""0"",""0"",""0"",""53.3"",""53.3""]",2026-08-13T08:13:43.441Z
2025,0002941,일반대학원,사립,경남,기존,가야대학교 · 가야대학교 일반대학원(김해),"[""2025"",""0002941"",""가야대학교"",""본교"",""일반대학원"",""사립"",""경남"",""기존"",""가야대학교 일반대학원(김해)"",""26"",""0"",""13"",""1"",""12"",""0"",""0"",""0"",""0"",""50"",""50""]",2026-08-13T08:13:43.441Z
2025,0002867,특수대학원,사립,경남,폐교,가야대학교 · 가야대학교 항만물류대학원,"[""2025"",""0002867"",""가야대학교"",""본교"",""특수대학원"",""사립"",""경남"",""폐교"",""가야대학교 항만물류대학원"",""50"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",2026-08-13T08:13:43.441Z
2025,0002939,특수대학원,사립,경남,기존,가야대학교 · 가야대학교 행정대학원(김해),"[""2025"",""0002939"",""가야대학교"",""본교"",""특수대학원"",""사립"",""경남"",""기존"",""가야대학교 행정대학원(김해)"",""75"",""0"",""42"",""42"",""0"",""0"",""0"",""0"",""0"",""56"",""56""]",2026-08-13T08:13:43.441Z
2025,0001120,특수대학원,사립,인천,기존,가천대학교 · 가천대학교 간호대학원,"[""2025"",""0001120"",""가천대학교"",""본교"",""특수대학원"",""사립"",""인천"",""기존"",""가천대학교 간호대학원"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",2026-08-13T08:13:43.441Z
2025,0002870,특수대학원,사립,경기,기존,가천대학교 · 가천대학교 게임대학원,"[""2025"",""0002870"",""가천대학교"",""본교"",""특수대학원"",""사립"",""경기"",""기존"",""가천대학교 게임대학원"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",2026-08-13T08:13:43.441Z
2025,0001104,특수대학원,사립,경기,기존,가천대학교 · 가천대학교 경영대학원,"[""2025"",""0001104"",""가천대학교"",""본교"",""특수대학원"",""사립"",""경기"",""기존"",""가천대학교 경영대학원"",""170"",""0"",""244"",""145"",""0"",""0"",""99"",""0"",""0"",""143.5"",""85.3""]",2026-08-13T08:13:43.441Z
2025,0001106,특수대학원,사립,경기,기존,가천대학교 · 가천대학교 교육대학원,"[""2025"",""0001106"",""가천대학교"",""본교"",""특수대학원"",""사립"",""경기"",""기존"",""가천대학교 교육대학원"",""250"",""0"",""230"",""230"",""0"",""0"",""0"",""0"",""0"",""92"",""92""]",2026-08-13T08:13:43.441Z
2025,0001108,특수대학원,사립,인천,기존,가천대학교 · 가천대학교 보건대학원,"[""2025"",""0001108"",""가천대학교"",""본교"",""특수대학원"",""사립"",""인천"",""기존"",""가천대학교 보건대학원"",""75"",""0"",""83"",""83"",""0"",""0"",""0"",""0"",""0"",""110.7"",""110.7""]",2026-08-13T08:13:43.441Z
2025,0001117,특수대학원,사립,경기,기존,가천대학교 · 가천대학교 사회정책대학원,"[""2025"",""0001117"",""가천대학교"",""본교"",""특수대학원"",""사립"",""경기"",""기존"",""가천대학교 사회정책대학원"",""100"",""0"",""115"",""112"",""0"",""0"",""3"",""0"",""0"",""115"",""112""]",2026-08-13T08:13:43.441Z
2025,0002669,특수대학원,사립,경기,기존,가천대학교 · 가천대학교 산업환경대학원,"[""2025"",""0002669"",""가천대학교"",""본교"",""특수대학원"",""사립"",""경기"",""기존"",""가천대학교 산업환경대학원"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",2026-08-13T08:13:43.441Z
2025,0001103,일반대학원,사립,경기,기존,가천대학교 · 가천대학교 일반대학원,"[""2025"",""0001103"",""가천대학교"",""본교"",""일반대학원"",""사립"",""경기"",""기존"",""가천대학교 일반대학원"",""1700"",""0"",""2590"",""677"",""360"",""0"",""1225"",""328"",""0"",""152.4"",""61""]",2026-08-13T08:13:43.441Z
2025,0001124,특수대학원,사립,경기,기존,가천대학교 · 가천대학교 특수치료대학원,"[""2025"",""0001124"",""가천대학교"",""본교"",""특수대학원"",""사립"",""경기"",""기존"",""가천대학교 특수치료대학원"",""283.5"",""0"",""280"",""278"",""0"",""0"",""2"",""0"",""0"",""98.8"",""98.1""]",2026-08-13T08:13:43.441Z
2025,0003088,특수대학원,사립,강원,기존,가톨릭관동대학교 · 가톨릭관동대학교 경영행정・창업대학원,"[""2025"",""0003088"",""가톨릭관동대학교"",""본교"",""특수대학원"",""사립"",""강원"",""기존"",""가톨릭관동대학교 경영행정・창업대학원"",""105"",""0"",""33"",""22"",""0"",""0"",""11"",""0"",""0"",""31.4"",""21""]",2026-08-13T08:13:43.441Z
2025,0001237,특수대학원,사립,강원,기존,가톨릭관동대학교 · 가톨릭관동대학교 교육대학원,"[""2025"",""0001237"",""가톨릭관동대학교"",""본교"",""특수대학원"",""사립"",""강원"",""기존"",""가톨릭관동대학교 교육대학원"",""210"",""0"",""212"",""212"",""0"",""0"",""0"",""0"",""0"",""101"",""101""]",2026-08-13T08:13:43.441Z
2025,0003024,특수대학원,사립,강원,기존,가톨릭관동대학교 · 가톨릭관동대학교 보건의료융합대학원,"[""2025"",""0003024"",""가톨릭관동대학교"",""본교"",""특수대학원"",""사립"",""강원"",""기존"",""가톨릭관동대학교 보건의료융합대학원"",""30"",""0"",""22"",""22"",""0"",""0"",""0"",""0"",""0"",""73.3"",""73.3""]",2026-08-13T08:13:43.441Z
2025,0002935,특수대학원,사립,강원,기존,가톨릭관동대학교 · 가톨릭관동대학교 사회복지대학원,"[""2025"",""0002935"",""가톨릭관동대학교"",""본교"",""특수대학원"",""사립"",""강원"",""기존"",""가톨릭관동대학교 사회복지대학원"",""100"",""0"",""104"",""102"",""0"",""0"",""2"",""0"",""0"",""104"",""102""]",2026-08-13T08:13:43.441Z
2025,0001235,일반대학원,사립,강원,기존,가톨릭관동대학교 · 가톨릭관동대학교 일반대학원,"[""2025"",""0001235"",""가톨릭관동대학교"",""본교"",""일반대학원"",""사립"",""강원"",""기존"",""가톨릭관동대학교 일반대학원"",""300"",""0"",""157"",""82"",""62"",""9"",""4"",""0"",""0"",""52.3"",""51""]",2026-08-13T08:13:43.441Z
2025,0003180,일반대학원,사립,충북,신설,가톨릭꽃동네대학교 · 가톨릭꽃동네대학교 대학원,"[""2025"",""0003180"",""가톨릭꽃동네대학교"",""본교"",""일반대학원"",""사립"",""충북"",""신설"",""가톨릭꽃동네대학교 대학원"",""40"",""0"",""26"",""26"",""0"",""0"",""0"",""0"",""0"",""65"",""65""]",2026-08-13T08:13:43.441Z
2025,0003023,특수대학원,사립,충북,폐교,가톨릭꽃동네대학교 · 가톨릭꽃동네대학교 사회복지상담대학원,"[""2025"",""0003023"",""가톨릭꽃동네대학교"",""본교"",""특수대학원"",""사립"",""충북"",""폐교"",""가톨릭꽃동네대학교 사회복지상담대학원"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",2026-08-13T08:13:43.441Z
