year,cohort,school_rep_code,school_rep_name,region,estb,school_division,student_quota,recruitment_stop,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,campus_count,grad_program_count,has_alimi,updated_at
2020,junior-college,0000289,우송정보대학,대전,사립,전문대학,4640,0,4557,4224,333,91,98.2,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000253,경남정보대학교,부산,사립,전문대학,5629,0,6665,5206,1459,92.5,118.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000284,대동대학교,부산,사립,전문대학,1507,0,1518,1276,242,84.7,100.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000303,동의과학대학교,부산,사립,전문대학,4860,0,5307,4279,1028,88,109.2,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000304,동주대학교,부산,사립,전문대학,3118,0,3101,2720,381,87.2,99.5,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000313,부산경상대학교,부산,사립,전문대학,2992,295,2625,2279,346,84.5,97.3,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000315,부산과학기술대학교,부산,사립,전문대학,3134,0,3563,2805,758,89.5,113.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000314,부산여자대학교,부산,사립,전문대학,2901,0,2677,2435,242,83.9,92.3,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000388,부산예술대학교,부산,사립,전문대학,902,0,682,631,51,70,75.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000300,동양미래대학교,서울,사립,전문대학,4976,0,5854,4612,1242,92.7,117.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000307,명지전문대학,서울,사립,전문대학,5869,0,7068,5641,1427,96.1,120.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000310,배화여자대학교,서울,사립,전문대학,2690,0,2874,2476,398,92,106.8,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000317,삼육보건대학교,서울,사립,전문대학,1072,0,1331,1033,298,96.4,124.2,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000321,서울여자간호대학교,서울,사립,전문대학,684,0,934,634,300,92.7,136.5,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000324,서일대학교,서울,사립,전문대학,5386,0,6055,5161,894,95.8,112.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000333,숭의여자대학교,서울,사립,전문대학,3375,0,3396,3126,270,92.6,100.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000356,인덕대학교,서울,사립,전문대학,5826,0,6382,5494,888,94.3,109.5,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000384,한양여자대학교,서울,사립,전문대학,6252,0,6680,5846,834,93.5,106.8,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000353,한국영상대학교,세종,사립,전문대학,3167,0,3410,2952,458,93.2,107.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000352,울산과학대학교,울산,사립,전문대학,4727,0,5719,4666,1053,98.7,121,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000375,춘해보건대학교,울산,사립,전문대학,2170,0,2748,2096,652,96.6,126.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000261,경인여자대학교,인천,사립,전문대학,4004,0,4722,3830,892,95.7,117.9,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000292,인천재능대학교,인천,사립,전문대학,3316,0,3951,3260,691,98.3,119.1,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000357,인하공업전문대학,인천,사립,전문대학,5756,0,6886,5649,1237,98.1,119.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000272,고구려대학교,전남,사립,전문대학,1992,0,1903,1740,163,87.3,95.5,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000266,광양보건대학교,전남,사립,전문대학,1850,160,648,583,65,34.5,38.3,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000532,동아보건대학교,전남,사립,전문대학,1606,0,1699,1486,213,92.5,105.8,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000308,목포과학대학교,전남,사립,전문대학,2294,0,2334,2035,299,88.7,101.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000331,순천제일대학교,전남,사립,전문대학,2446,0,2551,2154,397,88.1,104.3,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000360,전남과학대학교,전남,사립,전문대학,3171,0,3976,2856,1120,90.1,125.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000332,청암대학교,전남,사립,전문대학,2777,0,2697,2377,320,85.6,97.1,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000546,한영대학교,전남,사립,전문대학,1349,0,1372,1177,195,87.2,101.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000250,군산간호대학교,전북,사립,전문대학,886,0,1152,850,302,95.9,130,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000270,군장대학교,전북,사립,전문대학,1550,0,1904,1406,498,90.7,122.8,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000311,백제예술대학교,전북,사립,전문대학,1354,0,1214,1154,60,85.2,89.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000354,원광보건대학교,전북,사립,전문대학,4033,0,4593,3704,889,91.8,113.9,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000362,전북과학대학교,전북,사립,전문대학,1478,0,1717,1398,319,94.6,116.2,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000274,전주기전대학,전북,사립,전문대학,2036,0,1743,1638,105,80.5,85.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000361,전주비전대학교,전북,사립,전문대학,2582,0,3587,2549,1038,98.7,138.9,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000363,제주관광대학교,제주,사립,전문대학,2355,0,2106,1940,166,82.4,89.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000382,제주한라대학교,제주,사립,전문대학,4646,4,6274,4179,2095,90,135.2,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000373,백석문화대학교,충남,사립,전문대학,5407,0,5754,5149,605,95.2,106.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000335,신성대학교,충남,사립,전문대학,3643,0,3678,3018,660,82.8,101,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000291,아주자동차대학,충남,사립,전문대학,988,0,910,850,60,86,92.1,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000529,연암대학교,충남,사립,전문대학,966,0,1105,950,155,98.3,114.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000386,혜전대학교,충남,사립,전문대학,2838,0,2635,2251,384,79.3,92.8,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000271,강동대학교,충북,사립,전문대학,3874,171,3534,3115,419,84.1,95.4,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000286,대원대학교,충북,사립,전문대학,2535,0,2400,2163,237,85.3,94.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000367,충북보건과학대학교,충북,사립,전문대학,2648,0,2690,2292,398,86.6,101.6,1,0,Y,2026-08-15T09:17:42.571Z
2020,junior-college,0000377,충청대학교,충북,사립,전문대학,3776,0,3914,3361,553,89,103.7,1,0,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000513,가톨릭관동대학교,강원,사립,대학원,507,0,321,304,17,60,63.3,4,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000086,상지대학교,강원,사립,대학원,456,0,317,279,38,61.2,69.5,5,5,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000147,한라대학교,강원,사립,대학원,37.5,0,41,39,2,104,109.3,1,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000148,한림대학교,강원,사립,대학원,957,0,708,613,95,64.1,74,7,7,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000044,가천대학교,경기,사립,대학원,1875.5,0,2394,1644,750,87.7,127.6,9,9,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000034,가톨릭대학교,경기,사립,대학원,2743.5,0,2155,2108,47,76.8,78.5,16,16,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000036,강남대학교,경기,사립,대학원,604,0,391,341,50,56.5,64.7,4,4,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000039,경기대학교,경기,사립,대학원,2213,0,2113,1987,126,89.8,95.5,10,9,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000060,단국대학교,경기,사립,대학원,4215,0,3720,3244,476,77,88.3,13,12,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000068,대진대학교,경기,사립,대학원,445,0,413,351,62,78.9,92.8,4,4,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000078,루터대학교,경기,사립,대학원,65,0,42,42,0,64.6,64.6,1,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000079,명지대학교,경기,사립,대학원,2155.5,0,1938,1733,205,80.4,89.9,9,9,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000090,서울신학대학교,경기,사립,대학원,880.5,0,814,807,7,91.7,92.4,7,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000092,서울장신대학교,경기,사립,대학원,340.5,0,328,322,6,94.6,96.3,7,7,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000095,성결대학교,경기,사립,대학원,607,0,383,383,0,63.1,63.1,5,5,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000101,수원가톨릭대학교,경기,사립,대학원,75,0,49,48,1,64,65.3,1,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000102,수원대학교,경기,사립,대학원,1257,0,843,723,120,57.5,67.1,14,13,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000509,신한대학교,경기,사립,대학원,288,0,416,275,141,95.5,144.4,2,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000558,아신대학교,경기,사립,대학원,810.5,0,580,523,57,64.5,71.6,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000108,아주대학교,경기,사립,대학원,4018,0,3809,3428,381,85.3,94.8,14,14,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000109,안양대학교,경기,사립,대학원,800.5,0,519,477,42,59.6,64.8,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000115,용인대학교,경기,사립,대학원,802.5,0,632,566,66,70.5,78.8,8,8,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000120,을지대학교,경기,사립,대학원,287,0,256,248,8,86.4,89.2,4,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000130,중앙승가대학교,경기,사립,대학원,90,0,85,85,0,94.4,94.4,1,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000139,차의과학대학교,경기,사립,대학원,1157,0,1142,1111,31,96,98.7,9,9,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000136,칼빈대학교,경기,사립,대학원,253,0,595,258,337,102,235.2,2,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000138,평택대학교,경기,사립,대학원,584.5,0,455,391,64,66.9,77.8,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000191,한국산업기술대학교,경기,사립,대학원,321,0,361,259,102,80.7,112.5,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000144,한국항공대학교,경기,사립,대학원,583,0,482,414,68,71,82.7,2,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000151,한세대학교,경기,사립,대학원,622,0,645,501,144,80.5,103.7,6,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000152,한신대학교,경기,사립,대학원,531,0,356,355,1,66.9,67,5,5,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000156,협성대학교,경기,사립,대학원,420,0,410,219,191,52.1,97.6,4,4,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000032,가야대학교,경남,사립,대학원,236,0,101,82,19,34.7,42.8,4,4,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000040,경남대학교,경남,사립,대학원,1430,0,1155,1080,75,75.5,80.8,4,4,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000167,부산장신대학교,경남,사립,대학원,229,0,191,189,2,82.5,83.4,5,4,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000181,영산대학교,경남,사립,대학원,230,0,314,197,117,85.7,136.5,8,7,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000122,인제대학교,경남,사립,대학원,1362.5,0,1230,1161,69,85.2,90.3,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000193,창신대학교,경남,사립,대학원,205,0,228,219,9,106.8,111.2,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000188,경운대학교,경북,사립,대학원,160,0,126,125,1,78.1,78.8,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000045,경일대학교,경북,사립,대학원,158,0,202,115,87,72.8,127.8,2,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000046,경주대학교,경북,사립,대학원,186.5,0,84,84,0,45,45,2,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000185,김천대학교,경북,사립,대학원,26.5,0,112,28,84,105.7,422.6,3,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000063,대구가톨릭대학교,경북,사립,대학원,1563,0,1338,1256,82,80.4,85.6,10,10,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000061,대구대학교,경북,사립,대학원,1697,0,1420,1318,102,77.7,83.7,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000042,대구한의대학교,경북,사립,대학원,306,0,317,293,24,95.8,103.6,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000065,대신대학교,경북,사립,대학원,225,0,203,202,1,89.8,90.2,2,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000076,동양대학교,경북,사립,대학원,288,0,205,196,9,68.1,71.2,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000111,영남대학교,경북,사립,대학원,3100,0,2374,2051,323,66.2,76.6,10,10,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000112,영남신학대학교,경북,사립,대학원,298,0,301,293,8,98.3,101,7,5,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000119,위덕대학교,경북,사립,대학원,334,0,261,258,3,77.2,78.1,5,5,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000140,포항공과대학교,경북,사립,대학원,2330,0,1692,1621,71,69.6,72.6,3,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000146,한동대학교,경북,사립,대학원,438.5,0,386,352,34,80.3,88,7,7,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000052,광신대학교,광주,사립,대학원,559,0,472,453,19,81,84.4,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000176,광주대학교,광주,사립,대학원,400,0,428,397,31,99.3,107,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000055,광주여자대학교,광주,사립,대학원,217.5,0,216,194,22,89.2,99.3,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000162,남부대학교,광주,사립,대학원,350,0,379,351,28,100.3,108.3,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000187,송원대학교,광주,사립,대학원,100,0,86,86,0,86,86,1,1,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000127,조선대학교,광주,사립,대학원,2341,0,1554,1352,202,57.8,66.4,8,8,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000157,호남대학교,광주,사립,대학원,627,0,715,503,212,80.2,114,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000158,호남신학대학교,광주,사립,대학원,484,0,424,423,1,87.4,87.6,5,5,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000048,계명대학교,대구,사립,대학원,2347.5,0,2238,1810,428,77.1,95.3,10,10,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000038,건양대학교,대전,사립,대학원,594.5,0,561,527,34,88.6,94.4,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000067,대전대학교,대전,사립,대학원,713,0,640,575,65,80.6,89.8,4,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000182,대전신학대학교,대전,사립,대학원,116,0,97,97,0,83.6,83.6,2,2,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000080,목원대학교,대전,사립,대학원,702,0,682,387,295,55.1,97.2,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000081,배재대학교,대전,사립,대학원,553,0,512,359,153,64.9,92.6,3,3,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000184,우송대학교,대전,사립,대학원,227,0,611,202,409,89,269.2,6,6,Y,2026-08-15T09:17:42.571Z
2020,graduate,0000551,한국침례신학대학교,대전,사립,대학원,710,0,640,634,6,89.3,90.1,5,3,Y,2026-08-15T09:17:42.571Z
